items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	AAI_min	AAI_max	AAI_avg
GC_00000044	29	58	2	0	0.824090354342925	0.975301228462655	0.893342330413381	0.533333333333333	1.0	0.76406936882436
GC_00000045	28	58	3	0	0.847977919744323	0.960024882870746	0.900529470310609	0.474541751527495	1.0	0.78834261720035
GC_00000046	29	58	2	0	0.821183485575818	0.928562652619293	0.871578223844505	0.481605351170569	1.0	0.735702998703078
GC_00000047	29	58	2	0	0.937795673931472	0.983360711391462	0.960037848144334	0.811111111111111	1.0	0.904920346844122
GC_00000048	29	58	2	0	0.857575908577503	0.996131354026091	0.921675464325073	0.605128205128205	1.0	0.802314362386958
GC_00000049	29	58	2	0	0.834337732072441	0.995536177722412	0.907836755604766	0.544378698224852	1.0	0.76629903671646
GC_00000050	29	58	2	0	0.88733558897102	0.989866428680025	0.935800944423134	0.626151012891344	1.0	0.850951281168566
GC_00000051	29	58	2	0	0.864358092608646	0.994914249664475	0.925052412814112	0.638513513513513	1.0	0.817729026667321
GC_00000052	29	58	2	0	0.816873143639515	0.977494745820579	0.889994978844413	0.51505016722408	1.0	0.752227125303745
GC_00000053	29	58	2	0	0.804945864002711	0.970217593351925	0.879888142937674	0.488272921108742	1.0	0.739410285879392
GC_00000054	29	58	3	0	0.804133952702952	0.942649705140713	0.867899845530745	0.0443686006825939	1.0	0.726904645396002
GC_00000055	29	58	2	0	0.79959861713876	0.984853186155805	0.882609711599916	0.498533724340176	1.0	0.743264268467711
GC_00000056	29	58	2	0	0.855165758440536	0.987317369790883	0.91650229456287	0.657303370786517	1.0	0.827759538326638
GC_00000057	29	58	2	0	0.894204486400445	0.998090162114149	0.943295698156953	0.736708860759494	1.0	0.865067732622696
GC_00000058	29	58	2	0	0.893925459908081	0.997183365849249	0.942735380204782	0.736448598130841	1.0	0.865835552464791
GC_00000059	29	57	2	0	0.864505911649081	0.921240399124425	0.891971906970427	0.583333333333333	1.0	0.785435811751601
GC_00000060	29	57	2	0	0.813632169826427	0.965578992952622	0.883117358535167	0.469667318982387	1.0	0.733855185909981
GC_00000061	28	56	3	0	0.833161705644066	0.667800399714123	0.74137210802245	0.0486358244365362	1.0	0.624063718013896
GC_00000062	28	56	2	0	0.817055023228804	0.982386045327222	0.892125301695586	0.517647058823529	1.0	0.751619556913675
GC_00000063	29	56	3	0	0.749853674480829	0.647161076309497	0.69473298084664	0.0339702760084926	1.0	0.619697659028869
GC_00000064	29	55	2	0	0.782066836538918	0.95514398455575	0.859983630507199	0.47985347985348	1.0	0.704734771401438
GC_00000065	29	55	3	0	0.813383389016128	0.903699219635516	0.856166069372253	0.0188172043010753	1.0	0.671800441692915
GC_00000066	29	54	8	0	0.996643341332104	0.669664707679104	0.801072613469683	0.0695443645083933	1.0	0.507751450830949
GC_00000067	29	54	2	0	0.846148647800655	0.997040155702248	0.915418081910113	0.615702479338843	1.0	0.803804194027179
GC_00000068	29	54	2	0	0.841977243778495	0.890494547720575	0.865556540162518	0.4860853432282	1.0	0.768475409984844
GC_00000069	29	54	2	0	0.811361702294537	0.66252882451219	0.729430721072677	0.17720207253886	1.0	0.613346947494958
GC_00000070	29	53	2	0	0.886374860487038	0.998316539137005	0.939021298952159	0.687350835322196	1.0	0.844179416746625
GC_00000071	29	53	5	0	0.850442276251781	0.855307132013794	0.852867766765121	0.0490463215258856	1.0	0.670535032804325
GC_00000072	29	52	4	0	0.928790734827447	0.587704941861606	0.719889826531022	0.0428893905191874	1.0	0.561222162071983
GC_00000073	24	52	5	0	0.841817191832832	0.81080396449608	0.826019579750767	0.0242424242424242	1.0	0.635017596782303
GC_00000074	29	51	3	0	0.761010804726071	0.679339982359725	0.717859942582688	0.113793103448276	1.0	0.663529411764706
GC_00000075	29	51	3	0	0.593740505545699	0.790725869331697	0.678219400520493	0.344582593250444	1.0	0.542883014662348
GC_00000076	29	50	2	0	0.842687011930299	0.639653721626815	0.727265831863518	0.26457399103139	1.0	0.578343552667704
GC_00000077	25	50	2	0	0.892479045382964	0.999872611464968	0.943128461938442	0.735668789808917	1.0	0.865313921747043
GC_00000078	28	50	2	0	0.95145731737972	0.721767998148379	0.820847541470579	0.0	1.0	0.527622311293333
GC_00000079	26	49	4	0	0.772721109595706	0.629715522572665	0.693927220910714	0.173913043478261	1.0	0.612513780215644
GC_00000080	29	49	2	0	0.99481500094997	0.734388868391495	0.844991242223811	0.0798771121351766	1.0	0.563528637261356
GC_00000081	29	48	2	0	0.947976713783089	0.990630311423229	0.968834276350532	0.860294117647059	1.0	0.933895233625365
GC_00000082	25	48	2	0	0.723691644112603	0.710327267995593	0.716947181230702	0.114599686028257	1.0	0.756131912666867
GC_00000083	28	48	2	0	0.980857666375742	0.580524557902786	0.729369086293327	0.0324483775811209	1.0	0.51107502249001
GC_00000084	28	48	2	0	0.997995320306077	0.548910656576298	0.708265757216008	0.0413793103448276	1.0	0.511323061873319
GC_00000085	29	48	2	0	0.920441335893317	1.0	0.958572718353995	0.756906077348066	1.0	0.884036675678853
GC_00000086	29	48	2	0	0.969405326802388	1.0	0.984465019576601	0.906474820143885	1.0	0.961994234399714
GC_00000087	29	48	2	0	0.981353427895981	1.0	0.99058897224418	0.916666666666667	1.0	0.96306146572104
GC_00000088	29	48	3	0	0.824824042761099	0.989341497984233	0.899623144317269	0.547738693467337	1.0	0.777987900495385
GC_00000089	22	48	5	0	0.926086871415429	0.726041174152877	0.813952890992459	0.01	1.0	0.642774822695035
GC_00000090	25	47	7	0	0.912956086686996	0.747324305369457	0.821878372569467	0.119148936170213	1.0	0.725899974412975
GC_00000091	29	46	2	0	0.791367164607528	0.657994037203502	0.718543969439424	0.234741784037559	1.0	0.62687623324488
GC_00000092	28	46	3	0	0.878343194741371	0.959826614115501	0.917278883134617	0.0804347826086956	1.0	0.789245956731779
GC_00000093	29	46	2	0	0.982231840159458	0.644441122384683	0.778264106049106	0.00679347826086957	1.0	0.523666246586852
GC_00000094	23	45	2	0	0.930107153602259	0.569270591912516	0.706269852886789	0.225190839694656	1.0	0.603570051661655
GC_00000095	24	45	2	0	0.831602605548005	0.599035785496276	0.696415982058991	0.201834862385321	1.0	0.595482346399778
GC_00000096	29	45	2	0	0.988579145219558	0.653481969027515	0.786838736698093	0.0	1.0	0.525480061026936
GC_00000097	29	45	2	0	0.931298752651066	1.0	0.964427436586582	0.825622775800712	1.0	0.919335705812574
GC_00000098	22	44	2	0	0.856927556589556	0.989646384198789	0.918517519571518	0.63013698630137	1.0	0.810130614845492
GC_00000099	28	44	2	0	0.933076916545675	0.988095238095238	0.959798272932698	0.69047619047619	1.0	0.883859357696567
GC_00000100	29	44	2	0	0.924667917607523	0.661592248573247	0.771314995908165	0.117647058823529	1.0	0.549694180958949
GC_00000101	29	44	4	0	0.859259610570969	0.848954489862811	0.854075966433896	0.0159817351598174	1.0	0.650004344174462
GC_00000102	22	44	4	0	0.829529729611	0.671242439285743	0.74203875938539	0.0264550264550265	1.0	0.572108124433706
GC_00000103	29	43	2	0	0.887679412437964	0.975019144053768	0.929301649902532	0.400641025641026	1.0	0.842448249424994
GC_00000104	24	43	2	0	0.831070612888795	0.646930620017642	0.727529876030387	0.233870967741935	1.0	0.647255563890973
GC_00000105	21	43	5	0	0.91716095281341	0.653748050750943	0.763369722582511	0.00267379679144385	1.0	0.501871361652483
GC_00000106	29	42	2	0	0.995121243304573	0.637157525920457	0.776888116575655	0.00972447325769854	1.0	0.562185992316047
GC_00000107	29	42	2	0	0.982735800813899	0.681254684887274	0.80468413018456	0.0	1.0	0.555792374033163
GC_00000108	21	42	4	0	0.910757454718232	0.65162116862531	0.759699125564922	0.0528301886792453	1.0	0.693441150044924
GC_00000109	15	42	6	0	0.839070374752112	0.643889593584883	0.728635558779263	0.0284697508896797	1.0	0.537300416217177
GC_00000110	29	41	2	0	0.978625121740442	0.67093106611789	0.796080789598971	0.0494350282485876	1.0	0.575449565936337
GC_00000111	29	40	3	0	0.897956758404572	0.782241794339824	0.836114642268498	0.04149377593361	1.0	0.649702095967656
GC_00000112	26	40	2	0	0.756252541683611	0.939213964396432	0.83786137350685	0.1875	1.0	0.645974736048265
GC_00000113	29	40	2	0	0.984659491898641	0.704580062017356	0.821400901085486	0.0155945419103314	1.0	0.580369370720248
GC_00000114	29	39	2	0	0.946963469215601	0.905377596735215	0.92570372240209	0.5	1.0	0.848867258161771
GC_00000115	28	38	3	0	0.879534596144118	0.928710875075064	0.903454046969695	0.0575539568345324	1.0	0.792349335325481
GC_00000116	14	38	9	0	0.983098976109215	0.664156958882086	0.79275115952912	0.0801186943620178	1.0	0.508819767760889
GC_00000117	29	37	2	0	0.898485676371868	0.992117450915987	0.9429830153781	0.63323782234957	1.0	0.862700809692214
GC_00000118	29	37	2	0	0.96401155249902	0.66673783597206	0.788279279341469	0.0792349726775956	1.0	0.566562464103448
GC_00000119	16	37	8	0	0.823195177525886	0.675302431103225	0.741950739800309	0.0087719298245614	1.0	0.477898951583162
GC_00000120	29	37	2	0	0.911808809366098	0.718782311770114	0.803870492600052	0.0162337662337662	1.0	0.58044733044733
GC_00000121	24	37	3	0	0.691397949908735	0.658293175758928	0.674439571399692	0.231735159817352	1.0	0.629657054314589
GC_00000122	24	36	3	0	0.887642438322823	0.697033967972116	0.780874793701505	0.0321100917431193	1.0	0.547218581622251
GC_00000123	29	36	3	0	0.869089050173093	0.995693252410176	0.928093431391064	0.490500863557858	1.0	0.828368561011048
GC_00000124	29	36	2	0	0.986567637694461	0.697307652288678	0.817092770892315	0.217008797653959	1.0	0.669389750034911
GC_00000125	19	36	5	0	0.886709674630704	0.629286134119659	0.736142013076951	0.0578778135048231	1.0	0.55815342214056
GC_00000126	29	35	2	0	0.899399295726024	0.993553474408909	0.944134802777799	0.551020408163265	1.0	0.868221574344023
GC_00000127	29	35	2	0	0.948059671678652	0.765216224170827	0.84688128048503	0.0243055555555556	1.0	0.646022992530346
GC_00000128	28	35	3	0	0.931293567889557	0.877325956749448	0.903504589365077	0.0495626822157434	1.0	0.765107675723351
GC_00000129	20	35	6	0	0.991016458758241	0.716150718351858	0.831455944507604	0.0	1.0	0.598546045984376
GC_00000130	29	35	2	0	0.889699389046083	0.986931402435884	0.935796502714516	0.518518518518518	1.0	0.854119425547997
GC_00000131	29	34	2	0	0.949642017525112	0.995876233804241	0.972209759768601	0.701492537313433	1.0	0.922845664724506
GC_00000132	29	34	3	0	0.943165906928528	0.955184711581442	0.949137262630753	0.0896860986547085	1.0	0.873528212752692
GC_00000133	29	34	2	0	0.928705164210877	0.948056452559635	0.938281042821689	0.100502512562814	1.0	0.850240507349582
GC_00000134	29	34	2	0	0.963048345733925	0.799924492281727	0.873939680058903	0.072992700729927	1.0	0.709278270033959
GC_00000135	25	34	6	0	0.930989630162441	0.718702952956288	0.811187494223308	0.0548628428927681	1.0	0.569249781073164
GC_00000136	29	34	2	0	0.92587193752006	0.702201566890875	0.798672447534377	0.0401606425702811	1.0	0.564231972453092
GC_00000137	15	34	5	0	0.768628798289815	0.731935407391797	0.749833469943095	0.021551724137931	1.0	0.476788677853587
GC_00000138	21	34	4	0	0.887593142303265	0.723441067016918	0.797154183604497	0.270833333333333	1.0	0.773414289958408
GC_00000139	29	33	2	0	0.929441285990764	0.998341295116771	0.962660028453963	0.585987261146497	1.0	0.906280158270604
GC_00000140	29	33	2	0	0.915226675495912	0.997564689557744	0.954623521515568	0.524282560706402	1.0	0.89411917185096
GC_00000141	29	33	2	0	0.918789950284091	1.0	0.957676425340937	0.55859375	1.0	0.899436257102273
GC_00000142	29	33	2	0	0.994657962576332	0.841140348005503	0.911480242644667	0.00397350993377483	1.0	0.773206401766005
GC_00000143	19	33	3	0	0.860216059000727	0.840361725361725	0.850172991994868	0.493333333333333	1.0	0.827752525252525
GC_00000144	29	33	2	0	0.918483665292036	0.992463017894886	0.954041343343669	0.551724137931034	1.0	0.89405912574016
GC_00000145	29	33	4	0	0.951459097799899	0.909933495906225	0.930233101818747	0.0743243243243243	1.0	0.825574153699154
GC_00000146	29	33	2	0	0.978053144181926	0.83687703162792	0.901974327152386	0.0925266903914591	1.0	0.769262913835868
GC_00000147	29	33	2	0	0.982303901623039	0.894976602943989	0.936609107476964	0.177725118483412	1.0	0.817726285365503
GC_00000148	29	33	2	0	0.993675405118391	0.842718517768626	0.91199241525265	0.0	1.0	0.779983164983165
GC_00000149	29	33	2	0	0.989838494399125	0.84528730322066	0.911869815834814	0.0138461538461538	1.0	0.767421328671329
GC_00000150	29	33	2	0	0.98620841595065	0.827570399685783	0.899951952162792	0.00591715976331361	1.0	0.760814506006814
GC_00000151	29	33	2	0	0.990510899206972	0.824637899652595	0.8999954472253	0.0689655172413793	1.0	0.765690308254963
GC_00000152	29	33	2	0	0.957874161841231	0.841650665308247	0.896009228027488	0.00696864111498258	1.0	0.734462437968536
GC_00000153	29	33	3	0	0.951669053523816	0.806955044348218	0.87335792136634	0.0867579908675799	1.0	0.787645288501453
GC_00000154	29	33	2	0	0.897484362426034	0.824678159760054	0.859542282315387	0.018641810918775	1.0	0.65905308074083
GC_00000155	29	33	2	0	0.832900309828975	0.775281905058116	0.803058923236555	0.0186046511627907	1.0	0.584705778717407
GC_00000156	29	33	2	0	0.987783477926101	0.827839266686824	0.900766365081019	0.0	1.0	0.76763216403162
GC_00000157	14	33	6	0	0.778575498575499	0.67010324041574	0.720278348071894	0.0892857142857143	1.0	0.502705627705628
GC_00000158	29	32	2	0	0.996259563869627	0.990635727747095	0.993439686774771	0.871287128712871	1.0	0.986439369743426
GC_00000159	29	32	2	0	0.969076424183842	0.9986016352061	0.983617515285704	0.776061776061776	1.0	0.960183397683398
GC_00000160	29	32	2	0	0.986749651824283	0.857320460807744	0.917492952582418	0.248466257668712	1.0	0.783191915693647
GC_00000161	29	32	2	0	0.893037955988776	0.680273653791493	0.772269383278519	0.289808917197452	1.0	0.667679011711527
GC_00000162	29	32	2	0	0.982891101206593	0.995909664144431	0.989357558005152	0.868312757201646	1.0	0.975972388158768
GC_00000163	29	32	2	0	0.931536185808275	0.998022551879636	0.963633916055441	0.551912568306011	1.0	0.917570068746695
GC_00000164	29	32	2	0	0.997272878779462	0.862848178000588	0.925203317588172	0.010183299389002	1.0	0.819484593653505
GC_00000165	29	32	2	0	0.982756325581872	0.922536137041014	0.951694547730303	0.013215859030837	1.0	0.858724420918005
GC_00000166	29	32	2	0	0.936692973281354	0.803971811922744	0.865272570968927	0.461538461538462	1.0	0.922512970900068
GC_00000167	29	32	2	0	0.945140103077468	0.994657026881909	0.969266559264971	0.608879492600423	1.0	0.928502011866603
GC_00000168	29	32	2	0	0.990830619893101	0.871846500979799	0.927538325711137	0.0	1.0	0.814761079288514
GC_00000169	28	32	2	0	0.983302161604451	0.831927019133888	0.901302871165575	0.0524109014675052	1.0	0.768707310475418
GC_00000170	29	32	2	0	0.968675117688079	0.840336234806688	0.899953225861561	0.0928270042194093	1.0	0.70582805907173
GC_00000171	29	32	2	0	0.974960601353726	0.868687411832841	0.918761059997686	0.142857142857143	1.0	0.803469228482236
GC_00000172	29	32	2	0	0.994856614315351	0.871807760906884	0.92927655218835	0.00454545454545455	1.0	0.817040872434018
GC_00000173	29	32	2	0	0.981496026775922	0.853112800049078	0.912812378744455	0.136929460580913	1.0	0.784700843260608
GC_00000174	29	32	2	0	0.988621891547691	0.867756088591312	0.924254300453329	0.0269662921348315	1.0	0.809804276911925
GC_00000175	29	32	2	0	0.986873601939238	0.860035312936728	0.919099085219163	0.00966702470461869	1.0	0.803233602439278
GC_00000176	28	32	2	0	0.989031832426192	0.822719328131707	0.898242123299077	0.0805555555555556	1.0	0.752749775985663
GC_00000177	29	32	2	0	0.970825247395296	0.856303383832595	0.909975280608495	0.026027397260274	1.0	0.795451281484755
GC_00000178	29	32	2	0	0.970169877584178	0.904234084179355	0.936042271197886	0.0202702702702703	1.0	0.843715943766347
GC_00000179	29	32	2	0	0.973191795609932	0.861392823197756	0.913885813430782	0.0	1.0	0.784367769157479
GC_00000180	29	32	2	0	0.982633984009993	0.863859076673777	0.919426456789185	0.164705882352941	1.0	0.802407495256167
GC_00000181	29	31	2	0	0.995097207002814	0.91160603624426	0.951523656097354	0.0342679127725857	1.0	0.865420560747664
GC_00000182	25	31	2	0	0.87799417953884	0.909720791542425	0.893575959143665	0.435294117647059	1.0	0.799013282732448
GC_00000183	29	31	2	0	0.966075558982267	0.99749626148259	0.981534516182227	0.615894039735099	1.0	0.950523392437513
GC_00000184	29	31	2	0	0.969511562791662	0.983972084144303	0.97668830198647	0.44794952681388	1.0	0.941453817713103
GC_00000185	29	31	2	0	0.998063797072917	0.951436588565984	0.974192589294679	0.462897526501767	1.0	0.931957901136061
GC_00000186	29	31	2	0	0.995677183272636	0.873882886854452	0.930812831528064	0.148883374689826	1.0	0.847578644040663
GC_00000187	29	31	2	0	0.988402322589512	0.936817555780798	0.961918852365253	0.0874403815580286	1.0	0.886763423765321
GC_00000188	29	31	3	0	0.989847243631086	0.808087109774707	0.889779759432375	0.0748829953198128	1.0	0.817741096740644
GC_00000189	29	31	2	0	0.942053393613002	0.988071456958459	0.964513843634797	0.458823529411765	1.0	0.919335863377609
GC_00000190	29	31	2	0	0.972059031166934	0.899064972387316	0.934138223180142	0.0912408759124088	1.0	0.828796797739581
GC_00000191	29	31	2	0	0.960199436751732	0.995248278547214	0.977409755333775	0.526104417670683	1.0	0.93718530034115
GC_00000192	29	31	2	0	0.954491722861363	0.98929719116762	0.971582843799889	0.515837104072398	1.0	0.938670753661266
GC_00000193	29	31	2	0	0.948298497845435	1.0	0.973463254110322	0.528089887640449	1.0	0.93526640086988
GC_00000194	29	31	2	0	0.995683873500286	0.916546470355816	0.954477626379061	0.00674157303370787	1.0	0.864182674882204
GC_00000195	29	31	2	0	0.991581076200794	0.899837061043092	0.943484028015766	0.148275862068966	1.0	0.851805710048202
GC_00000196	29	31	2	0	0.983709967439374	0.902764976958525	0.941500875722171	0.0352941176470588	1.0	0.855382669196711
GC_00000197	29	31	2	0	0.963126344370394	0.914849152717313	0.938367216689864	0.0649350649350649	1.0	0.841614299678816
GC_00000198	29	31	2	0	0.964334194694896	0.888895212877171	0.925079265174267	0.250513347022587	1.0	0.880801925327328
GC_00000199	29	31	2	0	0.983977026452198	0.893932679735616	0.936796074013928	0.119433198380567	1.0	0.913630229419703
GC_00000200	29	31	2	0	0.992061130616662	0.914625296157158	0.951770771171389	0.0294117647058824	1.0	0.862227588982807
GC_00000201	29	31	2	0	0.988497327261928	0.919015135102265	0.952490767620897	0.013550135501355	1.0	0.871264970714223
GC_00000202	28	31	2	0	0.947089947089947	0.978532415775819	0.962554477715652	0.618131868131868	1.0	0.931383670093347
GC_00000203	29	31	2	0	0.990513023672987	0.906546271394167	0.946671398952052	0.0573248407643312	1.0	0.865831107458393
GC_00000204	29	31	2	0	0.994708466649054	0.891271657821652	0.940153560068238	0.132250580046404	1.0	0.857036648953422
GC_00000205	29	31	2	0	0.9554217765287	0.991761182048739	0.973252386244655	0.564064801178203	1.0	0.943424073986096
GC_00000206	28	31	2	0	0.983433883888834	0.8069660552393	0.886503338753342	0.0333333333333333	1.0	0.726594982078853
GC_00000207	29	31	2	0	0.997126736697343	0.853600301677921	0.919798182667918	0.11036036036036	1.0	0.813193839000291
GC_00000208	29	31	2	0	0.981114837155701	0.903231175045266	0.940563464969381	0.0543933054393305	1.0	0.846699959508706
GC_00000209	21	31	2	0	0.942881260551491	0.698412162168501	0.802439991209632	0.147492625368732	1.0	0.559552129920386
GC_00000210	19	31	6	0	0.973169975186104	0.686659928978135	0.805187115099503	0.00564971751412429	1.0	0.721875949213292
GC_00000211	29	31	2	0	0.984743486948443	0.881388093133707	0.93020362920938	0.181481481481481	1.0	0.840374352847471
GC_00000212	29	31	2	0	0.965561529271207	1.0	0.982479067576398	0.733333333333333	1.0	0.959444444444444
GC_00000213	29	31	2	0	0.997149223409136	0.842130137939568	0.91310698168234	0.0424107142857143	1.0	0.745962941628264
GC_00000214	29	31	2	0	0.997148210859013	0.92551807524168	0.959998830287479	0.0469945355191257	1.0	0.86633762265703
GC_00000215	29	31	2	0	0.977925867637174	0.867143785837916	0.919209025561242	0.102102102102102	1.0	0.776273047240789
GC_00000216	29	31	2	0	0.981346716033378	0.905433234802722	0.941862808291326	0.00398406374501992	1.0	0.855648374244956
GC_00000217	20	31	3	0	0.883958438451907	0.865593766723036	0.874679717590582	0.290909090909091	1.0	0.737970674486803
GC_00000218	29	31	2	0	0.951327991007839	0.99747251419596	0.973853937826587	0.584269662921348	1.0	0.938963392533527
GC_00000219	19	31	4	0	0.874732029083277	0.702892638245379	0.779453714705377	0.231707317073171	1.0	0.688329399423027
GC_00000220	29	30	2	0	0.976342464769887	0.986660993511327	0.981474609464648	0.5	1.0	0.966396213657877
GC_00000221	29	30	2	0	0.990839694656489	1.0	0.995398773006135	0.83206106870229	1.0	0.988804071246819
GC_00000222	29	30	2	0	0.979523748694404	0.983908999757982	0.981711477081917	0.604501607717042	1.0	0.97342647004472
GC_00000223	29	30	2	0	0.976090334401271	0.996054802848708	0.98597151622452	0.529605263157895	1.0	0.968436176648518
GC_00000224	29	30	2	0	0.98137972195639	0.999552572706937	0.990382789484126	0.651006711409396	1.0	0.975005785697755
GC_00000225	29	30	2	0	0.998379096322594	0.952029286459399	0.974653459325518	0.137404580152672	1.0	0.927507238747039
GC_00000226	29	30	2	0	0.998721636305529	0.951086630938849	0.974322257502777	0.0561224489795918	1.0	0.928231292517007
GC_00000227	29	30	2	0	0.985336375929682	0.991666666666667	0.988491386619585	0.7421875	1.0	0.978717672413793
GC_00000228	29	30	2	0	0.974642981539533	0.966666666666667	0.970638437845758	0.541984732824427	1.0	0.968491708344301
GC_00000229	29	30	2	0	0.964493142836681	0.964914004914005	0.964703527973966	0.522522522522523	1.0	0.952987470228849
GC_00000230	29	30	2	0	0.99284073273622	0.914829612641984	0.952240102850882	0.439746300211416	1.0	0.951714417632621
GC_00000231	29	30	2	0	0.999284846601267	0.959893594912509	0.979193220403697	0.00203665987780041	1.0	0.9328229978697
GC_00000232	29	30	2	0	0.998068588656491	0.961679592620813	0.979536251561894	0.00441501103752759	1.0	0.931019258582629
GC_00000233	29	30	2	0	0.987595457760189	0.958567955694721	0.972865230590268	0.058252427184466	1.0	0.919607186697913
GC_00000234	29	30	2	0	0.995850251801774	0.961197512346169	0.978217090289485	0.0	1.0	0.928081565911605
