query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000268|gene_cluster_GC_00003046|genome_name_P2711_SD_BE|gene_callers_id_1289,P2711_SD_BE,GC_00003046,1289,sp|A0NLY7|ISAHY_ROSAI,31.405,242.0,2.4e-26,106.0,sp|A0NLY7|ISAHY_ROSAI Isatin hydrolase OS=Roseibium aggregatum (strain ATCC 25650 / DSM 13394 / JCM 20685 / NBRC 16684 / NCIMB 2208 / IAM 12614 / B1) OX=384765 GN=SIAM614_09648 PE=1 SV=1
00000271|gene_cluster_GC_00002557|genome_name_P2711_SD_BE|gene_callers_id_1978,P2711_SD_BE,GC_00002557,1978,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000277|gene_cluster_GC_00002511|genome_name_P2711_SD_BE|gene_callers_id_517,P2711_SD_BE,GC_00002511,517,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000294|gene_cluster_GC_00002582|genome_name_P2711_SD_BE|gene_callers_id_524,P2711_SD_BE,GC_00002582,524,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000326|gene_cluster_GC_00002936|genome_name_P2711_SD_BE|gene_callers_id_519,P2711_SD_BE,GC_00002936,519,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000378|gene_cluster_GC_00002454|genome_name_P2711_SD_BE|gene_callers_id_518,P2711_SD_BE,GC_00002454,518,sp|P96792|XYLP_LACPE,35.443,474.0,8.95e-108,330.0,sp|P96792|XYLP_LACPE Isoprimeverose transporter OS=Lactiplantibacillus pentosus OX=1589 GN=xylP PE=1 SV=2
00000379|gene_cluster_GC_00002454|genome_name_P2711_SD_BE|gene_callers_id_523,P2711_SD_BE,GC_00002454,523,sp|P96792|XYLP_LACPE,33.613,476.0,4.27e-104,321.0,sp|P96792|XYLP_LACPE Isoprimeverose transporter OS=Lactiplantibacillus pentosus OX=1589 GN=xylP PE=1 SV=2
00000388|gene_cluster_GC_00002576|genome_name_P2711_SD_BE|gene_callers_id_522,P2711_SD_BE,GC_00002576,522,sp|E8MGH8|HYBA1_BIFL2,53.04,658.0,0.0,713.0,sp|E8MGH8|HYBA1_BIFL2 Non-reducing end beta-L-arabinofuranosidase OS=Bifidobacterium longum subsp. longum (strain ATCC 15707 / DSM 20219 / JCM 1217 / NCTC 11818 / E194b) OX=565042 GN=hypBA1 PE=1 SV=1
00000438|gene_cluster_GC_00002870|genome_name_P2711_SD_BE|gene_callers_id_1296,P2711_SD_BE,GC_00002870,1296,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000450|gene_cluster_GC_00002364|genome_name_P2711_SD_BE|gene_callers_id_1875,P2711_SD_BE,GC_00002364,1875,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000451|gene_cluster_GC_00002364|genome_name_P2711_SD_BE|gene_callers_id_1969,P2711_SD_BE,GC_00002364,1969,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000473|gene_cluster_GC_00003071|genome_name_P2711_SD_BE|gene_callers_id_1592,P2711_SD_BE,GC_00003071,1592,sp|Q9F234|AGL2_BACTQ,40.735,653.0,3.83e-178,533.0,sp|Q9F234|AGL2_BACTQ Alpha-glucosidase 2 OS=Bacillus thermoamyloliquefaciens OX=1425 PE=3 SV=1
00000531|gene_cluster_GC_00003029|genome_name_P2711_SD_BE|gene_callers_id_521,P2711_SD_BE,GC_00003029,521,sp|P40408|BTR_BACSU,26.18,233.0,2.46e-19,91.3,sp|P40408|BTR_BACSU HTH-type transcriptional activator Btr OS=Bacillus subtilis (strain 168) OX=224308 GN=btr PE=1 SV=1
00000563|gene_cluster_GC_00002680|genome_name_P2711_SD_BE|gene_callers_id_525,P2711_SD_BE,GC_00002680,525,sp|P07642|ARAC_DICCH,28.137,263.0,1.96e-16,81.6,sp|P07642|ARAC_DICCH Arabinose operon regulatory protein OS=Dickeya chrysanthemi OX=556 GN=araC PE=3 SV=1
00000573|gene_cluster_GC_00002947|genome_name_P2711_SD_BE|gene_callers_id_305,P2711_SD_BE,GC_00002947,305,sp|Q82P90|IABF_STRAW,55.096,314.0,9.260000000000001e-124,366.0,sp|Q82P90|IABF_STRAW Extracellular exo-alpha-(1->5)-L-arabinofuranosidase OS=Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680) OX=227882 GN=Araf43A PE=1 SV=1
00000576|gene_cluster_GC_00002755|genome_name_P2711_SD_BE|gene_callers_id_1988,P2711_SD_BE,GC_00002755,1988,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000599|gene_cluster_GC_00002958|genome_name_P2711_SD_BE|gene_callers_id_306,P2711_SD_BE,GC_00002958,306,sp|P16552|RAFB_ECOLX,39.759,415.0,3.54e-97,300.0,sp|P16552|RAFB_ECOLX Raffinose permease OS=Escherichia coli OX=562 GN=rafB PE=1 SV=1
00000683|gene_cluster_GC_00002978|genome_name_P2711_SD_BE|gene_callers_id_1295,P2711_SD_BE,GC_00002978,1295,sp|P10277|PRIM_BPP4,22.38,353.0,1.21e-07,58.5,sp|P10277|PRIM_BPP4 Putative P4-specific DNA primase OS=Enterobacteria phage P4 OX=10680 GN=Alpha PE=1 SV=1
00000688|gene_cluster_GC_00002793|genome_name_P2711_SD_BE|gene_callers_id_1967,P2711_SD_BE,GC_00002793,1967,sp|P13921|REPB_STRAG,45.455,121.0,2.0400000000000002e-29,108.0,sp|P13921|REPB_STRAG Replication protein RepB OS=Streptococcus agalactiae OX=1311 GN=repB PE=1 SV=1
