query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000210|gene_cluster_GC_00002800|genome_name_P2176_Unknown_BE|gene_callers_id_1164,P2176_Unknown_BE,GC_00002800,1164,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000218|gene_cluster_GC_00002842|genome_name_P2176_Unknown_BE|gene_callers_id_1528,P2176_Unknown_BE,GC_00002842,1528,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000226|gene_cluster_GC_00002993|genome_name_P2176_Unknown_BE|gene_callers_id_1533,P2176_Unknown_BE,GC_00002993,1533,sp|Q5HK76|HSDR_STAEQ,32.211,891.0,6.14e-134,431.0,sp|Q5HK76|HSDR_STAEQ Type I restriction enzyme SepRPIP endonuclease subunit OS=Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A) OX=176279 GN=hsdR PE=3 SV=1
00000228|gene_cluster_GC_00003005|genome_name_P2176_Unknown_BE|gene_callers_id_1747,P2176_Unknown_BE,GC_00003005,1747,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000255|gene_cluster_GC_00003031|genome_name_P2176_Unknown_BE|gene_callers_id_1536,P2176_Unknown_BE,GC_00003031,1536,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000288|gene_cluster_GC_00002829|genome_name_P2176_Unknown_BE|gene_callers_id_1795,P2176_Unknown_BE,GC_00002829,1795,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000321|gene_cluster_GC_00002740|genome_name_P2176_Unknown_BE|gene_callers_id_1235,P2176_Unknown_BE,GC_00002740,1235,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000328|gene_cluster_GC_00002792|genome_name_P2176_Unknown_BE|gene_callers_id_1232,P2176_Unknown_BE,GC_00002792,1232,sp|P46918|GGAB_BACSU,31.351,370.0,3.17e-45,170.0,sp|P46918|GGAB_BACSU Minor teichoic acid biosynthesis protein GgaB OS=Bacillus subtilis (strain 168) OX=224308 GN=ggaB PE=3 SV=1
00000331|gene_cluster_GC_00002518|genome_name_P2176_Unknown_BE|gene_callers_id_1991,P2176_Unknown_BE,GC_00002518,1991,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000336|gene_cluster_GC_00002818|genome_name_P2176_Unknown_BE|gene_callers_id_1794,P2176_Unknown_BE,GC_00002818,1794,sp|A0A0H2URH7|GLYAT_STRPN,29.137,278.0,3.0400000000000004e-27,114.0,sp|A0A0H2URH7|GLYAT_STRPN Glycosyltransferase GlyA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glyA PE=3 SV=1
00000337|gene_cluster_GC_00002626|genome_name_P2176_Unknown_BE|gene_callers_id_1748,P2176_Unknown_BE,GC_00002626,1748,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000342|gene_cluster_GC_00002810|genome_name_P2176_Unknown_BE|gene_callers_id_1527,P2176_Unknown_BE,GC_00002810,1527,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000351|gene_cluster_GC_00003123|genome_name_P2176_Unknown_BE|gene_callers_id_1526,P2176_Unknown_BE,GC_00003123,1526,sp|P12054|RLX1_STAAU,24.0,275.0,1.5e-10,65.5,sp|P12054|RLX1_STAAU Protein rlx OS=Staphylococcus aureus OX=1280 GN=rlx PE=4 SV=1
00000375|gene_cluster_GC_00002789|genome_name_P2176_Unknown_BE|gene_callers_id_1791,P2176_Unknown_BE,GC_00002789,1791,sp|J9VQC4|GOE1_CRYN9,42.0,50.0,0.000141,45.8,sp|J9VQC4|GOE1_CRYN9 Glucan organizing enzyme 1 OS=Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=GOE1 PE=1 SV=2
00000384|gene_cluster_GC_00002697|genome_name_P2176_Unknown_BE|gene_callers_id_934,P2176_Unknown_BE,GC_00002697,934,sp|P14002|BGLB_ACET2,50.515,194.0,2.1399999999999998e-60,203.0,sp|P14002|BGLB_ACET2 Thermostable beta-glucosidase B OS=Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) OX=203119 GN=bglB PE=1 SV=2
00000387|gene_cluster_GC_00002579|genome_name_P2176_Unknown_BE|gene_callers_id_1576,P2176_Unknown_BE,GC_00002579,1576,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000401|gene_cluster_GC_00002735|genome_name_P2176_Unknown_BE|gene_callers_id_1833,P2176_Unknown_BE,GC_00002735,1833,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000406|gene_cluster_GC_00002593|genome_name_P2176_Unknown_BE|gene_callers_id_1892,P2176_Unknown_BE,GC_00002593,1892,sp|A4INR2|ARSC_GEOTN,54.054,37.0,2.52e-08,49.3,sp|A4INR2|ARSC_GEOTN Arsenate reductase OS=Geobacillus thermodenitrificans (strain NG80-2) OX=420246 GN=arsC PE=3 SV=1
00000434|gene_cluster_GC_00003057|genome_name_P2176_Unknown_BE|gene_callers_id_1521,P2176_Unknown_BE,GC_00003057,1521,sp|Q72H90|SOJ_THET2,26.298,289.0,1.55e-23,99.8,sp|Q72H90|SOJ_THET2 Chromosome-partitioning ATPase Soj OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=soj PE=1 SV=1
00000440|gene_cluster_GC_00002701|genome_name_P2176_Unknown_BE|gene_callers_id_1520,P2176_Unknown_BE,GC_00002701,1520,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000446|gene_cluster_GC_00003007|genome_name_P2176_Unknown_BE|gene_callers_id_1792,P2176_Unknown_BE,GC_00003007,1792,sp|A0A0H2URH7|GLYAT_STRPN,27.386,241.0,1.68e-26,113.0,sp|A0A0H2URH7|GLYAT_STRPN Glycosyltransferase GlyA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glyA PE=3 SV=1
00000447|gene_cluster_GC_00002529|genome_name_P2176_Unknown_BE|gene_callers_id_1749,P2176_Unknown_BE,GC_00002529,1749,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000461|gene_cluster_GC_00002968|genome_name_P2176_Unknown_BE|gene_callers_id_1165,P2176_Unknown_BE,GC_00002968,1165,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000485|gene_cluster_GC_00002552|genome_name_P2176_Unknown_BE|gene_callers_id_1388,P2176_Unknown_BE,GC_00002552,1388,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000486|gene_cluster_GC_00003018|genome_name_P2176_Unknown_BE|gene_callers_id_1750,P2176_Unknown_BE,GC_00003018,1750,sp|P9WLC2|Y2310_MYCTO,35.849,53.0,0.01,35.8,sp|P9WLC2|Y2310_MYCTO Uncharacterized protein MT2372 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=MT2372 PE=4 SV=1
00000487|gene_cluster_GC_00003151|genome_name_P2176_Unknown_BE|gene_callers_id_1797,P2176_Unknown_BE,GC_00003151,1797,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000545|gene_cluster_GC_00002654|genome_name_P2176_Unknown_BE|gene_callers_id_706,P2176_Unknown_BE,GC_00002654,706,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000582|gene_cluster_GC_00002877|genome_name_P2176_Unknown_BE|gene_callers_id_1751,P2176_Unknown_BE,GC_00002877,1751,sp|O34647|YOBD_BACSU,36.364,88.0,3.17e-07,50.4,sp|O34647|YOBD_BACSU Uncharacterized HTH-type transcriptional regulator YobD OS=Bacillus subtilis (strain 168) OX=224308 GN=yobD PE=4 SV=1
00000623|gene_cluster_GC_00003143|genome_name_P2176_Unknown_BE|gene_callers_id_1196,P2176_Unknown_BE,GC_00003143,1196,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000643|gene_cluster_GC_00002716|genome_name_P2176_Unknown_BE|gene_callers_id_1199,P2176_Unknown_BE,GC_00002716,1199,sp|Q9CFY8|PANE_LACLA,52.229,314.0,2.1699999999999998e-119,348.0,sp|Q9CFY8|PANE_LACLA 2-dehydropantoate 2-reductase OS=Lactococcus lactis subsp. lactis (strain IL1403) OX=272623 GN=LL1323 PE=3 SV=1
00000664|gene_cluster_GC_00002660|genome_name_P2176_Unknown_BE|gene_callers_id_1525,P2176_Unknown_BE,GC_00002660,1525,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000666|gene_cluster_GC_00002939|genome_name_P2176_Unknown_BE|gene_callers_id_1547,P2176_Unknown_BE,GC_00002939,1547,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000677|gene_cluster_GC_00002540|genome_name_P2176_Unknown_BE|gene_callers_id_1237,P2176_Unknown_BE,GC_00002540,1237,sp|P55431|NOLL_SINFN,24.561,228.0,0.000218,46.2,sp|P55431|NOLL_SINFN Nodulation protein NolL OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=nolL PE=3 SV=1
00000682|gene_cluster_GC_00002966|genome_name_P2176_Unknown_BE|gene_callers_id_1577,P2176_Unknown_BE,GC_00002966,1577,sp|Q58623|Y1226_METJA,45.58,362.0,6.35e-100,316.0,sp|Q58623|Y1226_METJA Putative cation-transporting ATPase MJ1226 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1226 PE=3 SV=1
