query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000172|gene_cluster_GC_00002685|genome_name_P3124_LMG_BE|gene_callers_id_1862,P3124_LMG_BE,GC_00002685,1862,sp|P77735|YAJO_ECOLI,44.444,153.0,2.5500000000000002e-43,148.0,sp|P77735|YAJO_ECOLI 1-deoxyxylulose-5-phosphate synthase YajO OS=Escherichia coli (strain K12) OX=83333 GN=yajO PE=1 SV=2
00000173|gene_cluster_GC_00002741|genome_name_P3124_LMG_BE|gene_callers_id_1124,P3124_LMG_BE,GC_00002741,1124,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000178|gene_cluster_GC_00002704|genome_name_P3124_LMG_BE|gene_callers_id_1047,P3124_LMG_BE,GC_00002704,1047,sp|P68929|TERS_BPRH5,49.219,128.0,3.2900000000000004e-32,114.0,sp|P68929|TERS_BPRH5 Terminase small subunit OS=Bacillus phage rho15 OX=36451 GN=1 PE=3 SV=2
00000181|gene_cluster_GC_00002632|genome_name_P3124_LMG_BE|gene_callers_id_205,P3124_LMG_BE,GC_00002632,205,sp|P68928|TERS_BPSF6,42.342,111.0,3.76e-17,77.0,sp|P68928|TERS_BPSF6 Terminase small subunit OS=Bacillus phage SF6 OX=10773 GN=1 PE=1 SV=2
00000182|gene_cluster_GC_00002539|genome_name_P3124_LMG_BE|gene_callers_id_1431,P3124_LMG_BE,GC_00002539,1431,sp|Q6L5S6|WEFC_STROR,63.526,329.0,3.45e-160,453.0,sp|Q6L5S6|WEFC_STROR Receptor polysaccharide phosphotransferase WefC OS=Streptococcus oralis OX=1303 GN=wefC PE=3 SV=1
00000190|gene_cluster_GC_00002614|genome_name_P3124_LMG_BE|gene_callers_id_202,P3124_LMG_BE,GC_00002614,202,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000192|gene_cluster_GC_00002969|genome_name_P3124_LMG_BE|gene_callers_id_1123,P3124_LMG_BE,GC_00002969,1123,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000199|gene_cluster_GC_00002584|genome_name_P3124_LMG_BE|gene_callers_id_1587,P3124_LMG_BE,GC_00002584,1587,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000203|gene_cluster_GC_00002795|genome_name_P3124_LMG_BE|gene_callers_id_1063,P3124_LMG_BE,GC_00002795,1063,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000212|gene_cluster_GC_00002817|genome_name_P3124_LMG_BE|gene_callers_id_1887,P3124_LMG_BE,GC_00002817,1887,sp|D3WAD2|TMP_BPLP2,23.312,622.0,2.1800000000000003e-21,103.0,sp|D3WAD2|TMP_BPLP2 Probable tape measure protein OS=Lactococcus phage p2 OX=254252 PE=1 SV=1
00000219|gene_cluster_GC_00002634|genome_name_P3124_LMG_BE|gene_callers_id_1434,P3124_LMG_BE,GC_00002634,1434,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000220|gene_cluster_GC_00002921|genome_name_P3124_LMG_BE|gene_callers_id_1684,P3124_LMG_BE,GC_00002921,1684,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000225|gene_cluster_GC_00002746|genome_name_P3124_LMG_BE|gene_callers_id_581,P3124_LMG_BE,GC_00002746,581,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000230|gene_cluster_GC_00002608|genome_name_P3124_LMG_BE|gene_callers_id_1792,P3124_LMG_BE,GC_00002608,1792,sp|P76037|PUUP_ECOLI,33.333,441.0,1.68e-81,262.0,sp|P76037|PUUP_ECOLI Putrescine importer PuuP OS=Escherichia coli (strain K12) OX=83333 GN=puuP PE=1 SV=2
00000233|gene_cluster_GC_00002874|genome_name_P3124_LMG_BE|gene_callers_id_219,P3124_LMG_BE,GC_00002874,219,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000235|gene_cluster_GC_00002955|genome_name_P3124_LMG_BE|gene_callers_id_1064,P3124_LMG_BE,GC_00002955,1064,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000241|gene_cluster_GC_00003109|genome_name_P3124_LMG_BE|gene_callers_id_1433,P3124_LMG_BE,GC_00003109,1433,sp|P71059|EPSJ_BACSU,23.51,302.0,2.46e-15,79.3,sp|P71059|EPSJ_BACSU Uncharacterized glycosyltransferase EpsJ OS=Bacillus subtilis (strain 168) OX=224308 GN=epsJ PE=2 SV=1
00000242|gene_cluster_GC_00002883|genome_name_P3124_LMG_BE|gene_callers_id_1037,P3124_LMG_BE,GC_00002883,1037,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000250|gene_cluster_GC_00003068|genome_name_P3124_LMG_BE|gene_callers_id_582,P3124_LMG_BE,GC_00003068,582,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000274|gene_cluster_GC_00002953|genome_name_P3124_LMG_BE|gene_callers_id_1436,P3124_LMG_BE,GC_00002953,1436,sp|P37746|RFBX_ECOLI,24.213,413.0,1.8300000000000003e-21,99.8,sp|P37746|RFBX_ECOLI Putative O-antigen transporter OS=Escherichia coli (strain K12) OX=83333 GN=rfbX PE=1 SV=4
00000280|gene_cluster_GC_00002714|genome_name_P3124_LMG_BE|gene_callers_id_1804,P3124_LMG_BE,GC_00002714,1804,sp|O48459|DIT_BPSPP,23.656,186.0,0.002,42.4,sp|O48459|DIT_BPSPP Distal tail protein OS=Bacillus phage SPP1 OX=10724 PE=1 SV=1
00000281|gene_cluster_GC_00002590|genome_name_P3124_LMG_BE|gene_callers_id_1586,P3124_LMG_BE,GC_00002590,1586,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000282|gene_cluster_GC_00002781|genome_name_P3124_LMG_BE|gene_callers_id_1062,P3124_LMG_BE,GC_00002781,1062,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000283|gene_cluster_GC_00002980|genome_name_P3124_LMG_BE|gene_callers_id_1432,P3124_LMG_BE,GC_00002980,1432,sp|P9WMX3|GLFT1_MYCTU,23.874,222.0,0.000582,44.7,sp|P9WMX3|GLFT1_MYCTU Galactofuranosyltransferase GlfT1 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=glfT1 PE=1 SV=1
00000287|gene_cluster_GC_00003083|genome_name_P3124_LMG_BE|gene_callers_id_1035,P3124_LMG_BE,GC_00003083,1035,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000292|gene_cluster_GC_00002710|genome_name_P3124_LMG_BE|gene_callers_id_197,P3124_LMG_BE,GC_00002710,197,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000303|gene_cluster_GC_00002532|genome_name_P3124_LMG_BE|gene_callers_id_1033,P3124_LMG_BE,GC_00002532,1033,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000308|gene_cluster_GC_00002541|genome_name_P3124_LMG_BE|gene_callers_id_1830,P3124_LMG_BE,GC_00002541,1830,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000315|gene_cluster_GC_00002945|genome_name_P3124_LMG_BE|gene_callers_id_1917,P3124_LMG_BE,GC_00002945,1917,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000316|gene_cluster_GC_00002844|genome_name_P3124_LMG_BE|gene_callers_id_1930,P3124_LMG_BE,GC_00002844,1930,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000320|gene_cluster_GC_00002594|genome_name_P3124_LMG_BE|gene_callers_id_1913,P3124_LMG_BE,GC_00002594,1913,sp|P05425|COPB_ENTHA,50.467,749.0,0.0,729.0,sp|P05425|COPB_ENTHA Copper-exporting P-type ATPase B OS=Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258 / NCTC 12367 / WDCM 00089 / R) OX=768486 GN=copB PE=1 SV=2
00000322|gene_cluster_GC_00002928|genome_name_P3124_LMG_BE|gene_callers_id_1046,P3124_LMG_BE,GC_00002928,1046,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000325|gene_cluster_GC_00002915|genome_name_P3124_LMG_BE|gene_callers_id_1054,P3124_LMG_BE,GC_00002915,1054,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000329|gene_cluster_GC_00002737|genome_name_P3124_LMG_BE|gene_callers_id_1786,P3124_LMG_BE,GC_00002737,1786,sp|Q60301|T2RM_METJA,21.813,761.0,1.45e-19,97.8,sp|Q60301|T2RM_METJA Putative type II restriction enzyme and methyltransferase RM.MjaORFECS2P OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJECS02 PE=3 SV=1
00000333|gene_cluster_GC_00003136|genome_name_P3124_LMG_BE|gene_callers_id_520,P3124_LMG_BE,GC_00003136,520,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000334|gene_cluster_GC_00003033|genome_name_P3124_LMG_BE|gene_callers_id_1049,P3124_LMG_BE,GC_00003033,1049,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000349|gene_cluster_GC_00002731|genome_name_P3124_LMG_BE|gene_callers_id_1038,P3124_LMG_BE,GC_00002731,1038,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000353|gene_cluster_GC_00003064|genome_name_P3124_LMG_BE|gene_callers_id_1154,P3124_LMG_BE,GC_00003064,1154,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000355|gene_cluster_GC_00002987|genome_name_P3124_LMG_BE|gene_callers_id_1856,P3124_LMG_BE,GC_00002987,1856,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000366|gene_cluster_GC_00002643|genome_name_P3124_LMG_BE|gene_callers_id_1942,P3124_LMG_BE,GC_00002643,1942,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000367|gene_cluster_GC_00003002|genome_name_P3124_LMG_BE|gene_callers_id_1057,P3124_LMG_BE,GC_00003002,1057,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000368|gene_cluster_GC_00003090|genome_name_P3124_LMG_BE|gene_callers_id_1910,P3124_LMG_BE,GC_00003090,1910,sp|Q5L283|CPFC_GEOKA,40.26,308.0,6e-73,230.0,sp|Q5L283|CPFC_GEOKA Coproporphyrin III ferrochelatase OS=Geobacillus kaustophilus (strain HTA426) OX=235909 GN=cpfC PE=3 SV=1
00000372|gene_cluster_GC_00002570|genome_name_P3124_LMG_BE|gene_callers_id_226,P3124_LMG_BE,GC_00002570,226,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000373|gene_cluster_GC_00002739|genome_name_P3124_LMG_BE|gene_callers_id_1849,P3124_LMG_BE,GC_00002739,1849,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000381|gene_cluster_GC_00003065|genome_name_P3124_LMG_BE|gene_callers_id_198,P3124_LMG_BE,GC_00003065,198,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000383|gene_cluster_GC_00003099|genome_name_P3124_LMG_BE|gene_callers_id_1765,P3124_LMG_BE,GC_00003099,1765,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000394|gene_cluster_GC_00002916|genome_name_P3124_LMG_BE|gene_callers_id_1058,P3124_LMG_BE,GC_00002916,1058,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000398|gene_cluster_GC_00003082|genome_name_P3124_LMG_BE|gene_callers_id_1437,P3124_LMG_BE,GC_00003082,1437,sp|P46976|GLYG_HUMAN,29.614,233.0,1.7e-24,103.0,sp|P46976|GLYG_HUMAN Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=4
00000403|gene_cluster_GC_00002982|genome_name_P3124_LMG_BE|gene_callers_id_221,P3124_LMG_BE,GC_00002982,221,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000408|gene_cluster_GC_00002400|genome_name_P3124_LMG_BE|gene_callers_id_1034,P3124_LMG_BE,GC_00002400,1034,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000409|gene_cluster_GC_00002400|genome_name_P3124_LMG_BE|gene_callers_id_1889,P3124_LMG_BE,GC_00002400,1889,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000412|gene_cluster_GC_00002573|genome_name_P3124_LMG_BE|gene_callers_id_1806,P3124_LMG_BE,GC_00002573,1806,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000416|gene_cluster_GC_00003096|genome_name_P3124_LMG_BE|gene_callers_id_580,P3124_LMG_BE,GC_00003096,580,sp|P45931|YQBO_BACSU,32.026,153.0,2.33e-08,61.2,sp|P45931|YQBO_BACSU Phage tape measure protein-like protein YqbO OS=Bacillus subtilis (strain 168) OX=224308 GN=yqbO PE=1 SV=2
00000422|gene_cluster_GC_00002686|genome_name_P3124_LMG_BE|gene_callers_id_1041,P3124_LMG_BE,GC_00002686,1041,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000423|gene_cluster_GC_00003069|genome_name_P3124_LMG_BE|gene_callers_id_1017,P3124_LMG_BE,GC_00003069,1017,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000432|gene_cluster_GC_00002822|genome_name_P3124_LMG_BE|gene_callers_id_1909,P3124_LMG_BE,GC_00002822,1909,sp|O31563|YFIU_BACSU,31.787,431.0,7.88e-50,180.0,sp|O31563|YFIU_BACSU Uncharacterized MFS-type transporter YfiU OS=Bacillus subtilis (strain 168) OX=224308 GN=yfiU PE=3 SV=1
00000436|gene_cluster_GC_00002639|genome_name_P3124_LMG_BE|gene_callers_id_1048,P3124_LMG_BE,GC_00002639,1048,sp|A9AA97|COBQ_METM6,25.547,137.0,0.007,42.0,sp|A9AA97|COBQ_METM6 Probable cobyric acid synthase OS=Methanococcus maripaludis (strain C6 / ATCC BAA-1332) OX=444158 GN=cobQ PE=3 SV=1
00000439|gene_cluster_GC_00002900|genome_name_P3124_LMG_BE|gene_callers_id_204,P3124_LMG_BE,GC_00002900,204,sp|P54308|TERL_BPSPP,29.457,387.0,2.67e-38,146.0,"sp|P54308|TERL_BPSPP Terminase, large subunit OS=Bacillus phage SPP1 OX=10724 GN=2 PE=1 SV=1"
00000454|gene_cluster_GC_00002869|genome_name_P3124_LMG_BE|gene_callers_id_1788,P3124_LMG_BE,GC_00002869,1788,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000460|gene_cluster_GC_00002787|genome_name_P3124_LMG_BE|gene_callers_id_1155,P3124_LMG_BE,GC_00002787,1155,sp|P45579|HCXA_ECOLI,35.475,358.0,7.959999999999999e-69,223.0,sp|P45579|HCXA_ECOLI Hydroxycarboxylate dehydrogenase A OS=Escherichia coli (strain K12) OX=83333 GN=hcxA PE=1 SV=2
00000463|gene_cluster_GC_00003084|genome_name_P3124_LMG_BE|gene_callers_id_1944,P3124_LMG_BE,GC_00003084,1944,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000464|gene_cluster_GC_00002736|genome_name_P3124_LMG_BE|gene_callers_id_224,P3124_LMG_BE,GC_00002736,224,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000465|gene_cluster_GC_00002923|genome_name_P3124_LMG_BE|gene_callers_id_1428,P3124_LMG_BE,GC_00002923,1428,sp|Q48454|YC08_KLEPN,22.789,294.0,3.22e-05,49.7,sp|Q48454|YC08_KLEPN Uncharacterized 42.6 kDa protein in cps region OS=Klebsiella pneumoniae OX=573 PE=4 SV=1
00000470|gene_cluster_GC_00002431|genome_name_P3124_LMG_BE|gene_callers_id_1044,P3124_LMG_BE,GC_00002431,1044,sp|P54309|PORTL_BPSPP,23.773,387.0,2.44e-09,63.2,sp|P54309|PORTL_BPSPP Portal protein OS=Bacillus phage SPP1 OX=10724 GN=6 PE=1 SV=1
00000471|gene_cluster_GC_00002431|genome_name_P3124_LMG_BE|gene_callers_id_203,P3124_LMG_BE,GC_00002431,203,sp|Q24LJ4|PORTL_BPPCD,21.247,433.0,5.65e-07,55.5,sp|Q24LJ4|PORTL_BPPCD Portal protein OS=Clostridium phage phiCD119 (strain Clostridium difficile/United States/Govind/2006) OX=2883936 PE=3 SV=1
00000472|gene_cluster_GC_00002536|genome_name_P3124_LMG_BE|gene_callers_id_1908,P3124_LMG_BE,GC_00002536,1908,sp|B9DKR5|CHDC_STACT,52.846,123.0,7.0899999999999995e-40,136.0,sp|B9DKR5|CHDC_STACT Coproheme decarboxylase OS=Staphylococcus carnosus (strain TM300) OX=396513 GN=chdC PE=3 SV=1
00000477|gene_cluster_GC_00002760|genome_name_P3124_LMG_BE|gene_callers_id_1036,P3124_LMG_BE,GC_00002760,1036,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000478|gene_cluster_GC_00002522|genome_name_P3124_LMG_BE|gene_callers_id_1963,P3124_LMG_BE,GC_00002522,1963,sp|B8DBU4|LEU1_LISMH,60.286,350.0,5.94e-157,453.0,sp|B8DBU4|LEU1_LISMH 2-isopropylmalate synthase OS=Listeria monocytogenes serotype 4a (strain HCC23) OX=552536 GN=leuA PE=3 SV=1
00000482|gene_cluster_GC_00002531|genome_name_P3124_LMG_BE|gene_callers_id_1939,P3124_LMG_BE,GC_00002531,1939,sp|Q8CN55|LYTR_STAES,26.168,107.0,3.37e-09,57.0,sp|Q8CN55|LYTR_STAES Sensory transduction protein LytR OS=Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200) OX=176280 GN=lytR PE=3 SV=1
00000496|gene_cluster_GC_00002835|genome_name_P3124_LMG_BE|gene_callers_id_1938,P3124_LMG_BE,GC_00002835,1938,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000510|gene_cluster_GC_00002514|genome_name_P3124_LMG_BE|gene_callers_id_1065,P3124_LMG_BE,GC_00002514,1065,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000511|gene_cluster_GC_00002782|genome_name_P3124_LMG_BE|gene_callers_id_1912,P3124_LMG_BE,GC_00002782,1912,sp|O07127|YPTY_LATSK,42.963,135.0,7.44e-36,123.0,sp|O07127|YPTY_LATSK Uncharacterized 16.5 kDa protein in ptsI 3'region OS=Latilactobacillus sakei OX=1599 PE=3 SV=1
00000516|gene_cluster_GC_00002757|genome_name_P3124_LMG_BE|gene_callers_id_1429,P3124_LMG_BE,GC_00002757,1429,sp|Q58464|Y1064_METJA,44.643,112.0,4.76e-22,92.8,sp|Q58464|Y1064_METJA Uncharacterized acetyltransferase MJ1064 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1064 PE=3 SV=1
00000521|gene_cluster_GC_00002553|genome_name_P3124_LMG_BE|gene_callers_id_1791,P3124_LMG_BE,GC_00002553,1791,sp|A5FIF5|PIP_FLAJ1,30.314,287.0,1.38e-45,159.0,sp|A5FIF5|PIP_FLAJ1 Proline iminopeptidase OS=Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / BCRC 14874 / CCUG 350202 / NBRC 14942 / NCIMB 11054 / UW101) OX=376686 GN=fpaP PE=3 SV=2
00000522|gene_cluster_GC_00002796|genome_name_P3124_LMG_BE|gene_callers_id_584,P3124_LMG_BE,GC_00002796,584,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000524|gene_cluster_GC_00002752|genome_name_P3124_LMG_BE|gene_callers_id_1888,P3124_LMG_BE,GC_00002752,1888,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000536|gene_cluster_GC_00003070|genome_name_P3124_LMG_BE|gene_callers_id_1809,P3124_LMG_BE,GC_00003070,1809,sp|P19386|LYS_BPCP9,30.5,200.0,6.15e-17,83.6,sp|P19386|LYS_BPCP9 Lysozyme OS=Streptococcus phage Cp-9 OX=10749 GN=CPL9 PE=3 SV=1
00000541|gene_cluster_GC_00002888|genome_name_P3124_LMG_BE|gene_callers_id_1805,P3124_LMG_BE,GC_00002888,1805,sp|Q0PDK6|FIBER_BPSPP,29.87,308.0,1.76e-19,99.4,sp|Q0PDK6|FIBER_BPSPP Tail spike protein OS=Bacillus phage SPP1 OX=10724 GN=21 PE=1 SV=1
00000547|gene_cluster_GC_00002780|genome_name_P3124_LMG_BE|gene_callers_id_1043,P3124_LMG_BE,GC_00002780,1043,sp|Q838U8|EFV_ENTFA,31.111,90.0,0.002,43.5,sp|Q838U8|EFV_ENTFA NAD(+)--arginine ADP-ribosyltransferase EFV OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=EF_0335 PE=1 SV=1
00000548|gene_cluster_GC_00003049|genome_name_P3124_LMG_BE|gene_callers_id_1886,P3124_LMG_BE,GC_00003049,1886,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000549|gene_cluster_GC_00002750|genome_name_P3124_LMG_BE|gene_callers_id_320,P3124_LMG_BE,GC_00002750,320,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000557|gene_cluster_GC_00002667|genome_name_P3124_LMG_BE|gene_callers_id_1915,P3124_LMG_BE,GC_00002667,1915,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000564|gene_cluster_GC_00002986|genome_name_P3124_LMG_BE|gene_callers_id_1932,P3124_LMG_BE,GC_00002986,1932,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
