query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000143|gene_cluster_GC_00003149|genome_name_P3378_Banana_BE|gene_callers_id_1777,P3378_Banana_BE,GC_00003149,1777,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000156|gene_cluster_GC_00002894|genome_name_P3378_Banana_BE|gene_callers_id_966,P3378_Banana_BE,GC_00002894,966,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000224|gene_cluster_GC_00002820|genome_name_P3378_Banana_BE|gene_callers_id_1612,P3378_Banana_BE,GC_00002820,1612,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000244|gene_cluster_GC_00002473|genome_name_P3378_Banana_BE|gene_callers_id_1685,P3378_Banana_BE,GC_00002473,1685,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000245|gene_cluster_GC_00002473|genome_name_P3378_Banana_BE|gene_callers_id_1308,P3378_Banana_BE,GC_00002473,1308,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000252|gene_cluster_GC_00002711|genome_name_P3378_Banana_BE|gene_callers_id_1763,P3378_Banana_BE,GC_00002711,1763,sp|P42417|IOLF_BACSU,42.067,416.0,3.16e-99,305.0,sp|P42417|IOLF_BACSU Minor myo-inositol transporter IolF OS=Bacillus subtilis (strain 168) OX=224308 GN=iolF PE=3 SV=2
00000254|gene_cluster_GC_00002684|genome_name_P3378_Banana_BE|gene_callers_id_1610,P3378_Banana_BE,GC_00002684,1610,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000266|gene_cluster_GC_00003054|genome_name_P3378_Banana_BE|gene_callers_id_1596,P3378_Banana_BE,GC_00003054,1596,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000300|gene_cluster_GC_00002588|genome_name_P3378_Banana_BE|gene_callers_id_1855,P3378_Banana_BE,GC_00002588,1855,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000301|gene_cluster_GC_00003105|genome_name_P3378_Banana_BE|gene_callers_id_1609,P3378_Banana_BE,GC_00003105,1609,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000338|gene_cluster_GC_00002880|genome_name_P3378_Banana_BE|gene_callers_id_1778,P3378_Banana_BE,GC_00002880,1778,sp|Q65N90|TOP3_BACLD,35.088,627.0,1.54e-99,325.0,sp|Q65N90|TOP3_BACLD DNA topoisomerase 3 OS=Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46) OX=279010 GN=topB PE=3 SV=2
00000345|gene_cluster_GC_00003157|genome_name_P3378_Banana_BE|gene_callers_id_1583,P3378_Banana_BE,GC_00003157,1583,sp|P96631|IMMR_BACSU,34.783,69.0,0.005,37.4,sp|P96631|IMMR_BACSU HTH-type transcriptional regulator ImmR OS=Bacillus subtilis (strain 168) OX=224308 GN=immR PE=1 SV=1
00000346|gene_cluster_GC_00002891|genome_name_P3378_Banana_BE|gene_callers_id_1780,P3378_Banana_BE,GC_00002891,1780,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000356|gene_cluster_GC_00003019|genome_name_P3378_Banana_BE|gene_callers_id_1889,P3378_Banana_BE,GC_00003019,1889,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000371|gene_cluster_GC_00002935|genome_name_P3378_Banana_BE|gene_callers_id_1749,P3378_Banana_BE,GC_00002935,1749,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000390|gene_cluster_GC_00002985|genome_name_P3378_Banana_BE|gene_callers_id_1309,P3378_Banana_BE,GC_00002985,1309,sp|P71399|LSG1_HAEIN,25.475,263.0,7.01e-05,48.9,sp|P71399|LSG1_HAEIN Lsg locus putative protein 1 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1700 PE=3 SV=2
00000404|gene_cluster_GC_00002612|genome_name_P3378_Banana_BE|gene_callers_id_1607,P3378_Banana_BE,GC_00002612,1607,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000413|gene_cluster_GC_00002766|genome_name_P3378_Banana_BE|gene_callers_id_1608,P3378_Banana_BE,GC_00002766,1608,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000418|gene_cluster_GC_00003140|genome_name_P3378_Banana_BE|gene_callers_id_1764,P3378_Banana_BE,GC_00003140,1764,sp|A7LXT8|GH43A_BACO1,37.958,382.0,2.89e-71,239.0,sp|A7LXT8|GH43A_BACO1 Non-reducing end alpha-L-arabinofuranosidase BoGH43A OS=Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153) OX=411476 GN=BACOVA_02654 PE=1 SV=1
00000425|gene_cluster_GC_00002443|genome_name_P3378_Banana_BE|gene_callers_id_1994,P3378_Banana_BE,GC_00002443,1994,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000426|gene_cluster_GC_00002443|genome_name_P3378_Banana_BE|gene_callers_id_1983,P3378_Banana_BE,GC_00002443,1983,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000437|gene_cluster_GC_00002808|genome_name_P3378_Banana_BE|gene_callers_id_1766,P3378_Banana_BE,GC_00002808,1766,sp|O32071|YTDP_BACSU,34.483,87.0,3.11e-11,68.2,sp|O32071|YTDP_BACSU Uncharacterized HTH-type transcriptional regulator YtdP OS=Bacillus subtilis (strain 168) OX=224308 GN=ytdP PE=4 SV=1
00000441|gene_cluster_GC_00003024|genome_name_P3378_Banana_BE|gene_callers_id_1771,P3378_Banana_BE,GC_00003024,1771,sp|Q59998|ATZN_SYNY3,33.333,558.0,1.9799999999999998e-94,308.0,sp|Q59998|ATZN_SYNY3 Zinc-transporting ATPase OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=ziaA PE=1 SV=1
00000452|gene_cluster_GC_00003077|genome_name_P3378_Banana_BE|gene_callers_id_1617,P3378_Banana_BE,GC_00003077,1617,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000456|gene_cluster_GC_00002583|genome_name_P3378_Banana_BE|gene_callers_id_1525,P3378_Banana_BE,GC_00002583,1525,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000459|gene_cluster_GC_00002653|genome_name_P3378_Banana_BE|gene_callers_id_1605,P3378_Banana_BE,GC_00002653,1605,sp|P18503|CAS4_EPHMU,65.909,44.0,8.62e-06,50.8,sp|P18503|CAS4_EPHMU Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri OX=6052 PE=2 SV=1
00000469|gene_cluster_GC_00003117|genome_name_P3378_Banana_BE|gene_callers_id_1765,P3378_Banana_BE,GC_00003117,1765,sp|P46907|NARK_BACSU,23.284,335.0,0.00059,45.4,sp|P46907|NARK_BACSU Nitrite extrusion protein OS=Bacillus subtilis (strain 168) OX=224308 GN=narK PE=3 SV=2
00000481|gene_cluster_GC_00002865|genome_name_P3378_Banana_BE|gene_callers_id_1845,P3378_Banana_BE,GC_00002865,1845,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000512|gene_cluster_GC_00002932|genome_name_P3378_Banana_BE|gene_callers_id_1851,P3378_Banana_BE,GC_00002932,1851,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000514|gene_cluster_GC_00002873|genome_name_P3378_Banana_BE|gene_callers_id_1686,P3378_Banana_BE,GC_00002873,1686,sp|P71059|EPSJ_BACSU,36.564,227.0,6.2e-35,133.0,sp|P71059|EPSJ_BACSU Uncharacterized glycosyltransferase EpsJ OS=Bacillus subtilis (strain 168) OX=224308 GN=epsJ PE=2 SV=1
00000519|gene_cluster_GC_00002918|genome_name_P3378_Banana_BE|gene_callers_id_1779,P3378_Banana_BE,GC_00002918,1779,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000533|gene_cluster_GC_00002613|genome_name_P3378_Banana_BE|gene_callers_id_176,P3378_Banana_BE,GC_00002613,176,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000535|gene_cluster_GC_00002836|genome_name_P3378_Banana_BE|gene_callers_id_1977,P3378_Banana_BE,GC_00002836,1977,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000539|gene_cluster_GC_00002666|genome_name_P3378_Banana_BE|gene_callers_id_1850,P3378_Banana_BE,GC_00002666,1850,sp|Q6N3F2|HPND_RHOPA,37.838,74.0,6.94e-06,47.0,sp|Q6N3F2|HPND_RHOPA Presqualene diphosphate synthase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=hpnD PE=1 SV=1
00000544|gene_cluster_GC_00002707|genome_name_P3378_Banana_BE|gene_callers_id_1523,P3378_Banana_BE,GC_00002707,1523,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000553|gene_cluster_GC_00002719|genome_name_P3378_Banana_BE|gene_callers_id_1604,P3378_Banana_BE,GC_00002719,1604,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000569|gene_cluster_GC_00002506|genome_name_P3378_Banana_BE|gene_callers_id_1767,P3378_Banana_BE,GC_00002506,1767,sp|Q7WUL3|NAG3_CELFI,41.391,575.0,4.95e-140,420.0,sp|Q7WUL3|NAG3_CELFI Beta-N-acetylglucosaminidase/beta-glucosidase OS=Cellulomonas fimi OX=1708 GN=nag3 PE=1 SV=1
00000596|gene_cluster_GC_00002937|genome_name_P3378_Banana_BE|gene_callers_id_1775,P3378_Banana_BE,GC_00002937,1775,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000605|gene_cluster_GC_00003130|genome_name_P3378_Banana_BE|gene_callers_id_1588,P3378_Banana_BE,GC_00003130,1588,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000607|gene_cluster_GC_00002930|genome_name_P3378_Banana_BE|gene_callers_id_1584,P3378_Banana_BE,GC_00002930,1584,sp|Q9JXM2|DCDA_NEIMB,34.328,67.0,0.01,36.2,sp|Q9JXM2|DCDA_NEIMB Diaminopimelate decarboxylase OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=lysA PE=3 SV=1
00000627|gene_cluster_GC_00002598|genome_name_P3378_Banana_BE|gene_callers_id_1580,P3378_Banana_BE,GC_00002598,1580,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000630|gene_cluster_GC_00002575|genome_name_P3378_Banana_BE|gene_callers_id_1524,P3378_Banana_BE,GC_00002575,1524,sp|Q6G2A9|BEPA_BARHE,40.278,72.0,1.54e-07,50.8,sp|Q6G2A9|BEPA_BARHE Protein adenylyltransferase OS=Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston 1) OX=283166 GN=bepA PE=1 SV=1
00000655|gene_cluster_GC_00002823|genome_name_P3378_Banana_BE|gene_callers_id_1522,P3378_Banana_BE,GC_00002823,1522,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000686|gene_cluster_GC_00002693|genome_name_P3378_Banana_BE|gene_callers_id_1582,P3378_Banana_BE,GC_00002693,1582,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
