query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000054|gene_cluster_GC_00002972|genome_name_P2712_SD_BE|gene_callers_id_86,P2712_SD_BE,GC_00002972,86,sp|P77425|ALLC_ECOLI,42.394,401.0,4.85e-100,306.0,sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) OX=83333 GN=allC PE=1 SV=1
00000059|gene_cluster_GC_00002574|genome_name_P2712_SD_BE|gene_callers_id_826,P2712_SD_BE,GC_00002574,826,sp|B0B803|CLPP1_CHLT2,35.766,137.0,1.22e-16,78.6,sp|B0B803|CLPP1_CHLT2 ATP-dependent Clp protease proteolytic subunit 1 OS=Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu) OX=471472 GN=clpP1 PE=1 SV=1
00000064|gene_cluster_GC_00003011|genome_name_P2712_SD_BE|gene_callers_id_810,P2712_SD_BE,GC_00003011,810,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000076|gene_cluster_GC_00002547|genome_name_P2712_SD_BE|gene_callers_id_1938,P2712_SD_BE,GC_00002547,1938,sp|Q5UQW4|YL373_MIMIV,25.301,166.0,8.23e-07,52.0,sp|Q5UQW4|YL373_MIMIV Uncharacterized glycosyltransferase L373 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L373 PE=3 SV=1
00000078|gene_cluster_GC_00002801|genome_name_P2712_SD_BE|gene_callers_id_309,P2712_SD_BE,GC_00002801,309,sp|P58035|SGCB_ECOLI,30.851,94.0,8.17e-08,48.9,sp|P58035|SGCB_ECOLI Putative phosphotransferase enzyme IIB component SgcB OS=Escherichia coli (strain K12) OX=83333 GN=sgcB PE=3 SV=1
00000082|gene_cluster_GC_00003021|genome_name_P2712_SD_BE|gene_callers_id_929,P2712_SD_BE,GC_00003021,929,sp|P71318|OXYR_PECCC,23.323,313.0,3.58e-16,80.9,sp|P71318|OXYR_PECCC Hydrogen peroxide-inducible genes activator OS=Pectobacterium carotovorum subsp. carotovorum OX=555 GN=oxyR PE=3 SV=1
00000129|gene_cluster_GC_00003115|genome_name_P2712_SD_BE|gene_callers_id_229,P2712_SD_BE,GC_00003115,229,sp|P96633|YDCP_BACSU,36.364,110.0,3.47e-08,50.8,sp|P96633|YDCP_BACSU Putative uncharacterized protein YdcP OS=Bacillus subtilis (strain 168) OX=224308 GN=ydcP PE=4 SV=1
00000150|gene_cluster_GC_00003042|genome_name_P2712_SD_BE|gene_callers_id_816,P2712_SD_BE,GC_00003042,816,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000177|gene_cluster_GC_00002845|genome_name_P2712_SD_BE|gene_callers_id_825,P2712_SD_BE,GC_00002845,825,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000179|gene_cluster_GC_00002638|genome_name_P2712_SD_BE|gene_callers_id_1941,P2712_SD_BE,GC_00002638,1941,sp|P71055|EPSF_BACSU,27.247,356.0,6.72e-29,118.0,sp|P71055|EPSF_BACSU Putative glycosyltransferase EpsF OS=Bacillus subtilis (strain 168) OX=224308 GN=epsF PE=2 SV=1
00000196|gene_cluster_GC_00003045|genome_name_P2712_SD_BE|gene_callers_id_931,P2712_SD_BE,GC_00003045,931,sp|O67422|METF_AQUAE,36.232,276.0,9.020000000000001e-57,187.0,"sp|O67422|METF_AQUAE 5,10-methylenetetrahydrofolate reductase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=metF PE=3 SV=1"
00000204|gene_cluster_GC_00002549|genome_name_P2712_SD_BE|gene_callers_id_1932,P2712_SD_BE,GC_00002549,1932,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000222|gene_cluster_GC_00002605|genome_name_P2712_SD_BE|gene_callers_id_224,P2712_SD_BE,GC_00002605,224,sp|P96634|YDCQ_BACSU,53.125,352.0,5.44e-130,384.0,sp|P96634|YDCQ_BACSU Ftsk domain-containing protein YdcQ OS=Bacillus subtilis (strain 168) OX=224308 GN=ydcQ PE=4 SV=1
00000253|gene_cluster_GC_00003020|genome_name_P2712_SD_BE|gene_callers_id_834,P2712_SD_BE,GC_00003020,834,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000257|gene_cluster_GC_00003016|genome_name_P2712_SD_BE|gene_callers_id_223,P2712_SD_BE,GC_00003016,223,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000278|gene_cluster_GC_00002868|genome_name_P2712_SD_BE|gene_callers_id_818,P2712_SD_BE,GC_00002868,818,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000290|gene_cluster_GC_00003122|genome_name_P2712_SD_BE|gene_callers_id_63,P2712_SD_BE,GC_00003122,63,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000295|gene_cluster_GC_00002753|genome_name_P2712_SD_BE|gene_callers_id_832,P2712_SD_BE,GC_00002753,832,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000299|gene_cluster_GC_00002748|genome_name_P2712_SD_BE|gene_callers_id_235,P2712_SD_BE,GC_00002748,235,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000332|gene_cluster_GC_00002543|genome_name_P2712_SD_BE|gene_callers_id_225,P2712_SD_BE,GC_00002543,225,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000344|gene_cluster_GC_00002961|genome_name_P2712_SD_BE|gene_callers_id_310,P2712_SD_BE,GC_00002961,310,sp|P69831|PTKC_ECOLI,39.14,442.0,6.87e-109,332.0,sp|P69831|PTKC_ECOLI PTS system galactitol-specific EIIC component OS=Escherichia coli (strain K12) OX=83333 GN=gatC PE=1 SV=1
00000348|gene_cluster_GC_00002566|genome_name_P2712_SD_BE|gene_callers_id_1939,P2712_SD_BE,GC_00002566,1939,sp|P71056|EPSG_BACSU,21.244,193.0,0.001,44.3,sp|P71056|EPSG_BACSU Transmembrane protein EpsG OS=Bacillus subtilis (strain 168) OX=224308 GN=epsG PE=2 SV=1
00000350|gene_cluster_GC_00003055|genome_name_P2712_SD_BE|gene_callers_id_830,P2712_SD_BE,GC_00003055,830,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000352|gene_cluster_GC_00002770|genome_name_P2712_SD_BE|gene_callers_id_831,P2712_SD_BE,GC_00002770,831,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000354|gene_cluster_GC_00002681|genome_name_P2712_SD_BE|gene_callers_id_811,P2712_SD_BE,GC_00002681,811,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000376|gene_cluster_GC_00002848|genome_name_P2712_SD_BE|gene_callers_id_824,P2712_SD_BE,GC_00002848,824,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000385|gene_cluster_GC_00003051|genome_name_P2712_SD_BE|gene_callers_id_827,P2712_SD_BE,GC_00003051,827,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000397|gene_cluster_GC_00002728|genome_name_P2712_SD_BE|gene_callers_id_227,P2712_SD_BE,GC_00002728,227,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000405|gene_cluster_GC_00002811|genome_name_P2712_SD_BE|gene_callers_id_817,P2712_SD_BE,GC_00002811,817,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000448|gene_cluster_GC_00002546|genome_name_P2712_SD_BE|gene_callers_id_933,P2712_SD_BE,GC_00002546,933,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000455|gene_cluster_GC_00002882|genome_name_P2712_SD_BE|gene_callers_id_1874,P2712_SD_BE,GC_00002882,1874,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000466|gene_cluster_GC_00002709|genome_name_P2712_SD_BE|gene_callers_id_84,P2712_SD_BE,GC_00002709,84,sp|Q7CR08|ALLB_SALTY,45.952,457.0,5.51e-146,427.0,sp|Q7CR08|ALLB_SALTY Allantoinase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=allB PE=3 SV=1
00000474|gene_cluster_GC_00002519|genome_name_P2712_SD_BE|gene_callers_id_828,P2712_SD_BE,GC_00002519,828,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000506|gene_cluster_GC_00002998|genome_name_P2712_SD_BE|gene_callers_id_29,P2712_SD_BE,GC_00002998,29,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000540|gene_cluster_GC_00003137|genome_name_P2712_SD_BE|gene_callers_id_222,P2712_SD_BE,GC_00003137,222,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000550|gene_cluster_GC_00002759|genome_name_P2712_SD_BE|gene_callers_id_312,P2712_SD_BE,GC_00002759,312,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000558|gene_cluster_GC_00003147|genome_name_P2712_SD_BE|gene_callers_id_1264,P2712_SD_BE,GC_00003147,1264,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000559|gene_cluster_GC_00002803|genome_name_P2712_SD_BE|gene_callers_id_1367,P2712_SD_BE,GC_00002803,1367,sp|A0R666|ETHR_MYCS2,32.895,76.0,3.49e-06,49.3,sp|A0R666|ETHR_MYCS2 HTH-type transcriptional regulator EthR OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ethR PE=1 SV=1
00000578|gene_cluster_GC_00002600|genome_name_P2712_SD_BE|gene_callers_id_230,P2712_SD_BE,GC_00002600,230,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000586|gene_cluster_GC_00002917|genome_name_P2712_SD_BE|gene_callers_id_1266,P2712_SD_BE,GC_00002917,1266,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000591|gene_cluster_GC_00002901|genome_name_P2712_SD_BE|gene_callers_id_1936,P2712_SD_BE,GC_00002901,1936,sp|P37669|WECH_ECOLI,29.286,140.0,0.000293,45.1,sp|P37669|WECH_ECOLI O-acetyltransferase WecH OS=Escherichia coli (strain K12) OX=83333 GN=wecH PE=1 SV=1
00000595|gene_cluster_GC_00002619|genome_name_P2712_SD_BE|gene_callers_id_311,P2712_SD_BE,GC_00002619,311,sp|P69813|PTKA_ECOL6,31.034,116.0,1.66e-13,67.0,sp|P69813|PTKA_ECOL6 PTS system galactitol-specific EIIA component OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=gatA PE=3 SV=1
00000616|gene_cluster_GC_00002764|genome_name_P2712_SD_BE|gene_callers_id_226,P2712_SD_BE,GC_00002764,226,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000628|gene_cluster_GC_00003128|genome_name_P2712_SD_BE|gene_callers_id_228,P2712_SD_BE,GC_00003128,228,sp|P96633|YDCP_BACSU,36.364,121.0,1.96e-15,70.1,sp|P96633|YDCP_BACSU Putative uncharacterized protein YdcP OS=Bacillus subtilis (strain 168) OX=224308 GN=ydcP PE=4 SV=1
00000631|gene_cluster_GC_00002990|genome_name_P2712_SD_BE|gene_callers_id_1258,P2712_SD_BE,GC_00002990,1258,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000635|gene_cluster_GC_00003079|genome_name_P2712_SD_BE|gene_callers_id_236,P2712_SD_BE,GC_00003079,236,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000639|gene_cluster_GC_00002979|genome_name_P2712_SD_BE|gene_callers_id_829,P2712_SD_BE,GC_00002979,829,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000642|gene_cluster_GC_00002517|genome_name_P2712_SD_BE|gene_callers_id_81,P2712_SD_BE,GC_00002517,81,sp|Q9FR37|AMI1_ARATH,35.93,398.0,6.82e-63,210.0,sp|Q9FR37|AMI1_ARATH Amidase 1 OS=Arabidopsis thaliana OX=3702 GN=AMI1 PE=1 SV=1
00000657|gene_cluster_GC_00002581|genome_name_P2712_SD_BE|gene_callers_id_85,P2712_SD_BE,GC_00002581,85,sp|O32138|PUCR_BACSU,27.422,547.0,2.23e-47,176.0,sp|O32138|PUCR_BACSU Purine catabolism regulatory protein OS=Bacillus subtilis (strain 168) OX=224308 GN=pucR PE=2 SV=1
00000659|gene_cluster_GC_00002636|genome_name_P2712_SD_BE|gene_callers_id_221,P2712_SD_BE,GC_00002636,221,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000679|gene_cluster_GC_00002889|genome_name_P2712_SD_BE|gene_callers_id_833,P2712_SD_BE,GC_00002889,833,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000681|gene_cluster_GC_00002912|genome_name_P2712_SD_BE|gene_callers_id_313,P2712_SD_BE,GC_00002912,313,sp|P46321|LICR_BACSU,24.07,511.0,1.6399999999999998e-23,107.0,sp|P46321|LICR_BACSU Probable licABCH operon regulator OS=Bacillus subtilis (strain 168) OX=224308 GN=licR PE=1 SV=1
