query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000115|gene_cluster_GC_00002528|genome_name_P2740_Qu_CN|gene_callers_id_1566,P2740_Qu_CN,GC_00002528,1566,sp|G3XP38|OTASE_ASPNA,30.11,362.0,2.1500000000000002e-32,130.0,sp|G3XP38|OTASE_ASPNA Ochratoxinase OS=Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7) OX=380704 GN=Am2 PE=1 SV=1
00000116|gene_cluster_GC_00002263|genome_name_P2740_Qu_CN|gene_callers_id_1842,P2740_Qu_CN,GC_00002263,1842,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000117|gene_cluster_GC_00002263|genome_name_P2740_Qu_CN|gene_callers_id_1243,P2740_Qu_CN,GC_00002263,1243,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000118|gene_cluster_GC_00002263|genome_name_P2740_Qu_CN|gene_callers_id_1933,P2740_Qu_CN,GC_00002263,1933,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000139|gene_cluster_GC_00003131|genome_name_P2740_Qu_CN|gene_callers_id_1854,P2740_Qu_CN,GC_00003131,1854,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000148|gene_cluster_GC_00002633|genome_name_P2740_Qu_CN|gene_callers_id_1941,P2740_Qu_CN,GC_00002633,1941,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000189|gene_cluster_GC_00002826|genome_name_P2740_Qu_CN|gene_callers_id_1010,P2740_Qu_CN,GC_00002826,1010,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000215|gene_cluster_GC_00002604|genome_name_P2740_Qu_CN|gene_callers_id_290,P2740_Qu_CN,GC_00002604,290,sp|Q87GZ9|CLCA_VIBPA,37.349,83.0,1.56e-09,55.8,sp|Q87GZ9|CLCA_VIBPA H(+)/Cl(-) exchange transporter ClcA OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) OX=223926 GN=clcA PE=3 SV=1
00000216|gene_cluster_GC_00002692|genome_name_P2740_Qu_CN|gene_callers_id_1544,P2740_Qu_CN,GC_00002692,1544,sp|D3Q051|MSHA_STANL,23.364,214.0,9.41e-09,60.1,sp|D3Q051|MSHA_STANL D-inositol 3-phosphate glycosyltransferase OS=Stackebrandtia nassauensis (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21) OX=446470 GN=mshA PE=3 SV=1
00000239|gene_cluster_GC_00003098|genome_name_P2740_Qu_CN|gene_callers_id_1914,P2740_Qu_CN,GC_00003098,1914,sp|P0CF90|INSI4_ECOLI,88.889,18.0,0.000107,40.4,sp|P0CF90|INSI4_ECOLI Transposase InsI for insertion sequence element IS30D OS=Escherichia coli (strain K12) OX=83333 GN=insI4 PE=3 SV=1
00000240|gene_cluster_GC_00002727|genome_name_P2740_Qu_CN|gene_callers_id_1274,P2740_Qu_CN,GC_00002727,1274,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000259|gene_cluster_GC_00002851|genome_name_P2740_Qu_CN|gene_callers_id_1431,P2740_Qu_CN,GC_00002851,1431,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000267|gene_cluster_GC_00002809|genome_name_P2740_Qu_CN|gene_callers_id_1769,P2740_Qu_CN,GC_00002809,1769,sp|P17492|REPA_NEIGO,35.577,104.0,1.33e-08,54.7,sp|P17492|REPA_NEIGO Replication protein OS=Neisseria gonorrhoeae OX=485 PE=3 SV=1
00000291|gene_cluster_GC_00002607|genome_name_P2740_Qu_CN|gene_callers_id_1870,P2740_Qu_CN,GC_00002607,1870,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000304|gene_cluster_GC_00002914|genome_name_P2740_Qu_CN|gene_callers_id_931,P2740_Qu_CN,GC_00002914,931,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000305|gene_cluster_GC_00003133|genome_name_P2740_Qu_CN|gene_callers_id_1545,P2740_Qu_CN,GC_00003133,1545,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000307|gene_cluster_GC_00003037|genome_name_P2740_Qu_CN|gene_callers_id_1812,P2740_Qu_CN,GC_00003037,1812,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000314|gene_cluster_GC_00002577|genome_name_P2740_Qu_CN|gene_callers_id_1272,P2740_Qu_CN,GC_00002577,1272,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000317|gene_cluster_GC_00002899|genome_name_P2740_Qu_CN|gene_callers_id_1650,P2740_Qu_CN,GC_00002899,1650,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000318|gene_cluster_GC_00002824|genome_name_P2740_Qu_CN|gene_callers_id_1557,P2740_Qu_CN,GC_00002824,1557,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000343|gene_cluster_GC_00002847|genome_name_P2740_Qu_CN|gene_callers_id_1561,P2740_Qu_CN,GC_00002847,1561,sp|A2RI74|DPPA_LACLM,30.403,546.0,5.19e-57,202.0,sp|A2RI74|DPPA_LACLM Dipeptide-binding protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) OX=416870 GN=dppA PE=1 SV=1
00000365|gene_cluster_GC_00002866|genome_name_P2740_Qu_CN|gene_callers_id_1804,P2740_Qu_CN,GC_00002866,1804,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000389|gene_cluster_GC_00002617|genome_name_P2740_Qu_CN|gene_callers_id_1635,P2740_Qu_CN,GC_00002617,1635,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000400|gene_cluster_GC_00002663|genome_name_P2740_Qu_CN|gene_callers_id_1829,P2740_Qu_CN,GC_00002663,1829,sp|Q6GLT8|FAHD2_XENLA,44.186,86.0,6.08e-20,86.3,"sp|Q6GLT8|FAHD2_XENLA Oxaloacetate tautomerase fahd2, mitochondrial OS=Xenopus laevis OX=8355 GN=fahd2 PE=2 SV=1"
00000417|gene_cluster_GC_00003126|genome_name_P2740_Qu_CN|gene_callers_id_1430,P2740_Qu_CN,GC_00003126,1430,sp|B4MTY2|U518_DROWI,46.0,50.0,0.004,42.0,sp|B4MTY2|U518_DROWI FHIP family protein GK23746 OS=Drosophila willistoni OX=7260 GN=GK23746 PE=3 SV=1
00000428|gene_cluster_GC_00002622|genome_name_P2740_Qu_CN|gene_callers_id_1569,P2740_Qu_CN,GC_00002622,1569,sp|Q9D1A2|CNDP2_MOUSE,28.866,388.0,1.81e-41,156.0,sp|Q9D1A2|CNDP2_MOUSE Cytosolic non-specific dipeptidase OS=Mus musculus OX=10090 GN=Cndp2 PE=1 SV=1
00000429|gene_cluster_GC_00002508|genome_name_P2740_Qu_CN|gene_callers_id_1564,P2740_Qu_CN,GC_00002508,1564,sp|A2RI77|DPPD_LACLM,58.261,345.0,1.81e-145,417.0,sp|A2RI77|DPPD_LACLM Dipeptide transport ATP-binding protein DppD OS=Lactococcus lactis subsp. cremoris (strain MG1363) OX=416870 GN=dppD PE=1 SV=1
00000444|gene_cluster_GC_00002997|genome_name_P2740_Qu_CN|gene_callers_id_1920,P2740_Qu_CN,GC_00002997,1920,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000449|gene_cluster_GC_00002724|genome_name_P2740_Qu_CN|gene_callers_id_1817,P2740_Qu_CN,GC_00002724,1817,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000475|gene_cluster_GC_00002924|genome_name_P2740_Qu_CN|gene_callers_id_1768,P2740_Qu_CN,GC_00002924,1768,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000489|gene_cluster_GC_00003044|genome_name_P2740_Qu_CN|gene_callers_id_1273,P2740_Qu_CN,GC_00003044,1273,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000500|gene_cluster_GC_00003142|genome_name_P2740_Qu_CN|gene_callers_id_1567,P2740_Qu_CN,GC_00003142,1567,sp|P39839|YUXL_BACSU,41.883,308.0,2.52e-76,259.0,sp|P39839|YUXL_BACSU Uncharacterized peptidase YuxL OS=Bacillus subtilis (strain 168) OX=224308 GN=yuxL PE=3 SV=3
00000517|gene_cluster_GC_00002931|genome_name_P2740_Qu_CN|gene_callers_id_1275,P2740_Qu_CN,GC_00002931,1275,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000560|gene_cluster_GC_00002768|genome_name_P2740_Qu_CN|gene_callers_id_1776,P2740_Qu_CN,GC_00002768,1776,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000574|gene_cluster_GC_00003010|genome_name_P2740_Qu_CN|gene_callers_id_1818,P2740_Qu_CN,GC_00003010,1818,sp|Q58615|T1S2_METJA,30.909,55.0,0.000807,38.5,sp|Q58615|T1S2_METJA Type I restriction enzyme MjaVIII specificity subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1218 PE=3 SV=1
00000575|gene_cluster_GC_00003081|genome_name_P2740_Qu_CN|gene_callers_id_1907,P2740_Qu_CN,GC_00003081,1907,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000597|gene_cluster_GC_00002695|genome_name_P2740_Qu_CN|gene_callers_id_1568,P2740_Qu_CN,GC_00002695,1568,sp|G3XP38|OTASE_ASPNA,34.807,362.0,9.06e-36,140.0,sp|G3XP38|OTASE_ASPNA Ochratoxinase OS=Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7) OX=380704 GN=Am2 PE=1 SV=1
00000602|gene_cluster_GC_00003108|genome_name_P2740_Qu_CN|gene_callers_id_1547,P2740_Qu_CN,GC_00003108,1547,sp|P37783|RFBG_SHIFL,29.744,195.0,5.12e-12,68.6,sp|P37783|RFBG_SHIFL dTDP-rhamnosyl transferase RfbG OS=Shigella flexneri OX=623 GN=rfbG PE=3 SV=1
00000618|gene_cluster_GC_00002734|genome_name_P2740_Qu_CN|gene_callers_id_1847,P2740_Qu_CN,GC_00002734,1847,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000620|gene_cluster_GC_00002805|genome_name_P2740_Qu_CN|gene_callers_id_1841,P2740_Qu_CN,GC_00002805,1841,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000622|gene_cluster_GC_00002904|genome_name_P2740_Qu_CN|gene_callers_id_1954,P2740_Qu_CN,GC_00002904,1954,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000641|gene_cluster_GC_00003113|genome_name_P2740_Qu_CN|gene_callers_id_1447,P2740_Qu_CN,GC_00003113,1447,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000650|gene_cluster_GC_00003093|genome_name_P2740_Qu_CN|gene_callers_id_1355,P2740_Qu_CN,GC_00003093,1355,sp|O53076|CITC_LEUMC,44.242,330.0,3.3e-84,261.0,sp|O53076|CITC_LEUMC [Citrate [pro-3S]-lyase] ligase OS=Leuconostoc mesenteroides subsp. cremoris OX=33965 GN=citC PE=1 SV=2
00000665|gene_cluster_GC_00003022|genome_name_P2740_Qu_CN|gene_callers_id_1563,P2740_Qu_CN,GC_00003022,1563,sp|P26904|DPPC_BACSU,42.122,311.0,6.6600000000000004e-77,241.0,sp|P26904|DPPC_BACSU Dipeptide transport system permease protein DppC OS=Bacillus subtilis (strain 168) OX=224308 GN=dppC PE=2 SV=2
00000668|gene_cluster_GC_00002973|genome_name_P2740_Qu_CN|gene_callers_id_1878,P2740_Qu_CN,GC_00002973,1878,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000673|gene_cluster_GC_00002797|genome_name_P2740_Qu_CN|gene_callers_id_1152,P2740_Qu_CN,GC_00002797,1152,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000684|gene_cluster_GC_00002606|genome_name_P2740_Qu_CN|gene_callers_id_1937,P2740_Qu_CN,GC_00002606,1937,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000685|gene_cluster_GC_00003094|genome_name_P2740_Qu_CN|gene_callers_id_1846,P2740_Qu_CN,GC_00003094,1846,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
