query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000232|gene_cluster_GC_00003152|genome_name_P2764_Cocoa_VN|gene_callers_id_1587,P2764_Cocoa_VN,GC_00003152,1587,sp|Q9XC60|WBJC_PSEA1,38.442,398.0,3.2e-91,282.0,"sp|Q9XC60|WBJC_PSEA1 UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase OS=Pseudomonas aeruginosa (strain ATCC 29260 / BCRC 12902 / CIP 102967 / NCIMB 11965 / PA103) OX=1081927 GN=wbjC PE=1 SV=1"
00000236|gene_cluster_GC_00002383|genome_name_P2764_Cocoa_VN|gene_callers_id_1819,P2764_Cocoa_VN,GC_00002383,1819,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000237|gene_cluster_GC_00002383|genome_name_P2764_Cocoa_VN|gene_callers_id_1957,P2764_Cocoa_VN,GC_00002383,1957,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000251|gene_cluster_GC_00002804|genome_name_P2764_Cocoa_VN|gene_callers_id_1265,P2764_Cocoa_VN,GC_00002804,1265,sp|P19385|LYS_BPCP7,34.715,193.0,2.58e-19,89.7,sp|P19385|LYS_BPCP7 Lysozyme OS=Streptococcus phage Cp-7 OX=10748 GN=CPL7 PE=1 SV=2
00000273|gene_cluster_GC_00002834|genome_name_P2764_Cocoa_VN|gene_callers_id_1711,P2764_Cocoa_VN,GC_00002834,1711,sp|P77994|SIGA_THEMA,48.148,81.0,2.44e-11,66.6,sp|P77994|SIGA_THEMA RNA polymerase sigma factor SigA OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=sigA PE=1 SV=3
00000285|gene_cluster_GC_00003103|genome_name_P2764_Cocoa_VN|gene_callers_id_1269,P2764_Cocoa_VN,GC_00003103,1269,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000335|gene_cluster_GC_00003104|genome_name_P2764_Cocoa_VN|gene_callers_id_1712,P2764_Cocoa_VN,GC_00003104,1712,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000340|gene_cluster_GC_00002699|genome_name_P2764_Cocoa_VN|gene_callers_id_1840,P2764_Cocoa_VN,GC_00002699,1840,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000359|gene_cluster_GC_00002568|genome_name_P2764_Cocoa_VN|gene_callers_id_1756,P2764_Cocoa_VN,GC_00002568,1756,sp|P46003|ARSD1_ECOLX,37.931,58.0,8.68e-07,45.8,sp|P46003|ARSD1_ECOLX Arsenical resistance operon trans-acting repressor ArsD OS=Escherichia coli OX=562 GN=arsD PE=1 SV=2
00000380|gene_cluster_GC_00003034|genome_name_P2764_Cocoa_VN|gene_callers_id_1713,P2764_Cocoa_VN,GC_00003034,1713,sp|O07522|YHAO_BACSU,28.72,289.0,4.38e-18,88.6,sp|O07522|YHAO_BACSU Uncharacterized metallophosphoesterase YhaO OS=Bacillus subtilis (strain 168) OX=224308 GN=yhaO PE=2 SV=1
00000395|gene_cluster_GC_00002394|genome_name_P2764_Cocoa_VN|gene_callers_id_920,P2764_Cocoa_VN,GC_00002394,920,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000396|gene_cluster_GC_00002394|genome_name_P2764_Cocoa_VN|gene_callers_id_1327,P2764_Cocoa_VN,GC_00002394,1327,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000480|gene_cluster_GC_00002761|genome_name_P2764_Cocoa_VN|gene_callers_id_1586,P2764_Cocoa_VN,GC_00002761,1586,sp|Q58899|WECB_METJA,32.486,354.0,2.56e-57,194.0,sp|Q58899|WECB_METJA UDP-N-acetylglucosamine 2-epimerase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=wecB PE=1 SV=1
00000490|gene_cluster_GC_00003041|genome_name_P2764_Cocoa_VN|gene_callers_id_318,P2764_Cocoa_VN,GC_00003041,318,sp|P37247|TRA4_BACFG,31.973,147.0,2.9100000000000002e-21,90.9,sp|P37247|TRA4_BACFG Transposase for insertion sequence element IS4351 OS=Bacteroides fragilis OX=817 PE=3 SV=1
00000497|gene_cluster_GC_00002505|genome_name_P2764_Cocoa_VN|gene_callers_id_1824,P2764_Cocoa_VN,GC_00002505,1824,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000523|gene_cluster_GC_00002747|genome_name_P2764_Cocoa_VN|gene_callers_id_1953,P2764_Cocoa_VN,GC_00002747,1953,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000530|gene_cluster_GC_00002944|genome_name_P2764_Cocoa_VN|gene_callers_id_1584,P2764_Cocoa_VN,GC_00002944,1584,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000542|gene_cluster_GC_00003125|genome_name_P2764_Cocoa_VN|gene_callers_id_1915,P2764_Cocoa_VN,GC_00003125,1915,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000561|gene_cluster_GC_00003102|genome_name_P2764_Cocoa_VN|gene_callers_id_1268,P2764_Cocoa_VN,GC_00003102,1268,sp|Q2FVQ7|Y2645_STAA8,26.027,146.0,3.1e-09,55.5,sp|Q2FVQ7|Y2645_STAA8 Uncharacterized HTH-type transcriptional regulator SAOUHSC_02645 OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=SAOUHSC_02645 PE=4 SV=1
00000587|gene_cluster_GC_00002794|genome_name_P2764_Cocoa_VN|gene_callers_id_1743,P2764_Cocoa_VN,GC_00002794,1743,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000600|gene_cluster_GC_00003067|genome_name_P2764_Cocoa_VN|gene_callers_id_317,P2764_Cocoa_VN,GC_00003067,317,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000608|gene_cluster_GC_00002640|genome_name_P2764_Cocoa_VN|gene_callers_id_1598,P2764_Cocoa_VN,GC_00002640,1598,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000610|gene_cluster_GC_00003112|genome_name_P2764_Cocoa_VN|gene_callers_id_1493,P2764_Cocoa_VN,GC_00003112,1493,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000629|gene_cluster_GC_00003006|genome_name_P2764_Cocoa_VN|gene_callers_id_1751,P2764_Cocoa_VN,GC_00003006,1751,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000638|gene_cluster_GC_00002988|genome_name_P2764_Cocoa_VN|gene_callers_id_1769,P2764_Cocoa_VN,GC_00002988,1769,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000651|gene_cluster_GC_00002679|genome_name_P2764_Cocoa_VN|gene_callers_id_1582,P2764_Cocoa_VN,GC_00002679,1582,sp|P37746|RFBX_ECOLI,22.68,388.0,7.27e-14,76.6,sp|P37746|RFBX_ECOLI Putative O-antigen transporter OS=Escherichia coli (strain K12) OX=83333 GN=rfbX PE=1 SV=4
00000675|gene_cluster_GC_00002828|genome_name_P2764_Cocoa_VN|gene_callers_id_1879,P2764_Cocoa_VN,GC_00002828,1879,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000678|gene_cluster_GC_00002659|genome_name_P2764_Cocoa_VN|gene_callers_id_1818,P2764_Cocoa_VN,GC_00002659,1818,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
