module,genome_name,db_name,stepwise_module_completeness,stepwise_module_is_complete,step_id,step,step_completeness
M00552,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,3,K00134,1
M00552,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,4,K00927,1
M00129,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,0,K00963,1
M00129,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,1,K00012,0
M00129,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,2,K00699,0
M00129,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,3,K01195,0
M00129,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,4,K00002,0
M00129,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,5,K01053,0
M00129,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,6,K00103,0
M00114,P1211_Sourdough_BE,P1211_Sourdough_BE,0.125,False,0,K01809,1
M00114,P1211_Sourdough_BE,P1211_Sourdough_BE,0.125,False,1,K17497,0
M00114,P1211_Sourdough_BE,P1211_Sourdough_BE,0.125,False,2,K00966,0
M00114,P1211_Sourdough_BE,P1211_Sourdough_BE,0.125,False,3,K10046,0
M00114,P1211_Sourdough_BE,P1211_Sourdough_BE,0.125,False,4,K14190,0
M00114,P1211_Sourdough_BE,P1211_Sourdough_BE,0.125,False,5,K10047,0
M00114,P1211_Sourdough_BE,P1211_Sourdough_BE,0.125,False,6,K17744,0
M00114,P1211_Sourdough_BE,P1211_Sourdough_BE,0.125,False,7,K00225,0
M00550,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,0,K02821+K02822+K03475,1
M00550,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,1,K03476,0
M00550,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,2,K03078,0
M00550,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,3,K03079,0
M00550,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,4,K03077,1
M00854,P1211_Sourdough_BE,P1211_Sourdough_BE,1.0,True,0,"(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812))",1
M00854,P1211_Sourdough_BE,P1211_Sourdough_BE,1.0,True,1,"(K00700,K16149)",1
M00855,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6666666666666666,False,0,"(K00688,K16153)",1
M00855,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6666666666666666,False,1,"(K01196,((K00705,K22451) (K02438,K01200)))",0
M00855,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6666666666666666,False,2,"(K15779,K01835,K15778)",1
M00565,P1211_Sourdough_BE,P1211_Sourdough_BE,0.5,False,0,K00975,1
M00565,P1211_Sourdough_BE,P1211_Sourdough_BE,0.5,False,1,K00703,1
M00565,P1211_Sourdough_BE,P1211_Sourdough_BE,0.5,False,2,"(K00700,K16149)",1
M00565,P1211_Sourdough_BE,P1211_Sourdough_BE,0.5,False,3,K01214,0
M00565,P1211_Sourdough_BE,P1211_Sourdough_BE,0.5,False,4,K06044,0
M00565,P1211_Sourdough_BE,P1211_Sourdough_BE,0.5,False,5,K01236,0
M00532,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,0,(K01601-K01602),0
M00532,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,1,K19269,0
M00532,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,2,K11517,0
M00532,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,3,K03781,1
M00532,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,4,"(K14272,K00830,K00827)",0
M00532,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,5,K00600,1
M00532,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,6,K00830,0
M00532,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,7,"(K15893,K15919)",0
M00532,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,8,K15918,0
M00532,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,9,K00281+K00605+K00382+K02437,0
M00982,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,0,K01659,0
M00982,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,1,"(K01720,(K20455 K09788))",0
M00982,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,2,"(K01682,K27802)",0
M00982,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,3,"(K03417,K01637)",0
M00982,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,4,"(K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247)",0
M00982,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,5,"(K01676,K01679,K01677+K01678)",1
M00982,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1428571428571428,False,6,"(K00024,K00116)",0
M00131,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,0,K01106,0
M00131,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,1,K01107,0
M00131,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,2,K01109,0
M00131,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,3,K01092,1
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,0,"(K00855,K28462)",0
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,1,(K01601-K01602),0
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,2,K00927,1
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,3,"(K05298,K00150,K00134)",1
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,4,K01803,1
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,5,"(K01623,K01624)",1
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,6,"(K03841,K02446,K11532,K01086)",0
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,7,K00615,1
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,8,"(K01100,K11532,K01086)",0
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,9,"(K01807,K01808)",1
M00165,P1211_Sourdough_BE,P1211_Sourdough_BE,0.6363636363636364,False,10,K01783,1
M00169,P1211_Sourdough_BE,P1211_Sourdough_BE,0.5,False,0,K00029,1
M00169,P1211_Sourdough_BE,P1211_Sourdough_BE,0.5,False,1,K01006,0
M00172,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,0,K01595,0
M00172,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,1,K00051,0
M00172,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,2,K00029,1
M00172,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,3,K01006,0
M00170,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,0,K01595,0
M00170,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,1,K14454,0
M00170,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,2,K14455,0
M00170,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,3,K01610,1
M00173,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,0,"(K00169+K00170+K00171+K00172,K03737)",0
M00173,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,1,"((K01007,K01006) K01595,K01959+K01960,K01958)",1
M00173,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,2,K00024,0
M00173,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,3,"(K01676,K01679,K01677+K01678)",1
M00173,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,4,(K00239+K00240-K00241-K00242),0
M00173,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,5,(K01902+K01903),0
M00173,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,6,(K00174+K00175-K00177-K00176),0
M00173,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,7,K00031,0
M00173,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,8,"(K27802,K01682)",0
M00173,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,9,(K15230+K15231),0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,0,(K02160+K01961+K01962+K01963),0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,1,K14468,0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,2,K14469,0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,3,K15052,0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,4,K05606,0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,5,"(K01847,K01848+K01849)",0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,6,(K14471+K14472),0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,7,(K00239+K00240+K00241),0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,8,K01679,1
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,9,K08691,0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,10,K14449,0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,11,K14470,0
M00376,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,12,K09709,0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,0,(K00169+K00170+K00171+K00172),0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,1,K01007,1
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,2,K01595,0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,3,K00024,0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,4,(K01677+K01678),0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,5,(K00239+K00240-K00241-K18860),0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,6,(K01902+K01903),0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,7,"(K15038,K15017)",0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,8,K14465,0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,9,"(K14467,K18861,K25774)",0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,10,K14534,0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,11,K15016,0
M00374,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0769230769230769,False,12,K00626,0
M00377,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2857142857142857,False,0,K00198,0
M00377,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2857142857142857,False,1,"(K05299-K15022,K22015+K25123+K25124)",0
M00377,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2857142857142857,False,2,K01938,1
M00377,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2857142857142857,False,3,K01491-K01500,1
M00377,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2857142857142857,False,4,K00297-K25007-K25008,0
M00377,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2857142857142857,False,5,K15023,0
M00377,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2857142857142857,False,6,K14138+K00197+K00194,0
M00579,P1211_Sourdough_BE,P1211_Sourdough_BE,1.0,True,0,"(K00625,K13788,K15024)",1
M00579,P1211_Sourdough_BE,P1211_Sourdough_BE,1.0,True,1,K00925,1
M00357,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,0,"((K00925 K00625),K01895)",1
M00357,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,1,(K00193+K00197+K00194),0
M00357,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,2,(K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584),0
M00357,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,3,(K00399+K00401+K00402),0
M00357,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2,False,4,"(K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))",0
M00358,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,0,K08097,0
M00358,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,1,K05979,0
M00358,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,2,K05884,1
M00358,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,3,K13039+K06034,0
M00346,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2222222222222222,False,0,K00600,1
M00346,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2222222222222222,False,1,K00830,0
M00346,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2222222222222222,False,2,K00018,0
M00346,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2222222222222222,False,3,K11529,0
M00346,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2222222222222222,False,4,K01689,1
M00346,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2222222222222222,False,5,K01595,0
M00346,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2222222222222222,False,6,K00024,0
M00346,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2222222222222222,False,7,K08692+K14067,0
M00346,P1211_Sourdough_BE,P1211_Sourdough_BE,0.2222222222222222,False,8,K08691,0
M00345,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,0,"(((K08093,K13812) K08094),K13831)",0
M00345,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,1,"(K00850,K16370,K21071)",0
M00345,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,2,K01624,1
M00344,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,0,K17100,0
M00344,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,1,K00863,0
M00344,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,2,K01624,1
M00344,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,3,K03841,0
M00176,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,0,"(K00958+K00860,K00955+K00957,K00956+K00957+K00860)",1
M00176,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,1,K00390,0
M00176,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,2,"(K00380+K00381,K00392)",0
M00596,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,0,K00958,1
M00596,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,1,(K00394+K00395),0
M00596,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,2,(K11180+K11181-K27196),0
M00596,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,3,(K27187+K27188+K27189+K27190+K27191),0
M00153,P1211_Sourdough_BE,P1211_Sourdough_BE,0.0,False,0,"K00425+K00426+(K00424,K22501)",0
M00157,P1211_Sourdough_BE,P1211_Sourdough_BE,1.0,True,0,K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110,1
M00082,P1211_Sourdough_BE,P1211_Sourdough_BE,0.5,False,0,"(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472))",0
M00082,P1211_Sourdough_BE,P1211_Sourdough_BE,0.5,False,1,"(K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))",1
M00083,P1211_Sourdough_BE,P1211_Sourdough_BE,1.0,True,0,"K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))",1
M00873,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1666666666666666,False,0,K18660,0
M00873,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1666666666666666,False,1,K03955+K00645,0
M00873,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1666666666666666,False,2,K09458,1
M00873,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1666666666666666,False,3,K11539+K13370,0
M00873,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1666666666666666,False,4,K22540,0
M00873,P1211_Sourdough_BE,P1211_Sourdough_BE,0.1666666666666666,False,5,K07512,0
M00874,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,0,K11262,0
M00874,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,1,K03955+K00645,0
M00874,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,2,K09458,1
M00874,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,3,K00059,1
M00874,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,4,K22541,0
M00874,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,5,K07512,0
M00885,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,0,K02078,1
M00885,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,1,K11263+K18472,0
M00885,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,2,K00645,1
M00885,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,3,K11608,0
M00885,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,4,"K11609+K11610+(K27071+K27072,K27689)+K11611",0
M00886,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,0,K02078,1
M00886,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,1,K11263+K18472,0
M00886,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,2,K00645,1
M00886,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,3,K11608,0
M00886,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,4,K11609+K11610+K27071+K27072+K11611,0
M00886,P1211_Sourdough_BE,P1211_Sourdough_BE,0.3333333333333333,False,5,"K27070+K11610+K27072+(K27073,K27074)+K11611",0
M00088,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,0,K00626,0
M00088,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,1,K01641,1
M00088,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,2,K01640,0
M00088,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,3,K00019,1
M00088,P1211_Sourdough_BE,P1211_Sourdough_BE,0.4,False,4,K01574,0
M00089,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,0,"(K00629,K13506,K13507,K00630,K13508)",0
M00089,P1211_Sourdough_BE,P1211_Sourdough_BE,0.25,False,1,"(K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831)",1
