query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000019|gene_cluster_GC_00003028|genome_name_P2740_Qu_CN|gene_callers_id_1562,P2740_Qu_CN,GC_00003028,1562,sp|A2RI75|DPPB_LACLM,50.331,302.0,8.76e-93,280.0,sp|A2RI75|DPPB_LACLM Dipeptide transport system permease protein DppB OS=Lactococcus lactis subsp. cremoris (strain MG1363) OX=416870 GN=dppB PE=1 SV=1
00000020|gene_cluster_GC_00003056|genome_name_P2176_Unknown_BE|gene_callers_id_1546,P2176_Unknown_BE,GC_00003056,1546,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000021|gene_cluster_GC_00003072|genome_name_P2020_Cocoa_CR|gene_callers_id_341,P2020_Cocoa_CR,GC_00003072,341,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000022|gene_cluster_GC_00003114|genome_name_P2176_Unknown_BE|gene_callers_id_1831,P2176_Unknown_BE,GC_00003114,1831,sp|O52733|XYLT_LEVBR,45.733,457.0,2.7000000000000003e-129,385.0,sp|O52733|XYLT_LEVBR D-xylose transporter OS=Levilactobacillus brevis OX=1580 GN=xylT PE=1 SV=1
00000023|gene_cluster_GC_00002551|genome_name_P2712_SD_BE|gene_callers_id_197,P2712_SD_BE,GC_00002551,197,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000024|gene_cluster_GC_00002963|genome_name_P2020_Cocoa_CR|gene_callers_id_1193,P2020_Cocoa_CR,GC_00002963,1193,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000025|gene_cluster_GC_00002887|genome_name_P2711_SD_BE|gene_callers_id_1591,P2711_SD_BE,GC_00002887,1591,sp|P0ACN9|CYTR_ECO57,30.539,334.0,8.73e-40,145.0,sp|P0ACN9|CYTR_ECO57 HTH-type transcriptional repressor CytR OS=Escherichia coli O157:H7 OX=83334 GN=cytR PE=3 SV=1
00000026|gene_cluster_GC_00003095|genome_name_P2746_Cocoa_VN|gene_callers_id_1842,P2746_Cocoa_VN,GC_00003095,1842,sp|P39850|CAPA_STAAU,30.935,139.0,3.54e-07,52.4,sp|P39850|CAPA_STAAU Capsular polysaccharide biosynthesis protein CapA OS=Staphylococcus aureus OX=1280 GN=capA PE=3 SV=1
00000027|gene_cluster_GC_00002919|genome_name_P800_Unknown_BE|gene_callers_id_665,P800_Unknown_BE,GC_00002919,665,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000028|gene_cluster_GC_00003062|genome_name_P3378_Banana_BE|gene_callers_id_1776,P3378_Banana_BE,GC_00003062,1776,sp|Q9RMV4|Y6611_BACAN,25.256,293.0,2.92e-14,77.8,sp|Q9RMV4|Y6611_BACAN Uncharacterized protein pXO2-81/BXB0111/GBAA_pXO2_0111 OS=Bacillus anthracis OX=1392 GN=pXO2-81 PE=4 SV=1
00000029|gene_cluster_GC_00002999|genome_name_P2746_Cocoa_VN|gene_callers_id_200,P2746_Cocoa_VN,GC_00002999,200,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000030|gene_cluster_GC_00002595|genome_name_P3124_LMG_BE|gene_callers_id_1633,P3124_LMG_BE,GC_00002595,1633,sp|Q9CI63|P2IN_LACLA,29.902,204.0,2.38e-14,74.3,sp|Q9CI63|P2IN_LACLA Prophage ps2 probable integrase OS=Lactococcus lactis subsp. lactis (strain IL1403) OX=272623 GN=ps201 PE=3 SV=1
00000031|gene_cluster_GC_00002950|genome_name_P815_Cocoa_CR|gene_callers_id_96,P815_Cocoa_CR,GC_00002950,96,sp|O34469|YEEB_BACSU,61.526,603.0,0.0,781.0,sp|O34469|YEEB_BACSU Putative ATP-dependent helicase YeeB OS=Bacillus subtilis (strain 168) OX=224308 GN=yeeB PE=3 SV=2
00000032|gene_cluster_GC_00002469|genome_name_P2712_SD_BE|gene_callers_id_813,P2712_SD_BE,GC_00002469,813,sp|P55681|Y4WC_SINFN,35.484,62.0,0.007,40.0,sp|P55681|Y4WC_SINFN Uncharacterized HTH-type transcriptional regulator y4wC OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=NGR_a01020 PE=4 SV=1
00000033|gene_cluster_GC_00002469|genome_name_P2712_SD_BE|gene_callers_id_220,P2712_SD_BE,GC_00002469,220,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000034|gene_cluster_GC_00002620|genome_name_P2712_SD_BE|gene_callers_id_233,P2712_SD_BE,GC_00002620,233,sp|P75562|Y107_MYCPN,28.261,138.0,2.2e-05,47.8,sp|P75562|Y107_MYCPN Uncharacterized protein MPN_107 OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) OX=272634 GN=MPN_107 PE=4 SV=1
00000035|gene_cluster_GC_00002965|genome_name_P815_Cocoa_CR|gene_callers_id_111,P815_Cocoa_CR,GC_00002965,111,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000036|gene_cluster_GC_00002554|genome_name_P2176_Unknown_BE|gene_callers_id_1129,P2176_Unknown_BE,GC_00002554,1129,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000037|gene_cluster_GC_00002895|genome_name_P3124_LMG_BE|gene_callers_id_1803,P3124_LMG_BE,GC_00002895,1803,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000038|gene_cluster_GC_00003039|genome_name_P3124_LMG_BE|gene_callers_id_1972,P3124_LMG_BE,GC_00003039,1972,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000039|gene_cluster_GC_00002675|genome_name_P2176_Unknown_BE|gene_callers_id_1542,P2176_Unknown_BE,GC_00002675,1542,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000040|gene_cluster_GC_00002956|genome_name_P2712_SD_BE|gene_callers_id_819,P2712_SD_BE,GC_00002956,819,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000041|gene_cluster_GC_00002984|genome_name_P2740_Qu_CN|gene_callers_id_1554,P2740_Qu_CN,GC_00002984,1554,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000042|gene_cluster_GC_00003012|genome_name_P2763_Cocoa_VN|gene_callers_id_1820,P2763_Cocoa_VN,GC_00003012,1820,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000043|gene_cluster_GC_00002538|genome_name_P2740_Qu_CN|gene_callers_id_1814,P2740_Qu_CN,GC_00002538,1814,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000044|gene_cluster_GC_00002776|genome_name_P2740_Qu_CN|gene_callers_id_1546,P2740_Qu_CN,GC_00002776,1546,sp|P37782|RFBF_SHIFL,30.112,269.0,5.03e-17,82.4,sp|P37782|RFBF_SHIFL dTDP-rhamnosyl transferase RfbF OS=Shigella flexneri OX=623 GN=rfbF PE=3 SV=2
00000045|gene_cluster_GC_00003085|genome_name_P800_Unknown_BE|gene_callers_id_633,P800_Unknown_BE,GC_00003085,633,sp|P55500|Y4IQ_SINFN,27.602,221.0,9.32e-07,52.8,sp|P55500|Y4IQ_SINFN Putative insertion sequence ATP-binding protein y4iQ/y4nD/y4sD OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=NGR_a03160 PE=3 SV=1
00000046|gene_cluster_GC_00002821|genome_name_P3333_Amaranth_BE|gene_callers_id_1886,P3333_Amaranth_BE,GC_00002821,1886,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000047|gene_cluster_GC_00002571|genome_name_P2712_SD_BE|gene_callers_id_930,P2712_SD_BE,GC_00002571,930,sp|A8AV19|METE_STRGC,68.775,743.0,0.0,1071.0,sp|A8AV19|METE_STRGC 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288) OX=467705 GN=metE PE=3 SV=1
00000048|gene_cluster_GC_00002629|genome_name_P2712_SD_BE|gene_callers_id_1377,P2712_SD_BE,GC_00002629,1377,sp|Q79CE8|T1353_SHIFL,46.408,515.0,1.82e-158,463.0,sp|Q79CE8|T1353_SHIFL Probable transposase for insertion sequence element IS1353 OS=Shigella flexneri OX=623 PE=3 SV=1
00000049|gene_cluster_GC_00002658|genome_name_P2740_Qu_CN|gene_callers_id_1648,P2740_Qu_CN,GC_00002658,1648,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000050|gene_cluster_GC_00002940|genome_name_P3124_LMG_BE|gene_callers_id_1890,P3124_LMG_BE,GC_00002940,1890,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000051|gene_cluster_GC_00003038|genome_name_P2712_SD_BE|gene_callers_id_1940,P2712_SD_BE,GC_00003038,1940,sp|P71055|EPSF_BACSU,30.24,334.0,8.83e-53,182.0,sp|P71055|EPSF_BACSU Putative glycosyltransferase EpsF OS=Bacillus subtilis (strain 168) OX=224308 GN=epsF PE=2 SV=1
00000052|gene_cluster_GC_00003078|genome_name_P3124_LMG_BE|gene_callers_id_1435,P3124_LMG_BE,GC_00003078,1435,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000053|gene_cluster_GC_00002673|genome_name_P3124_LMG_BE|gene_callers_id_1941,P3124_LMG_BE,GC_00002673,1941,sp|Q1BWI2|NODI_BURO1,35.216,301.0,7.76e-45,157.0,sp|Q1BWI2|NODI_BURO1 Nod factor export ATP-binding protein I OS=Burkholderia orbicola (strain AU 1054) OX=331271 GN=nodI PE=3 SV=1
00000054|gene_cluster_GC_00002972|genome_name_P2712_SD_BE|gene_callers_id_86,P2712_SD_BE,GC_00002972,86,sp|P77425|ALLC_ECOLI,42.394,401.0,4.85e-100,306.0,sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) OX=83333 GN=allC PE=1 SV=1
00000055|gene_cluster_GC_00003059|genome_name_P2176_Unknown_BE|gene_callers_id_1529,P2176_Unknown_BE,GC_00003059,1529,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000056|gene_cluster_GC_00003089|genome_name_P2176_Unknown_BE|gene_callers_id_1234,P2176_Unknown_BE,GC_00003089,1234,sp|P9WMX3|GLFT1_MYCTU,25.312,320.0,6e-19,89.0,sp|P9WMX3|GLFT1_MYCTU Galactofuranosyltransferase GlfT1 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=glfT1 PE=1 SV=1
00000057|gene_cluster_GC_00002934|genome_name_P2740_Qu_CN|gene_callers_id_1921,P2740_Qu_CN,GC_00002934,1921,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000058|gene_cluster_GC_00002775|genome_name_P2740_Qu_CN|gene_callers_id_1556,P2740_Qu_CN,GC_00002775,1556,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000059|gene_cluster_GC_00002574|genome_name_P2712_SD_BE|gene_callers_id_826,P2712_SD_BE,GC_00002574,826,sp|B0B803|CLPP1_CHLT2,35.766,137.0,1.22e-16,78.6,sp|B0B803|CLPP1_CHLT2 ATP-dependent Clp protease proteolytic subunit 1 OS=Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu) OX=471472 GN=clpP1 PE=1 SV=1
00000060|gene_cluster_GC_00003155|genome_name_P800_Unknown_BE|gene_callers_id_345,P800_Unknown_BE,GC_00003155,345,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000061|gene_cluster_GC_00002763|genome_name_P2711_SD_BE|gene_callers_id_1764,P2711_SD_BE,GC_00002763,1764,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000062|gene_cluster_GC_00002790|genome_name_P2740_Qu_CN|gene_callers_id_1778,P2740_Qu_CN,GC_00002790,1778,sp|Q60296|T1SH_METJA,39.796,196.0,3.94e-46,164.0,sp|Q60296|T1SH_METJA Type I restriction enzyme MjaIX specificity subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=hsdS PE=3 SV=1
00000063|gene_cluster_GC_00002970|genome_name_P3124_LMG_BE|gene_callers_id_585,P3124_LMG_BE,GC_00002970,585,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000064|gene_cluster_GC_00003011|genome_name_P2712_SD_BE|gene_callers_id_810,P2712_SD_BE,GC_00003011,810,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000065|gene_cluster_GC_00002603|genome_name_P2711_SD_BE|gene_callers_id_1971,P2711_SD_BE,GC_00002603,1971,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000066|gene_cluster_GC_00002825|genome_name_P2052_Cocoa_CR|gene_callers_id_1781,P2052_Cocoa_CR,GC_00002825,1781,sp|C9X1G6|CAS1_NEIM8,32.971,276.0,7.570000000000001e-37,136.0,sp|C9X1G6|CAS1_NEIM8 CRISPR-associated endonuclease Cas1 OS=Neisseria meningitidis serogroup C (strain 8013) OX=604162 GN=cas1 PE=3 SV=1
00000067|gene_cluster_GC_00003052|genome_name_P2176_Unknown_BE|gene_callers_id_1790,P2176_Unknown_BE,GC_00003052,1790,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000068|gene_cluster_GC_00003111|genome_name_P815_Cocoa_CR|gene_callers_id_843,P815_Cocoa_CR,GC_00003111,843,sp|A6NMZ7|CO6A6_HUMAN,31.25,144.0,7.39e-07,53.5,sp|A6NMZ7|CO6A6_HUMAN Collagen alpha-6(VI) chain OS=Homo sapiens OX=9606 GN=COL6A6 PE=1 SV=2
00000069|gene_cluster_GC_00002816|genome_name_P3124_LMG_BE|gene_callers_id_1678,P3124_LMG_BE,GC_00002816,1678,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000070|gene_cluster_GC_00002892|genome_name_P800_Unknown_BE|gene_callers_id_1971,P800_Unknown_BE,GC_00002892,1971,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000071|gene_cluster_GC_00002769|genome_name_P800_Unknown_BE|gene_callers_id_1954,P800_Unknown_BE,GC_00002769,1954,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000072|gene_cluster_GC_00003154|genome_name_P2029_Cocoa_CR|gene_callers_id_656,P2029_Cocoa_CR,GC_00003154,656,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000073|gene_cluster_GC_00003116|genome_name_P3378_Banana_BE|gene_callers_id_514,P3378_Banana_BE,GC_00003116,514,sp|Q9WZY4|METY_THEMA,53.271,428.0,4.3500000000000005e-160,461.0,sp|Q9WZY4|METY_THEMA O-acetyl-L-homoserine sulfhydrylase OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=TM_0882 PE=1 SV=1
00000074|gene_cluster_GC_00002635|genome_name_P2176_Unknown_BE|gene_callers_id_1796,P2176_Unknown_BE,GC_00002635,1796,sp|Q42588|SAT1_ARATH,31.034,145.0,1.95e-14,72.8,"sp|Q42588|SAT1_ARATH Serine acetyltransferase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=SAT1 PE=1 SV=2"
00000075|gene_cluster_GC_00002535|genome_name_P3378_Banana_BE|gene_callers_id_1611,P3378_Banana_BE,GC_00002535,1611,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000076|gene_cluster_GC_00002547|genome_name_P2712_SD_BE|gene_callers_id_1938,P2712_SD_BE,GC_00002547,1938,sp|Q5UQW4|YL373_MIMIV,25.301,166.0,8.23e-07,52.0,sp|Q5UQW4|YL373_MIMIV Uncharacterized glycosyltransferase L373 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L373 PE=3 SV=1
00000077|gene_cluster_GC_00002558|genome_name_P2763_Cocoa_VN|gene_callers_id_1829,P2763_Cocoa_VN,GC_00002558,1829,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000078|gene_cluster_GC_00002801|genome_name_P2712_SD_BE|gene_callers_id_309,P2712_SD_BE,GC_00002801,309,sp|P58035|SGCB_ECOLI,30.851,94.0,8.17e-08,48.9,sp|P58035|SGCB_ECOLI Putative phosphotransferase enzyme IIB component SgcB OS=Escherichia coli (strain K12) OX=83333 GN=sgcB PE=3 SV=1
00000079|gene_cluster_GC_00002610|genome_name_P3378_Banana_BE|gene_callers_id_1768,P3378_Banana_BE,GC_00002610,1768,sp|P9WF03|RHA78_ALTSL,33.504,782.0,1.36e-139,442.0,sp|P9WF03|RHA78_ALTSL Alpha-L-rhamnosidase OS=Alteromonas sp. (strain LOR) OX=1537994 GN=LOR_34 PE=1 SV=1
00000080|gene_cluster_GC_00002730|genome_name_P2711_SD_BE|gene_callers_id_1989,P2711_SD_BE,GC_00002730,1989,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000081|gene_cluster_GC_00003060|genome_name_Reference|gene_callers_id_699,Reference,GC_00003060,699,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000082|gene_cluster_GC_00003021|genome_name_P2712_SD_BE|gene_callers_id_929,P2712_SD_BE,GC_00003021,929,sp|P71318|OXYR_PECCC,23.323,313.0,3.58e-16,80.9,sp|P71318|OXYR_PECCC Hydrogen peroxide-inducible genes activator OS=Pectobacterium carotovorum subsp. carotovorum OX=555 GN=oxyR PE=3 SV=1
00000083|gene_cluster_GC_00003134|genome_name_P3378_Banana_BE|gene_callers_id_1600,P3378_Banana_BE,GC_00003134,1600,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000084|gene_cluster_GC_00002967|genome_name_P2711_SD_BE|gene_callers_id_304,P2711_SD_BE,GC_00002967,304,sp|P28267|NOLR_RHIML,38.462,52.0,0.000215,43.5,sp|P28267|NOLR_RHIML Nodulation protein NolR OS=Rhizobium meliloti OX=382 GN=nolR PE=4 SV=1
00000085|gene_cluster_GC_00002908|genome_name_P2740_Qu_CN|gene_callers_id_1565,P2740_Qu_CN,GC_00002908,1565,sp|P72479|OPPF_STRMU,60.811,296.0,3.29e-125,362.0,sp|P72479|OPPF_STRMU Oligopeptide transport ATP-binding protein OppF OS=Streptococcus mutans serotype c (strain ATCC 700610 / UA159) OX=210007 GN=oppF PE=3 SV=2
00000086|gene_cluster_GC_00002754|genome_name_P3124_LMG_BE|gene_callers_id_1568,P3124_LMG_BE,GC_00002754,1568,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000087|gene_cluster_GC_00002592|genome_name_P800_Unknown_BE|gene_callers_id_639,P800_Unknown_BE,GC_00002592,639,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000088|gene_cluster_GC_00002879|genome_name_Reference|gene_callers_id_704,Reference,GC_00002879,704,sp|Q5HR69|SCDA_STAEQ,24.528,106.0,0.004,37.7,sp|Q5HR69|SCDA_STAEQ Iron-sulfur cluster repair protein ScdA OS=Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A) OX=176279 GN=scdA PE=3 SV=1
00000089|gene_cluster_GC_00002509|genome_name_P2029_Cocoa_CR|gene_callers_id_1759,P2029_Cocoa_CR,GC_00002509,1759,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000090|gene_cluster_GC_00002569|genome_name_P2764_Cocoa_VN|gene_callers_id_993,P2764_Cocoa_VN,GC_00002569,993,sp|P96629|INT_BACSU,35.565,239.0,5.47e-41,147.0,sp|P96629|INT_BACSU ICEBs1 integrase OS=Bacillus subtilis (strain 168) OX=224308 GN=int PE=3 SV=1
00000091|gene_cluster_GC_00003058|genome_name_P3124_LMG_BE|gene_callers_id_2017,P3124_LMG_BE,GC_00003058,2017,sp|B8DBU4|LEU1_LISMH,80.769,26.0,7.4e-08,48.1,sp|B8DBU4|LEU1_LISMH 2-isopropylmalate synthase OS=Listeria monocytogenes serotype 4a (strain HCC23) OX=552536 GN=leuA PE=3 SV=1
00000092|gene_cluster_GC_00003027|genome_name_P2176_Unknown_BE|gene_callers_id_1557,P2176_Unknown_BE,GC_00003027,1557,sp|P9WJR3|MOAE1_MYCTU,47.059,34.0,0.001,38.5,sp|P9WJR3|MOAE1_MYCTU Molybdopterin synthase catalytic subunit 1 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=moaE1 PE=1 SV=1
00000093|gene_cluster_GC_00002802|genome_name_P815_Cocoa_CR|gene_callers_id_71,P815_Cocoa_CR,GC_00002802,71,sp|Q47MU2|CLPP2_THEFY,31.325,166.0,1.07e-17,81.3,sp|Q47MU2|CLPP2_THEFY ATP-dependent Clp protease proteolytic subunit 2 OS=Thermobifida fusca (strain YX) OX=269800 GN=clpP2 PE=3 SV=1
00000094|gene_cluster_GC_00003091|genome_name_P363_Unknown_BE|gene_callers_id_1829,P363_Unknown_BE,GC_00003091,1829,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000095|gene_cluster_GC_00002715|genome_name_P2746_Cocoa_VN|gene_callers_id_171,P2746_Cocoa_VN,GC_00002715,171,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000096|gene_cluster_GC_00002609|genome_name_P2176_Unknown_BE|gene_callers_id_438,P2176_Unknown_BE,GC_00002609,438,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000097|gene_cluster_GC_00002723|genome_name_P815_Cocoa_CR|gene_callers_id_84,P815_Cocoa_CR,GC_00002723,84,sp|Q5UQ22|YL207_MIMIV,30.0,160.0,6.04e-13,76.3,sp|Q5UQ22|YL207_MIMIV Putative helicase L207/L206 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L206 PE=4 SV=2
00000098|gene_cluster_GC_00002860|genome_name_P3124_LMG_BE|gene_callers_id_1945,P3124_LMG_BE,GC_00002860,1945,sp|O31844|CZRA_BACSU,39.241,79.0,1.91e-08,51.6,sp|O31844|CZRA_BACSU HTH-type transcriptional repressor CzrA OS=Bacillus subtilis (strain 168) OX=224308 GN=czrA PE=1 SV=1
00000099|gene_cluster_GC_00002637|genome_name_P2764_Cocoa_VN|gene_callers_id_1585,P2764_Cocoa_VN,GC_00002637,1585,sp|Q58577|Y1178_METJA,32.927,164.0,7.14e-11,66.6,sp|Q58577|Y1178_METJA Uncharacterized glycosyltransferase MJ1178 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1178 PE=3 SV=1
