items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	AAI_min	AAI_max	AAI_avg
GC_00000069	18	26	2	0	0.939686537923314	0.702087806795569	0.803694445108249	0.123762376237624	1.0	0.556572734196497
GC_00000070	18	25	2	0	0.990339346478348	0.680826522799706	0.806920852142419	0.0567010309278351	1.0	0.568333333333333
GC_00000071	17	25	2	0	0.962370055465143	0.688446909024543	0.80268219224118	0.110277569392348	1.0	0.529219804951238
GC_00000072	18	25	5	0	0.994398398093935	0.831712749615972	0.905808857176758	0.0860215053763441	1.0	0.722240143369176
GC_00000073	15	25	2	0	0.915381282849833	0.645508426782085	0.757114776466177	0.0895140664961637	1.0	0.498874680306905
GC_00000074	18	25	3	0	0.983205570279179	0.658499444316304	0.788741358431026	0.0841423948220065	1.0	0.557396619920892
GC_00000075	17	25	2	0	0.990159654583794	0.621427064163905	0.763610173803974	0.0524475524475524	1.0	0.555384615384615
GC_00000076	18	25	2	0	0.820411583946364	0.657110926643301	0.729736991879391	0.175059952038369	1.0	0.586546762589928
GC_00000077	18	25	2	0	0.97486342249029	0.601223735381047	0.743754589241835	0.037037037037037	1.0	0.536543209876543
GC_00000078	18	25	2	0	0.929424866909566	0.674726762499872	0.781856053928808	0.0610859728506787	1.0	0.565716440422323
GC_00000079	18	24	2	0	0.985340085021255	0.654111091638465	0.786265413480094	0.104743083003953	1.0	0.603139141891505
GC_00000080	18	24	3	0	0.940803092449525	0.68962877796239	0.795868749529888	0.0770042194092827	1.0	0.680116033755274
GC_00000081	15	23	2	0	0.981850919290392	0.619601215423117	0.759755486623349	0.00921658986175115	1.0	0.524926686217009
GC_00000082	18	23	2	0	0.99372921286031	0.762829074787898	0.863103196024148	0.01171875	1.0	0.632740447957839
GC_00000083	17	23	2	0	0.978456058166203	0.697550359950931	0.81446272304466	0.0652173913043478	1.0	0.553617460044681
GC_00000084	18	23	2	0	0.981186890598587	0.636024619115311	0.77177167565955	0.0048780487804878	1.0	0.601243613226646
GC_00000085	18	23	3	0	0.977177206529176	0.74258475470508	0.843880621354226	0.0521091811414392	1.0	0.625133632146255
GC_00000086	18	22	2	0	0.930720185323504	0.691919648937114	0.793748027492701	0.0348837209302326	1.0	0.649820463773952
GC_00000087	18	22	2	0	0.992175335553935	0.794944750070474	0.882676637672545	0.00606060606060606	1.0	0.683116883116883
GC_00000088	13	22	2	0	0.756073782318761	0.666415887987	0.708419317968536	0.149825783972125	1.0	0.608127064573057
GC_00000089	18	22	2	0	0.869746262844133	0.689144594809283	0.768983836106205	0.0804020100502513	1.0	0.717679305619004
GC_00000090	18	21	4	0	0.999396196035021	0.885896112831098	0.939229636785712	0.368421052631579	1.0	0.837593984962406
GC_00000091	18	21	2	0	0.988925273188859	0.801166135079177	0.885198862296539	0.0	1.0	0.736859716859717
GC_00000092	18	21	2	0	0.920825970286013	0.707336193654326	0.800084354329741	0.174712643678161	1.0	0.702583470169677
GC_00000093	15	21	2	0	0.863558931860037	0.737183469734775	0.795382653792134	0.123486682808717	1.0	0.779810907413813
GC_00000094	18	20	2	0	0.998903370028259	0.849245014201496	0.918014715597762	0.173913043478261	1.0	0.783883622098725
GC_00000095	18	20	2	0	0.991271807249323	0.776634057631903	0.870923572541995	0.0124223602484472	1.0	0.716443282118339
GC_00000096	18	20	2	0	0.993764477530048	0.89445502867645	0.941498201162601	0.033112582781457	1.0	0.804242394064632
GC_00000097	18	20	2	0	0.93886716363192	0.816752853750095	0.87356310317322	0.248908296943231	1.0	0.757159273730177
GC_00000098	18	20	2	0	0.978489142624121	0.745650571576623	0.846347871312065	0.0	1.0	0.786625582944704
GC_00000099	18	20	2	0	0.997823116996202	0.870467956509431	0.929804848855567	0.00688073394495413	1.0	0.806603090294544
GC_00000100	18	20	2	0	0.990084866817914	0.692469498396044	0.814955623746198	0.150837988826816	1.0	0.701323140252867
GC_00000101	18	19	2	0	0.994764491779176	0.916619655992479	0.954094641112502	0.126016260162602	1.0	0.878904578519469
GC_00000102	18	19	2	0	0.998618963359372	0.93629037587156	0.966450784642806	0.0033003300330033	1.0	0.893192828054735
GC_00000103	18	19	2	0	0.981493121028005	0.986150548665433	0.983816322763273	0.652941176470588	1.0	0.961541107671139
GC_00000104	18	19	2	0	0.999474716634247	0.922130190154578	0.959245896228256	0.00188323917137476	1.0	0.893855794539708
GC_00000105	18	19	2	0	0.998083738490855	0.936793414545203	0.966467842070246	0.00490196078431373	1.0	0.892061307953981
GC_00000106	18	19	2	0	0.996221486215422	0.918394920526964	0.955726431088889	0.0567375886524823	1.0	0.885363527020862
GC_00000107	18	19	2	0	0.997929802189844	0.920720351079133	0.957771562740707	0.0072202166064982	1.0	0.891971203580552
GC_00000108	18	19	2	0	0.979846570457162	0.922050687511803	0.95007046270304	0.0210843373493976	1.0	0.862978228704291
GC_00000109	18	19	2	0	0.99372093634238	0.919399985908549	0.955116850423928	0.044	1.0	0.884187134502924
GC_00000110	11	19	2	0	0.771842332406253	0.752708164380579	0.762155174841636	0.0193298969072165	1.0	0.724995478386688
GC_00000111	18	19	2	0	0.990165938864629	0.863316012278219	0.922400252462398	0.0657439446366782	1.0	0.771383475991016
GC_00000112	18	19	2	0	0.994504196542716	0.833572781546167	0.906954837578116	0.103174603174603	1.0	0.752823416566107
GC_00000113	18	19	2	0	0.990390634251975	0.920999625517911	0.954435546168714	0.0155038759689922	1.0	0.884219592909923
GC_00000114	18	19	2	0	0.996638836999479	0.937681654907048	0.966261752313036	0.00291545189504373	1.0	0.890900721190732
GC_00000115	18	19	2	0	0.997627540718805	0.919443597423711	0.956941280558028	0.076530612244898	1.0	0.884189640768588
GC_00000116	18	19	2	0	0.990250940195706	0.912965917801213	0.950039250304655	0.0601092896174863	1.0	0.877368740612917
GC_00000117	18	19	2	0	0.970207921385344	0.844454370249055	0.902973873476144	0.157635467980296	1.0	0.796214674617578
GC_00000118	18	19	2	0	0.997618534454086	0.935189187451877	0.965395632528874	0.00244200244200244	1.0	0.891259487750716
GC_00000119	14	19	4	0	0.908321881203237	0.718254379472902	0.802183315861374	0.091324200913242	1.0	0.659216534486902
GC_00000120	18	19	2	0	0.993000288350634	0.923866107604355	0.957186492688711	0.0819672131147541	1.0	0.878305052248107
GC_00000121	18	19	2	0	0.99205105889179	0.922011312434089	0.955749731579376	0.032719836400818	1.0	0.883961779021514
GC_00000122	18	19	2	0	0.992565026389811	0.90767101621194	0.948221679793161	0.0818505338078292	1.0	0.870325279390647
GC_00000123	18	19	2	0	0.992937832268598	0.931605235472057	0.961294240222588	0.0	1.0	0.888136443441184
GC_00000124	18	19	2	0	0.994690869387198	0.927607976703053	0.959978919691803	0.0950413223140496	1.0	0.879331593446426
GC_00000125	18	19	2	0	0.991101998181713	0.931317995560719	0.960280406308014	0.0029585798816568	1.0	0.88355998477456
GC_00000126	18	19	2	0	0.989887430033917	0.921138893470996	0.954276558880635	0.0253968253968254	1.0	0.879996287013831
GC_00000127	18	19	2	0	0.995875105189682	0.934769722824955	0.964355413837282	0.00223214285714286	1.0	0.889306599832915
GC_00000128	11	19	2	0	0.996351766513057	0.778897003273735	0.874306089773228	0.0601503759398496	1.0	0.706239282416568
GC_00000129	18	19	2	0	0.975922038203354	0.634244287974749	0.768831105427908	0.0263157894736842	1.0	0.703267672104237
GC_00000130	18	19	2	0	0.995170051888485	0.894096762543952	0.941929763204456	0.0107816711590297	1.0	0.865985719014517
GC_00000131	18	19	2	0	0.988804769405349	0.837713213702729	0.907009762579629	0.135416666666667	1.0	0.850877192982456
GC_00000132	18	19	2	0	0.988436984434402	0.909066068188605	0.947091517823773	0.0579399141630901	1.0	0.87229877268278
GC_00000133	18	19	2	0	0.980005562733276	0.922348045942295	0.950303047422315	0.0730223123732252	1.0	0.860776010343641
GC_00000134	14	19	2	0	0.717828045139416	0.678204899947782	0.697454167176665	0.245901639344262	1.0	0.685936151855047
GC_00000135	18	19	2	0	0.993615769557607	0.921564173896211	0.956234633693243	0.00111111111111111	1.0	0.88772579597141
GC_00000136	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000137	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000138	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000139	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000140	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000141	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000142	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000143	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000144	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000145	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000146	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000147	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000148	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000149	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000150	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000151	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000152	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000153	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000154	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000155	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000156	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000157	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000158	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000159	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000160	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000161	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000162	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000163	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000164	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000165	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000166	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000167	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000168	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000169	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000170	3	18	9	0	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000171	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000172	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000173	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000174	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000175	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000176	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000177	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000178	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000179	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000180	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000181	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000182	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000183	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000184	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000185	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000186	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000187	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000188	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000189	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000190	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000191	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000192	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000193	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000194	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000195	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000196	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000197	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000198	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000199	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000200	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000201	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000202	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000203	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000204	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000205	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000206	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000207	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000208	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000209	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000210	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000211	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000212	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000213	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000214	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000215	18	18	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000216	18	18	1	1	0.99949264332826	1.0	0.999746257295103	0.995433789954338	1.0	0.99949264332826
GC_00000217	18	18	1	1	0.998316498316498	1.0	0.999157540016849	0.984848484848485	1.0	0.998316498316498
GC_00000218	18	18	1	1	0.997354497354497	1.0	0.998675496688742	0.976190476190476	1.0	0.997354497354497
GC_00000219	18	18	1	1	0.999249249249249	1.0	0.999624483665039	0.993243243243243	1.0	0.999249249249249
GC_00000220	18	18	1	1	0.999222999222999	1.0	0.999611348620288	0.993006993006993	1.0	0.999222999222999
GC_00000221	18	18	1	1	0.999675113710201	1.0	0.999837530463038	0.991228070175439	1.0	0.999025341130604
GC_00000222	18	18	1	1	0.999074074074074	1.0	0.999536822603057	0.991666666666667	1.0	0.999074074074074
GC_00000223	18	18	1	1	0.999222999222999	1.0	0.999611348620288	0.993006993006993	1.0	0.999222999222999
GC_00000224	18	18	1	1	0.999762583095916	1.0	0.999881277454589	0.993589743589744	1.0	0.999287749287749
GC_00000225	18	18	1	1	0.99932964638847	0.853162402717997	0.920479505033615	0.817164179104478	1.0	0.979684908789387
GC_00000226	18	18	1	1	1.0	0.998215170323747	0.999106788046273	0.983870967741935	1.0	0.99820788530466
GC_00000227	18	18	1	1	0.998661311914324	1.0	0.999330207635633	0.987951807228916	1.0	0.998661311914324
GC_00000228	18	18	1	1	0.998910675381264	1.0	0.999455040871935	0.990196078431373	1.0	0.998910675381264
GC_00000229	18	18	1	1	0.999310938845823	1.0	0.999655350680682	0.990697674418605	1.0	0.998966408268734
GC_00000230	18	18	1	1	0.999170812603648	1.0	0.999585234342596	0.992537313432836	1.0	0.999170812603648
GC_00000231	18	18	1	1	0.999582289055973	1.0	0.999791100898266	0.996240601503759	1.0	0.999582289055973
GC_00000232	18	18	1	1	0.999636891793755	1.0	0.999818412929	0.996732026143791	1.0	0.999636891793755
GC_00000233	18	18	1	1	1.0	0.983937115516063	0.991903531438415	0.844155844155844	1.0	0.982683982683983
GC_00000234	18	18	1	1	0.999696417729205	1.0	0.999848185820556	0.991803278688525	1.0	0.999089253187614
GC_00000235	18	18	1	1	0.998178506375228	1.0	0.999088422971741	0.983606557377049	1.0	0.998178506375228
GC_00000236	18	18	1	1	0.99973544973545	1.0	0.9998677073687	0.992857142857143	1.0	0.999206349206349
GC_00000237	18	18	1	1	1.0	0.999238964992389	0.999619337647506	0.993150684931507	1.0	0.99923896499239
GC_00000238	18	18	1	1	0.999604586793199	1.0	0.999802254300969	0.99644128113879	1.0	0.999604586793199
GC_00000239	18	18	1	1	0.999618174875907	1.0	0.999809050983387	0.996563573883162	1.0	0.999618174875907
GC_00000240	18	18	1	1	0.999497234791352	1.0	0.999748554186573	0.995475113122172	1.0	0.999497234791352
GC_00000241	18	18	1	1	0.999478351591028	1.0	0.9997391077485	0.995305164319249	1.0	0.999478351591028
GC_00000242	18	18	1	1	0.999657064471879	1.0	0.999828502829703	0.996913580246914	1.0	0.999657064471879
GC_00000243	18	18	1	1	0.999652777777778	1.0	0.999826358742837	0.996875	1.0	0.999652777777778
GC_00000244	18	18	1	1	0.999233716475096	1.0	0.999616711383672	0.993103448275862	1.0	0.999233716475096
GC_00000245	18	18	1	1	0.999833914632121	1.0	0.9999169504194	0.995515695067265	1.0	0.999501743896363
GC_00000246	18	18	1	1	1.0	0.999667332002662	0.999833638329729	0.997005988023952	1.0	0.999667332002661
GC_00000247	18	18	1	1	0.99973544973545	1.0	0.9998677073687	0.997619047619048	1.0	0.99973544973545
GC_00000248	18	18	1	1	0.999392835458409	1.0	0.999696325539022	0.983606557377049	1.0	0.998178506375228
GC_00000249	18	18	1	1	0.999898805909735	1.0	0.999949400394677	0.997267759562842	1.0	0.999696417729204
GC_00000250	18	18	1	1	0.998341625207297	1.0	0.999170124481328	0.985074626865672	1.0	0.998341625207297
GC_00000251	18	18	1	1	0.999441652707984	1.0	0.999720748394303	0.994974874371859	1.0	0.999441652707984
GC_00000252	18	18	1	1	0.999855324074074	1.0	0.999927656803878	0.99609375	1.0	0.999565972222222
GC_00000253	18	18	1	1	0.999548328816621	1.0	0.999774113395076	0.995934959349594	1.0	0.999548328816622
GC_00000254	18	18	1	1	0.999781277340333	1.0	0.999890626708958	0.998031496062992	1.0	0.999781277340333
GC_00000255	18	18	1	1	0.9985935302391	1.0	0.999296270232231	0.987341772151899	1.0	0.9985935302391
GC_00000256	18	18	1	1	0.999648382559775	1.0	0.999824160365746	0.996835443037975	1.0	0.999648382559775
GC_00000257	18	18	1	1	0.999562554680665	1.0	0.999781229490265	0.996062992125984	1.0	0.999562554680665
GC_00000258	18	18	1	1	0.999821077115763	1.0	0.999910530553816	0.995169082125604	1.0	0.999463231347289
GC_00000259	18	18	1	1	0.999608763693271	1.0	0.999804343572686	0.996478873239437	1.0	0.999608763693271
GC_00000260	18	18	1	1	0.998584571832979	1.0	0.99929178470255	0.987261146496815	1.0	0.998584571832979
GC_00000261	18	18	1	1	0.999592999593	1.0	0.999796458375738	0.989010989010989	1.0	0.998778998778999
GC_00000262	18	18	1	1	0.999522102747909	1.0	0.999760994263862	0.993548387096774	1.0	0.999283154121864
GC_00000263	18	18	1	1	0.998148148148148	1.0	0.999073215940686	0.983333333333333	1.0	0.998148148148148
GC_00000264	18	18	1	1	0.999136275154375	1.0	0.999567950991456	0.994082840236686	1.0	0.998723749854971
