query,genome,gene_cluster,gene_callers_id,subject,%pident,alignment_length,e-value,bitscore,function
00000137|gene_cluster_GC_00001534|genome_name_P515_SD_Italy|gene_callers_id_1147,P515_SD_Italy,GC_00001534,1147,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000139|gene_cluster_GC_00001528|genome_name_P515_SD_Italy|gene_callers_id_256,P515_SD_Italy,GC_00001528,256,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000148|gene_cluster_GC_00001533|genome_name_P515_SD_Italy|gene_callers_id_1137,P515_SD_Italy,GC_00001533,1137,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000151|gene_cluster_GC_00001542|genome_name_P515_SD_Italy|gene_callers_id_1221,P515_SD_Italy,GC_00001542,1221,sp|P77216|YBDN_ECOLI,32.289,415.0,7.05e-69,227.0,sp|P77216|YBDN_ECOLI Uncharacterized protein YbdN OS=Escherichia coli (strain K12) OX=83333 GN=ybdN PE=4 SV=1
00000154|gene_cluster_GC_00001593|genome_name_P515_SD_Italy|gene_callers_id_254,P515_SD_Italy,GC_00001593,254,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000155|gene_cluster_GC_00001499|genome_name_P515_SD_Italy|gene_callers_id_1337,P515_SD_Italy,GC_00001499,1337,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000157|gene_cluster_GC_00001506|genome_name_P515_SD_Italy|gene_callers_id_1141,P515_SD_Italy,GC_00001506,1141,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000165|gene_cluster_GC_00001415|genome_name_P515_SD_Italy|gene_callers_id_1135,P515_SD_Italy,GC_00001415,1135,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000168|gene_cluster_GC_00001541|genome_name_P515_SD_Italy|gene_callers_id_1149,P515_SD_Italy,GC_00001541,1149,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000191|gene_cluster_GC_00001590|genome_name_P515_SD_Italy|gene_callers_id_1134,P515_SD_Italy,GC_00001590,1134,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000195|gene_cluster_GC_00001480|genome_name_P515_SD_Italy|gene_callers_id_1130,P515_SD_Italy,GC_00001480,1130,sp|P59217|TERL_BPSF5,22.553,470.0,4.6e-19,94.7,sp|P59217|TERL_BPSF5 Putative terminase large subunit OS=Shigella phage SfV OX=55884 GN=2 PE=3 SV=1
00000199|gene_cluster_GC_00001414|genome_name_P515_SD_Italy|gene_callers_id_1142,P515_SD_Italy,GC_00001414,1142,sp|P45931|YQBO_BACSU,32.114,246.0,5.72e-14,81.3,sp|P45931|YQBO_BACSU Phage tape measure protein-like protein YqbO OS=Bacillus subtilis (strain 168) OX=224308 GN=yqbO PE=1 SV=2
00000213|gene_cluster_GC_00001435|genome_name_P515_SD_Italy|gene_callers_id_1133,P515_SD_Italy,GC_00001435,1133,sp|Q5L6P3|CLPP1_CHLAB,28.177,181.0,4.77e-12,66.2,sp|Q5L6P3|CLPP1_CHLAB ATP-dependent Clp protease proteolytic subunit 1 OS=Chlamydia abortus (strain DSM 27085 / S26/3) OX=218497 GN=clpP1 PE=3 SV=1
00000215|gene_cluster_GC_00001487|genome_name_P515_SD_Italy|gene_callers_id_263,P515_SD_Italy,GC_00001487,263,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000222|gene_cluster_GC_00001607|genome_name_P515_SD_Italy|gene_callers_id_257,P515_SD_Italy,GC_00001607,257,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000233|gene_cluster_GC_00001596|genome_name_P515_SD_Italy|gene_callers_id_1217,P515_SD_Italy,GC_00001596,1217,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
