query,genome,gene_cluster,gene_callers_id,subject,%pident,alignment_length,e-value,bitscore,function
00000126|gene_cluster_GC_00001402|genome_name_P1194_Madre_SD_BE|gene_callers_id_588,P1194_Madre_SD_BE,GC_00001402,588,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000128|gene_cluster_GC_00001595|genome_name_P1194_Madre_SD_BE|gene_callers_id_10,P1194_Madre_SD_BE,GC_00001595,10,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000129|gene_cluster_GC_00001450|genome_name_P1194_Madre_SD_BE|gene_callers_id_1242,P1194_Madre_SD_BE,GC_00001450,1242,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000140|gene_cluster_GC_00001585|genome_name_P1194_Madre_SD_BE|gene_callers_id_979,P1194_Madre_SD_BE,GC_00001585,979,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000141|gene_cluster_GC_00001602|genome_name_P1194_Madre_SD_BE|gene_callers_id_589,P1194_Madre_SD_BE,GC_00001602,589,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000143|gene_cluster_GC_00001436|genome_name_P1194_Madre_SD_BE|gene_callers_id_17,P1194_Madre_SD_BE,GC_00001436,17,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000149|gene_cluster_GC_00001569|genome_name_P1194_Madre_SD_BE|gene_callers_id_982,P1194_Madre_SD_BE,GC_00001569,982,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000150|gene_cluster_GC_00001587|genome_name_P1194_Madre_SD_BE|gene_callers_id_1021,P1194_Madre_SD_BE,GC_00001587,1021,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000153|gene_cluster_GC_00001442|genome_name_P1194_Madre_SD_BE|gene_callers_id_15,P1194_Madre_SD_BE,GC_00001442,15,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000160|gene_cluster_GC_00001543|genome_name_P1194_Madre_SD_BE|gene_callers_id_1232,P1194_Madre_SD_BE,GC_00001543,1232,sp|P94369|YXLA_BACSU,24.79,476.0,1.08e-19,94.7,sp|P94369|YXLA_BACSU Putative purine-cytosine permease YxlA OS=Bacillus subtilis (strain 168) OX=224308 GN=yxlA PE=3 SV=1
00000162|gene_cluster_GC_00001550|genome_name_P1194_Madre_SD_BE|gene_callers_id_1244,P1194_Madre_SD_BE,GC_00001550,1244,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000163|gene_cluster_GC_00001564|genome_name_P1194_Madre_SD_BE|gene_callers_id_1327,P1194_Madre_SD_BE,GC_00001564,1327,sp|Q7DF80|DRA2B_DEIRA,31.068,309.0,1.74e-27,116.0,sp|Q7DF80|DRA2B_DEIRA RNA-guided DNA endonuclease TnpB OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1) OX=243230 GN=tnpB PE=1 SV=1
00000164|gene_cluster_GC_00001490|genome_name_P1194_Madre_SD_BE|gene_callers_id_1241,P1194_Madre_SD_BE,GC_00001490,1241,sp|Q8DVR0|BRPA_STRMU,41.509,53.0,0.000634,41.2,sp|Q8DVR0|BRPA_STRMU Biofilm regulatory protein A OS=Streptococcus mutans serotype c (strain ATCC 700610 / UA159) OX=210007 GN=brpA PE=1 SV=1
00000174|gene_cluster_GC_00001555|genome_name_P1194_Madre_SD_BE|gene_callers_id_14,P1194_Madre_SD_BE,GC_00001555,14,sp|Q5UQ22|YL207_MIMIV,28.571,238.0,1.25e-08,61.6,sp|Q5UQ22|YL207_MIMIV Putative helicase L207/L206 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L206 PE=4 SV=2
00000175|gene_cluster_GC_00001447|genome_name_P1194_Madre_SD_BE|gene_callers_id_1235,P1194_Madre_SD_BE,GC_00001447,1235,sp|Q46899|CASC_ECOLI,30.588,340.0,1.27e-40,149.0,sp|Q46899|CASC_ECOLI CRISPR system Cascade subunit CasC OS=Escherichia coli (strain K12) OX=83333 GN=casC PE=1 SV=1
00000182|gene_cluster_GC_00001411|genome_name_P1194_Madre_SD_BE|gene_callers_id_980,P1194_Madre_SD_BE,GC_00001411,980,sp|Q65143|VF859_ASFB7,24.242,429.0,2.48e-19,97.8,sp|Q65143|VF859_ASFB7 Probable helicase A859L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-040 PE=3 SV=1
00000183|gene_cluster_GC_00001472|genome_name_P1194_Madre_SD_BE|gene_callers_id_147,P1194_Madre_SD_BE,GC_00001472,147,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000184|gene_cluster_GC_00001605|genome_name_P1194_Madre_SD_BE|gene_callers_id_413,P1194_Madre_SD_BE,GC_00001605,413,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000185|gene_cluster_GC_00001426|genome_name_P1194_Madre_SD_BE|gene_callers_id_414,P1194_Madre_SD_BE,GC_00001426,414,sp|F2XG53|CAS3_STRTR,40.294,953.0,0.0,683.0,sp|F2XG53|CAS3_STRTR CRISPR-associated nuclease/helicase Cas3 OS=Streptococcus thermophilus OX=1308 GN=cas3 PE=1 SV=1
00000186|gene_cluster_GC_00001427|genome_name_P1194_Madre_SD_BE|gene_callers_id_978,P1194_Madre_SD_BE,GC_00001427,978,sp|P17212|41KD_LACHE,48.889,45.0,2.03e-05,44.7,sp|P17212|41KD_LACHE 41 kDa protein OS=Lactobacillus helveticus OX=1587 PE=4 SV=1
00000189|gene_cluster_GC_00001395|genome_name_P1194_Madre_SD_BE|gene_callers_id_1328,P1194_Madre_SD_BE,GC_00001395,1328,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000190|gene_cluster_GC_00001554|genome_name_P1194_Madre_SD_BE|gene_callers_id_1229,P1194_Madre_SD_BE,GC_00001554,1229,sp|P44104|Y1054_HAEIN,38.235,68.0,4.03e-05,43.1,sp|P44104|Y1054_HAEIN Uncharacterized protein HI_1054 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1054 PE=4 SV=1
00000193|gene_cluster_GC_00001613|genome_name_P1194_Madre_SD_BE|gene_callers_id_1150,P1194_Madre_SD_BE,GC_00001613,1150,sp|Q57594|T1S1_METJA,21.002,419.0,3.37e-07,55.8,sp|Q57594|T1S1_METJA Type I restriction enzyme MjaVII specificity subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0130 PE=1 SV=3
00000202|gene_cluster_GC_00001500|genome_name_P1194_Madre_SD_BE|gene_callers_id_1022,P1194_Madre_SD_BE,GC_00001500,1022,sp|P39862|CAPM_STAAU,27.132,258.0,2.68e-19,92.0,sp|P39862|CAPM_STAAU Capsular polysaccharide biosynthesis glycosyltransferase CapM OS=Staphylococcus aureus OX=1280 GN=capM PE=3 SV=1
00000204|gene_cluster_GC_00001467|genome_name_P1194_Madre_SD_BE|gene_callers_id_1234,P1194_Madre_SD_BE,GC_00001467,1234,sp|Q46898|CAS5_ECOLI,31.361,169.0,1.52e-08,57.0,sp|Q46898|CAS5_ECOLI CRISPR system Cascade subunit CasD OS=Escherichia coli (strain K12) OX=83333 GN=casD PE=1 SV=2
00000211|gene_cluster_GC_00001559|genome_name_P1194_Madre_SD_BE|gene_callers_id_2,P1194_Madre_SD_BE,GC_00001559,2,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000217|gene_cluster_GC_00001586|genome_name_P1194_Madre_SD_BE|gene_callers_id_1223,P1194_Madre_SD_BE,GC_00001586,1223,sp|P16953|REP_LACPN,60.976,205.0,1.13e-87,264.0,sp|P16953|REP_LACPN Protein rep OS=Lactiplantibacillus plantarum OX=1590 GN=rep PE=3 SV=1
