query	subject	pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	evalue	bitscore	function	genome
00000977|gene_cluster:GC_00004364|genome_name:P331_Cacoa_CR|gene_callers_id:3086	sp|P20709|VINT_BPL54	33.146	178	110	4	208	378	178	353	2.03e-17	85.9	sp|P20709|VINT_BPL54 Integrase OS=Staphylococcus phage L54a OX=10727 GN=int PE=3 SV=1	P331_Cacoa_CR
00000977|gene_cluster:GC_00004364|genome_name:P331_Cacoa_CR|gene_callers_id:3086	sp|P76056|INTR_ECOLI	27.523	218	140	6	177	378	196	411	1.27e-14	78.2	sp|P76056|INTR_ECOLI Prophage integrase IntR OS=Escherichia coli (strain K12) OX=83333 GN=intR PE=3 SV=1	P331_Cacoa_CR
00000977|gene_cluster:GC_00004364|genome_name:P331_Cacoa_CR|gene_callers_id:3086	sp|P15435|INTR_STRAM	25.606	289	186	9	96	364	89	368	1.69e-14	77.8	sp|P15435|INTR_STRAM Integrase OS=Streptomyces ambofaciens OX=1889 GN=int PE=3 SV=1	P331_Cacoa_CR
00001067|gene_cluster:GC_00004404|genome_name:P331_Cacoa_CR|gene_callers_id:2888	sp|Q2FUR9|NIXA_STAA8	53.459	318	148	0	1	318	12	329	9.32e-117	343.0	sp|Q2FUR9|NIXA_STAA8 Nickel transporter NixA OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=nixA PE=1 SV=1	P331_Cacoa_CR
00001067|gene_cluster:GC_00004404|genome_name:P331_Cacoa_CR|gene_callers_id:2888	sp|I6YEJ7|NICT_MYCTU	48.505	301	150	2	30	325	65	365	1.2e-92	283.0	sp|I6YEJ7|NICT_MYCTU Nickel transporter NicT OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=nicT PE=1 SV=1	P331_Cacoa_CR
00001067|gene_cluster:GC_00004404|genome_name:P331_Cacoa_CR|gene_callers_id:2888	sp|Q9ZM74|NIXA_HELPJ	45.152	330	171	4	2	325	6	331	2.2599999999999998e-91	278.0	sp|Q9ZM74|NIXA_HELPJ High-affinity nickel-transport protein NixA OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=nixA PE=3 SV=1	P331_Cacoa_CR
00001067|gene_cluster:GC_00004404|genome_name:P331_Cacoa_CR|gene_callers_id:2888	sp|Q48262|NIXA_HELPY	44.848	330	172	4	2	325	6	331	7.3e-91	277.0	sp|Q48262|NIXA_HELPY High-affinity nickel-transport protein NixA OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=nixA PE=1 SV=2	P331_Cacoa_CR
00001067|gene_cluster:GC_00004404|genome_name:P331_Cacoa_CR|gene_callers_id:2888	sp|P23516|HOXN_CUPNH	44.771	306	164	3	18	318	36	341	2.56e-85	263.0	sp|P23516|HOXN_CUPNH High-affinity nickel transport protein OS=Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) OX=381666 GN=hoxN PE=1 SV=3	P331_Cacoa_CR
00001128|gene_cluster:GC_00004349|genome_name:P331_Cacoa_CR|gene_callers_id:3127	sp|Q8DVB6|LYTS_STRMU	57.469	569	242	0	4	572	2	570	0.0	640.0	sp|Q8DVB6|LYTS_STRMU Sensor protein LytS OS=Streptococcus mutans serotype c (strain ATCC 700610 / UA159) OX=210007 GN=lytS PE=3 SV=1	P331_Cacoa_CR
00001128|gene_cluster:GC_00004349|genome_name:P331_Cacoa_CR|gene_callers_id:3127	sp|Q8E218|LYTS_STRA5	56.085	567	249	0	4	570	2	568	0.0	636.0	sp|Q8E218|LYTS_STRA5 Sensor protein LytS OS=Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R) OX=208435 GN=lytS PE=3 SV=1	P331_Cacoa_CR
00001128|gene_cluster:GC_00004349|genome_name:P331_Cacoa_CR|gene_callers_id:3127	sp|Q8E7H4|LYTS_STRA3	56.085	567	249	0	4	570	2	568	0.0	636.0	sp|Q8E7H4|LYTS_STRA3 Sensor protein LytS OS=Streptococcus agalactiae serotype III (strain NEM316) OX=211110 GN=lytS PE=3 SV=1	P331_Cacoa_CR
00001128|gene_cluster:GC_00004349|genome_name:P331_Cacoa_CR|gene_callers_id:3127	sp|Q82Z75|LYTS_ENTFA	50.519	578	277	5	1	570	1	577	0.0	575.0	sp|Q82Z75|LYTS_ENTFA Sensor protein LytS OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=lytS PE=3 SV=1	P331_Cacoa_CR
00001128|gene_cluster:GC_00004349|genome_name:P331_Cacoa_CR|gene_callers_id:3127	sp|P94513|LYTS_BACSU	49.827	578	281	6	1	570	1	577	0.0	548.0	sp|P94513|LYTS_BACSU Sensor protein LytS OS=Bacillus subtilis (strain 168) OX=224308 GN=lytS PE=3 SV=1	P331_Cacoa_CR
00001134|gene_cluster:GC_00004357|genome_name:P331_Cacoa_CR|gene_callers_id:2135	sp|P37783|RFBG_SHIFL	30.081	246	144	7	12	242	1	233	1.4e-20	93.2	sp|P37783|RFBG_SHIFL dTDP-rhamnosyl transferase RfbG OS=Shigella flexneri OX=623 GN=rfbG PE=3 SV=1	P331_Cacoa_CR
00001134|gene_cluster:GC_00004357|genome_name:P331_Cacoa_CR|gene_callers_id:2135	sp|B5L3F2|WFGD_ECOLX	33.913	115	63	3	4	114	2	107	1.71e-10	63.9	sp|B5L3F2|WFGD_ECOLX UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD OS=Escherichia coli OX=562 GN=wfgD PE=1 SV=1	P331_Cacoa_CR
00001134|gene_cluster:GC_00004357|genome_name:P331_Cacoa_CR|gene_callers_id:2135	sp|P22639|Y2836_NOSS1	30.882	136	84	3	8	141	3	130	1.15e-09	62.0	sp|P22639|Y2836_NOSS1 Uncharacterized glycosyltransferase alr2836 OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=alr2836 PE=3 SV=2	P331_Cacoa_CR
00001134|gene_cluster:GC_00004357|genome_name:P331_Cacoa_CR|gene_callers_id:2135	sp|P39621|SPSA_BACSU	33.645	107	61	4	8	107	4	107	7.07e-09	59.3	sp|P39621|SPSA_BACSU Spore coat polysaccharide biosynthesis protein SpsA OS=Bacillus subtilis (strain 168) OX=224308 GN=spsA PE=1 SV=1	P331_Cacoa_CR
00001134|gene_cluster:GC_00004357|genome_name:P331_Cacoa_CR|gene_callers_id:2135	sp|Q57022|Y868_HAEIN	30.588	170	110	3	7	176	5	166	1.04e-08	58.5	sp|Q57022|Y868_HAEIN Uncharacterized glycosyltransferase HI_0868 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0868 PE=3 SV=1	P331_Cacoa_CR
00001137|gene_cluster:GC_00004940|genome_name:P331_Cacoa_CR|gene_callers_id:1271	sp|P23789|XRE_BACSU	48.0	50	26	0	13	62	14	63	2.78e-07	47.0	sp|P23789|XRE_BACSU HTH-type transcriptional regulator Xre OS=Bacillus subtilis (strain 168) OX=224308 GN=xre PE=1 SV=1	P331_Cacoa_CR
00001137|gene_cluster:GC_00004940|genome_name:P331_Cacoa_CR|gene_callers_id:1271	sp|Q57720|Y272_METJA	36.066	61	39	0	2	62	4	64	1.7e-06	43.9	sp|Q57720|Y272_METJA Uncharacterized HTH-type transcriptional regulator MJ0272 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0272 PE=4 SV=2	P331_Cacoa_CR
00001137|gene_cluster:GC_00004940|genome_name:P331_Cacoa_CR|gene_callers_id:1271	sp|O31417|YAZB_BACSU	32.143	56	38	0	2	57	9	64	0.000214	38.5	sp|O31417|YAZB_BACSU Uncharacterized HTH-type transcriptional regulator YazB OS=Bacillus subtilis (strain 168) OX=224308 GN=yazB PE=4 SV=1	P331_Cacoa_CR
00001137|gene_cluster:GC_00004940|genome_name:P331_Cacoa_CR|gene_callers_id:1271	sp|Q5WNW9|BCRR_ENTFL	32.258	62	42	0	2	63	6	67	0.000302	40.0	sp|Q5WNW9|BCRR_ENTFL HTH-type transcriptional activator BcrR OS=Enterococcus faecalis OX=1351 GN=bcrR PE=1 SV=1	P331_Cacoa_CR
00001137|gene_cluster:GC_00004940|genome_name:P331_Cacoa_CR|gene_callers_id:1271	sp|P15017|DNU4_RHORU	35.938	64	37	1	2	61	19	82	0.000447	38.5	sp|P15017|DNU4_RHORU Uncharacterized transcriptional regulator in ATPase CF(0) region OS=Rhodospirillum rubrum OX=1085 PE=4 SV=1	P331_Cacoa_CR
00001166|gene_cluster:GC_00004554|genome_name:P331_Cacoa_CR|gene_callers_id:2906	sp|Q1RIM7|Y706_RICBR	29.412	119	61	5	319	431	279	380	4.85e-05	50.4	sp|Q1RIM7|Y706_RICBR Uncharacterized glycosyltransferase RBE_0706 OS=Rickettsia bellii (strain RML369-C) OX=336407 GN=RBE_0706 PE=3 SV=1	P331_Cacoa_CR
00001166|gene_cluster:GC_00004554|genome_name:P331_Cacoa_CR|gene_callers_id:2906	sp|P11290|YIBD_ECOLI	27.642	123	77	6	335	454	4	117	0.000222	47.8	sp|P11290|YIBD_ECOLI Uncharacterized glycosyltransferase YibD OS=Escherichia coli (strain K12) OX=83333 GN=yibD PE=3 SV=2	P331_Cacoa_CR
00001166|gene_cluster:GC_00004554|genome_name:P331_Cacoa_CR|gene_callers_id:2906	sp|Q92IF9|Y461_RICCN	29.915	117	63	6	319	431	281	382	0.000287	47.8	sp|Q92IF9|Y461_RICCN Uncharacterized glycosyltransferase RC0461 OS=Rickettsia conorii (strain ATCC VR-613 / Malish 7) OX=272944 GN=RC0461 PE=3 SV=1	P331_Cacoa_CR
00001166|gene_cluster:GC_00004554|genome_name:P331_Cacoa_CR|gene_callers_id:2906	sp|P71057|EPSH_BACSU	25.352	213	131	8	23	215	16	220	0.000441	46.6	sp|P71057|EPSH_BACSU Putative glycosyltransferase EpsH OS=Bacillus subtilis (strain 168) OX=224308 GN=epsH PE=2 SV=1	P331_Cacoa_CR
00001166|gene_cluster:GC_00004554|genome_name:P331_Cacoa_CR|gene_callers_id:2906	sp|P71057|EPSH_BACSU	21.239	226	138	9	348	547	14	225	0.001	45.4	sp|P71057|EPSH_BACSU Putative glycosyltransferase EpsH OS=Bacillus subtilis (strain 168) OX=224308 GN=epsH PE=2 SV=1	P331_Cacoa_CR
00001166|gene_cluster:GC_00004554|genome_name:P331_Cacoa_CR|gene_callers_id:2906	sp|Q0P9C6|PGLI_CAMJE	29.197	137	87	6	339	470	4	135	0.000796	45.8	sp|Q0P9C6|PGLI_CAMJE GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168) OX=192222 GN=pglI PE=1 SV=1	P331_Cacoa_CR
