query	subject	pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	evalue	bitscore	function	genome
00000152|gene_cluster:GC_00004111|genome_name:P2811_SweetCherry_BE|gene_callers_id:3074	sp|O05467|MURJ_RHITR	22.791	430	292	15	22	425	21	436	1.22e-10	67.4	sp|O05467|MURJ_RHITR Probable lipid II flippase MurJ OS=Rhizobium tropici OX=398 GN=murJ PE=3 SV=1	P2811_SweetCherry_BE
00000152|gene_cluster:GC_00004111|genome_name:P2811_SweetCherry_BE|gene_callers_id:3074	sp|B7IE18|MURJ_THEAB	23.775	408	284	10	21	420	20	408	2.5e-10	66.2	sp|B7IE18|MURJ_THEAB Lipid II flippase MurJ OS=Thermosipho africanus (strain TCF52B) OX=484019 GN=murJ PE=1 SV=1	P2811_SweetCherry_BE
00000152|gene_cluster:GC_00004111|genome_name:P2811_SweetCherry_BE|gene_callers_id:3074	sp|Q9ZCW4|MURJ_RICPR	21.481	270	201	7	187	451	193	456	8.63e-08	58.2	sp|Q9ZCW4|MURJ_RICPR Probable lipid II flippase MurJ OS=Rickettsia prowazekii (strain Madrid E) OX=272947 GN=murJ PE=3 SV=1	P2811_SweetCherry_BE
00000152|gene_cluster:GC_00004111|genome_name:P2811_SweetCherry_BE|gene_callers_id:3074	sp|Q8VNZ2|MURJ_BDEBA	23.182	220	158	4	218	430	238	453	1.09e-06	54.7	sp|Q8VNZ2|MURJ_BDEBA Probable lipid II flippase MurJ OS=Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIMB 9529 / HD100) OX=264462 GN=murJ PE=3 SV=2	P2811_SweetCherry_BE
00000152|gene_cluster:GC_00004111|genome_name:P2811_SweetCherry_BE|gene_callers_id:3074	sp|P37169|MURJ_SALTY	23.649	296	176	10	21	287	33	307	0.000774	45.8	sp|P37169|MURJ_SALTY Probable lipid II flippase MurJ OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=murJ PE=1 SV=1	P2811_SweetCherry_BE
00000385|gene_cluster:GC_00005225|genome_name:P2811_SweetCherry_BE|gene_callers_id:803	sp|P44189|Y1418_HAEIN	41.935	62	29	1	71	132	85	139	1.33e-06	51.2	sp|P44189|Y1418_HAEIN Uncharacterized protein HI_1418 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1418 PE=4 SV=1	P2811_SweetCherry_BE
00000385|gene_cluster:GC_00005225|genome_name:P2811_SweetCherry_BE|gene_callers_id:803	sp|Q81DW0|RACA_BACCR	34.247	73	32	2	178	250	3	59	0.002	42.0	sp|Q81DW0|RACA_BACCR Chromosome-anchoring protein RacA OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711) OX=226900 GN=racA PE=3 SV=1	P2811_SweetCherry_BE
00000385|gene_cluster:GC_00005225|genome_name:P2811_SweetCherry_BE|gene_callers_id:803	sp|B7H546|RACA_BACC4	34.247	73	32	2	178	250	3	59	0.002	42.0	sp|B7H546|RACA_BACC4 Chromosome-anchoring protein RacA OS=Bacillus cereus (strain B4264) OX=405532 GN=racA PE=3 SV=1	P2811_SweetCherry_BE
00000385|gene_cluster:GC_00005225|genome_name:P2811_SweetCherry_BE|gene_callers_id:803	sp|Q91FW9|VF201_IIV6	37.255	51	32	0	68	118	96	146	0.004	41.6	sp|Q91FW9|VF201_IIV6 Putative Bro-N domain-containing protein 201R OS=Invertebrate iridescent virus 6 OX=176652 GN=IIV6-201R PE=3 SV=1	P2811_SweetCherry_BE
00000385|gene_cluster:GC_00005225|genome_name:P2811_SweetCherry_BE|gene_callers_id:803	sp|Q197E1|VF201_IIV3	39.13	46	28	0	68	113	98	143	0.005	41.6	sp|Q197E1|VF201_IIV3 Putative Bro-N domain-containing protein 019R OS=Invertebrate iridescent virus 3 OX=345201 GN=IIV3-019R PE=3 SV=1	P2811_SweetCherry_BE
00000481|gene_cluster:GC_00005154|genome_name:P2811_SweetCherry_BE|gene_callers_id:802	sp|O31943|YONR_BACSU	33.929	56	37	0	8	63	6	61	0.00037	38.9	sp|O31943|YONR_BACSU SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YonR OS=Bacillus subtilis (strain 168) OX=224308 GN=yonR PE=4 SV=1	P2811_SweetCherry_BE
00000481|gene_cluster:GC_00005154|genome_name:P2811_SweetCherry_BE|gene_callers_id:802	sp|P96631|IMMR_BACSU	32.143	56	38	0	8	63	7	62	0.000635	38.5	sp|P96631|IMMR_BACSU HTH-type transcriptional regulator ImmR OS=Bacillus subtilis (strain 168) OX=224308 GN=immR PE=1 SV=1	P2811_SweetCherry_BE
00000481|gene_cluster:GC_00005154|genome_name:P2811_SweetCherry_BE|gene_callers_id:802	sp|O85264|RSTR_VIBCL	31.111	45	31	0	8	52	6	50	0.003	36.6	sp|O85264|RSTR_VIBCL Cryptic phage CTXphi transcriptional repressor RstR OS=Vibrio cholerae OX=666 GN=rstR PE=4 SV=1	P2811_SweetCherry_BE
00000481|gene_cluster:GC_00005154|genome_name:P2811_SweetCherry_BE|gene_callers_id:802	sp|P23789|XRE_BACSU	36.066	61	37	1	8	68	6	64	0.004	36.2	sp|P23789|XRE_BACSU HTH-type transcriptional regulator Xre OS=Bacillus subtilis (strain 168) OX=224308 GN=xre PE=1 SV=1	P2811_SweetCherry_BE
00000481|gene_cluster:GC_00005154|genome_name:P2811_SweetCherry_BE|gene_callers_id:802	sp|P45902|YQAE_BACSU	29.851	67	45	1	7	73	5	69	0.007	35.8	sp|P45902|YQAE_BACSU Uncharacterized HTH-type transcriptional regulator YqaE OS=Bacillus subtilis (strain 168) OX=224308 GN=yqaE PE=4 SV=1	P2811_SweetCherry_BE
00000486|gene_cluster:GC_00004261|genome_name:P2811_SweetCherry_BE|gene_callers_id:2809	sp|P14819|RPC1_BPPH8	37.097	62	36	2	61	119	12	73	0.008	38.1	sp|P14819|RPC1_BPPH8 Repressor protein CI OS=Enterobacteria phage phi80 OX=10713 GN=CI PE=1 SV=2	P2811_SweetCherry_BE
00000740|gene_cluster:GC_00005124|genome_name:P2811_SweetCherry_BE|gene_callers_id:2806	sp|D4GU68|AGL15_HALVD	27.273	187	127	5	230	410	222	405	5.68e-05	49.3	sp|D4GU68|AGL15_HALVD Probable low-salt glycan biosynthesis flippase Agl15 OS=Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) OX=309800 GN=agl15 PE=3 SV=1	P2811_SweetCherry_BE
00000762|gene_cluster:GC_00004485|genome_name:P2811_SweetCherry_BE|gene_callers_id:3070	sp|Q48453|YC07_KLEPN	31.206	141	85	7	173	307	187	321	1.76e-06	52.8	sp|Q48453|YC07_KLEPN Uncharacterized 41.2 kDa protein in cps region OS=Klebsiella pneumoniae OX=573 PE=4 SV=1	P2811_SweetCherry_BE
00000762|gene_cluster:GC_00004485|genome_name:P2811_SweetCherry_BE|gene_callers_id:3070	sp|Q8FSH1|MSHA_COREF	29.545	132	76	3	227	341	273	404	4.78e-06	51.6	sp|Q8FSH1|MSHA_COREF D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395) OX=196164 GN=mshA PE=3 SV=1	P2811_SweetCherry_BE
00000762|gene_cluster:GC_00004485|genome_name:P2811_SweetCherry_BE|gene_callers_id:3070	sp|Q8NTA6|MSHA_CORGL	31.624	117	70	2	233	339	286	402	2.89e-05	49.3	sp|Q8NTA6|MSHA_CORGL D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534) OX=196627 GN=mshA PE=1 SV=1	P2811_SweetCherry_BE
00000762|gene_cluster:GC_00004485|genome_name:P2811_SweetCherry_BE|gene_callers_id:3070	sp|A4QB40|MSHA_CORGB	31.624	117	70	2	233	339	286	402	2.89e-05	49.3	sp|A4QB40|MSHA_CORGB D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium glutamicum (strain R) OX=340322 GN=mshA PE=3 SV=1	P2811_SweetCherry_BE
00000762|gene_cluster:GC_00004485|genome_name:P2811_SweetCherry_BE|gene_callers_id:3070	sp|C3PK12|MSHA_CORA7	31.481	108	59	2	243	341	303	404	3.06e-05	49.3	sp|C3PK12|MSHA_CORA7 D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1) OX=548476 GN=mshA PE=3 SV=1	P2811_SweetCherry_BE
00000825|gene_cluster:GC_00004579|genome_name:P2811_SweetCherry_BE|gene_callers_id:3073	sp|Q46637|AMSJ_ERWAM	20.544	331	221	14	14	319	55	368	4.47e-05	48.9	sp|Q46637|AMSJ_ERWAM Amylovoran biosynthesis protein AmsJ OS=Erwinia amylovora OX=552 GN=amsJ PE=3 SV=2	P2811_SweetCherry_BE
00000937|gene_cluster:GC_00004557|genome_name:P2811_SweetCherry_BE|gene_callers_id:2804	sp|P9WMY3|WBBL_MYCTU	23.887	247	168	9	9	239	5	247	6.35e-14	74.3	sp|P9WMY3|WBBL_MYCTU N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=wbbL PE=1 SV=2	P2811_SweetCherry_BE
00000937|gene_cluster:GC_00004557|genome_name:P2811_SweetCherry_BE|gene_callers_id:2804	sp|P9WMY2|WBBL_MYCTO	23.887	247	168	9	9	239	5	247	6.35e-14	74.3	sp|P9WMY2|WBBL_MYCTO N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=wbbL PE=3 SV=2	P2811_SweetCherry_BE
00000937|gene_cluster:GC_00004557|genome_name:P2811_SweetCherry_BE|gene_callers_id:2804	sp|P36667|WBBL_ECOLI	25.385	260	173	8	9	255	2	253	4.18e-10	62.8	sp|P36667|WBBL_ECOLI Rhamnosyltransferase WbbL OS=Escherichia coli (strain K12) OX=83333 GN=wbbL PE=1 SV=1	P2811_SweetCherry_BE
00000937|gene_cluster:GC_00004557|genome_name:P2811_SweetCherry_BE|gene_callers_id:2804	sp|Q50864|RFBC_MYXXA	37.5	128	71	7	8	128	575	700	1.64e-09	62.4	sp|Q50864|RFBC_MYXXA O-antigen biosynthesis protein RfbC OS=Myxococcus xanthus OX=34 GN=rfbC PE=4 SV=1	P2811_SweetCherry_BE
00000937|gene_cluster:GC_00004557|genome_name:P2811_SweetCherry_BE|gene_callers_id:2804	sp|A0A0H3JNB0|TARP_STAAN	40.187	107	55	5	8	107	3	107	3.14e-09	60.5	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP OS=Staphylococcus aureus (strain N315) OX=158879 GN=tarP PE=1 SV=1	P2811_SweetCherry_BE
00000964|gene_cluster:GC_00004864|genome_name:P2811_SweetCherry_BE|gene_callers_id:2816	sp|Q4R836|F118B_MACFA	23.894	226	140	10	159	366	37	248	0.007	42.4	sp|Q4R836|F118B_MACFA Protein FAM118B OS=Macaca fascicularis OX=9541 GN=FAM118B PE=2 SV=1	P2811_SweetCherry_BE
00000964|gene_cluster:GC_00004864|genome_name:P2811_SweetCherry_BE|gene_callers_id:2816	sp|Q8C569|F118B_MOUSE	23.894	226	140	10	159	366	37	248	0.007	42.4	sp|Q8C569|F118B_MOUSE Protein FAM118B OS=Mus musculus OX=10090 GN=Fam118b PE=1 SV=1	P2811_SweetCherry_BE
00000964|gene_cluster:GC_00004864|genome_name:P2811_SweetCherry_BE|gene_callers_id:2816	sp|Q4QQT2|F118B_RAT	23.894	226	140	10	159	366	37	248	0.007	42.4	sp|Q4QQT2|F118B_RAT Protein FAM118B OS=Rattus norvegicus OX=10116 GN=Fam118b PE=2 SV=1	P2811_SweetCherry_BE
00000964|gene_cluster:GC_00004864|genome_name:P2811_SweetCherry_BE|gene_callers_id:2816	sp|Q9BPY3|F118B_HUMAN	23.894	226	140	10	159	366	37	248	0.008	42.0	sp|Q9BPY3|F118B_HUMAN Protein FAM118B OS=Homo sapiens OX=9606 GN=FAM118B PE=1 SV=1	P2811_SweetCherry_BE
00000964|gene_cluster:GC_00004864|genome_name:P2811_SweetCherry_BE|gene_callers_id:2816	sp|Q5E977|F118B_BOVIN	23.894	226	140	10	159	366	37	248	0.008	42.0	sp|Q5E977|F118B_BOVIN Protein FAM118B OS=Bos taurus OX=9913 GN=FAM118B PE=2 SV=1	P2811_SweetCherry_BE
00000979|gene_cluster:GC_00004338|genome_name:P2811_SweetCherry_BE|gene_callers_id:2810	sp|Q48585|YI3A_LACJH	25.962	104	76	1	4	107	2	104	0.000216	41.6	sp|Q48585|YI3A_LACJH Insertion element IS1223 uncharacterized 20.7 kDa protein OS=Lactobacillus johnsonii OX=33959 PE=3 SV=1	P2811_SweetCherry_BE
00000979|gene_cluster:GC_00004338|genome_name:P2811_SweetCherry_BE|gene_callers_id:2810	sp|P71339|Y112_HAEIN	26.316	76	56	0	4	79	21	96	0.000264	40.0	sp|P71339|Y112_HAEIN Uncharacterized protein HI_0112 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0112 PE=3 SV=1	P2811_SweetCherry_BE
00000979|gene_cluster:GC_00004338|genome_name:P2811_SweetCherry_BE|gene_callers_id:2810	sp|Q57066|Y1720_HAEIN	26.389	72	53	0	30	101	47	118	0.001	39.7	sp|Q57066|Y1720_HAEIN Uncharacterized protein HI_1720 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1720 PE=3 SV=1	P2811_SweetCherry_BE
00000979|gene_cluster:GC_00004338|genome_name:P2811_SweetCherry_BE|gene_callers_id:2810	sp|Q50239|YI6A_MYCMI	25.49	102	75	1	4	104	2	103	0.009	37.4	sp|Q50239|YI6A_MYCMI Insertion element IS1296 uncharacterized 21.4 kDa protein OS=Mycoplasma mycoides subsp. mycoides SC OX=44101 PE=3 SV=1	P2811_SweetCherry_BE
00001004|gene_cluster:GC_00004419|genome_name:P2811_SweetCherry_BE|gene_callers_id:3071	sp|Q59002|Y1607_METJA	28.986	138	92	3	148	279	186	323	7.79e-06	50.8	sp|Q59002|Y1607_METJA Uncharacterized glycosyltransferase MJ1607 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1607 PE=3 SV=1	P2811_SweetCherry_BE
00001004|gene_cluster:GC_00004419|genome_name:P2811_SweetCherry_BE|gene_callers_id:3071	sp|D4GU62|AGL9_HALVD	23.889	180	115	5	135	307	194	358	1.67e-05	49.7	sp|D4GU62|AGL9_HALVD Low-salt glycan biosynthesis hexosyltransferase Agl9 OS=Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) OX=309800 GN=agl9 PE=3 SV=1	P2811_SweetCherry_BE
00001004|gene_cluster:GC_00004419|genome_name:P2811_SweetCherry_BE|gene_callers_id:3071	sp|Q8CWR6|AMGDS_STRR6	23.746	299	178	13	18	268	16	312	2.58e-05	49.3	sp|Q8CWR6|AMGDS_STRR6 Alpha-monoglucosyldiacylglycerol synthase OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171101 GN=spr0982 PE=1 SV=1	P2811_SweetCherry_BE
00001004|gene_cluster:GC_00004419|genome_name:P2811_SweetCherry_BE|gene_callers_id:3071	sp|P9WMY5|MGTA_MYCTU	30.081	123	79	3	166	288	203	318	3.5e-05	48.9	sp|P9WMY5|MGTA_MYCTU GDP-mannose-dependent alpha-mannosyltransferase OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=mgtA PE=1 SV=1	P2811_SweetCherry_BE
00001004|gene_cluster:GC_00004419|genome_name:P2811_SweetCherry_BE|gene_callers_id:3071	sp|P9WMY4|MGTA_MYCTO	30.081	123	79	3	166	288	203	318	3.5e-05	48.9	sp|P9WMY4|MGTA_MYCTO GDP-mannose-dependent alpha-mannosyltransferase OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=mgtA PE=3 SV=1	P2811_SweetCherry_BE
00001020|gene_cluster:GC_00005024|genome_name:P2811_SweetCherry_BE|gene_callers_id:3076	sp|Q036S2|F16PC_LACP3	65.781	640	216	1	15	651	2	641	0.0	909.0	sp|Q036S2|F16PC_LACP3 Fructose-1,6-bisphosphatase class 3 OS=Lacticaseibacillus paracasei (strain ATCC 334 / BCRC 17002 / CCUG 31169 / CIP 107868 / KCTC 3260 / NRRL B-441) OX=321967 GN=fbp PE=3 SV=1	P2811_SweetCherry_BE
00001020|gene_cluster:GC_00005024|genome_name:P2811_SweetCherry_BE|gene_callers_id:3076	sp|B3W9A8|F16PC_LACCB	65.625	640	217	1	15	651	2	641	0.0	907.0	sp|B3W9A8|F16PC_LACCB Fructose-1,6-bisphosphatase class 3 OS=Lacticaseibacillus casei (strain BL23) OX=543734 GN=fbp PE=3 SV=1	P2811_SweetCherry_BE
00001020|gene_cluster:GC_00005024|genome_name:P2811_SweetCherry_BE|gene_callers_id:3076	sp|Q38UP9|F16PC_LATSS	54.589	632	287	0	15	646	4	635	0.0	746.0	sp|Q38UP9|F16PC_LATSS Fructose-1,6-bisphosphatase class 3 OS=Latilactobacillus sakei subsp. sakei (strain 23K) OX=314315 GN=fbp PE=3 SV=1	P2811_SweetCherry_BE
00001020|gene_cluster:GC_00005024|genome_name:P2811_SweetCherry_BE|gene_callers_id:3076	sp|Q1WQZ0|F16PC_LIGS1	55.627	622	274	2	23	642	12	633	0.0	738.0	sp|Q1WQZ0|F16PC_LIGS1 Fructose-1,6-bisphosphatase class 3 OS=Ligilactobacillus salivarius (strain UCC118) OX=362948 GN=fbp PE=3 SV=2	P2811_SweetCherry_BE
00001020|gene_cluster:GC_00005024|genome_name:P2811_SweetCherry_BE|gene_callers_id:3076	sp|A0SJA5|F16PC_STAXY	54.127	630	282	5	23	648	20	646	0.0	713.0	sp|A0SJA5|F16PC_STAXY Fructose-1,6-bisphosphatase class 3 OS=Staphylococcus xylosus OX=1288 GN=fbp PE=3 SV=1	P2811_SweetCherry_BE
00001032|gene_cluster:GC_00005021|genome_name:P2811_SweetCherry_BE|gene_callers_id:3066	sp|O31773|PBPX_BACSU	21.937	351	249	7	80	412	47	390	4.860000000000001e-21	97.4	sp|O31773|PBPX_BACSU Putative penicillin-binding protein PbpX OS=Bacillus subtilis (strain 168) OX=224308 GN=pbpX PE=2 SV=1	P2811_SweetCherry_BE
00001032|gene_cluster:GC_00005021|genome_name:P2811_SweetCherry_BE|gene_callers_id:3066	sp|Q5HH27|FMTA_STAAC	26.129	310	190	12	41	326	4	298	5.66e-12	70.5	sp|Q5HH27|FMTA_STAAC Teichoic acid D-alanine hydrolase OS=Staphylococcus aureus (strain COL) OX=93062 GN=fmtA PE=2 SV=1	P2811_SweetCherry_BE
00001032|gene_cluster:GC_00005021|genome_name:P2811_SweetCherry_BE|gene_callers_id:3066	sp|Q2FZK3|FMTA_STAA8	26.129	310	190	12	41	326	4	298	5.66e-12	70.5	sp|Q2FZK3|FMTA_STAA8 Teichoic acid D-alanine hydrolase OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=fmtA PE=2 SV=1	P2811_SweetCherry_BE
00001032|gene_cluster:GC_00005021|genome_name:P2811_SweetCherry_BE|gene_callers_id:3066	sp|Q7A185|FMTA_STAAW	26.129	310	190	12	41	326	4	298	6.43e-12	70.5	sp|Q7A185|FMTA_STAAW Teichoic acid D-alanine hydrolase OS=Staphylococcus aureus (strain MW2) OX=196620 GN=fmtA PE=3 SV=1	P2811_SweetCherry_BE
00001032|gene_cluster:GC_00005021|genome_name:P2811_SweetCherry_BE|gene_callers_id:3066	sp|O50608|FMTA_STAAU	26.129	310	190	12	41	326	4	298	6.43e-12	70.5	sp|O50608|FMTA_STAAU Teichoic acid D-alanine hydrolase OS=Staphylococcus aureus OX=1280 GN=fmtA PE=1 SV=1	P2811_SweetCherry_BE
00001033|gene_cluster:GC_00004948|genome_name:P2811_SweetCherry_BE|gene_callers_id:2807	sp|Q10323|IMT3_SCHPO	27.737	137	93	4	2	134	51	185	1.56e-06	52.0	sp|Q10323|IMT3_SCHPO Inositol phosphoceramide mannosyltransferase 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC17G8.11c PE=1 SV=1	P2811_SweetCherry_BE
00001033|gene_cluster:GC_00004948|genome_name:P2811_SweetCherry_BE|gene_callers_id:2807	sp|Q5UQW4|YL373_MIMIV	29.771	131	72	5	7	124	1	124	4.02e-05	47.4	sp|Q5UQW4|YL373_MIMIV Uncharacterized glycosyltransferase L373 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L373 PE=3 SV=1	P2811_SweetCherry_BE
00001033|gene_cluster:GC_00004948|genome_name:P2811_SweetCherry_BE|gene_callers_id:2807	sp|Q5ZU30|SETA_LEGPH	29.73	111	50	4	8	91	28	137	0.000327	45.4	sp|Q5ZU30|SETA_LEGPH Subversion of eukaryotic traffic protein A OS=Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513) OX=272624 GN=setA PE=1 SV=1	P2811_SweetCherry_BE
00001033|gene_cluster:GC_00004948|genome_name:P2811_SweetCherry_BE|gene_callers_id:2807	sp|Q9UT67|IMT2_SCHPO	24.818	137	97	4	3	135	77	211	0.000406	44.7	sp|Q9UT67|IMT2_SCHPO Inositol phosphoceramide mannosyltransferase 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC4F11.04c PE=3 SV=1	P2811_SweetCherry_BE
00001033|gene_cluster:GC_00004948|genome_name:P2811_SweetCherry_BE|gene_callers_id:2807	sp|P33300|SUR1_YEAST	30.476	105	68	3	6	106	53	156	0.000582	44.3	sp|P33300|SUR1_YEAST Mannosyl phosphorylinositol ceramide synthase SUR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUR1 PE=1 SV=1	P2811_SweetCherry_BE
00001103|gene_cluster:GC_00004396|genome_name:P2811_SweetCherry_BE|gene_callers_id:2814	sp|J8H9C1|GAJA_BACC6	25.967	181	118	8	283	459	250	418	4.67e-06	53.5	sp|J8H9C1|GAJA_BACC6 Endonuclease GajA OS=Bacillus cereus (strain VD045) OX=1053225 GN=gajA PE=1 SV=1	P2811_SweetCherry_BE
00001103|gene_cluster:GC_00004396|genome_name:P2811_SweetCherry_BE|gene_callers_id:2814	sp|Q60291|Y3535_METJA	26.374	182	102	9	322	480	308	480	0.001	45.8	sp|Q60291|Y3535_METJA Uncharacterized protein MJECL35 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJECL35 PE=4 SV=1	P2811_SweetCherry_BE
