query	subject	pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	evalue	bitscore	function	genome
00000304|gene_cluster:GC_00004302|genome_name:Type_Strain_reformatted|gene_callers_id:1067	sp|Q9ZCN5|Y688_RICPR	32.143	56	38	0	12	67	111	166	6.51e-05	47.0	sp|Q9ZCN5|Y688_RICPR Uncharacterized protein RP688 OS=Rickettsia prowazekii (strain Madrid E) OX=272947 GN=RP688 PE=3 SV=1	Type_Strain_reformatted
00000304|gene_cluster:GC_00004302|genome_name:Type_Strain_reformatted|gene_callers_id:1067	sp|Q68W49|Y683_RICTY	32.203	59	37	1	12	67	111	169	7.19e-05	47.0	sp|Q68W49|Y683_RICTY Uncharacterized protein RT0683 OS=Rickettsia typhi (strain ATCC VR-144 / Wilmington) OX=257363 GN=RT0683 PE=3 SV=1	Type_Strain_reformatted
00000304|gene_cluster:GC_00004302|genome_name:Type_Strain_reformatted|gene_callers_id:1067	sp|Q10044|YRT1_CAEEL	39.583	48	29	0	12	59	189	236	0.004	42.0	sp|Q10044|YRT1_CAEEL Uncharacterized protein T07A5.1 OS=Caenorhabditis elegans OX=6239 GN=T07A5.1 PE=4 SV=2	Type_Strain_reformatted
00000460|gene_cluster:GC_00004427|genome_name:Type_Strain_reformatted|gene_callers_id:1072	sp|P11290|YIBD_ECOLI	29.339	242	146	5	1	217	2	243	1.39e-25	107.0	sp|P11290|YIBD_ECOLI Uncharacterized glycosyltransferase YibD OS=Escherichia coli (strain K12) OX=83333 GN=yibD PE=3 SV=2	Type_Strain_reformatted
00000460|gene_cluster:GC_00004427|genome_name:Type_Strain_reformatted|gene_callers_id:1072	sp|P71057|EPSH_BACSU	34.043	188	110	5	4	177	3	190	1.26e-23	102.0	sp|P71057|EPSH_BACSU Putative glycosyltransferase EpsH OS=Bacillus subtilis (strain 168) OX=224308 GN=epsH PE=2 SV=1	Type_Strain_reformatted
00000460|gene_cluster:GC_00004427|genome_name:Type_Strain_reformatted|gene_callers_id:1072	sp|P71059|EPSJ_BACSU	31.963	219	133	5	7	209	5	223	6.05e-23	100.0	sp|P71059|EPSJ_BACSU Uncharacterized glycosyltransferase EpsJ OS=Bacillus subtilis (strain 168) OX=224308 GN=epsJ PE=2 SV=1	Type_Strain_reformatted
00000460|gene_cluster:GC_00004427|genome_name:Type_Strain_reformatted|gene_callers_id:1072	sp|A0A0H2URH7|GLYAT_STRPN	39.655	116	67	1	6	118	6	121	4.230000000000001e-21	97.1	sp|A0A0H2URH7|GLYAT_STRPN Glycosyltransferase GlyA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glyA PE=3 SV=1	Type_Strain_reformatted
00000460|gene_cluster:GC_00004427|genome_name:Type_Strain_reformatted|gene_callers_id:1072	sp|Q57022|Y868_HAEIN	48.889	90	45	1	7	95	6	95	1.73e-18	86.3	sp|Q57022|Y868_HAEIN Uncharacterized glycosyltransferase HI_0868 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0868 PE=3 SV=1	Type_Strain_reformatted
00000795|gene_cluster:GC_00005228|genome_name:Type_Strain_reformatted|gene_callers_id:1066	sp|Q58464|Y1064_METJA	40.0	150	80	3	84	231	73	214	1.46e-21	92.0	sp|Q58464|Y1064_METJA Uncharacterized acetyltransferase MJ1064 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1064 PE=3 SV=1	Type_Strain_reformatted
00000795|gene_cluster:GC_00005228|genome_name:Type_Strain_reformatted|gene_callers_id:1066	sp|Q4L967|ATRF2_STAHJ	42.241	116	63	2	114	228	70	182	5.83e-20	87.0	sp|Q4L967|ATRF2_STAHJ Putative acetyltransferase SH0499 OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=SH0499 PE=3 SV=1	Type_Strain_reformatted
00000795|gene_cluster:GC_00005228|genome_name:Type_Strain_reformatted|gene_callers_id:1066	sp|Q86A05|Y5507_DICDI	37.815	119	74	0	110	228	72	190	4.28e-17	79.7	sp|Q86A05|Y5507_DICDI Putative acetyltransferase DDB_G0275507 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0275507 PE=3 SV=1	Type_Strain_reformatted
00000795|gene_cluster:GC_00005228|genome_name:Type_Strain_reformatted|gene_callers_id:1066	sp|G0YF19|SAT_STABO	39.655	116	68	1	114	229	115	228	8.76e-17	80.1	sp|G0YF19|SAT_STABO Sophorolipid acetyltransferase OS=Starmerella bombicola OX=75736 GN=at PE=1 SV=1	Type_Strain_reformatted
00000795|gene_cluster:GC_00005228|genome_name:Type_Strain_reformatted|gene_callers_id:1066	sp|Q6GDP3|ATRF2_STAAR	37.288	118	66	3	114	228	70	182	1.38e-15	75.5	sp|Q6GDP3|ATRF2_STAAR Putative acetyltransferase SAR2635 OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=SAR2635 PE=3 SV=1	Type_Strain_reformatted
