query	subject	pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	evalue	bitscore	function	genome
00000082|gene_cluster:GC_00005031|genome_name:P2505_Sourdough_Lib|gene_callers_id:290	sp|P95827|MEFA_STRPY	19.524	210	167	1	6	213	10	219	1.62e-08	58.2	sp|P95827|MEFA_STRPY Macrolide efflux protein A OS=Streptococcus pyogenes OX=1314 GN=mefA PE=3 SV=1	P2505_Sourdough_Lib
00000082|gene_cluster:GC_00005031|genome_name:P2505_Sourdough_Lib|gene_callers_id:290	sp|Q5XBB2|MEFA_STRP6	19.524	210	167	1	6	213	10	219	1.62e-08	58.2	sp|Q5XBB2|MEFA_STRP6 Macrolide efflux protein A OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=mefA PE=3 SV=1	P2505_Sourdough_Lib
00000082|gene_cluster:GC_00005031|genome_name:P2505_Sourdough_Lib|gene_callers_id:290	sp|O32203|YVQJ_BACSU	20.816	245	172	4	4	234	12	248	1.1e-07	55.8	sp|O32203|YVQJ_BACSU Uncharacterized MFS-type transporter YvqJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yvqJ PE=3 SV=1	P2505_Sourdough_Lib
00000092|gene_cluster:GC_00004684|genome_name:P2505_Sourdough_Lib|gene_callers_id:3112	sp|P71276|RT48_ECOLX	27.407	135	83	4	195	326	133	255	0.000319	47.0	sp|P71276|RT48_ECOLX Retron Ec48 reverse transcriptase OS=Escherichia coli OX=562 GN=ret PE=1 SV=2	P2505_Sourdough_Lib
00000109|gene_cluster:GC_00004845|genome_name:P2505_Sourdough_Lib|gene_callers_id:2702	sp|P0A4T2|MALR_STRR6	32.107	299	171	7	2	281	3	288	9.89e-41	147.0	sp|P0A4T2|MALR_STRR6 HTH-type transcriptional regulator MalR OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171101 GN=malR PE=1 SV=2	P2505_Sourdough_Lib
00000109|gene_cluster:GC_00004845|genome_name:P2505_Sourdough_Lib|gene_callers_id:2702	sp|P0A4T1|MALR_STRPN	32.107	299	171	7	2	281	3	288	9.89e-41	147.0	sp|P0A4T1|MALR_STRPN HTH-type transcriptional regulator MalR OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=malR PE=1 SV=2	P2505_Sourdough_Lib
00000109|gene_cluster:GC_00004845|genome_name:P2505_Sourdough_Lib|gene_callers_id:2702	sp|Q56201|MALR_STAXY	31.148	305	203	6	1	300	1	303	1.69e-33	129.0	sp|Q56201|MALR_STAXY HTH-type transcriptional regulator MalR OS=Staphylococcus xylosus OX=1288 GN=malR PE=4 SV=1	P2505_Sourdough_Lib
00000109|gene_cluster:GC_00004845|genome_name:P2505_Sourdough_Lib|gene_callers_id:2702	sp|Q04939|SACR_LACLL	25.517	290	182	8	1	277	1	269	1.25e-20	93.6	sp|Q04939|SACR_LACLL Sucrose operon repressor OS=Lactococcus lactis subsp. lactis OX=1360 GN=sacR PE=4 SV=1	P2505_Sourdough_Lib
00000109|gene_cluster:GC_00004845|genome_name:P2505_Sourdough_Lib|gene_callers_id:2702	sp|P43472|SCRR_PEDPE	27.308	260	159	8	4	251	5	246	1.54e-20	93.6	sp|P43472|SCRR_PEDPE Sucrose operon repressor OS=Pediococcus pentosaceus OX=1255 GN=scrR PE=3 SV=1	P2505_Sourdough_Lib
00000136|gene_cluster:GC_00004880|genome_name:P2505_Sourdough_Lib|gene_callers_id:2836	sp|Q9RLT3|CITXG_WEIPA	38.251	183	106	4	3	183	2	179	1.3700000000000001e-32	124.0	sp|Q9RLT3|CITXG_WEIPA Protein CitXG OS=Weissella paramesenteroides OX=1249 GN=citXG PE=3 SV=1	P2505_Sourdough_Lib
00000136|gene_cluster:GC_00004880|genome_name:P2505_Sourdough_Lib|gene_callers_id:2836	sp|Q8P0Z2|CITX_STRP8	32.222	180	120	1	5	184	6	183	1.15e-28	108.0	sp|Q8P0Z2|CITX_STRP8 Probable apo-citrate lyase phosphoribosyl-dephospho-CoA transferase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=citX PE=3 SV=1	P2505_Sourdough_Lib
00000136|gene_cluster:GC_00004880|genome_name:P2505_Sourdough_Lib|gene_callers_id:2836	sp|P0DA33|CITX_STRPQ	31.667	180	121	1	5	184	6	183	8.8e-26	100.0	sp|P0DA33|CITX_STRPQ Probable apo-citrate lyase phosphoribosyl-dephospho-CoA transferase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=citX PE=3 SV=1	P2505_Sourdough_Lib
00000136|gene_cluster:GC_00004880|genome_name:P2505_Sourdough_Lib|gene_callers_id:2836	sp|P0DA32|CITX_STRP3	31.667	180	121	1	5	184	6	183	8.8e-26	100.0	sp|P0DA32|CITX_STRP3 Probable apo-citrate lyase phosphoribosyl-dephospho-CoA transferase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=citX PE=3 SV=1	P2505_Sourdough_Lib
00000136|gene_cluster:GC_00004880|genome_name:P2505_Sourdough_Lib|gene_callers_id:2836	sp|A2REE2|CITX_STRPG	31.111	180	122	1	5	184	6	183	4.24e-25	99.4	sp|A2REE2|CITX_STRPG Probable apo-citrate lyase phosphoribosyl-dephospho-CoA transferase OS=Streptococcus pyogenes serotype M5 (strain Manfredo) OX=160491 GN=citX PE=3 SV=1	P2505_Sourdough_Lib
00000166|gene_cluster:GC_00004638|genome_name:P2505_Sourdough_Lib|gene_callers_id:2413	sp|Q9RC53|CITS_HALH5	25.424	177	119	6	216	385	331	501	2.09e-05	50.4	sp|Q9RC53|CITS_HALH5 Sensor protein CitS OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=citS PE=3 SV=1	P2505_Sourdough_Lib
00000166|gene_cluster:GC_00004638|genome_name:P2505_Sourdough_Lib|gene_callers_id:2413	sp|P77510|DPIB_ECOLI	19.672	183	122	5	211	381	332	501	0.002	44.3	sp|P77510|DPIB_ECOLI Sensor histidine kinase DpiB OS=Escherichia coli (strain K12) OX=83333 GN=dpiB PE=1 SV=1	P2505_Sourdough_Lib
00000166|gene_cluster:GC_00004638|genome_name:P2505_Sourdough_Lib|gene_callers_id:2413	sp|O34427|CITS_BACSU	22.165	194	122	6	211	391	324	501	0.007	42.4	sp|O34427|CITS_BACSU Sensor protein CitS OS=Bacillus subtilis (strain 168) OX=224308 GN=citS PE=1 SV=1	P2505_Sourdough_Lib
00000166|gene_cluster:GC_00004638|genome_name:P2505_Sourdough_Lib|gene_callers_id:2413	sp|O05250|MALK_BACSU	22.936	218	144	7	195	405	314	514	0.007	42.4	sp|O05250|MALK_BACSU Sensor histidine kinase MalK OS=Bacillus subtilis (strain 168) OX=224308 GN=malK PE=3 SV=1	P2505_Sourdough_Lib
00000168|gene_cluster:GC_00005215|genome_name:P2505_Sourdough_Lib|gene_callers_id:2705	sp|Q03PA4|MALEP_LEVBA	33.811	349	210	8	1	338	1	339	5.019999999999999e-60	199.0	sp|Q03PA4|MALEP_LEVBA Maltose epimerase OS=Levilactobacillus brevis (strain ATCC 367 / BCRC 12310 / CIP 105137 / JCM 1170 / LMG 11437 / NCIMB 947 / NCTC 947) OX=387344 GN=LVIS_1908 PE=1 SV=1	P2505_Sourdough_Lib
00000168|gene_cluster:GC_00005215|genome_name:P2505_Sourdough_Lib|gene_callers_id:2705	sp|P21955|GALM_STRTR	32.378	349	217	10	1	336	1	343	4.430000000000001e-43	155.0	sp|P21955|GALM_STRTR Aldose 1-epimerase OS=Streptococcus thermophilus OX=1308 GN=galM PE=3 SV=1	P2505_Sourdough_Lib
00000168|gene_cluster:GC_00005215|genome_name:P2505_Sourdough_Lib|gene_callers_id:2705	sp|P05149|GALM_ACICA	28.291	357	227	12	5	336	25	377	3.23e-35	135.0	sp|P05149|GALM_ACICA Aldose 1-epimerase OS=Acinetobacter calcoaceticus OX=471 GN=mro PE=1 SV=1	P2505_Sourdough_Lib
00000168|gene_cluster:GC_00005215|genome_name:P2505_Sourdough_Lib|gene_callers_id:2705	sp|P31765|GALM_HAEIN	26.316	323	199	8	13	314	11	315	2.0600000000000002e-27	113.0	sp|P31765|GALM_HAEIN Aldose 1-epimerase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=galM PE=3 SV=2	P2505_Sourdough_Lib
00000168|gene_cluster:GC_00005215|genome_name:P2505_Sourdough_Lib|gene_callers_id:2705	sp|Q8K157|GALM_MOUSE	28.107	338	229	8	8	337	9	340	3.39e-26	109.0	sp|Q8K157|GALM_MOUSE Galactose mutarotase OS=Mus musculus OX=10090 GN=Galm PE=1 SV=1	P2505_Sourdough_Lib
00000193|gene_cluster:GC_00004313|genome_name:P2505_Sourdough_Lib|gene_callers_id:3195	sp|P13968|REPLM_BACIU	35.821	134	86	0	8	141	7	140	4.89e-29	106.0	sp|P13968|REPLM_BACIU Replication and maintenance protein OS=Bacillus subtilis OX=1423 GN=repL PE=4 SV=1	P2505_Sourdough_Lib
00000193|gene_cluster:GC_00004313|genome_name:P2505_Sourdough_Lib|gene_callers_id:3195	sp|P06735|REPLM_STAEP	35.821	134	86	0	8	141	7	140	6.58e-29	106.0	sp|P06735|REPLM_STAEP Replication and maintenance protein OS=Staphylococcus epidermidis OX=1282 GN=repL PE=4 SV=1	P2505_Sourdough_Lib
00000193|gene_cluster:GC_00004313|genome_name:P2505_Sourdough_Lib|gene_callers_id:3195	sp|P0A0C9|REPLM_STASI	35.821	134	86	0	8	141	7	140	8.35e-29	106.0	sp|P0A0C9|REPLM_STASI Replication and maintenance protein OS=Staphylococcus simulans OX=1286 GN=repL PE=4 SV=1	P2505_Sourdough_Lib
00000193|gene_cluster:GC_00004313|genome_name:P2505_Sourdough_Lib|gene_callers_id:3195	sp|P0A0C8|REPLM_STAAU	35.821	134	86	0	8	141	7	140	8.35e-29	106.0	sp|P0A0C8|REPLM_STAAU Replication and maintenance protein OS=Staphylococcus aureus OX=1280 GN=repL PE=4 SV=1	P2505_Sourdough_Lib
00000258|gene_cluster:GC_00004283|genome_name:P2505_Sourdough_Lib|gene_callers_id:2823	sp|P0AD70|AMPH_ECOLI	25.625	160	98	6	104	245	66	222	0.006	42.0	sp|P0AD70|AMPH_ECOLI D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH OS=Escherichia coli (strain K12) OX=83333 GN=ampH PE=1 SV=1	P2505_Sourdough_Lib
00000258|gene_cluster:GC_00004283|genome_name:P2505_Sourdough_Lib|gene_callers_id:2823	sp|P0AD71|AMPH_ECO57	25.625	160	98	6	104	245	66	222	0.006	42.0	sp|P0AD71|AMPH_ECO57 D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH OS=Escherichia coli O157:H7 OX=83334 GN=ampH PE=3 SV=1	P2505_Sourdough_Lib
00000347|gene_cluster:GC_00004877|genome_name:P2505_Sourdough_Lib|gene_callers_id:2828	sp|P37782|RFBF_SHIFL	28.682	258	133	8	13	240	5	241	3.78e-15	77.8	sp|P37782|RFBF_SHIFL dTDP-rhamnosyl transferase RfbF OS=Shigella flexneri OX=623 GN=rfbF PE=3 SV=2	P2505_Sourdough_Lib
00000347|gene_cluster:GC_00004877|genome_name:P2505_Sourdough_Lib|gene_callers_id:2828	sp|P64868|Y1552_MYCBO	24.87	193	121	5	39	214	32	217	4.74e-07	53.5	sp|P64868|Y1552_MYCBO Uncharacterized protein Mb1552 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=wbbL2 PE=4 SV=1	P2505_Sourdough_Lib
00000347|gene_cluster:GC_00004877|genome_name:P2505_Sourdough_Lib|gene_callers_id:2828	sp|P9WLV3|Y1525_MYCTU	24.87	193	121	5	39	214	32	217	4.74e-07	53.5	sp|P9WLV3|Y1525_MYCTU Uncharacterized protein Rv1525 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=wbbL2 PE=1 SV=1	P2505_Sourdough_Lib
00000347|gene_cluster:GC_00004877|genome_name:P2505_Sourdough_Lib|gene_callers_id:2828	sp|P9WLV2|Y1525_MYCTO	24.87	193	121	5	39	214	32	217	4.74e-07	53.5	sp|P9WLV2|Y1525_MYCTO Uncharacterized protein MT1576 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=wbbL2 PE=4 SV=1	P2505_Sourdough_Lib
00000373|gene_cluster:GC_00005209|genome_name:P2505_Sourdough_Lib|gene_callers_id:3022	sp|Q49WG8|MENB_STAS1	69.776	268	81	0	6	273	5	272	3.23e-145	410.0	sp|Q49WG8|MENB_STAS1 1,4-dihydroxy-2-naphthoyl-CoA synthase OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=menB PE=3 SV=1	P2505_Sourdough_Lib
00000373|gene_cluster:GC_00005209|genome_name:P2505_Sourdough_Lib|gene_callers_id:3022	sp|Q8NXA0|MENB_STAAW	68.864	273	85	0	1	273	1	273	3.23e-144	408.0	sp|Q8NXA0|MENB_STAAW 1,4-dihydroxy-2-naphthoyl-CoA synthase OS=Staphylococcus aureus (strain MW2) OX=196620 GN=menB PE=3 SV=1	P2505_Sourdough_Lib
00000373|gene_cluster:GC_00005209|genome_name:P2505_Sourdough_Lib|gene_callers_id:3022	sp|Q6GAG7|MENB_STAAS	68.864	273	85	0	1	273	1	273	3.23e-144	408.0	sp|Q6GAG7|MENB_STAAS 1,4-dihydroxy-2-naphthoyl-CoA synthase OS=Staphylococcus aureus (strain MSSA476) OX=282459 GN=menB PE=3 SV=1	P2505_Sourdough_Lib
00000373|gene_cluster:GC_00005209|genome_name:P2505_Sourdough_Lib|gene_callers_id:3022	sp|Q6GI37|MENB_STAAR	68.864	273	85	0	1	273	1	273	6.03e-144	407.0	sp|Q6GI37|MENB_STAAR 1,4-dihydroxy-2-naphthoyl-CoA synthase OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=menB PE=3 SV=1	P2505_Sourdough_Lib
00000373|gene_cluster:GC_00005209|genome_name:P2505_Sourdough_Lib|gene_callers_id:3022	sp|Q5HH38|MENB_STAAC	68.864	273	85	0	1	273	1	273	6.03e-144	407.0	sp|Q5HH38|MENB_STAAC 1,4-dihydroxy-2-naphthoyl-CoA synthase OS=Staphylococcus aureus (strain COL) OX=93062 GN=menB PE=1 SV=1	P2505_Sourdough_Lib
00000381|gene_cluster:GC_00004649|genome_name:P2505_Sourdough_Lib|gene_callers_id:2785	sp|A0QQZ8|MSHA_MYCS2	25.439	228	143	5	179	388	173	391	4.78e-14	77.0	sp|A0QQZ8|MSHA_MYCS2 D-inositol 3-phosphate glycosyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=mshA PE=1 SV=1	P2505_Sourdough_Lib
00000381|gene_cluster:GC_00004649|genome_name:P2505_Sourdough_Lib|gene_callers_id:2785	sp|B1MHQ0|MSHA_MYCA9	24.312	218	148	4	195	396	196	412	2.6e-13	74.7	sp|B1MHQ0|MSHA_MYCA9 D-inositol 3-phosphate glycosyltransferase OS=Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CCUG 20993 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543 / L948) OX=561007 GN=mshA PE=3 SV=1	P2505_Sourdough_Lib
00000381|gene_cluster:GC_00004649|genome_name:P2505_Sourdough_Lib|gene_callers_id:2785	sp|P71237|WCAC_ECOLI	22.062	417	279	15	1	384	1	404	4.25e-13	73.9	sp|P71237|WCAC_ECOLI Putative colanic acid biosynthesis glycosyl transferase WcaC OS=Escherichia coli (strain K12) OX=83333 GN=wcaC PE=4 SV=2	P2505_Sourdough_Lib
00000381|gene_cluster:GC_00004649|genome_name:P2505_Sourdough_Lib|gene_callers_id:2785	sp|O32272|TUAC_BACSU	29.448	163	111	3	202	361	182	343	1.03e-11	69.3	sp|O32272|TUAC_BACSU Putative teichuronic acid biosynthesis glycosyltransferase TuaC OS=Bacillus subtilis (strain 168) OX=224308 GN=tuaC PE=2 SV=1	P2505_Sourdough_Lib
00000381|gene_cluster:GC_00004649|genome_name:P2505_Sourdough_Lib|gene_callers_id:2785	sp|C7QKE8|MSHA2_CATAD	24.537	216	130	5	210	396	199	410	6.17e-11	67.4	sp|C7QKE8|MSHA2_CATAD D-inositol 3-phosphate glycosyltransferase 2 OS=Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908) OX=479433 GN=mshA2 PE=3 SV=1	P2505_Sourdough_Lib
00000392|gene_cluster:GC_00005115|genome_name:P2505_Sourdough_Lib|gene_callers_id:3117	sp|P15292|P3P_LACLS	32.275	567	309	23	471	1000	576	1104	4.1e-52	206.0	sp|P15292|P3P_LACLS PIII-type proteinase OS=Lactococcus lactis subsp. cremoris (strain SK11) OX=272622 GN=prtP PE=1 SV=2	P2505_Sourdough_Lib
00000392|gene_cluster:GC_00005115|genome_name:P2505_Sourdough_Lib|gene_callers_id:3117	sp|P15292|P3P_LACLS	41.176	238	123	6	231	463	196	421	2.5199999999999998e-34	148.0	sp|P15292|P3P_LACLS PIII-type proteinase OS=Lactococcus lactis subsp. cremoris (strain SK11) OX=272622 GN=prtP PE=1 SV=2	P2505_Sourdough_Lib
00000392|gene_cluster:GC_00005115|genome_name:P2505_Sourdough_Lib|gene_callers_id:3117	sp|P15292|P3P_LACLS	32.99	194	102	6	1204	1397	1324	1489	7.86e-10	67.8	sp|P15292|P3P_LACLS PIII-type proteinase OS=Lactococcus lactis subsp. cremoris (strain SK11) OX=272622 GN=prtP PE=1 SV=2	P2505_Sourdough_Lib
00000392|gene_cluster:GC_00005115|genome_name:P2505_Sourdough_Lib|gene_callers_id:3117	sp|Q02470|P2P_LACPA	32.451	567	308	22	471	1000	576	1104	4.1199999999999994e-52	206.0	sp|Q02470|P2P_LACPA PII-type proteinase OS=Lacticaseibacillus paracasei OX=1597 GN=prtP PE=1 SV=1	P2505_Sourdough_Lib
00000392|gene_cluster:GC_00005115|genome_name:P2505_Sourdough_Lib|gene_callers_id:3117	sp|Q02470|P2P_LACPA	39.496	238	127	6	231	463	196	421	4.2700000000000004e-32	140.0	sp|Q02470|P2P_LACPA PII-type proteinase OS=Lacticaseibacillus paracasei OX=1597 GN=prtP PE=1 SV=1	P2505_Sourdough_Lib
00000392|gene_cluster:GC_00005115|genome_name:P2505_Sourdough_Lib|gene_callers_id:3117	sp|Q02470|P2P_LACPA	31.925	213	113	7	1189	1401	1313	1493	5.48e-10	68.6	sp|Q02470|P2P_LACPA PII-type proteinase OS=Lacticaseibacillus paracasei OX=1597 GN=prtP PE=1 SV=1	P2505_Sourdough_Lib
00000392|gene_cluster:GC_00005115|genome_name:P2505_Sourdough_Lib|gene_callers_id:3117	sp|P16271|P1P_LACLC	32.451	567	308	23	471	1000	576	1104	8.209999999999999e-52	205.0	sp|P16271|P1P_LACLC PI-type proteinase OS=Lactococcus lactis subsp. cremoris OX=1359 GN=prtP PE=3 SV=1	P2505_Sourdough_Lib
00000392|gene_cluster:GC_00005115|genome_name:P2505_Sourdough_Lib|gene_callers_id:3117	sp|P16271|P1P_LACLC	41.176	238	123	6	231	463	196	421	1.86e-34	148.0	sp|P16271|P1P_LACLC PI-type proteinase OS=Lactococcus lactis subsp. cremoris OX=1359 GN=prtP PE=3 SV=1	P2505_Sourdough_Lib
00000392|gene_cluster:GC_00005115|genome_name:P2505_Sourdough_Lib|gene_callers_id:3117	sp|P16271|P1P_LACLC	33.505	194	101	7	1204	1397	1324	1489	2.98e-09	65.9	sp|P16271|P1P_LACLC PI-type proteinase OS=Lactococcus lactis subsp. cremoris OX=1359 GN=prtP PE=3 SV=1	P2505_Sourdough_Lib
