items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	AAI_min	AAI_max	AAI_avg
GC_00000055	24	44	2	0	0.84866352477343	0.974653212712286	0.907305476801324	0.566343042071197	1.0	0.782121280540788
GC_00000056	24	44	3	0	0.623521473772453	0.678125024938012	0.649677950765007	0.0400801603206413	1.0	0.64026149550687
GC_00000057	24	43	3	0	0.832833321055301	0.951449967696328	0.888198910352282	0.456521739130435	1.0	0.753895228465502
GC_00000058	24	43	2	0	0.836251428871907	0.935846201458441	0.883250120963232	0.27827380952381	1.0	0.739906330749354
GC_00000059	24	42	5	0	0.992537020587406	0.636823080804322	0.77585118565617	0.00328947368421053	1.0	0.510991655969191
GC_00000060	24	42	3	0	0.740159983194578	0.653769516325798	0.694287672917933	0.0531645569620253	1.0	0.517502462547229
GC_00000061	24	41	3	0	0.951995659924049	0.609058780707939	0.742858545840146	0.0354330708661417	1.0	0.488529863645093
GC_00000062	24	41	3	0	0.834070662234026	0.940895627724726	0.884268556252636	0.0658513640639699	1.0	0.73925842645068
GC_00000063	24	40	3	0	0.936426615860624	0.611399223784214	0.73978672716749	0.146997929606625	1.0	0.521879811010246
GC_00000064	24	40	3	0	0.967428788331543	0.647427019935804	0.775721936563024	0.037199124726477	1.0	0.49969421533973
GC_00000065	24	39	2	0	0.922384565655608	0.993196100854156	0.956481520317677	0.761627906976744	1.0	0.885215610582808
GC_00000066	24	39	2	0	0.86023021802104	0.783564039316802	0.820109282370374	0.0830945558739255	1.0	0.629792466619491
GC_00000067	24	39	3	0	0.746452551904767	0.643494891626147	0.691160527295629	0.194690265486726	1.0	0.587982038145056
GC_00000068	24	39	3	0	0.693561083503566	0.649831520773847	0.670984568781517	0.0868263473053892	1.0	0.629429400308694
GC_00000069	23	38	2	0	0.936974210453731	0.559087155956484	0.700305827406161	0.0172413793103448	1.0	0.492084416539952
GC_00000070	24	38	2	0	0.940167577249665	0.56566983769579	0.706350414130102	0.0051413881748072	1.0	0.481593757199223
GC_00000071	24	38	3	0	0.937136204889406	0.643308785314028	0.762909126705639	0.0728929384965831	1.0	0.51466380659523
GC_00000072	24	37	3	0	0.834227506592367	0.742061290034442	0.785449901120764	0.0725190839694656	1.0	0.530752126171973
GC_00000073	24	37	2	0	0.959972063381204	0.607655568853663	0.74422312832788	0.00589970501474926	1.0	0.511750688741839
GC_00000074	24	37	3	0	0.945286946179007	0.612705709122091	0.743498638086367	0.054421768707483	1.0	0.516475659332802
GC_00000075	23	37	2	0	0.968872999280432	0.562487453763132	0.711757842906233	0.0	1.0	0.498457450256011
GC_00000076	17	37	6	0	0.640089096492366	0.653263300475194	0.646609101669722	0.0148148148148148	1.0	0.534262039817595
GC_00000077	24	36	5	0	0.999560291581645	0.947463118651485	0.972814714157686	0.938650306748466	1.0	0.99220956276171
GC_00000078	21	36	4	0	0.88633637789464	0.869240492749162	0.877705195079393	0.0120481927710843	1.0	0.689290495314592
GC_00000079	23	36	3	0	0.846618950041848	0.616160154139695	0.713235322085419	0.0153452685421995	1.0	0.505212519790525
GC_00000080	19	36	3	0	0.706325966567005	0.641333764274941	0.672262709312459	0.141176470588235	1.0	0.615639589169001
GC_00000081	24	35	3	0	0.954036027930448	0.598794902576416	0.735781209886813	0.0512820512820513	1.0	0.499787607350633
GC_00000082	23	35	2	0	0.76152113295147	0.644148372799413	0.697934467008333	0.0421052631578947	1.0	0.563688633348076
GC_00000083	22	35	3	0	0.930365810939298	0.650888760923861	0.765929358451978	0.0296052631578947	1.0	0.499817558602388
GC_00000084	16	35	6	0	0.967410093448227	0.612172487454619	0.749846004197399	0.00584795321637427	1.0	0.569556243550052
GC_00000085	15	34	6	0	0.804875236880598	0.615628798796803	0.697645853608296	0.0087463556851312	1.0	0.432848464060949
GC_00000086	24	33	2	0	0.987572202313747	0.663166920078712	0.79349329870435	0.0534591194968553	1.0	0.574864208118925
GC_00000087	24	33	3	0	0.860301041225999	0.749585282653052	0.801136067297325	0.0943396226415094	1.0	0.601388293310463
GC_00000088	24	33	2	0	0.985632268801639	0.676487474825991	0.80231028743259	0.0240963855421687	1.0	0.578876110502617
GC_00000089	24	33	4	0	0.89100712801494	0.727169064444462	0.800793909478094	0.0563674321503132	1.0	0.518014170936927
GC_00000090	24	33	2	0	0.981970228083688	0.678778356516528	0.802698426176601	0.00421052631578947	1.0	0.586315789473684
GC_00000091	21	32	3	0	0.826840214101475	0.652369193895185	0.729315377575964	0.158767772511848	1.0	0.520094404525302
GC_00000092	24	32	2	0	0.934057516886011	0.642933968027119	0.761624030874411	0.113924050632911	1.0	0.537004899959167
GC_00000093	15	32	3	0	0.759636419248236	0.619419854280069	0.682399825371474	0.116071428571429	1.0	0.551595802131336
GC_00000094	24	32	2	0	0.926938382109586	0.756780302211822	0.833261180120897	0.0256410256410256	1.0	0.595165547608622
GC_00000095	24	32	3	0	0.992818920795719	0.725927711204968	0.838651553865485	0.0154525386313466	1.0	0.600067649362672
GC_00000096	24	32	2	0	0.918109796874551	0.712026620487411	0.802041606999834	0.04375	1.0	0.639711441532258
GC_00000097	23	32	2	0	0.88141056099338	0.646312271684118	0.745772007561873	0.0780487804878049	1.0	0.497256097560976
GC_00000098	22	31	2	0	0.984781657348812	0.654031192780749	0.786029865379109	0.106583072100313	1.0	0.563413894225908
GC_00000099	19	31	3	0	0.764769524959742	0.63766422598838	0.69545697522363	0.0594594594594595	1.0	0.616820691659401
GC_00000100	24	30	2	0	0.91170130695226	0.910015385320438	0.910857566011821	0.152173913043478	1.0	0.784267866066967
GC_00000101	23	30	2	0	0.933755544866656	0.718174490818721	0.811898081029249	0.0140845070422535	1.0	0.616642383033835
GC_00000102	24	30	2	0	0.896061639279456	0.936566657890303	0.915866524662669	0.165919282511211	1.0	0.789907736714602
GC_00000103	24	30	2	0	0.968335881753313	0.749108248073767	0.844730123477409	0.0115384615384615	1.0	0.625057471264368
GC_00000104	23	30	2	0	0.968885610137129	0.635296375411115	0.767406094636753	0.0398230088495575	1.0	0.544603804292544
GC_00000105	23	30	2	0	0.967926053316527	0.656073339848294	0.782057531792565	0.0043859649122807	1.0	0.552177858439201
GC_00000106	24	30	2	0	0.901956588926135	0.704418546286255	0.79104181241034	0.0189393939393939	1.0	0.593591083246256
GC_00000107	24	29	2	0	0.97379029874567	0.684023898379057	0.803583221216202	0.130653266331658	1.0	0.796432903433423
GC_00000108	24	29	2	0	0.947119031779933	0.716550910253055	0.815857745810553	0.134453781512605	1.0	0.666659767355218
GC_00000109	24	29	2	0	0.922615959731248	0.759969868840836	0.833431873727897	0.146039603960396	1.0	0.638851631468566
GC_00000110	24	29	2	0	0.969286348025793	0.768745912263874	0.85744659047217	0.0592334494773519	1.0	0.678318257496438
GC_00000111	24	29	2	0	0.890990743705873	0.997045097530844	0.941039289143369	0.533950617283951	1.0	0.858062701453506
GC_00000112	22	29	2	0	0.939645811726096	0.67477412360886	0.785481726572784	0.0387096774193548	1.0	0.586214841887812
GC_00000113	24	29	3	0	0.856194088370381	0.628591331461909	0.724948096620377	0.0570342205323194	1.0	0.617411826406189
GC_00000114	24	29	2	0	0.943136699645434	0.898762730283983	0.92041519903922	0.3125	1.0	0.815263238916256
GC_00000115	24	29	2	0	0.942834756636237	0.862712120031717	0.900995684186628	0.177065767284992	1.0	0.747011521943196
GC_00000116	24	29	3	0	0.933146224067255	0.771308687572657	0.844544240488246	0.0194075587334014	1.0	0.619185154249083
GC_00000117	24	28	2	0	0.986231436780342	0.872737763125523	0.926020095549008	0.0518867924528302	1.0	0.757849156434062
GC_00000118	24	28	2	0	0.991023768304119	0.835416544641635	0.906591522653222	0.03690036900369	1.0	0.7323356566899
GC_00000119	23	28	2	0	0.874537935073015	0.972894098454638	0.92109780545765	0.520179372197309	1.0	0.830450565876575
GC_00000120	23	28	2	0	0.964185588830508	0.785027053981903	0.86543139898011	0.014018691588785	1.0	0.665739504524551
GC_00000121	24	28	2	0	0.93025433530051	0.945026191897937	0.937582083571177	0.131386861313869	1.0	0.857036650832271
GC_00000122	22	28	2	0	0.953540290688981	0.709065442648002	0.813328686101731	0.00347222222222222	1.0	0.596735376249265
GC_00000123	24	28	2	0	0.987256847804596	0.816488394292365	0.893788922742766	0.0434782608695652	1.0	0.727426961122613
GC_00000124	24	27	2	0	0.982452779739885	0.838542851854886	0.904811347641026	0.0191693290734824	1.0	0.755886877292628
GC_00000125	24	27	2	0	0.99082556872693	0.849290426721311	0.914614809231628	0.0160857908847185	1.0	0.782123843786042
GC_00000126	24	27	2	0	0.977264342372256	0.684169777295425	0.804864567983379	0.00858369098712446	1.0	0.607131066358534
GC_00000127	24	27	2	0	0.982000138513747	0.826613378525948	0.897631743390295	0.103825136612022	1.0	0.767611663786527
GC_00000128	24	27	2	0	0.931858052999292	0.933447821950841	0.932652260008343	0.111475409836066	1.0	0.829190602961095
GC_00000129	24	27	4	0	0.95706345263552	0.866763253873529	0.909677908991275	0.103235747303544	1.0	0.813967576679441
GC_00000130	23	27	2	0	0.953185777411991	0.630744032789998	0.759145054749919	0.0401785714285714	1.0	0.564585877085877
GC_00000131	24	27	2	0	0.990517875662631	0.840222206201588	0.909200735829077	0.0	1.0	0.77758980233207
GC_00000132	24	26	2	0	0.957402572813236	0.988800745091332	0.972848384997468	0.540350877192982	1.0	0.930612685560054
GC_00000133	24	26	2	0	0.946763529044525	0.990245905073099	0.968016666512493	0.547945205479452	1.0	0.929329118370214
GC_00000134	24	26	2	0	0.977563035818806	0.88935744227464	0.931376533065731	0.0222222222222222	1.0	0.832322344322344
GC_00000135	24	26	3	0	0.981606193879421	0.888211694680099	0.932576489195749	0.225925925925926	1.0	0.814427350427351
GC_00000136	24	26	2	0	0.977183281024261	0.928156797027267	0.952039286500062	0.257281553398058	1.0	0.872979835698282
GC_00000137	22	26	2	0	0.956686560780731	0.745145733428561	0.837768693683675	0.0699588477366255	1.0	0.656549540993985
GC_00000138	24	26	2	0	0.974296347987904	0.804696270591007	0.88141190636596	0.0736842105263158	1.0	0.743271255060729
GC_00000139	24	26	2	0	0.966557745046001	0.967167478409318	0.966862515598497	0.690104166666667	1.0	0.958790064102564
GC_00000140	24	26	2	0	0.994696503113666	0.865558910279018	0.925645387289268	0.0224215246636771	1.0	0.808561572956192
GC_00000141	24	26	2	0	0.952080467149714	0.800136147038802	0.869520344102976	0.00440528634361234	1.0	0.715676042019654
GC_00000142	24	26	2	0	0.980108428347865	0.889797201277316	0.932771924609959	0.013953488372093	1.0	0.83778175313059
GC_00000143	24	26	2	0	0.984861081419194	0.899436312061044	0.940212327448005	0.0584415584415584	1.0	0.83048951048951
GC_00000144	24	26	2	0	0.971035744599339	0.872176321088238	0.918954903926265	0.0077720207253886	1.0	0.784272618573137
GC_00000145	24	26	2	0	0.952109618776285	0.890529276474812	0.920290450960022	0.348314606741573	1.0	0.806637856525497
GC_00000146	24	26	2	0	0.964789664062676	0.85204974689374	0.90492179343199	0.113065326633166	1.0	0.785883262466177
GC_00000147	24	26	2	0	0.974218831917794	0.867699194436999	0.917878953965561	0.0763888888888889	1.0	0.81732905982906
GC_00000148	24	26	2	0	0.974766986701348	0.863490785439939	0.915760916367258	0.118243243243243	1.0	0.824293139293139
GC_00000149	24	26	2	0	0.982540659977542	0.869019696853481	0.92230013818321	0.00318471337579618	1.0	0.800186183243508
GC_00000150	24	26	2	0	0.989052869663557	0.860006943839279	0.920026847723733	0.0	1.0	0.815338553661907
GC_00000151	18	26	2	0	0.791566351006723	0.688657765748518	0.736534837604101	0.0210970464135021	1.0	0.530074651087309
GC_00000152	24	25	2	0	0.996376073022129	0.942612053180479	0.96874868209807	0.0377358490566038	1.0	0.921635220125786
GC_00000153	24	25	2	0	0.993444382583224	0.941712633658762	0.966887046440023	0.0208333333333333	1.0	0.916125
GC_00000154	24	25	2	0	0.995134469612686	0.937255972866476	0.965328439787975	0.0853658536585366	1.0	0.907764227642276
GC_00000155	24	25	2	0	0.991334745578018	0.935753168893456	0.962742408006057	0.221428571428571	1.0	0.898285714285714
GC_00000156	24	25	2	0	0.989332914082078	0.936744171684421	0.962320613199281	0.0431372549019608	1.0	0.904483660130719
GC_00000157	24	25	2	0	0.993664319606026	0.946352325390142	0.969431413840507	0.0494296577946768	1.0	0.908998732572877
GC_00000158	24	25	2	0	0.990406017345921	0.88050119560019	0.932225474751883	0.117073170731707	1.0	0.843772357723577
GC_00000159	24	25	2	0	0.995830202301493	0.947741318174143	0.971190839816251	0.00611620795107034	1.0	0.91796126401631
GC_00000160	24	25	2	0	0.983255511253818	0.944483163416386	0.963479425835016	0.0616883116883117	1.0	0.900508658008658
GC_00000161	24	25	2	0	0.990666777611361	0.859452753863708	0.920406790690478	0.183279742765273	1.0	0.772765273311897
GC_00000162	24	25	2	0	0.990268713423415	0.944015365157497	0.966589025322782	0.0555555555555556	1.0	0.906498316498316
GC_00000163	24	25	2	0	0.997304592863099	0.951492053813706	0.973859840080611	0.0163398692810458	1.0	0.915446623093682
GC_00000164	24	25	2	0	0.991555353093023	0.93800084515874	0.964034900943139	0.0282828282828283	1.0	0.907232323232323
GC_00000165	24	25	2	0	0.997097000233575	0.940247927893648	0.967838380008937	0.00184162062615101	1.0	0.915844076120319
GC_00000166	24	25	2	0	0.98326409330355	0.802453273040483	0.883704784201112	0.0416666666666667	1.0	0.874614197530864
GC_00000167	24	25	2	0	0.897136566696107	0.98286106346484	0.93804437396088	0.483018867924528	1.0	0.866012578616352
GC_00000168	24	25	2	0	0.991383698646545	0.930063456241883	0.95974510345418	0.265060240963855	1.0	0.886646586345382
GC_00000169	24	25	2	0	0.995140668863664	0.961156682955395	0.97785349805808	0.153846153846154	1.0	0.929024216524217
GC_00000170	24	25	2	0	0.992144395534619	0.947751938964497	0.96944023026208	0.0	1.0	0.911379514505625
GC_00000171	24	25	2	0	0.989550951319152	0.940760004654366	0.964538852859839	0.0687593423019432	1.0	0.90570004982561
GC_00000172	24	25	2	0	0.996585926740204	0.941828855380999	0.968433991865679	0.00209205020920502	1.0	0.915502092050209
GC_00000173	24	25	2	0	0.988111568358482	0.919236584721118	0.952430527121885	0.0256410256410256	1.0	0.906564102564103
GC_00000174	24	25	2	0	0.98174206889595	0.762935750381006	0.858618266063751	0.208029197080292	1.0	0.689294403892944
GC_00000175	24	25	2	0	0.994197337463843	0.940645477523441	0.966680313260854	0.0315533980582524	1.0	0.913689320388349
GC_00000176	24	25	2	0	0.928892703862661	0.77595975393598	0.845566841429663	0.0719424460431655	1.0	0.685827338129496
GC_00000177	24	25	2	0	0.992285119538566	0.939448105081824	0.965144009918436	0.0416666666666667	1.0	0.90662037037037
GC_00000178	24	25	2	0	0.963782292450464	0.935975490196078	0.949675386892686	0.166666666666667	1.0	0.880666666666667
GC_00000179	23	25	2	0	0.972190670907163	0.759989088367176	0.853091947005935	0.0291545189504373	1.0	0.697240038872692
GC_00000180	24	25	2	0	0.971152165970358	0.939838351336857	0.955238701915617	0.0436681222707424	1.0	0.880465793304221
GC_00000181	24	25	2	0	0.963420270523261	0.999579502846828	0.981166853003644	0.539473684210526	1.0	0.954236842105263
GC_00000182	23	25	2	0	0.996143132633383	0.883809036076022	0.936619895442189	0.0	1.0	0.841707717569786
GC_00000183	24	25	2	0	0.991471630925478	0.939488424618859	0.964780310103189	0.125541125541126	1.0	0.904718614718615
GC_00000184	24	25	2	0	0.95656096932199	0.74679926335175	0.838764476870966	0.0939226519337017	1.0	0.637771639042357
GC_00000185	24	25	2	0	0.976220921654453	0.83257380952381	0.898693431232237	0.0284090909090909	1.0	0.768125
GC_00000186	24	25	2	0	0.983545259383331	0.940981522079548	0.961792710938693	0.0387096774193548	1.0	0.897924731182796
GC_00000187	24	25	2	0	0.989032173538715	0.939513246583448	0.963636965602793	0.0565552699228792	1.0	0.902176520994002
GC_00000188	24	25	2	0	0.994495464039158	0.946936812886587	0.970133623861067	0.0	1.0	0.912112211221122
GC_00000189	12	25	4	0	0.731312342787753	0.643772486039964	0.684755958495369	0.0300429184549356	1.0	0.569420600858369
GC_00000190	24	25	2	0	0.962882664802183	0.931998153846151	0.947188717236832	0.096	1.0	0.865514666666667
GC_00000191	24	25	2	0	0.955794763618315	0.940369177571359	0.948019225834291	0.770348837209302	1.0	0.927296511627907
GC_00000192	24	25	2	0	0.984011881218128	0.938845154127483	0.960898048376706	0.08125	1.0	0.897166666666667
GC_00000193	24	25	2	0	0.99451967727709	0.958071812331996	0.975955569487247	0.0363881401617251	1.0	0.917574123989218
GC_00000194	24	25	2	0	0.980192460523133	0.936530418573124	0.95786413920074	0.0213523131672598	1.0	0.900474495848162
GC_00000195	24	25	2	0	0.975103130308178	0.830282288963049	0.896884233544016	0.133333333333333	1.0	0.833126436781609
GC_00000196	23	25	2	0	0.91626288636007	0.776869172826717	0.840827963484731	0.0443786982248521	1.0	0.719802761341223
GC_00000197	24	25	2	0	0.995769056656336	0.816617374818779	0.897338778144162	0.0204081632653061	1.0	0.835904761904762
GC_00000198	21	25	2	0	0.966687956851891	0.747642489534124	0.843171154297595	0.223484848484848	1.0	0.628232323232323
GC_00000199	24	25	2	0	0.989626907737755	0.939420161612436	0.963870176497231	0.00350262697022767	1.0	0.905890251021599
GC_00000200	24	25	2	0	0.993459584912997	0.934946809817454	0.963315483847282	0.252475247524752	1.0	0.895635313531353
GC_00000201	21	25	2	0	0.937961888634534	0.598620871281872	0.73082111507504	0.0316901408450704	1.0	0.551302816901408
GC_00000202	24	25	2	0	0.962653969859127	0.995111005297301	0.978613441200635	0.484276729559748	1.0	0.94622641509434
GC_00000203	24	25	2	0	0.994398717406908	0.865283224812452	0.925358804011791	0.0350877192982456	1.0	0.836775271512114
GC_00000204	24	25	2	0	0.976937600699858	0.924400603889438	0.949943261929374	0.0113268608414239	1.0	0.874228694714132
GC_00000205	24	25	2	0	0.990213966740637	0.93791684967093	0.963356175089824	0.0586907449209932	1.0	0.904469525959368
GC_00000206	14	25	4	0	0.74282579825625	0.66860433220614	0.703763560192535	0.0288184438040346	1.0	0.58747358309318
GC_00000207	24	25	2	0	0.977845115325943	0.939060732152041	0.958060565298394	0.112627986348123	1.0	0.891808873720137
GC_00000208	24	25	2	0	0.983364636436812	0.973710715896815	0.978513865591079	0.929503916449086	1.0	0.975404699738903
GC_00000209	24	25	2	0	0.877104334783009	0.729859522712358	0.796735966609022	0.0228310502283105	1.0	0.583044140030441
GC_00000210	24	25	2	0	0.987847795963567	0.928049979927736	0.957015701726728	0.0188679245283019	1.0	0.904182389937107
GC_00000211	24	25	2	0	0.965623028843397	0.726725252652061	0.829312319781795	0.0391061452513966	1.0	0.676741154562383
GC_00000212	13	25	3	0	0.877508501686896	0.767867560282655	0.819035025355893	0.032345013477089	1.0	0.589928122192273
GC_00000213	24	25	2	0	0.992936202671341	0.945381847021764	0.968575679728963	0.0535117056856187	1.0	0.908015607580825
GC_00000214	24	25	2	0	0.996790922266411	0.918648176187524	0.956125583443958	0.0143805309734513	1.0	0.908510324483776
GC_00000215	24	25	2	0	0.992807106138886	0.954629421430427	0.973344044756445	0.00268096514745308	1.0	0.91047363717605
GC_00000216	24	25	2	0	0.976973735484374	0.940962104603816	0.958629838463999	0.0225806451612903	1.0	0.894849462365591
GC_00000217	20	25	2	0	0.977062515623839	0.704672205595505	0.818807852632238	0.0217983651226158	1.0	0.541825613079019
GC_00000218	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000219	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000220	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000221	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000222	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000223	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000224	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000225	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000226	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000227	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000228	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000229	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000230	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000231	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000232	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000233	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000234	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000235	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000236	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000237	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000238	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000239	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GC_00000240	24	24	1	1	1.0	1.0	1.0	1.0	1.0	1.0
