query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000100|gene_cluster_GC_00003282|genome_name_Reference|gene_callers_id_2199	sp|A9MYH1|RIHC_SALPB	44.863	292	160	1	11	302	7	297	3.48e-78	243.0	sp|A9MYH1|RIHC_SALPB Non-specific ribonucleoside hydrolase RihC OS=Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7) OX=1016998 GN=rihC PE=3 SV=1	Reference
00000100|gene_cluster_GC_00003282|genome_name_Reference|gene_callers_id_2199	sp|B4TIF1|RIHC_SALHS	44.863	292	160	1	11	302	7	297	3.55e-78	243.0	sp|B4TIF1|RIHC_SALHS Non-specific ribonucleoside hydrolase RihC OS=Salmonella heidelberg (strain SL476) OX=454169 GN=rihC PE=3 SV=1	Reference
00000147|gene_cluster_GC_00003499|genome_name_Reference|gene_callers_id_2145	sp|P34720|MT1A_MORBO	23.558	208	127	8	8	194	5	201	2.66e-05	48.5	sp|P34720|MT1A_MORBO Type II methyltransferase M1.MboI OS=Moraxella bovis OX=476 GN=mboIAM PE=3 SV=1	Reference
00000147|gene_cluster_GC_00003499|genome_name_Reference|gene_callers_id_2145	sp|Q58015|MTM3_METJA	25.98	204	126	10	8	194	7	202	2.99e-05	48.1	sp|Q58015|MTM3_METJA Type II methyltransferase M.MjaIII OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=mjaIIIM PE=3 SV=1	Reference
00000147|gene_cluster_GC_00003499|genome_name_Reference|gene_callers_id_2145	sp|P04043|MTD21_STREE	22.927	205	125	8	5	194	11	197	0.000168	45.8	sp|P04043|MTD21_STREE Type II methyltransferase M1.DpnII OS=Streptococcus pneumoniae OX=1313 GN=dpnM PE=1 SV=1	Reference
00000147|gene_cluster_GC_00003499|genome_name_Reference|gene_callers_id_2145	sp|P04393|MTE5_ECOLX	23.894	226	147	10	5	218	7	219	0.000505	44.7	sp|P04393|MTE5_ECOLX Type II methyltransferase M.EcoRV OS=Escherichia coli OX=562 GN=ecoRVM PE=1 SV=1	Reference
00000147|gene_cluster_GC_00003499|genome_name_Reference|gene_callers_id_2145	sp|P44431|DMA_HAEIN	21.717	198	125	6	8	194	19	197	0.001	43.5	sp|P44431|DMA_HAEIN DNA adenine methylase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=dam PE=3 SV=1	Reference
00000150|gene_cluster_GC_00003717|genome_name_Reference|gene_callers_id_429	sp|Q88XT4|CITG_LACPL	67.037	270	89	0	10	279	6	275	1.8999999999999999e-128	369.0	sp|Q88XT4|CITG_LACPL Probable 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase OS=Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=citG PE=3 SV=1	Reference
00000150|gene_cluster_GC_00003717|genome_name_Reference|gene_callers_id_429	sp|O53080|CITXG_LEUMC	47.038	287	148	2	1	283	181	467	1.32e-84	264.0	sp|O53080|CITXG_LEUMC Protein CitXG OS=Leuconostoc mesenteroides subsp. cremoris OX=33965 GN=citXG PE=3 SV=1	Reference
00000150|gene_cluster_GC_00003717|genome_name_Reference|gene_callers_id_429	sp|Q9RLT3|CITXG_WEIPA	45.714	280	145	2	1	277	181	456	1.33e-78	248.0	sp|Q9RLT3|CITXG_WEIPA Protein CitXG OS=Weissella paramesenteroides OX=1249 GN=citXG PE=3 SV=1	Reference
00000150|gene_cluster_GC_00003717|genome_name_Reference|gene_callers_id_429	sp|C0MFF6|CITG_STRS7	38.699	292	151	7	12	283	11	294	2.33e-53	178.0	sp|C0MFF6|CITG_STRS7 Probable 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase OS=Streptococcus equi subsp. zooepidemicus (strain H70) OX=553483 GN=citG PE=3 SV=1	Reference
00000150|gene_cluster_GC_00003717|genome_name_Reference|gene_callers_id_429	sp|B4U2X5|CITG_STREM	38.356	292	152	7	12	283	11	294	2.6699999999999997e-52	176.0	sp|B4U2X5|CITG_STREM Probable 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase OS=Streptococcus equi subsp. zooepidemicus (strain MGCS10565) OX=552526 GN=citG PE=3 SV=1	Reference
00000151|gene_cluster_GC_00003450|genome_name_Reference|gene_callers_id_426	sp|O53078|CITE_LEUMC	80.731	301	58	0	4	304	2	302	2.03e-174	487.0	sp|O53078|CITE_LEUMC Citrate lyase subunit beta OS=Leuconostoc mesenteroides subsp. cremoris OX=33965 GN=citE PE=3 SV=1	Reference
00000151|gene_cluster_GC_00003450|genome_name_Reference|gene_callers_id_426	sp|P44460|CITE_HAEIN	54.386	285	130	0	7	291	2	286	4.12e-107	316.0	sp|P44460|CITE_HAEIN Citrate lyase subunit beta OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=citE PE=3 SV=1	Reference
00000151|gene_cluster_GC_00003450|genome_name_Reference|gene_callers_id_426	sp|P0A9I1|CITE_ECOLI	49.495	297	150	0	1	297	6	302	2.98e-97	291.0	sp|P0A9I1|CITE_ECOLI Citrate lyase subunit beta OS=Escherichia coli (strain K12) OX=83333 GN=citE PE=2 SV=1	Reference
00000151|gene_cluster_GC_00003450|genome_name_Reference|gene_callers_id_426	sp|P0A9I2|CITE_ECOL6	49.495	297	150	0	1	297	6	302	2.98e-97	291.0	sp|P0A9I2|CITE_ECOL6 Citrate lyase subunit beta OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=citE PE=3 SV=1	Reference
00000151|gene_cluster_GC_00003450|genome_name_Reference|gene_callers_id_426	sp|P17725|CITE_KLEPN	51.736	288	137	2	9	296	4	289	6.68e-95	285.0	sp|P17725|CITE_KLEPN Citrate lyase subunit beta OS=Klebsiella pneumoniae OX=573 GN=citE PE=1 SV=2	Reference
00000153|gene_cluster_GC_00004156|genome_name_Reference|gene_callers_id_1524	sp|Q2NX35|MTLD_SODGM	28.099	121	68	4	15	120	55	171	0.003	39.7	sp|Q2NX35|MTLD_SODGM Mannitol-1-phosphate 5-dehydrogenase OS=Sodalis glossinidius (strain morsitans) OX=343509 GN=mtlD PE=3 SV=1	Reference
00000168|gene_cluster_GC_00003619|genome_name_Reference|gene_callers_id_2031	sp|Q187N7|EUTQ_CLOD6	61.842	152	51	1	2	146	5	156	3.78e-61	188.0	sp|Q187N7|EUTQ_CLOD6 Acetate kinase EutQ OS=Clostridioides difficile (strain 630) OX=272563 GN=eutQ PE=1 SV=1	Reference
00000168|gene_cluster_GC_00003619|genome_name_Reference|gene_callers_id_2031	sp|Q9ZFV5|EUTQ_SALTY	40.816	98	57	1	46	143	130	226	5.04e-19	82.8	sp|Q9ZFV5|EUTQ_SALTY Acetate kinase EutQ OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=eutQ PE=1 SV=1	Reference
00000168|gene_cluster_GC_00003619|genome_name_Reference|gene_callers_id_2031	sp|P76555|EUTQ_ECOLI	38.776	98	59	1	46	143	134	230	5.36e-18	80.1	sp|P76555|EUTQ_ECOLI Acetate kinase EutQ OS=Escherichia coli (strain K12) OX=83333 GN=eutQ PE=1 SV=1	Reference
00000179|gene_cluster_GC_00003680|genome_name_Reference|gene_callers_id_2198	sp|Q9KLS6|DCUC_VIBCH	35.096	416	250	6	54	467	57	454	6.6e-65	219.0	sp|Q9KLS6|DCUC_VIBCH Probable anaerobic C4-dicarboxylate transporter DcuC OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=dcuC PE=3 SV=1	Reference
00000179|gene_cluster_GC_00003680|genome_name_Reference|gene_callers_id_2198	sp|P45428|DCUD_ECOLI	30.819	464	304	5	8	468	5	454	2.26e-64	218.0	sp|P45428|DCUD_ECOLI Putative cryptic C4-dicarboxylate transporter DcuD OS=Escherichia coli (strain K12) OX=83333 GN=dcuD PE=1 SV=1	Reference
00000179|gene_cluster_GC_00003680|genome_name_Reference|gene_callers_id_2198	sp|Q8FJZ8|DCUC_ECOL6	35.904	376	220	6	78	452	80	435	5.6e-49	177.0	sp|Q8FJZ8|DCUC_ECOL6 Anaerobic C4-dicarboxylate transporter DcuC OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=dcuC PE=3 SV=1	Reference
00000179|gene_cluster_GC_00003680|genome_name_Reference|gene_callers_id_2198	sp|P0ABP5|DCUC_SHIFL	35.638	376	221	6	78	452	80	435	1.13e-48	176.0	sp|P0ABP5|DCUC_SHIFL Anaerobic C4-dicarboxylate transporter DcuC OS=Shigella flexneri OX=623 GN=dcuC PE=3 SV=1	Reference
00000179|gene_cluster_GC_00003680|genome_name_Reference|gene_callers_id_2198	sp|P0ABP3|DCUC_ECOLI	35.638	376	221	6	78	452	80	435	1.13e-48	176.0	sp|P0ABP3|DCUC_ECOLI Anaerobic C4-dicarboxylate transporter DcuC OS=Escherichia coli (strain K12) OX=83333 GN=dcuC PE=1 SV=1	Reference
00000190|gene_cluster_GC_00003965|genome_name_Reference|gene_callers_id_1137	sp|P49330|RGG_STRGC	16.732	257	203	5	3	254	6	256	0.003	42.4	sp|P49330|RGG_STRGC HTH-type transcriptional regulator rgg OS=Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288) OX=467705 GN=rgg PE=4 SV=1	Reference
00000208|gene_cluster_GC_00003333|genome_name_Reference|gene_callers_id_1515	sp|Q9T1V2|BP47_BPMU	30.631	111	72	2	82	189	77	185	0.001	44.3	sp|Q9T1V2|BP47_BPMU Baseplate protein gp47 OS=Escherichia phage Mu OX=2681603 GN=Mup47 PE=1 SV=1	Reference
00000264|gene_cluster_GC_00004130|genome_name_Reference|gene_callers_id_2029	sp|P77277|EUTJ_ECOLI	37.5	264	155	4	14	276	11	265	5.04e-46	159.0	sp|P77277|EUTJ_ECOLI Ethanolamine utilization protein EutJ OS=Escherichia coli (strain K12) OX=83333 GN=eutJ PE=3 SV=1	Reference
00000264|gene_cluster_GC_00004130|genome_name_Reference|gene_callers_id_2029	sp|P0A206|EUTJ_SALTY	36.742	264	157	4	14	276	12	266	6.2e-45	156.0	sp|P0A206|EUTJ_SALTY Ethanolamine utilization protein EutJ OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=eutJ PE=2 SV=1	Reference
00000264|gene_cluster_GC_00004130|genome_name_Reference|gene_callers_id_2029	sp|P0A207|EUTJ_SALTI	36.742	264	157	4	14	276	12	266	6.2e-45	156.0	sp|P0A207|EUTJ_SALTI Ethanolamine utilization protein EutJ OS=Salmonella typhi OX=90370 GN=eutJ PE=3 SV=1	Reference
00000264|gene_cluster_GC_00004130|genome_name_Reference|gene_callers_id_2029	sp|B0UVL9|HSCA_HISS2	32.903	155	94	3	71	215	120	274	4.42e-08	57.4	sp|B0UVL9|HSCA_HISS2 Chaperone protein HscA homolog OS=Histophilus somni (strain 2336) OX=228400 GN=hscA PE=3 SV=1	Reference
00000264|gene_cluster_GC_00004130|genome_name_Reference|gene_callers_id_2029	sp|B6EGX9|HSCA_ALISL	33.577	137	81	3	81	207	130	266	4.59e-08	57.4	sp|B6EGX9|HSCA_ALISL Chaperone protein HscA homolog OS=Aliivibrio salmonicida (strain LFI1238) OX=316275 GN=hscA PE=3 SV=1	Reference
00000304|gene_cluster_GC_00003573|genome_name_Reference|gene_callers_id_2038	sp|P0A9Q7|ADHE_ECOLI	42.793	444	246	4	10	448	5	445	2.53e-107	342.0	sp|P0A9Q7|ADHE_ECOLI Bifunctional aldehyde-alcohol dehydrogenase AdhE OS=Escherichia coli (strain K12) OX=83333 GN=adhE PE=1 SV=2	Reference
00000304|gene_cluster_GC_00003573|genome_name_Reference|gene_callers_id_2038	sp|P0A9Q8|ADHE_ECO57	42.793	444	246	4	10	448	5	445	2.53e-107	342.0	sp|P0A9Q8|ADHE_ECO57 Bifunctional aldehyde-alcohol dehydrogenase AdhE OS=Escherichia coli O157:H7 OX=83334 GN=adhE PE=1 SV=2	Reference
00000304|gene_cluster_GC_00003573|genome_name_Reference|gene_callers_id_2038	sp|P33744|ADHE_CLOAB	40.541	444	254	5	10	448	5	443	6.77e-103	330.0	sp|P33744|ADHE_CLOAB Aldehyde-alcohol dehydrogenase OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W) OX=272562 GN=adhE PE=1 SV=3	Reference
00000304|gene_cluster_GC_00003573|genome_name_Reference|gene_callers_id_2038	sp|Q24803|ADH2_ENTH1	38.428	458	269	4	12	458	11	466	3.07e-99	320.0	sp|Q24803|ADH2_ENTH1 Aldehyde-alcohol dehydrogenase 2 OS=Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM) OX=294381 GN=ADH2 PE=1 SV=2	Reference
00000304|gene_cluster_GC_00003573|genome_name_Reference|gene_callers_id_2038	sp|A0A0H2ZM56|ADHE_STRP2	38.53	449	265	3	8	447	14	460	6.83e-94	306.0	sp|A0A0H2ZM56|ADHE_STRP2 Aldehyde-alcohol dehydrogenase OS=Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466) OX=373153 GN=adhE PE=1 SV=1	Reference
00000364|gene_cluster_GC_00003265|genome_name_Reference|gene_callers_id_1127	sp|P37517|CCPB_BACSU	30.093	216	149	2	1	216	94	307	9.06e-27	107.0	sp|P37517|CCPB_BACSU Catabolite control protein B OS=Bacillus subtilis (strain 168) OX=224308 GN=ccpB PE=1 SV=1	Reference
00000364|gene_cluster_GC_00003265|genome_name_Reference|gene_callers_id_1127	sp|P46456|PURR_HAEIN	22.857	210	145	6	2	202	95	296	0.002	42.0	sp|P46456|PURR_HAEIN HTH-type transcriptional repressor PurR OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=purR PE=3 SV=2	Reference
00000364|gene_cluster_GC_00003265|genome_name_Reference|gene_callers_id_1127	sp|A5UCM9|PURR_HAEIE	22.275	211	147	6	1	202	94	296	0.004	41.2	sp|A5UCM9|PURR_HAEIE HTH-type transcriptional repressor PurR OS=Haemophilus influenzae (strain PittEE) OX=374930 GN=purR PE=3 SV=1	Reference
00000364|gene_cluster_GC_00003265|genome_name_Reference|gene_callers_id_1127	sp|Q4QL70|PURR_HAEI8	22.275	211	147	6	1	202	94	296	0.004	41.2	sp|Q4QL70|PURR_HAEI8 HTH-type transcriptional repressor PurR OS=Haemophilus influenzae (strain 86-028NP) OX=281310 GN=purR PE=3 SV=1	Reference
00000364|gene_cluster_GC_00003265|genome_name_Reference|gene_callers_id_1127	sp|A5UIZ0|PURR_HAEIG	22.275	211	147	6	1	202	94	296	0.004	41.2	sp|A5UIZ0|PURR_HAEIG HTH-type transcriptional repressor PurR OS=Haemophilus influenzae (strain PittGG) OX=374931 GN=purR PE=3 SV=1	Reference
00000390|gene_cluster_GC_00003611|genome_name_Reference|gene_callers_id_427	sp|O53079|CILA_LEUMC	75.391	512	126	0	1	512	1	512	0.0	776.0	sp|O53079|CILA_LEUMC Citrate lyase alpha chain OS=Leuconostoc mesenteroides subsp. cremoris OX=33965 GN=citF PE=3 SV=1	Reference
00000390|gene_cluster_GC_00003611|genome_name_Reference|gene_callers_id_427	sp|P44459|CILA_HAEIN	57.082	473	199	4	42	512	30	500	1.23e-180	519.0	sp|P44459|CILA_HAEIN Citrate lyase alpha chain OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=citF PE=3 SV=1	Reference
00000390|gene_cluster_GC_00003611|genome_name_Reference|gene_callers_id_427	sp|P45413|CILA_KLEPN	55.342	468	205	4	47	512	41	506	1.5399999999999999e-174	504.0	sp|P45413|CILA_KLEPN Citrate lyase alpha chain OS=Klebsiella pneumoniae OX=573 GN=citF PE=1 SV=1	Reference
00000390|gene_cluster_GC_00003611|genome_name_Reference|gene_callers_id_427	sp|P75726|CILA_ECOLI	54.468	470	210	4	45	512	43	510	3.27e-174	503.0	sp|P75726|CILA_ECOLI Citrate lyase alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=citF PE=2 SV=1	Reference
00000408|gene_cluster_GC_00004141|genome_name_Reference|gene_callers_id_1207	sp|P39140|DEOR_BACSU	33.445	299	199	0	5	303	13	311	1.7799999999999998e-54	182.0	sp|P39140|DEOR_BACSU Deoxyribonucleoside regulator OS=Bacillus subtilis (strain 168) OX=224308 GN=deoR PE=1 SV=1	Reference
00000408|gene_cluster_GC_00004141|genome_name_Reference|gene_callers_id_1207	sp|A7ZLX0|LSRR_ECO24	23.548	310	216	9	3	304	21	317	8.899999999999999e-23	99.4	sp|A7ZLX0|LSRR_ECO24 Transcriptional regulator LsrR OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=lsrR PE=3 SV=1	Reference
00000408|gene_cluster_GC_00004141|genome_name_Reference|gene_callers_id_1207	sp|B1IRU8|LSRR_ECOLC	23.548	310	216	9	3	304	21	317	1.88e-22	98.2	sp|B1IRU8|LSRR_ECOLC Transcriptional regulator LsrR OS=Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks) OX=481805 GN=lsrR PE=3 SV=1	Reference
00000408|gene_cluster_GC_00004141|genome_name_Reference|gene_callers_id_1207	sp|A8A065|LSRR_ECOHS	23.548	310	216	9	3	304	21	317	1.88e-22	98.2	sp|A8A065|LSRR_ECOHS Transcriptional regulator LsrR OS=Escherichia coli O9:H4 (strain HS) OX=331112 GN=lsrR PE=3 SV=1	Reference
00000408|gene_cluster_GC_00004141|genome_name_Reference|gene_callers_id_1207	sp|Q8XAY6|LSRR_ECO57	23.548	310	216	9	3	304	21	317	1.88e-22	98.2	sp|Q8XAY6|LSRR_ECO57 Transcriptional regulator LsrR OS=Escherichia coli O157:H7 OX=83334 GN=lsrR PE=3 SV=1	Reference
00000416|gene_cluster_GC_00003890|genome_name_Reference|gene_callers_id_1681	sp|Q92CV0|TARI_LISIN	55.882	238	100	3	1	238	1	233	1.75e-90	269.0	sp|Q92CV0|TARI_LISIN Ribitol-5-phosphate cytidylyltransferase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=tarI PE=3 SV=1	Reference
00000416|gene_cluster_GC_00003890|genome_name_Reference|gene_callers_id_1681	sp|Q720Y7|TARI_LISMF	54.622	238	103	3	1	238	1	233	3.18e-88	263.0	sp|Q720Y7|TARI_LISMF Ribitol-5-phosphate cytidylyltransferase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=tarI PE=1 SV=1	Reference
00000416|gene_cluster_GC_00003890|genome_name_Reference|gene_callers_id_1681	sp|Q8RKI9|TARI_BACSH	52.101	238	110	3	1	238	1	234	3.5000000000000003e-85	256.0	sp|Q8RKI9|TARI_BACSH Ribitol-5-phosphate cytidylyltransferase OS=Bacillus spizizenii (strain ATCC 23059 / NRRL B-14472 / W23) OX=655816 GN=tarI PE=1 SV=1	Reference
00000416|gene_cluster_GC_00003890|genome_name_Reference|gene_callers_id_1681	sp|Q8Y832|TARI_LISMO	52.101	238	109	3	1	238	1	233	2.03e-84	254.0	sp|Q8Y832|TARI_LISMO Ribitol-5-phosphate cytidylyltransferase OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=tarI PE=3 SV=1	Reference
00000416|gene_cluster_GC_00003890|genome_name_Reference|gene_callers_id_1681	sp|Q88W46|TARI_LACPL	50.0	238	113	3	1	238	1	232	1.39e-82	249.0	sp|Q88W46|TARI_LACPL Ribitol-5-phosphate cytidylyltransferase OS=Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=tarI PE=3 SV=1	Reference
00000425|gene_cluster_GC_00003740|genome_name_Reference|gene_callers_id_2033	sp|P72759|CCML_SYNY3	41.573	89	49	2	1	89	1	86	3.94e-12	60.1	sp|P72759|CCML_SYNY3 Carboxysome shell vertex protein CcmL OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=ccmL PE=1 SV=1	Reference
00000425|gene_cluster_GC_00003740|genome_name_Reference|gene_callers_id_2033	sp|P0DUM1|GRPN_RHOR1	41.111	90	48	2	1	89	1	86	4.01e-12	59.7	sp|P0DUM1|GRPN_RHOR1 Bacterial microcompartment shell vertex protein GrpN OS=Rhodospirillum rubrum (strain F11) OX=1036743 GN=grpN PE=1 SV=1	Reference
00000425|gene_cluster_GC_00003740|genome_name_Reference|gene_callers_id_2033	sp|Q03512|CCML_SYNE7	43.82	89	47	2	1	89	1	86	6e-12	59.3	sp|Q03512|CCML_SYNE7 Carboxysome shell vertex protein CcmL OS=Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) OX=1140 GN=ccmL PE=1 SV=1	Reference
00000425|gene_cluster_GC_00003740|genome_name_Reference|gene_callers_id_2033	sp|Q7NIT8|CCML_GLOVI	44.086	93	47	3	1	91	1	90	6.85e-12	59.3	sp|Q7NIT8|CCML_GLOVI Carboxysome shell vertex protein CcmL OS=Gloeobacter violaceus (strain ATCC 29082 / PCC 7421) OX=251221 GN=ccmL PE=1 SV=1	Reference
00000425|gene_cluster_GC_00003740|genome_name_Reference|gene_callers_id_2033	sp|Q8YYI2|CCML_NOSS1	39.773	88	51	1	1	88	1	86	1.07e-11	58.9	sp|Q8YYI2|CCML_NOSS1 Carboxysome shell vertex protein CcmL OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=ccmL PE=1 SV=1	Reference
00000446|gene_cluster_GC_00003948|genome_name_Reference|gene_callers_id_2039	sp|D0LID5|BMCH_HALO1	47.368	76	40	0	4	79	3	78	6.45e-13	65.1	sp|D0LID5|BMCH_HALO1 Bacterial microcompartment protein homohexamer OS=Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2) OX=502025 GN=Hoch_5815 PE=1 SV=1	Reference
00000446|gene_cluster_GC_00003948|genome_name_Reference|gene_callers_id_2039	sp|P45690|CSOSB_HALNC	42.857	91	50	2	5	94	8	97	7.2e-12	62.8	sp|P45690|CSOSB_HALNC Carboxysome shell protein CsoS1B OS=Halothiobacillus neapolitanus (strain ATCC 23641 / DSM 15147 / CIP 104769 / NCIMB 8539 / c2) OX=555778 GN=csoS1B PE=1 SV=3	Reference
00000446|gene_cluster_GC_00003948|genome_name_Reference|gene_callers_id_2039	sp|P45688|CSOSC_HALNC	42.697	89	49	2	5	91	8	96	9.91e-12	62.0	sp|P45688|CSOSC_HALNC Carboxysome shell protein CsoS1C OS=Halothiobacillus neapolitanus (strain ATCC 23641 / DSM 15147 / CIP 104769 / NCIMB 8539 / c2) OX=555778 GN=csoS1C PE=1 SV=1	Reference
00000446|gene_cluster_GC_00003948|genome_name_Reference|gene_callers_id_2039	sp|P45689|CSOSA_HALNC	42.697	89	49	2	5	91	8	96	1e-11	62.0	sp|P45689|CSOSA_HALNC Major carboxysome shell protein CsoS1A OS=Halothiobacillus neapolitanus (strain ATCC 23641 / DSM 15147 / CIP 104769 / NCIMB 8539 / c2) OX=555778 GN=csoS1A PE=1 SV=2	Reference
