query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000165|gene_cluster_GC_00003875|genome_name_P2500_SD_IT|gene_callers_id_1482	sp|Q6N676|IHFA_RHOPA	30.097	103	70	1	17	117	11	113	9.61e-10	55.5	sp|Q6N676|IHFA_RHOPA Integration host factor subunit alpha OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=ihfA PE=3 SV=1	P2500_SD_IT
00000165|gene_cluster_GC_00003875|genome_name_P2500_SD_IT|gene_callers_id_1482	sp|Q2W4R6|IHFA_PARM1	29.885	87	61	0	15	101	9	95	1.21e-09	55.1	sp|Q2W4R6|IHFA_PARM1 Integration host factor subunit alpha OS=Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1) OX=342108 GN=ihfA PE=3 SV=1	P2500_SD_IT
00000165|gene_cluster_GC_00003875|genome_name_P2500_SD_IT|gene_callers_id_1482	sp|Q2RTS7|IHFA_RHORT	32.184	87	59	0	15	101	9	95	1.53e-09	54.7	sp|Q2RTS7|IHFA_RHORT Integration host factor subunit alpha OS=Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1) OX=269796 GN=ihfA PE=3 SV=1	P2500_SD_IT
00000165|gene_cluster_GC_00003875|genome_name_P2500_SD_IT|gene_callers_id_1482	sp|Q3SSS2|IHFA_NITWN	30.682	88	61	0	17	104	13	100	3.34e-09	53.9	sp|Q3SSS2|IHFA_NITWN Integration host factor subunit alpha OS=Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255) OX=323098 GN=ihfA PE=3 SV=1	P2500_SD_IT
00000178|gene_cluster_GC_00003872|genome_name_P2500_SD_IT|gene_callers_id_1835	sp|P45931|YQBO_BACSU	34.043	141	74	4	1385	1506	1341	1481	7.3e-07	58.2	sp|P45931|YQBO_BACSU Phage tape measure protein-like protein YqbO OS=Bacillus subtilis (strain 168) OX=224308 GN=yqbO PE=1 SV=2	P2500_SD_IT
00000178|gene_cluster_GC_00003872|genome_name_P2500_SD_IT|gene_callers_id_1835	sp|P54334|XKDO_BACSU	32.609	138	74	4	1388	1506	1092	1229	0.000109	50.8	sp|P54334|XKDO_BACSU Phage-like element PBSX protein XkdO OS=Bacillus subtilis (strain 168) OX=224308 GN=xkdO PE=4 SV=2	P2500_SD_IT
00000178|gene_cluster_GC_00003872|genome_name_P2500_SD_IT|gene_callers_id_1835	sp|Q4L980|ISAA_STAHJ	33.696	92	47	3	1391	1481	160	238	0.004	44.7	sp|Q4L980|ISAA_STAHJ Probable transglycosylase IsaA OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=isaA PE=3 SV=1	P2500_SD_IT
00000228|gene_cluster_GC_00003865|genome_name_P2500_SD_IT|gene_callers_id_1311	sp|Q9RN18|Y6513_BACAN	19.085	503	328	17	16	488	9	462	4.46e-08	60.8	sp|Q9RN18|Y6513_BACAN Uncharacterized protein pXO2-14/BXB0013/GBAA_pXO2_0013 OS=Bacillus anthracis OX=1392 GN=pXO2-14 PE=4 SV=2	P2500_SD_IT
00000237|gene_cluster_GC_00003473|genome_name_P2500_SD_IT|gene_callers_id_646	sp|P0CJ64|YOEB_SYNY3	52.381	84	40	0	2	85	1	84	2.17e-30	105.0	sp|P0CJ64|YOEB_SYNY3 Toxin YoeB OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=yoeB PE=3 SV=1	P2500_SD_IT
00000237|gene_cluster_GC_00003473|genome_name_P2500_SD_IT|gene_callers_id_646	sp|Q9Z4V8|YOEB_STRCO	46.429	84	45	0	2	85	1	84	5.79e-26	94.4	sp|Q9Z4V8|YOEB_STRCO Toxin YoeB OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=yoeB PE=3 SV=1	P2500_SD_IT
00000237|gene_cluster_GC_00003473|genome_name_P2500_SD_IT|gene_callers_id_646	sp|P64529|YOEB_MYCBO	48.75	80	41	0	6	85	6	85	9.22e-26	94.0	sp|P64529|YOEB_MYCBO Toxin YoeB OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=yoeB PE=3 SV=1	P2500_SD_IT
00000237|gene_cluster_GC_00003473|genome_name_P2500_SD_IT|gene_callers_id_646	sp|P9WF09|RELK_MYCTU	48.75	80	41	0	6	85	6	85	9.22e-26	94.0	sp|P9WF09|RELK_MYCTU Toxin RelK OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=relK PE=1 SV=1	P2500_SD_IT
00000237|gene_cluster_GC_00003473|genome_name_P2500_SD_IT|gene_callers_id_646	sp|P9WF08|RELK_MYCTO	48.75	80	41	0	6	85	6	85	9.22e-26	94.0	sp|P9WF08|RELK_MYCTO Toxin RelK OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=relK PE=3 SV=1	P2500_SD_IT
00000254|gene_cluster_GC_00003519|genome_name_P2500_SD_IT|gene_callers_id_1315	sp|Q6F059|Y6508_BACAN	30.229	655	422	14	4	641	7	643	1.09e-96	313.0	sp|Q6F059|Y6508_BACAN Uncharacterized protein pXO2-09/BXB0008/GBAA_pXO2_0008 OS=Bacillus anthracis OX=1392 GN=pXO2-09 PE=4 SV=1	P2500_SD_IT
00000285|gene_cluster_GC_00003988|genome_name_P2500_SD_IT|gene_callers_id_2525	sp|Q06715|ADPR_LACLL	53.086	81	37	1	8	88	32	111	9.02e-20	85.1	sp|Q06715|ADPR_LACLL ATP-dependent protease OS=Lactococcus lactis subsp. lactis OX=1360 PE=4 SV=1	P2500_SD_IT
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q9RN17|Y6514_BACAN	37.037	162	100	2	685	846	1	160	1.06e-24	108.0	sp|Q9RN17|Y6514_BACAN Uncharacterized protein pXO2-15/BXB0014/GBAA_pXO2_0014 OS=Bacillus anthracis OX=1392 GN=pXO2-15 PE=4 SV=2	P2500_SD_IT
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q00184|TRAG5_ECOLX	33.987	153	85	8	200	348	159	299	3.51e-05	51.6	sp|Q00184|TRAG5_ECOLX Conjugal transfer protein TraG OS=Escherichia coli OX=562 GN=traG PE=3 SV=1	P2500_SD_IT
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q00184|TRAG5_ECOLX	25.137	183	123	7	606	776	389	569	0.000179	49.3	sp|Q00184|TRAG5_ECOLX Conjugal transfer protein TraG OS=Escherichia coli OX=562 GN=traG PE=3 SV=1	P2500_SD_IT
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q00185|TRAG4_ECOLX	25.683	183	122	7	606	776	388	568	5.56e-05	50.8	sp|Q00185|TRAG4_ECOLX Conjugal transfer protein TraG OS=Escherichia coli OX=562 GN=traG PE=1 SV=1	P2500_SD_IT
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q00185|TRAG4_ECOLX	36.22	127	67	7	225	348	183	298	0.002	46.2	sp|Q00185|TRAG4_ECOLX Conjugal transfer protein TraG OS=Escherichia coli OX=562 GN=traG PE=1 SV=1	P2500_SD_IT
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q6FYV9|VIRD4_BARQU	26.57	207	128	7	608	806	425	615	0.006	44.3	sp|Q6FYV9|VIRD4_BARQU Type IV secretion system-coupling protein VirD4 OS=Bartonella quintana (strain Toulouse) OX=283165 GN=virD4 PE=3 SV=1	P2500_SD_IT
00000333|gene_cluster_GC_00003546|genome_name_P2500_SD_IT|gene_callers_id_1481	sp|P9WJA7|HIGA1_MYCTU	38.571	70	39	2	145	213	34	100	2.82e-06	48.9	sp|P9WJA7|HIGA1_MYCTU Antitoxin HigA1 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=higA1 PE=1 SV=1	P2500_SD_IT
00000333|gene_cluster_GC_00003546|genome_name_P2500_SD_IT|gene_callers_id_1481	sp|P9WJA6|HIGA1_MYCTO	38.571	70	39	2	145	213	34	100	2.82e-06	48.9	sp|P9WJA6|HIGA1_MYCTO Antitoxin HigA1 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=higA1 PE=3 SV=1	P2500_SD_IT
00000361|gene_cluster_GC_00003083|genome_name_P2500_SD_IT|gene_callers_id_1479	sp|P17492|REPA_NEIGO	27.801	241	144	6	26	263	7	220	6.39e-15	78.6	sp|P17492|REPA_NEIGO Replication protein OS=Neisseria gonorrhoeae OX=485 PE=3 SV=1	P2500_SD_IT
00000361|gene_cluster_GC_00003083|genome_name_P2500_SD_IT|gene_callers_id_1479	sp|P22308|REPY_ECOLX	24.291	247	155	8	21	260	1	222	5.61e-11	66.6	sp|P22308|REPY_ECOLX Replication initiation protein OS=Escherichia coli OX=562 GN=repA PE=3 SV=1	P2500_SD_IT
00000361|gene_cluster_GC_00003083|genome_name_P2500_SD_IT|gene_callers_id_1479	sp|P62539|REPE2_SALTI	28.571	133	68	2	132	258	129	240	1.14e-07	55.8	sp|P62539|REPE2_SALTI Replication initiation protein OS=Salmonella typhi OX=90370 GN=repE PE=3 SV=1	P2500_SD_IT
00000361|gene_cluster_GC_00003083|genome_name_P2500_SD_IT|gene_callers_id_1479	sp|P62538|REPE2_ECOLX	28.571	133	68	2	132	258	129	240	1.14e-07	55.8	sp|P62538|REPE2_ECOLX Replication initiation protein OS=Escherichia coli OX=562 GN=repE PE=3 SV=1	P2500_SD_IT
00000361|gene_cluster_GC_00003083|genome_name_P2500_SD_IT|gene_callers_id_1479	sp|P03856|REPE1_ECOLI	22.49	249	173	4	15	258	7	240	1.22e-07	55.8	sp|P03856|REPE1_ECOLI Replication initiation protein OS=Escherichia coli (strain K12) OX=83333 GN=repE PE=1 SV=1	P2500_SD_IT
00000362|gene_cluster_GC_00003083|genome_name_P2500_SD_IT|gene_callers_id_1480	sp|P17492|REPA_NEIGO	25.207	242	149	6	26	263	7	220	1.83e-12	71.2	sp|P17492|REPA_NEIGO Replication protein OS=Neisseria gonorrhoeae OX=485 PE=3 SV=1	P2500_SD_IT
00000362|gene_cluster_GC_00003083|genome_name_P2500_SD_IT|gene_callers_id_1480	sp|P22308|REPY_ECOLX	22.267	247	160	8	21	260	1	222	2.4e-08	58.5	sp|P22308|REPY_ECOLX Replication initiation protein OS=Escherichia coli OX=562 GN=repA PE=3 SV=1	P2500_SD_IT
00000362|gene_cluster_GC_00003083|genome_name_P2500_SD_IT|gene_callers_id_1480	sp|P03856|REPE1_ECOLI	28.346	127	76	2	132	258	129	240	3.09e-08	57.8	sp|P03856|REPE1_ECOLI Replication initiation protein OS=Escherichia coli (strain K12) OX=83333 GN=repE PE=1 SV=1	P2500_SD_IT
00000362|gene_cluster_GC_00003083|genome_name_P2500_SD_IT|gene_callers_id_1480	sp|P62539|REPE2_SALTI	28.346	127	76	2	132	258	129	240	1.9e-07	55.5	sp|P62539|REPE2_SALTI Replication initiation protein OS=Salmonella typhi OX=90370 GN=repE PE=3 SV=1	P2500_SD_IT
00000362|gene_cluster_GC_00003083|genome_name_P2500_SD_IT|gene_callers_id_1480	sp|P62538|REPE2_ECOLX	28.346	127	76	2	132	258	129	240	1.9e-07	55.5	sp|P62538|REPE2_ECOLX Replication initiation protein OS=Escherichia coli OX=562 GN=repE PE=3 SV=1	P2500_SD_IT
00000458|gene_cluster_GC_00003547|genome_name_P2500_SD_IT|gene_callers_id_1836	sp|Q8CMN2|SLE1_STAES	47.917	48	25	0	371	418	144	191	0.000495	45.4	sp|Q8CMN2|SLE1_STAES N-acetylmuramoyl-L-alanine amidase sle1 OS=Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200) OX=176280 GN=sle1 PE=3 SV=1	P2500_SD_IT
00000458|gene_cluster_GC_00003547|genome_name_P2500_SD_IT|gene_callers_id_1836	sp|Q8CMN2|SLE1_STAES	41.071	56	33	0	362	417	72	127	0.004	42.7	sp|Q8CMN2|SLE1_STAES N-acetylmuramoyl-L-alanine amidase sle1 OS=Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200) OX=176280 GN=sle1 PE=3 SV=1	P2500_SD_IT
00000458|gene_cluster_GC_00003547|genome_name_P2500_SD_IT|gene_callers_id_1836	sp|Q5HRU2|SLE1_STAEQ	47.917	48	25	0	371	418	144	191	0.000495	45.4	sp|Q5HRU2|SLE1_STAEQ N-acetylmuramoyl-L-alanine amidase sle1 OS=Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A) OX=176279 GN=sle1 PE=3 SV=1	P2500_SD_IT
00000458|gene_cluster_GC_00003547|genome_name_P2500_SD_IT|gene_callers_id_1836	sp|Q5HRU2|SLE1_STAEQ	41.071	56	33	0	362	417	72	127	0.004	42.7	sp|Q5HRU2|SLE1_STAEQ N-acetylmuramoyl-L-alanine amidase sle1 OS=Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A) OX=176279 GN=sle1 PE=3 SV=1	P2500_SD_IT
00000458|gene_cluster_GC_00003547|genome_name_P2500_SD_IT|gene_callers_id_1836	sp|Q01837|P60_LISIV	50.0	44	22	0	374	417	28	71	0.004	43.1	sp|Q01837|P60_LISIV Probable endopeptidase p60 OS=Listeria ivanovii OX=1638 GN=iap PE=3 SV=1	P2500_SD_IT
00000458|gene_cluster_GC_00003547|genome_name_P2500_SD_IT|gene_callers_id_1836	sp|Q01839|P60_LISWE	47.727	44	23	0	374	417	28	71	0.005	42.7	sp|Q01839|P60_LISWE Probable endopeptidase p60 OS=Listeria welshimeri OX=1643 GN=iap PE=3 SV=1	P2500_SD_IT
00000468|gene_cluster_GC_00004088|genome_name_P2500_SD_IT|gene_callers_id_2458	sp|Q03036|IRC4_YEAST	52.976	168	79	0	1	168	1	168	4.33e-59	184.0	sp|Q03036|IRC4_YEAST Uncharacterized protein IRC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IRC4 PE=1 SV=1	P2500_SD_IT
00000502|gene_cluster_GC_00004122|genome_name_P2500_SD_IT|gene_callers_id_859	sp|O27346|Y1285_METTH	34.545	110	67	1	7	116	17	121	6.33e-19	79.3	sp|O27346|Y1285_METTH Uncharacterized HTH-type transcriptional regulator MTH_1285 OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) OX=187420 GN=MTH_1285 PE=4 SV=1	P2500_SD_IT
00000502|gene_cluster_GC_00004122|genome_name_P2500_SD_IT|gene_callers_id_859	sp|P96673|YDEP_BACSU	37.719	114	66	1	7	120	9	117	1.68e-18	78.2	sp|P96673|YDEP_BACSU Uncharacterized HTH-type transcriptional regulator YdeP OS=Bacillus subtilis (strain 168) OX=224308 GN=ydeP PE=4 SV=2	P2500_SD_IT
00000502|gene_cluster_GC_00004122|genome_name_P2500_SD_IT|gene_callers_id_859	sp|P37486|YYBR_BACSU	39.175	97	59	0	23	119	16	112	2.45e-18	77.8	sp|P37486|YYBR_BACSU Uncharacterized HTH-type transcriptional regulator YybR OS=Bacillus subtilis (strain 168) OX=224308 GN=yybR PE=1 SV=1	P2500_SD_IT
00000502|gene_cluster_GC_00004122|genome_name_P2500_SD_IT|gene_callers_id_859	sp|Q9Z9W1|Y655_HALH5	39.773	88	52	1	25	111	20	107	1.38e-17	75.5	sp|Q9Z9W1|Y655_HALH5 Uncharacterized HTH-type transcriptional regulator BH0655 OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=BH0655 PE=4 SV=1	P2500_SD_IT
00000502|gene_cluster_GC_00004122|genome_name_P2500_SD_IT|gene_callers_id_859	sp|P42406|HXLR_BACSU	41.176	102	56	2	26	126	16	114	1.56e-17	75.5	sp|P42406|HXLR_BACSU HTH-type transcriptional activator HxlR OS=Bacillus subtilis (strain 168) OX=224308 GN=hxlR PE=1 SV=3	P2500_SD_IT
00000512|gene_cluster_GC_00004136|genome_name_P2500_SD_IT|gene_callers_id_2335	sp|Q9CHL8|LMRA_LACLA	37.425	497	292	3	80	567	100	586	2.52e-111	347.0	sp|Q9CHL8|LMRA_LACLA Multidrug resistance ABC transporter ATP-binding and permease protein OS=Lactococcus lactis subsp. lactis (strain IL1403) OX=272623 GN=lmrA PE=1 SV=2	P2500_SD_IT
00000512|gene_cluster_GC_00004136|genome_name_P2500_SD_IT|gene_callers_id_2335	sp|O06967|BMRA_BACSU	35.326	552	352	3	17	567	31	578	3.14e-111	347.0	sp|O06967|BMRA_BACSU Multidrug resistance ABC transporter ATP-binding/permease protein BmrA OS=Bacillus subtilis (strain 168) OX=224308 GN=bmrA PE=1 SV=1	P2500_SD_IT
00000512|gene_cluster_GC_00004136|genome_name_P2500_SD_IT|gene_callers_id_2335	sp|P97046|LMRA_LACLM	37.425	497	292	3	80	567	100	586	3.9100000000000003e-109	342.0	sp|P97046|LMRA_LACLM Multidrug resistance ABC transporter ATP-binding and permease protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) OX=416870 GN=lmrA PE=3 SV=3	P2500_SD_IT
00000512|gene_cluster_GC_00004136|genome_name_P2500_SD_IT|gene_callers_id_2335	sp|Q6AJW3|MSBA_DESPS	33.73	504	322	5	53	554	67	560	5.94e-84	275.0	sp|Q6AJW3|MSBA_DESPS ATP-dependent lipid A-core flippase OS=Desulfotalea psychrophila (strain LSv54 / DSM 12343) OX=177439 GN=msbA PE=3 SV=1	P2500_SD_IT
00000512|gene_cluster_GC_00004136|genome_name_P2500_SD_IT|gene_callers_id_2335	sp|P63359|MSBA_SALTY	33.333	510	334	4	61	567	74	580	1.61e-83	275.0	sp|P63359|MSBA_SALTY ATP-dependent lipid A-core flippase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=msbA PE=1 SV=1	P2500_SD_IT
00000548|gene_cluster_GC_00004112|genome_name_P2500_SD_IT|gene_callers_id_2624	sp|P37249|PEDC_PEDAC	36.585	41	25	1	11	51	74	113	0.004	36.6	sp|P37249|PEDC_PEDAC Pediocin PA-1 biosynthesis protein PedC OS=Pediococcus acidilactici OX=1254 GN=pedC PE=4 SV=1	P2500_SD_IT
