query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000386|gene_cluster_GC_00003423|genome_name_P2796_Unknown_BE|gene_callers_id_2530	sp|Q6TYB1|ICAB_STAEP	26.054	261	169	8	43	292	35	282	1.52e-20	92.4	sp|Q6TYB1|ICAB_STAEP Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase OS=Staphylococcus epidermidis OX=1282 GN=icaB PE=1 SV=2	P2796_Unknown_BE
00000386|gene_cluster_GC_00003423|genome_name_P2796_Unknown_BE|gene_callers_id_2530	sp|Q7A349|ICAB_STAAN	24.903	257	179	7	42	292	35	283	2.07e-20	92.0	sp|Q7A349|ICAB_STAAN Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase OS=Staphylococcus aureus (strain N315) OX=158879 GN=icaB PE=3 SV=1	P2796_Unknown_BE
00000386|gene_cluster_GC_00003423|genome_name_P2796_Unknown_BE|gene_callers_id_2530	sp|Q99QX2|ICAB_STAAM	24.903	257	179	7	42	292	35	283	2.07e-20	92.0	sp|Q99QX2|ICAB_STAAM Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=icaB PE=3 SV=1	P2796_Unknown_BE
00000566|gene_cluster_GC_00003828|genome_name_P2796_Unknown_BE|gene_callers_id_2532	sp|Q5HKQ0|ICAA_STAEQ	35.61	410	244	9	10	405	5	408	5.39e-80	255.0	sp|Q5HKQ0|ICAA_STAEQ Poly-beta-1,6-N-acetyl-D-glucosamine synthase OS=Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A) OX=176279 GN=icaA PE=1 SV=1	P2796_Unknown_BE
00000566|gene_cluster_GC_00003828|genome_name_P2796_Unknown_BE|gene_callers_id_2532	sp|Q8GLC5|ICAA_STAEP	34.634	410	248	8	10	405	5	408	5.87e-80	254.0	sp|Q8GLC5|ICAA_STAEP Poly-beta-1,6-N-acetyl-D-glucosamine synthase OS=Staphylococcus epidermidis OX=1282 GN=icaA PE=3 SV=1	P2796_Unknown_BE
00000566|gene_cluster_GC_00003828|genome_name_P2796_Unknown_BE|gene_callers_id_2532	sp|P75905|PGAC_ECOLI	35.476	420	245	8	5	406	27	438	1.2800000000000001e-79	255.0	sp|P75905|PGAC_ECOLI Poly-beta-1,6-N-acetyl-D-glucosamine synthase OS=Escherichia coli (strain K12) OX=83333 GN=pgaC PE=1 SV=1	P2796_Unknown_BE
00000566|gene_cluster_GC_00003828|genome_name_P2796_Unknown_BE|gene_callers_id_2532	sp|Q8XAR5|PGAC_ECO57	35.476	420	245	8	5	406	27	438	1.9100000000000003e-79	254.0	sp|Q8XAR5|PGAC_ECO57 Poly-beta-1,6-N-acetyl-D-glucosamine synthase OS=Escherichia coli O157:H7 OX=83334 GN=pgaC PE=3 SV=1	P2796_Unknown_BE
00000566|gene_cluster_GC_00003828|genome_name_P2796_Unknown_BE|gene_callers_id_2532	sp|Q6GDD8|ICAA_STAAR	34.45	418	238	12	10	405	5	408	6.07e-76	244.0	sp|Q6GDD8|ICAA_STAAR Poly-beta-1,6-N-acetyl-D-glucosamine synthase OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=icaA PE=3 SV=1	P2796_Unknown_BE
00000567|gene_cluster_GC_00003644|genome_name_P2796_Unknown_BE|gene_callers_id_2045	sp|P10484|T1M1_ECOLX	33.231	325	205	6	131	447	188	508	4.16e-44	165.0	sp|P10484|T1M1_ECOLX Type I restriction enzyme EcoR124I/EcoR124II methylase subunit OS=Escherichia coli OX=562 GN=hsdM PE=1 SV=1	P2796_Unknown_BE
00000567|gene_cluster_GC_00003644|genome_name_P2796_Unknown_BE|gene_callers_id_2045	sp|P75436|T1MD_MYCPN	33.436	326	201	8	129	441	196	518	4.83e-44	165.0	sp|P75436|T1MD_MYCPN Type I restriction enzyme MpnII methylase subunit OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) OX=272634 GN=MPN_342 PE=1 SV=1	P2796_Unknown_BE
00000567|gene_cluster_GC_00003644|genome_name_P2796_Unknown_BE|gene_callers_id_2045	sp|Q47163|T1MP_ECOLX	32.923	325	206	6	131	447	188	508	2.5500000000000002e-43	162.0	sp|Q47163|T1MP_ECOLX Type I restriction enzyme EcoprrI methylase subunit OS=Escherichia coli OX=562 GN=hsdM PE=3 SV=1	P2796_Unknown_BE
00000567|gene_cluster_GC_00003644|genome_name_P2796_Unknown_BE|gene_callers_id_2045	sp|Q57596|T1M1_METJA	27.083	384	237	11	66	417	161	533	4.1e-25	111.0	sp|Q57596|T1M1_METJA Type I restriction enzyme MjaVII methylase subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0132 PE=3 SV=2	P2796_Unknown_BE
00000567|gene_cluster_GC_00003644|genome_name_P2796_Unknown_BE|gene_callers_id_2045	sp|Q57168|T1MH_HAEIN	28.99	307	185	12	131	419	107	398	1.73e-22	102.0	sp|Q57168|T1MH_HAEIN Type I restriction enzyme HindI methylase subunit OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=hsdM PE=1 SV=1	P2796_Unknown_BE
00000661|gene_cluster_GC_00003971|genome_name_P2796_Unknown_BE|gene_callers_id_2329	sp|Q9ZDI9|Y339_RICPR	26.36	239	152	12	5	229	3	231	5.24e-14	74.7	sp|Q9ZDI9|Y339_RICPR Uncharacterized glycosyltransferase RP339 OS=Rickettsia prowazekii (strain Madrid E) OX=272947 GN=RP339 PE=3 SV=1	P2796_Unknown_BE
00000661|gene_cluster_GC_00003971|genome_name_P2796_Unknown_BE|gene_callers_id_2329	sp|A0A0H2UR96|GLYG_STRPN	33.333	117	75	2	12	125	5	121	6.17e-13	71.6	sp|A0A0H2UR96|GLYG_STRPN Glycosyltransferase GlyG OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glyG PE=1 SV=1	P2796_Unknown_BE
00000661|gene_cluster_GC_00003971|genome_name_P2796_Unknown_BE|gene_callers_id_2329	sp|Q68X33|Y329_RICTY	25.847	236	147	9	10	229	8	231	9.46e-13	71.2	sp|Q68X33|Y329_RICTY Uncharacterized glycosyltransferase RT0329 OS=Rickettsia typhi (strain ATCC VR-144 / Wilmington) OX=257363 GN=RT0329 PE=3 SV=1	P2796_Unknown_BE
00000661|gene_cluster_GC_00003971|genome_name_P2796_Unknown_BE|gene_callers_id_2329	sp|Q8L0V4|CHS_ECOLX	27.197	239	158	8	2	233	423	652	4.42e-12	70.1	sp|Q8L0V4|CHS_ECOLX Chondroitin synthase OS=Escherichia coli OX=562 GN=kfoC PE=1 SV=1	P2796_Unknown_BE
00000661|gene_cluster_GC_00003971|genome_name_P2796_Unknown_BE|gene_callers_id_2329	sp|Q8L0V4|CHS_ECOLX	28.037	107	73	2	12	114	152	258	0.000582	45.1	sp|Q8L0V4|CHS_ECOLX Chondroitin synthase OS=Escherichia coli OX=562 GN=kfoC PE=1 SV=1	P2796_Unknown_BE
00000661|gene_cluster_GC_00003971|genome_name_P2796_Unknown_BE|gene_callers_id_2329	sp|Q4UM29|Y543_RICFE	32.911	158	93	6	10	156	14	169	6.94e-12	69.7	sp|Q4UM29|Y543_RICFE Uncharacterized glycosyltransferase RF_0543 OS=Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) OX=315456 GN=RF_0543 PE=3 SV=1	P2796_Unknown_BE
00000661|gene_cluster_GC_00003971|genome_name_P2796_Unknown_BE|gene_callers_id_2329	sp|Q4UM29|Y543_RICFE	27.225	191	130	4	11	196	294	480	1.1e-09	62.8	sp|Q4UM29|Y543_RICFE Uncharacterized glycosyltransferase RF_0543 OS=Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) OX=315456 GN=RF_0543 PE=3 SV=1	P2796_Unknown_BE
00000723|gene_cluster_GC_00003997|genome_name_P2796_Unknown_BE|gene_callers_id_2042	sp|O05052|T1RH_HAEIN	39.352	1080	574	26	9	1040	3	1049	0.0	709.0	sp|O05052|T1RH_HAEIN Type I restriction enzyme HindI endonuclease subunit OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=hsdR PE=3 SV=1	P2796_Unknown_BE
00000723|gene_cluster_GC_00003997|genome_name_P2796_Unknown_BE|gene_callers_id_2042	sp|Q60295|T1RH_METJA	33.013	1039	611	21	13	1019	33	1018	2.5e-174	540.0	sp|Q60295|T1RH_METJA Putative type I restriction enzyme MjaIXP endonuclease subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJECL40 PE=3 SV=1	P2796_Unknown_BE
00000723|gene_cluster_GC_00003997|genome_name_P2796_Unknown_BE|gene_callers_id_2042	sp|Q58611|T1R2_METJA	26.719	640	397	24	120	718	103	711	3.24e-44	177.0	sp|Q58611|T1R2_METJA Putative type I restriction enzyme MjaVIIIP endonuclease subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1214 PE=3 SV=2	P2796_Unknown_BE
00000723|gene_cluster_GC_00003997|genome_name_P2796_Unknown_BE|gene_callers_id_2042	sp|Q8NYL9|HSDR_STAAW	25.735	680	369	26	97	711	59	667	8.399999999999999e-38	157.0	sp|Q8NYL9|HSDR_STAAW Type I restriction enzyme SauMW2ORF169P endonuclease subunit OS=Staphylococcus aureus (strain MW2) OX=196620 GN=hsdR PE=3 SV=1	P2796_Unknown_BE
00000723|gene_cluster_GC_00003997|genome_name_P2796_Unknown_BE|gene_callers_id_2042	sp|Q6GCT1|HSDR_STAAS	25.735	680	369	26	97	711	59	667	8.399999999999999e-38	157.0	sp|Q6GCT1|HSDR_STAAS Type I restriction enzyme SauMSSORF170P endonuclease subunit OS=Staphylococcus aureus (strain MSSA476) OX=282459 GN=hsdR PE=3 SV=1	P2796_Unknown_BE
00000748|gene_cluster_GC_00003968|genome_name_P2796_Unknown_BE|gene_callers_id_2443	sp|P45862|YWJB_BACSU	35.838	173	103	6	3	170	4	173	5.83e-24	95.1	sp|P45862|YWJB_BACSU Uncharacterized protein YwjB OS=Bacillus subtilis (strain 168) OX=224308 GN=ywjB PE=4 SV=1	P2796_Unknown_BE
00000748|gene_cluster_GC_00003968|genome_name_P2796_Unknown_BE|gene_callers_id_2443	sp|P37508|YYAP_BACSU	27.95	161	99	4	9	156	15	171	4.39e-13	67.0	sp|P37508|YYAP_BACSU Uncharacterized protein YyaP OS=Bacillus subtilis (strain 168) OX=224308 GN=yyaP PE=1 SV=1	P2796_Unknown_BE
00000748|gene_cluster_GC_00003968|genome_name_P2796_Unknown_BE|gene_callers_id_2443	sp|Q60034|DYR_THEMA	24.118	170	119	4	1	169	1	161	1.94e-07	51.6	sp|Q60034|DYR_THEMA Dihydrofolate reductase OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=folA PE=1 SV=1	P2796_Unknown_BE
00000748|gene_cluster_GC_00003968|genome_name_P2796_Unknown_BE|gene_callers_id_2443	sp|P44326|RIBD_HAEIN	33.784	74	49	0	93	166	286	359	0.000498	43.1	sp|P44326|RIBD_HAEIN Riboflavin biosynthesis protein RibD OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=ribD PE=3 SV=1	P2796_Unknown_BE
00000767|gene_cluster_GC_00003768|genome_name_P2796_Unknown_BE|gene_callers_id_2444	sp|Q58439|CORA_METJA	25.641	156	105	4	165	315	167	316	4.65e-06	51.2	sp|Q58439|CORA_METJA Cobalt/magnesium transport protein CorA OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=corA PE=1 SV=1	P2796_Unknown_BE
00000767|gene_cluster_GC_00003768|genome_name_P2796_Unknown_BE|gene_callers_id_2444	sp|O31543|YFJQ_BACSU	28.571	168	98	6	154	308	151	309	5.53e-05	47.8	sp|O31543|YFJQ_BACSU Putative metal ion transporter YfjQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yfjQ PE=3 SV=1	P2796_Unknown_BE
00000795|gene_cluster_GC_00004024|genome_name_P2796_Unknown_BE|gene_callers_id_2292	sp|Q57803|Y357_METJA	38.571	70	39	3	52	121	71	136	7.4e-05	43.1	sp|Q57803|Y357_METJA Uncharacterized protein MJ0357 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0357 PE=4 SV=1	P2796_Unknown_BE
00000854|gene_cluster_GC_00003313|genome_name_P2796_Unknown_BE|gene_callers_id_2520	sp|Q9K5N0|SOJ_HALH5	31.915	235	150	4	16	250	2	226	6.759999999999999e-28	111.0	sp|Q9K5N0|SOJ_HALH5 Sporulation initiation inhibitor protein Soj OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=soj PE=3 SV=1	P2796_Unknown_BE
00000854|gene_cluster_GC_00003313|genome_name_P2796_Unknown_BE|gene_callers_id_2520	sp|P37522|SOJ_BACSU	31.76	233	147	4	19	250	5	226	1.41e-27	110.0	sp|P37522|SOJ_BACSU Sporulation initiation inhibitor protein Soj OS=Bacillus subtilis (strain 168) OX=224308 GN=soj PE=1 SV=1	P2796_Unknown_BE
00000854|gene_cluster_GC_00003313|genome_name_P2796_Unknown_BE|gene_callers_id_2520	sp|B8GW31|PARA_CAUVN	27.468	233	159	5	19	250	9	232	8.31e-24	100.0	sp|B8GW31|PARA_CAUVN Chromosome partitioning protein ParA OS=Caulobacter vibrioides (strain NA1000 / CB15N) OX=565050 GN=parA PE=1 SV=1	P2796_Unknown_BE
00000854|gene_cluster_GC_00003313|genome_name_P2796_Unknown_BE|gene_callers_id_2520	sp|P0CAV7|PARA_CAUVC	27.468	233	159	5	19	250	9	232	8.31e-24	100.0	sp|P0CAV7|PARA_CAUVC Chromosome partitioning protein ParA OS=Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15) OX=190650 GN=parA PE=3 SV=1	P2796_Unknown_BE
00000854|gene_cluster_GC_00003313|genome_name_P2796_Unknown_BE|gene_callers_id_2520	sp|Q72H90|SOJ_THET2	28.679	265	167	7	13	276	3	246	3.4399999999999997e-23	98.6	sp|Q72H90|SOJ_THET2 Chromosome-partitioning ATPase Soj OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=soj PE=1 SV=1	P2796_Unknown_BE
