query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000478|gene_cluster_GC_00003889|genome_name_P2933_Rye_SD_BE|gene_callers_id_2334	sp|A1VC99|DNLJ1_NITV4	34.211	76	42	1	4	79	604	671	1.34e-05	45.1	sp|A1VC99|DNLJ1_NITV4 DNA ligase 1 OS=Nitratidesulfovibrio vulgaris (strain DP4) OX=391774 GN=ligA1 PE=3 SV=1	P2933_Rye_SD_BE
00000545|gene_cluster_GC_00003722|genome_name_P2933_Rye_SD_BE|gene_callers_id_2174	sp|P71059|EPSJ_BACSU	31.982	222	139	4	5	221	5	219	3.7e-27	112.0	sp|P71059|EPSJ_BACSU Uncharacterized glycosyltransferase EpsJ OS=Bacillus subtilis (strain 168) OX=224308 GN=epsJ PE=2 SV=1	P2933_Rye_SD_BE
00000545|gene_cluster_GC_00003722|genome_name_P2933_Rye_SD_BE|gene_callers_id_2174	sp|P11290|YIBD_ECOLI	30.045	223	145	3	4	221	7	223	5.38e-25	106.0	sp|P11290|YIBD_ECOLI Uncharacterized glycosyltransferase YibD OS=Escherichia coli (strain K12) OX=83333 GN=yibD PE=3 SV=2	P2933_Rye_SD_BE
00000545|gene_cluster_GC_00003722|genome_name_P2933_Rye_SD_BE|gene_callers_id_2174	sp|P71057|EPSH_BACSU	27.459	244	168	3	5	245	6	243	1.88e-24	104.0	sp|P71057|EPSH_BACSU Putative glycosyltransferase EpsH OS=Bacillus subtilis (strain 168) OX=224308 GN=epsH PE=2 SV=1	P2933_Rye_SD_BE
00000545|gene_cluster_GC_00003722|genome_name_P2933_Rye_SD_BE|gene_callers_id_2174	sp|A0A0H2URH7|GLYAT_STRPN	30.0	250	151	4	1	238	3	240	7.32e-24	105.0	sp|A0A0H2URH7|GLYAT_STRPN Glycosyltransferase GlyA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glyA PE=3 SV=1	P2933_Rye_SD_BE
00000545|gene_cluster_GC_00003722|genome_name_P2933_Rye_SD_BE|gene_callers_id_2174	sp|A0A0H2UR96|GLYG_STRPN	29.06	234	145	7	1	223	1	224	1.16e-21	96.3	sp|A0A0H2UR96|GLYG_STRPN Glycosyltransferase GlyG OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glyG PE=1 SV=1	P2933_Rye_SD_BE
00000612|gene_cluster_GC_00003953|genome_name_P2933_Rye_SD_BE|gene_callers_id_2340	sp|O31520|YESQ_BACSU	31.086	267	181	3	16	280	31	296	1.79e-37	137.0	sp|O31520|YESQ_BACSU Probable ABC transporter permease protein YesQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yesQ PE=3 SV=1	P2933_Rye_SD_BE
00000612|gene_cluster_GC_00003953|genome_name_P2933_Rye_SD_BE|gene_callers_id_2340	sp|P94530|ARAQ_BACSU	32.09	268	177	3	16	281	17	281	5.2000000000000004e-37	135.0	sp|P94530|ARAQ_BACSU Arabinooligosaccharides transport system permease protein AraQ OS=Bacillus subtilis (strain 168) OX=224308 GN=araQ PE=1 SV=2	P2933_Rye_SD_BE
00000612|gene_cluster_GC_00003953|genome_name_P2933_Rye_SD_BE|gene_callers_id_2340	sp|Q9KEE9|ARAQ_HALH5	33.096	281	179	5	5	281	4	279	9.470000000000001e-37	134.0	sp|Q9KEE9|ARAQ_HALH5 Arabinooligosaccharides transport system permease protein AraQ OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=araQ PE=3 SV=1	P2933_Rye_SD_BE
00000612|gene_cluster_GC_00003953|genome_name_P2933_Rye_SD_BE|gene_callers_id_2340	sp|O32154|YURM_BACSU	31.599	269	174	5	15	281	40	300	1.0900000000000001e-36	135.0	sp|O32154|YURM_BACSU Probable ABC transporter permease protein YurM OS=Bacillus subtilis (strain 168) OX=224308 GN=yurM PE=3 SV=1	P2933_Rye_SD_BE
00000612|gene_cluster_GC_00003953|genome_name_P2933_Rye_SD_BE|gene_callers_id_2340	sp|P40980|YOR2_CALSR	31.408	277	182	4	7	281	5	275	1.07e-35	132.0	sp|P40980|YOR2_CALSR Putative ABC transporter permease protein ORF2 OS=Caldicellulosiruptor sp. (strain Rt8B.4) OX=28238 PE=3 SV=1	P2933_Rye_SD_BE
00000618|gene_cluster_GC_00003409|genome_name_P2933_Rye_SD_BE|gene_callers_id_2339	sp|P83970|PMA1_WHEAT	44.643	56	27	1	53	104	786	841	0.005	38.9	sp|P83970|PMA1_WHEAT Plasma membrane ATPase OS=Triticum aestivum OX=4565 GN=ha1 PE=2 SV=1	P2933_Rye_SD_BE
00000618|gene_cluster_GC_00003409|genome_name_P2933_Rye_SD_BE|gene_callers_id_2339	sp|Q7XPY2|PMA1_ORYSJ	42.857	56	28	1	53	104	786	841	0.009	38.5	sp|Q7XPY2|PMA1_ORYSJ Plasma membrane ATPase OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0656100 PE=2 SV=1	P2933_Rye_SD_BE
00000707|gene_cluster_GC_00004026|genome_name_P2933_Rye_SD_BE|gene_callers_id_2177	sp|Q4K2U1|WCWK5_STREE	39.577	331	195	4	3	332	7	333	3.6000000000000004e-85	263.0	sp|Q4K2U1|WCWK5_STREE Capsular polysaccharide phosphotransferase WcwK OS=Streptococcus pneumoniae OX=1313 GN=wcwK PE=3 SV=1	P2933_Rye_SD_BE
00000707|gene_cluster_GC_00004026|genome_name_P2933_Rye_SD_BE|gene_callers_id_2177	sp|Q4JZ13|WCWK1_STREE	40.181	331	193	4	3	332	7	333	1.25e-84	261.0	sp|Q4JZ13|WCWK1_STREE Capsular polysaccharide phosphotransferase WcwK OS=Streptococcus pneumoniae OX=1313 GN=wcwK PE=3 SV=1	P2933_Rye_SD_BE
00000707|gene_cluster_GC_00004026|genome_name_P2933_Rye_SD_BE|gene_callers_id_2177	sp|Q4K2S1|WCWK4_STREE	39.275	331	196	4	3	332	7	333	6.37e-84	259.0	sp|Q4K2S1|WCWK4_STREE Capsular polysaccharide phosphotransferase WcwK OS=Streptococcus pneumoniae OX=1313 GN=wcwK PE=3 SV=1	P2933_Rye_SD_BE
00000707|gene_cluster_GC_00004026|genome_name_P2933_Rye_SD_BE|gene_callers_id_2177	sp|Q4K0S9|WCWK3_STREE	38.554	332	194	7	3	332	5	328	8.45e-75	236.0	sp|Q4K0S9|WCWK3_STREE Capsular polysaccharide phosphotransferase WcwK OS=Streptococcus pneumoniae OX=1313 GN=wcwK PE=3 SV=1	P2933_Rye_SD_BE
00000707|gene_cluster_GC_00004026|genome_name_P2933_Rye_SD_BE|gene_callers_id_2177	sp|Q88XJ7|CPS2G_LACPL	34.743	331	207	7	3	332	14	336	2.65e-66	214.0	sp|Q88XJ7|CPS2G_LACPL Exopolysaccharide phosphotransferase cps2G OS=Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=cps2G PE=3 SV=1	P2933_Rye_SD_BE
00000808|gene_cluster_GC_00004038|genome_name_P2933_Rye_SD_BE|gene_callers_id_2173	sp|Q5QQ57|XYLT1_PANTR	20.066	304	194	12	5	282	318	598	9.45e-10	62.8	sp|Q5QQ57|XYLT1_PANTR Xylosyltransferase 1 OS=Pan troglodytes OX=9598 GN=XYLT1 PE=2 SV=1	P2933_Rye_SD_BE
00000808|gene_cluster_GC_00004038|genome_name_P2933_Rye_SD_BE|gene_callers_id_2173	sp|Q86Y38|XYLT1_HUMAN	20.066	304	194	12	5	282	332	612	9.74e-10	62.8	sp|Q86Y38|XYLT1_HUMAN Xylosyltransferase 1 OS=Homo sapiens OX=9606 GN=XYLT1 PE=1 SV=1	P2933_Rye_SD_BE
00000808|gene_cluster_GC_00004038|genome_name_P2933_Rye_SD_BE|gene_callers_id_2173	sp|Q9EPI0|XYLT2_RAT	19.737	304	194	13	3	279	235	515	1.28e-09	62.4	sp|Q9EPI0|XYLT2_RAT Xylosyltransferase 2 OS=Rattus norvegicus OX=10116 GN=Xylt2 PE=2 SV=1	P2933_Rye_SD_BE
00000808|gene_cluster_GC_00004038|genome_name_P2933_Rye_SD_BE|gene_callers_id_2173	sp|Q5QQ56|XYLT1_CANLF	20.066	304	194	12	5	282	321	601	1.93e-09	62.0	sp|Q5QQ56|XYLT1_CANLF Xylosyltransferase 1 OS=Canis lupus familiaris OX=9615 GN=XYLT1 PE=2 SV=1	P2933_Rye_SD_BE
00000808|gene_cluster_GC_00004038|genome_name_P2933_Rye_SD_BE|gene_callers_id_2173	sp|Q9EPL0|XYLT2_MOUSE	19.737	304	194	13	3	279	235	515	3.84e-09	60.8	sp|Q9EPL0|XYLT2_MOUSE Xylosyltransferase 2 OS=Mus musculus OX=10090 GN=Xylt2 PE=2 SV=3	P2933_Rye_SD_BE
00000812|gene_cluster_GC_00003600|genome_name_P2933_Rye_SD_BE|gene_callers_id_2341	sp|O32155|YURN_BACSU	29.965	287	184	7	23	300	9	287	3.07e-40	145.0	sp|O32155|YURN_BACSU Probable ABC transporter permease protein YurN OS=Bacillus subtilis (strain 168) OX=224308 GN=yurN PE=3 SV=1	P2933_Rye_SD_BE
00000812|gene_cluster_GC_00003600|genome_name_P2933_Rye_SD_BE|gene_callers_id_2341	sp|P37730|AMYD_THETU	30.717	293	194	4	11	301	2	287	2.1e-35	132.0	sp|P37730|AMYD_THETU Probable starch degradation products transport system permease protein AmyD OS=Thermoanaerobacterium thermosulfurigenes OX=33950 GN=amyD PE=3 SV=1	P2933_Rye_SD_BE
00000812|gene_cluster_GC_00003600|genome_name_P2933_Rye_SD_BE|gene_callers_id_2341	sp|O31519|YESP_BACSU	31.126	302	191	9	4	296	2	295	1.08e-32	125.0	sp|O31519|YESP_BACSU Probable ABC transporter permease protein YesP OS=Bacillus subtilis (strain 168) OX=224308 GN=yesP PE=3 SV=1	P2933_Rye_SD_BE
00000812|gene_cluster_GC_00003600|genome_name_P2933_Rye_SD_BE|gene_callers_id_2341	sp|P94529|ARAP_BACSU	30.69	290	181	7	1	277	4	286	2.9199999999999998e-30	119.0	sp|P94529|ARAP_BACSU Arabinooligosaccharides transport system permease protein AraP OS=Bacillus subtilis (strain 168) OX=224308 GN=araP PE=1 SV=1	P2933_Rye_SD_BE
00000812|gene_cluster_GC_00003600|genome_name_P2933_Rye_SD_BE|gene_callers_id_2341	sp|Q9KEF0|ARAP_HALH5	29.355	310	191	10	2	297	11	306	9.06e-29	115.0	sp|Q9KEF0|ARAP_HALH5 Arabinooligosaccharides transport system permease protein AraP OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=araP PE=3 SV=1	P2933_Rye_SD_BE
00000859|gene_cluster_GC_00003745|genome_name_P2933_Rye_SD_BE|gene_callers_id_2265	sp|P46348|MNES_BACSU	23.438	192	145	2	36	226	22	212	1.52e-11	68.2	sp|P46348|MNES_BACSU Manganese efflux system protein MneS OS=Bacillus subtilis (strain 168) OX=224308 GN=mneS PE=2 SV=2	P2933_Rye_SD_BE
00000859|gene_cluster_GC_00003745|genome_name_P2933_Rye_SD_BE|gene_callers_id_2265	sp|P96610|YDBO_BACSU	24.59	183	137	1	29	211	15	196	2.5e-11	67.4	sp|P96610|YDBO_BACSU Uncharacterized transporter YdbO OS=Bacillus subtilis (strain 168) OX=224308 GN=ydbO PE=3 SV=1	P2933_Rye_SD_BE
00000859|gene_cluster_GC_00003745|genome_name_P2933_Rye_SD_BE|gene_callers_id_2265	sp|C0SP78|MNEP_BACSU	25.49	153	111	2	35	186	20	170	4.96e-09	60.5	sp|C0SP78|MNEP_BACSU Manganese efflux system protein MneP OS=Bacillus subtilis (strain 168) OX=224308 GN=mneP PE=2 SV=1	P2933_Rye_SD_BE
00000859|gene_cluster_GC_00003745|genome_name_P2933_Rye_SD_BE|gene_callers_id_2265	sp|W6KHH6|MAMB_MAGSQ	25.434	173	124	3	35	203	21	192	7.83e-09	60.1	sp|W6KHH6|MAMB_MAGSQ Magnetosome protein MamB OS=Magnetospira sp. (strain QH-2) OX=1288970 GN=mamB PE=1 SV=1	P2933_Rye_SD_BE
00000859|gene_cluster_GC_00003745|genome_name_P2933_Rye_SD_BE|gene_callers_id_2265	sp|Q10LJ2|MTP2_ORYSJ	22.269	238	157	5	30	240	82	318	1.17e-08	60.1	sp|Q10LJ2|MTP2_ORYSJ Metal tolerance protein 2 OS=Oryza sativa subsp. japonica OX=39947 GN=MTP2 PE=2 SV=1	P2933_Rye_SD_BE
00000874|gene_cluster_GC_00003853|genome_name_P2933_Rye_SD_BE|gene_callers_id_2342	sp|P58300|MALE_PYRFU	24.793	363	217	11	1	328	1	342	5.69e-16	82.8	sp|P58300|MALE_PYRFU Maltotriose-binding protein OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=malE PE=1 SV=1	P2933_Rye_SD_BE
00000874|gene_cluster_GC_00003853|genome_name_P2933_Rye_SD_BE|gene_callers_id_2342	sp|Q9V297|MALE_PYRAB	24.679	312	209	9	25	329	70	362	1.21e-15	82.0	sp|Q9V297|MALE_PYRAB Maltotriose-binding protein OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=malE PE=3 SV=1	P2933_Rye_SD_BE
00000874|gene_cluster_GC_00003853|genome_name_P2933_Rye_SD_BE|gene_callers_id_2342	sp|O06989|MDXE_BACSU	26.198	313	180	16	1	287	1	288	1.26e-10	66.6	sp|O06989|MDXE_BACSU Maltodextrin-binding protein MdxE OS=Bacillus subtilis (strain 168) OX=224308 GN=mdxE PE=1 SV=1	P2933_Rye_SD_BE
00000874|gene_cluster_GC_00003853|genome_name_P2933_Rye_SD_BE|gene_callers_id_2342	sp|P94528|ARAN_BACSU	26.339	224	152	8	21	237	20	237	8.74e-10	63.9	sp|P94528|ARAN_BACSU Arabinooligosaccharide-binding protein OS=Bacillus subtilis (strain 168) OX=224308 GN=araN PE=1 SV=2	P2933_Rye_SD_BE
00000874|gene_cluster_GC_00003853|genome_name_P2933_Rye_SD_BE|gene_callers_id_2342	sp|Q8FVS7|Y3748_BRUSU	23.669	338	223	12	1	323	3	320	2.18e-08	59.3	sp|Q8FVS7|Y3748_BRUSU Putative binding protein BRA0748/BS1330_II0741 OS=Brucella suis biovar 1 (strain 1330) OX=204722 GN=BRA0748 PE=3 SV=1	P2933_Rye_SD_BE
00000901|gene_cluster_GC_00003908|genome_name_P2933_Rye_SD_BE|gene_callers_id_2026	sp|O06006|YRAA_BACSU	52.174	161	76	1	1	160	1	161	1.2399999999999998e-54	173.0	sp|O06006|YRAA_BACSU Putative cysteine protease YraA OS=Bacillus subtilis (strain 168) OX=224308 GN=yraA PE=2 SV=2	P2933_Rye_SD_BE
00000901|gene_cluster_GC_00003908|genome_name_P2933_Rye_SD_BE|gene_callers_id_2026	sp|P80876|GS18_BACSU	51.765	170	79	3	1	167	1	170	1.84e-53	170.0	sp|P80876|GS18_BACSU General stress protein 18 OS=Bacillus subtilis (strain 168) OX=224308 GN=yfkM PE=1 SV=3	P2933_Rye_SD_BE
00000901|gene_cluster_GC_00003908|genome_name_P2933_Rye_SD_BE|gene_callers_id_2026	sp|Q49YS0|Y918_STAS1	50.0	170	82	2	1	167	1	170	2.19e-53	170.0	sp|Q49YS0|Y918_STAS1 Uncharacterized protein SSP0918 OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=SSP0918 PE=3 SV=1	P2933_Rye_SD_BE
00000901|gene_cluster_GC_00003908|genome_name_P2933_Rye_SD_BE|gene_callers_id_2026	sp|P0A0K3|Y2013_STAA8	47.647	170	86	2	1	167	1	170	1.33e-50	162.0	sp|P0A0K3|Y2013_STAA8 Uncharacterized protein SAOUHSC_02013 OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=SAOUHSC_02013 PE=3 SV=1	P2933_Rye_SD_BE
00000901|gene_cluster_GC_00003908|genome_name_P2933_Rye_SD_BE|gene_callers_id_2026	sp|Q5HEP9|Y1933_STAAC	47.647	170	86	2	1	167	1	170	1.33e-50	162.0	sp|Q5HEP9|Y1933_STAAC Uncharacterized protein SACOL1933 OS=Staphylococcus aureus (strain COL) OX=93062 GN=SACOL1933 PE=3 SV=1	P2933_Rye_SD_BE
00000915|gene_cluster_GC_00003308|genome_name_P2933_Rye_SD_BE|gene_callers_id_2179	sp|Q03084|WBBD_ECOLX	35.955	267	165	2	6	272	8	268	1.76e-55	183.0	sp|Q03084|WBBD_ECOLX UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase OS=Escherichia coli OX=562 GN=wbbD PE=1 SV=1	P2933_Rye_SD_BE
00000915|gene_cluster_GC_00003308|genome_name_P2933_Rye_SD_BE|gene_callers_id_2179	sp|Q48215|Y1695_HAEIN	32.103	271	176	3	6	275	3	266	2.9e-45	156.0	sp|Q48215|Y1695_HAEIN Uncharacterized glycosyltransferase HI_1695 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1695 PE=3 SV=2	P2933_Rye_SD_BE
00000915|gene_cluster_GC_00003308|genome_name_P2933_Rye_SD_BE|gene_callers_id_2179	sp|Q46635|AMSE_ERWAM	30.0	270	176	4	6	272	2	261	2.2600000000000002e-43	151.0	sp|Q46635|AMSE_ERWAM Amylovoran biosynthesis glycosyltransferase AmsE OS=Erwinia amylovora OX=552 GN=amsE PE=3 SV=2	P2933_Rye_SD_BE
00000915|gene_cluster_GC_00003308|genome_name_P2933_Rye_SD_BE|gene_callers_id_2179	sp|Q4KXC9|WBNJ_ECOLX	25.61	246	170	8	18	260	19	254	1.1e-13	72.4	sp|Q4KXC9|WBNJ_ECOLX O-antigen biosynthesis glycosyltransferase WbnJ OS=Escherichia coli OX=562 GN=wbnJ PE=1 SV=1	P2933_Rye_SD_BE
00000915|gene_cluster_GC_00003308|genome_name_P2933_Rye_SD_BE|gene_callers_id_2179	sp|P71054|EPSE_BACSU	26.457	223	145	7	7	223	8	217	2.13e-13	72.0	sp|P71054|EPSE_BACSU Putative glycosyltransferase EpsE OS=Bacillus subtilis (strain 168) OX=224308 GN=epsE PE=2 SV=2	P2933_Rye_SD_BE
