query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000217|gene_cluster_GC_00003663|genome_name_P3354_OFSP_BE|gene_callers_id_110	sp|Q57022|Y868_HAEIN	30.263	152	93	5	7	149	5	152	3.61e-13	70.9	sp|Q57022|Y868_HAEIN Uncharacterized glycosyltransferase HI_0868 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0868 PE=3 SV=1	P3354_OFSP_BE
00000250|gene_cluster_GC_00004049|genome_name_P3354_OFSP_BE|gene_callers_id_1898	sp|P54585|YHCA_BACSU	29.048	420	295	2	2	421	5	421	8.91e-55	194.0	sp|P54585|YHCA_BACSU Uncharacterized MFS-type transporter YhcA OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcA PE=3 SV=2	P3354_OFSP_BE
00000250|gene_cluster_GC_00004049|genome_name_P3354_OFSP_BE|gene_callers_id_1898	sp|P9WG88|EMRB_MYCTO	26.157	497	329	4	9	468	41	536	2.0099999999999998e-54	193.0	sp|P9WG88|EMRB_MYCTO Multidrug resistance protein B homolog OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=emrB PE=3 SV=1	P3354_OFSP_BE
00000250|gene_cluster_GC_00004049|genome_name_P3354_OFSP_BE|gene_callers_id_1898	sp|P9WG89|EMRB_MYCTU	26.358	497	328	4	9	468	41	536	8.099999999999999e-54	192.0	sp|P9WG89|EMRB_MYCTU Multidrug resistance protein B homolog OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=emrB PE=3 SV=1	P3354_OFSP_BE
00000250|gene_cluster_GC_00004049|genome_name_P3354_OFSP_BE|gene_callers_id_1898	sp|P94422|YCNB_BACSU	29.858	422	287	6	2	421	7	421	9.58e-53	187.0	sp|P94422|YCNB_BACSU Uncharacterized MFS-type transporter YcnB OS=Bacillus subtilis (strain 168) OX=224308 GN=ycnB PE=3 SV=1	P3354_OFSP_BE
00000250|gene_cluster_GC_00004049|genome_name_P3354_OFSP_BE|gene_callers_id_1898	sp|O35018|LMRB_BACSU	26.971	482	323	8	2	464	8	479	2.62e-47	173.0	sp|O35018|LMRB_BACSU Lincomycin resistance protein LmrB OS=Bacillus subtilis (strain 168) OX=224308 GN=lmrB PE=3 SV=1	P3354_OFSP_BE
00000257|gene_cluster_GC_00003747|genome_name_P3354_OFSP_BE|gene_callers_id_953	sp|O34592|YDJP_BACSU	29.167	264	184	2	1	261	1	264	7.63e-39	139.0	sp|O34592|YDJP_BACSU AB hydrolase superfamily protein YdjP OS=Bacillus subtilis (strain 168) OX=224308 GN=ydjP PE=2 SV=1	P3354_OFSP_BE
00000257|gene_cluster_GC_00003747|genome_name_P3354_OFSP_BE|gene_callers_id_953	sp|O06734|YISY_BACSU	23.282	262	197	4	3	260	4	265	3.45e-19	87.4	sp|O06734|YISY_BACSU AB hydrolase superfamily protein YisY OS=Bacillus subtilis (strain 168) OX=224308 GN=yisY PE=3 SV=1	P3354_OFSP_BE
00000257|gene_cluster_GC_00003747|genome_name_P3354_OFSP_BE|gene_callers_id_953	sp|Q55921|PRXC_SYNY3	26.335	281	183	10	1	262	1	276	4.03e-18	84.7	sp|Q55921|PRXC_SYNY3 Putative non-heme chloroperoxidase OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr0314 PE=3 SV=1	P3354_OFSP_BE
00000257|gene_cluster_GC_00003747|genome_name_P3354_OFSP_BE|gene_callers_id_953	sp|P22862|ESTE_PSEFL	25.899	278	183	8	1	262	1	271	3.12e-15	76.6	sp|P22862|ESTE_PSEFL Arylesterase OS=Pseudomonas fluorescens OX=294 GN=estF PE=1 SV=4	P3354_OFSP_BE
00000257|gene_cluster_GC_00003747|genome_name_P3354_OFSP_BE|gene_callers_id_953	sp|Q9KNL4|BIOH_VIBCH	24.535	269	164	9	12	261	5	253	3.36e-15	76.3	sp|Q9KNL4|BIOH_VIBCH Pimeloyl-[acyl-carrier protein] methyl ester esterase OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=bioH PE=3 SV=2	P3354_OFSP_BE
00000263|gene_cluster_GC_00003252|genome_name_P3354_OFSP_BE|gene_callers_id_2328	sp|Q70XJ9|LSC_FRUSA	48.649	37	19	0	53	89	841	877	0.000429	40.8	sp|Q70XJ9|LSC_FRUSA Levansucrase OS=Fructilactobacillus sanfranciscensis OX=1625 GN=levS PE=1 SV=1	P3354_OFSP_BE
00000266|gene_cluster_GC_00003301|genome_name_P3354_OFSP_BE|gene_callers_id_2376	sp|P14319|QACC_STAAU	47.664	107	56	0	1	107	1	107	6.350000000000001e-31	108.0	sp|P14319|QACC_STAAU Quaternary ammonium compound-resistance protein QacC OS=Staphylococcus aureus OX=1280 GN=qacC PE=1 SV=1	P3354_OFSP_BE
00000266|gene_cluster_GC_00003301|genome_name_P3354_OFSP_BE|gene_callers_id_2376	sp|Q55339|QACC_STASS	46.729	107	57	0	1	107	1	107	1.9599999999999997e-30	107.0	sp|Q55339|QACC_STASS Quaternary ammonium compound-resistance protein QacC OS=Staphylococcus sp. (strain ST827) OX=126831 GN=qacC PE=3 SV=1	P3354_OFSP_BE
00000266|gene_cluster_GC_00003301|genome_name_P3354_OFSP_BE|gene_callers_id_2376	sp|O87866|QACG_STAS9	50.467	107	53	0	1	107	1	107	7.98e-29	103.0	sp|O87866|QACG_STAS9 Quaternary ammonium compound-resistance protein QacG OS=Staphylococcus sp. (strain ST94) OX=126832 GN=qacG PE=3 SV=1	P3354_OFSP_BE
00000266|gene_cluster_GC_00003301|genome_name_P3354_OFSP_BE|gene_callers_id_2376	sp|P23895|EMRE_ECOLI	45.0	100	55	0	3	102	4	103	1.49e-24	92.4	sp|P23895|EMRE_ECOLI Multidrug transporter EmrE OS=Escherichia coli (strain K12) OX=83333 GN=emrE PE=1 SV=1	P3354_OFSP_BE
00000266|gene_cluster_GC_00003301|genome_name_P3354_OFSP_BE|gene_callers_id_2376	sp|O87868|QACH_STASA	46.729	107	57	0	1	107	1	107	6.069999999999999e-24	90.9	sp|O87868|QACH_STASA Quaternary ammonium compound-resistance protein QacH OS=Staphylococcus saprophyticus OX=29385 GN=qacH PE=3 SV=1	P3354_OFSP_BE
00000295|gene_cluster_GC_00003339|genome_name_P3354_OFSP_BE|gene_callers_id_935	sp|P0A9U7|PUUR_SHIFL	33.333	72	45	2	1	71	1	70	0.000227	40.4	sp|P0A9U7|PUUR_SHIFL HTH-type transcriptional regulator PuuR OS=Shigella flexneri OX=623 GN=puuR PE=3 SV=1	P3354_OFSP_BE
00000295|gene_cluster_GC_00003339|genome_name_P3354_OFSP_BE|gene_callers_id_935	sp|P0A9U6|PUUR_ECOLI	33.333	72	45	2	1	71	1	70	0.000227	40.4	sp|P0A9U6|PUUR_ECOLI HTH-type transcriptional regulator PuuR OS=Escherichia coli (strain K12) OX=83333 GN=puuR PE=1 SV=1	P3354_OFSP_BE
00000295|gene_cluster_GC_00003339|genome_name_P3354_OFSP_BE|gene_callers_id_935	sp|P06533|SINR_BACSU	28.571	63	45	0	7	69	1	63	0.003	36.6	sp|P06533|SINR_BACSU HTH-type transcriptional regulator SinR OS=Bacillus subtilis (strain 168) OX=224308 GN=sinR PE=1 SV=1	P3354_OFSP_BE
00000300|gene_cluster_GC_00003295|genome_name_P3354_OFSP_BE|gene_callers_id_928	sp|P45903|YQAF_BACSU	42.254	71	34	2	1	71	2	65	1.22e-09	52.8	sp|P45903|YQAF_BACSU Uncharacterized HTH-type transcriptional regulator YqaF OS=Bacillus subtilis (strain 168) OX=224308 GN=yqaF PE=4 SV=1	P3354_OFSP_BE
00000300|gene_cluster_GC_00003295|genome_name_P3354_OFSP_BE|gene_callers_id_928	sp|O27383|Y1328_METTH	31.884	69	43	2	1	69	1	65	0.004	35.8	sp|O27383|Y1328_METTH Uncharacterized HTH-type transcriptional regulator MTH_1328 OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) OX=187420 GN=MTH_1328 PE=4 SV=1	P3354_OFSP_BE
00000310|gene_cluster_GC_00003992|genome_name_P3354_OFSP_BE|gene_callers_id_111	sp|B0Y567|AFUMC_ASPFC	27.273	165	91	8	65	217	35	182	0.003	42.7	sp|B0Y567|AFUMC_ASPFC Glycosyltransferase afumC OS=Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) OX=451804 GN=afumC PE=1 SV=1	P3354_OFSP_BE
00000366|gene_cluster_GC_00004018|genome_name_P3354_OFSP_BE|gene_callers_id_2355	sp|O85171|VAPD2_RIEAN	48.387	93	46	1	5	95	1	93	3.29e-29	103.0	sp|O85171|VAPD2_RIEAN Endoribonuclease VapD 2 OS=Riemerella anatipestifer OX=34085 PE=3 SV=1	P3354_OFSP_BE
00000366|gene_cluster_GC_00004018|genome_name_P3354_OFSP_BE|gene_callers_id_2355	sp|O25620|VAD2_HELPY	44.565	92	47	2	6	95	2	91	2.75e-20	80.9	sp|O25620|VAD2_HELPY Endoribonuclease VapD homolog OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=HP_0967 PE=3 SV=1	P3354_OFSP_BE
00000366|gene_cluster_GC_00004018|genome_name_P3354_OFSP_BE|gene_callers_id_2355	sp|Q52243|VAPD_AGGAC	43.011	93	48	3	6	95	2	92	6.8e-17	72.0	sp|Q52243|VAPD_AGGAC Endoribonuclease VapD homolog OS=Aggregatibacter actinomycetemcomitans OX=714 PE=3 SV=1	P3354_OFSP_BE
00000366|gene_cluster_GC_00004018|genome_name_P3354_OFSP_BE|gene_callers_id_2355	sp|Q46565|VAPD_DICNO	38.889	90	54	1	6	95	2	90	1.29e-14	66.2	sp|Q46565|VAPD_DICNO Endoribonuclease VapD OS=Dichelobacter nodosus OX=870 GN=vapD PE=3 SV=1	P3354_OFSP_BE
00000366|gene_cluster_GC_00004018|genome_name_P3354_OFSP_BE|gene_callers_id_2355	sp|O05728|VAPD_HELPY	36.559	93	54	3	6	95	2	92	6.9e-12	59.3	sp|O05728|VAPD_HELPY Endoribonuclease VapD OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=vapD PE=1 SV=2	P3354_OFSP_BE
00000399|gene_cluster_GC_00004039|genome_name_P3354_OFSP_BE|gene_callers_id_6	sp|P24202|MRR_ECOLI	32.114	246	153	5	1	240	66	303	3.45e-25	103.0	sp|P24202|MRR_ECOLI Type IV methyl-directed restriction enzyme EcoKMrr OS=Escherichia coli (strain K12) OX=83333 GN=mrr PE=1 SV=1	P3354_OFSP_BE
00000415|gene_cluster_GC_00003305|genome_name_P3354_OFSP_BE|gene_callers_id_113	sp|P71399|LSG1_HAEIN	21.19	269	190	7	6	262	2	260	0.001	45.1	sp|P71399|LSG1_HAEIN Lsg locus putative protein 1 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1700 PE=3 SV=2	P3354_OFSP_BE
00000432|gene_cluster_GC_00003697|genome_name_P3354_OFSP_BE|gene_callers_id_1896	sp|P42333|BCRB_BACLI	44.186	43	24	0	58	100	28	70	6.52e-06	48.9	sp|P42333|BCRB_BACLI Bacitracin transport permease protein BCRB OS=Bacillus licheniformis OX=1402 GN=bcrB PE=3 SV=1	P3354_OFSP_BE
00000432|gene_cluster_GC_00003697|genome_name_P3354_OFSP_BE|gene_callers_id_1896	sp|Q5WNX1|BCRB_ENTFL	25.49	204	121	8	15	194	8	204	7.97e-06	49.3	sp|Q5WNX1|BCRB_ENTFL Bacitracin transport permease protein BcrB OS=Enterococcus faecalis OX=1351 GN=bcrB PE=2 SV=1	P3354_OFSP_BE
00000639|gene_cluster_GC_00003840|genome_name_P3354_OFSP_BE|gene_callers_id_115	sp|P71056|EPSG_BACSU	25.89	309	177	16	40	328	46	322	0.002	43.5	sp|P71056|EPSG_BACSU Transmembrane protein EpsG OS=Bacillus subtilis (strain 168) OX=224308 GN=epsG PE=2 SV=1	P3354_OFSP_BE
00000752|gene_cluster_GC_00003743|genome_name_P3354_OFSP_BE|gene_callers_id_2364	sp|B3A0R7|MRP_LOTGI	31.429	70	48	0	425	494	46	115	0.001	44.3	sp|B3A0R7|MRP_LOTGI Methionine-rich protein OS=Lottia gigantea OX=225164 PE=1 SV=1	P3354_OFSP_BE
00000765|gene_cluster_GC_00003884|genome_name_P3354_OFSP_BE|gene_callers_id_2375	sp|P15894|INTG_SPV1R	46.154	39	20	1	2	40	273	310	0.000667	39.7	sp|P15894|INTG_SPV1R Putative integrase ORF3 OS=Spiroplasma virus SpV1-R8A2 B OX=10854 GN=ORF3 PE=3 SV=2	P3354_OFSP_BE
00000851|gene_cluster_GC_00003445|genome_name_P3354_OFSP_BE|gene_callers_id_1897	sp|B1MM06|TETR_MYCA9	34.0	100	66	0	9	108	4	103	1.94e-10	60.5	sp|B1MM06|TETR_MYCA9 DNA-binding transcriptional repressor TetR OS=Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CCUG 20993 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543 / L948) OX=561007 GN=tetR PE=1 SV=1	P3354_OFSP_BE
00000851|gene_cluster_GC_00003445|genome_name_P3354_OFSP_BE|gene_callers_id_1897	sp|P0DXG5|PNBX_NOCS0	43.333	60	34	0	6	65	16	75	3.43e-09	57.4	sp|P0DXG5|PNBX_NOCS0 HTH-type transcriptional repressor PnbX OS=Nocardioides sp. (strain LMS-CY) OX=2840457 GN=pnbX PE=2 SV=1	P3354_OFSP_BE
00000851|gene_cluster_GC_00003445|genome_name_P3354_OFSP_BE|gene_callers_id_1897	sp|P67437|Y1581_MYCBO	24.176	182	119	5	14	184	22	195	1.57e-06	50.1	sp|P67437|Y1581_MYCBO Uncharacterized HTH-type transcriptional regulator Mb1581 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=BQ2027_MB1581 PE=4 SV=1	P3354_OFSP_BE
