query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000081|gene_cluster_GC_00003507|genome_name_P3351_Finger_millet_BE|gene_callers_id_2274	sp|P39701|COBC_SALTY	29.592	196	135	3	1	195	1	194	1.23e-20	88.2	sp|P39701|COBC_SALTY Adenosylcobalamin/alpha-ribazole phosphatase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=cobC PE=1 SV=3	P3351_Finger_millet_BE
00000081|gene_cluster_GC_00003507|genome_name_P3351_Finger_millet_BE|gene_callers_id_2274	sp|P58652|COBC_SALTI	29.592	196	135	3	1	195	1	194	1.13e-19	85.5	sp|P58652|COBC_SALTI Adenosylcobalamin/alpha-ribazole phosphatase OS=Salmonella typhi OX=90370 GN=cobC PE=3 SV=1	P3351_Finger_millet_BE
00000081|gene_cluster_GC_00003507|genome_name_P3351_Finger_millet_BE|gene_callers_id_2274	sp|D3DFG8|PSPA_HYDTT	27.919	197	139	3	1	196	2	196	3.74e-18	81.6	sp|D3DFG8|PSPA_HYDTT Phosphoserine phosphatase 1 OS=Hydrogenobacter thermophilus (strain DSM 6534 / IAM 12695 / TK-6) OX=608538 GN=pspA PE=1 SV=1	P3351_Finger_millet_BE
00000081|gene_cluster_GC_00003507|genome_name_P3351_Finger_millet_BE|gene_callers_id_2274	sp|D3DFP8|PSPB_HYDTT	27.919	197	134	4	2	195	3	194	1.43e-15	74.7	sp|D3DFP8|PSPB_HYDTT Putative phosphoserine phosphatase 2 OS=Hydrogenobacter thermophilus (strain DSM 6534 / IAM 12695 / TK-6) OX=608538 GN=pspB PE=1 SV=1	P3351_Finger_millet_BE
00000134|gene_cluster_GC_00004041|genome_name_P3351_Finger_millet_BE|gene_callers_id_137	sp|P59217|TERL_BPSF5	28.957	556	369	13	47	583	15	563	5.83e-62	218.0	sp|P59217|TERL_BPSF5 Putative terminase large subunit OS=Shigella phage SfV OX=55884 GN=2 PE=3 SV=1	P3351_Finger_millet_BE
00000134|gene_cluster_GC_00004041|genome_name_P3351_Finger_millet_BE|gene_callers_id_137	sp|P75978|YMFN_ECOLI	25.419	358	252	7	226	570	75	430	1.11e-25	114.0	sp|P75978|YMFN_ECOLI Protein YmfN OS=Escherichia coli (strain K12) OX=83333 GN=ymfN PE=3 SV=1	P3351_Finger_millet_BE
00000134|gene_cluster_GC_00004041|genome_name_P3351_Finger_millet_BE|gene_callers_id_137	sp|O21870|TERL_BPLSK	23.938	518	353	17	81	573	36	537	1.73e-22	105.0	sp|O21870|TERL_BPLSK Terminase large subunit OS=Lactococcus phage SK1 OX=2905675 PE=3 SV=1	P3351_Finger_millet_BE
00000134|gene_cluster_GC_00004041|genome_name_P3351_Finger_millet_BE|gene_callers_id_137	sp|D3WAC1|TERL_BPLP2	22.913	515	362	15	81	573	36	537	5.38e-22	103.0	sp|D3WAC1|TERL_BPLP2 Terminase large subunit OS=Lactococcus phage p2 OX=254252 PE=3 SV=1	P3351_Finger_millet_BE
00000134|gene_cluster_GC_00004041|genome_name_P3351_Finger_millet_BE|gene_callers_id_137	sp|Q9MCT1|TERL_BPHK7	22.674	516	353	19	92	587	6	495	3.41e-19	94.7	sp|Q9MCT1|TERL_BPHK7 Terminase, large subunit OS=Enterobacteria phage HK97 OX=2681617 GN=2 PE=1 SV=1	P3351_Finger_millet_BE
00000155|gene_cluster_GC_00003699|genome_name_P3351_Finger_millet_BE|gene_callers_id_2273	sp|A5E1F6|UTP25_LODEL	29.63	162	89	7	36	182	420	571	0.006	41.2	sp|A5E1F6|UTP25_LODEL U3 small nucleolar RNA-associated protein 25 OS=Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) OX=379508 GN=UTP25 PE=3 SV=1	P3351_Finger_millet_BE
00000188|gene_cluster_GC_00003796|genome_name_P3351_Finger_millet_BE|gene_callers_id_1437	sp|O32155|YURN_BACSU	31.507	292	193	5	15	301	3	292	1.5e-48	166.0	sp|O32155|YURN_BACSU Probable ABC transporter permease protein YurN OS=Bacillus subtilis (strain 168) OX=224308 GN=yurN PE=3 SV=1	P3351_Finger_millet_BE
00000188|gene_cluster_GC_00003796|genome_name_P3351_Finger_millet_BE|gene_callers_id_1437	sp|O34706|MELD_BACSU	25.743	303	224	1	1	303	1	302	5.28e-32	123.0	sp|O34706|MELD_BACSU Melibiose/raffinose/stachyose import permease protein MelD OS=Bacillus subtilis (strain 168) OX=224308 GN=melD PE=1 SV=1	P3351_Finger_millet_BE
00000188|gene_cluster_GC_00003796|genome_name_P3351_Finger_millet_BE|gene_callers_id_1437	sp|P37730|AMYD_THETU	30.104	289	179	6	22	301	15	289	8.51e-32	122.0	sp|P37730|AMYD_THETU Probable starch degradation products transport system permease protein AmyD OS=Thermoanaerobacterium thermosulfurigenes OX=33950 GN=amyD PE=3 SV=1	P3351_Finger_millet_BE
00000188|gene_cluster_GC_00003796|genome_name_P3351_Finger_millet_BE|gene_callers_id_1437	sp|Q9KEF0|ARAP_HALH5	26.846	298	210	7	3	297	16	308	2.3199999999999997e-28	114.0	sp|Q9KEF0|ARAP_HALH5 Arabinooligosaccharides transport system permease protein AraP OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=araP PE=3 SV=1	P3351_Finger_millet_BE
00000188|gene_cluster_GC_00003796|genome_name_P3351_Finger_millet_BE|gene_callers_id_1437	sp|P29823|LACF_AGRRD	28.231	294	199	7	1	289	1	287	4.59e-28	113.0	sp|P29823|LACF_AGRRD Lactose transport system permease protein LacF OS=Agrobacterium radiobacter OX=362 GN=lacF PE=2 SV=1	P3351_Finger_millet_BE
00000209|gene_cluster_GC_00003348|genome_name_P3351_Finger_millet_BE|gene_callers_id_2282	sp|P61818|SIRC_PRIMG	35.374	147	91	2	5	147	2	148	1.12e-20	86.7	sp|P61818|SIRC_PRIMG Precorrin-2 dehydrogenase OS=Priestia megaterium OX=1404 GN=sirC PE=1 SV=1	P3351_Finger_millet_BE
00000209|gene_cluster_GC_00003348|genome_name_P3351_Finger_millet_BE|gene_callers_id_2282	sp|Q65T49|CYSG_MANSM	30.201	149	99	2	5	148	4	152	7.1e-20	87.8	sp|Q65T49|CYSG_MANSM Siroheme synthase OS=Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E) OX=221988 GN=cysG PE=3 SV=2	P3351_Finger_millet_BE
00000209|gene_cluster_GC_00003348|genome_name_P3351_Finger_millet_BE|gene_callers_id_2282	sp|B0BTC2|CYSG_ACTPJ	31.757	148	96	2	6	148	5	152	2.98e-19	86.3	sp|B0BTC2|CYSG_ACTPJ Siroheme synthase OS=Actinobacillus pleuropneumoniae serotype 3 (strain JL03) OX=434271 GN=cysG PE=3 SV=1	P3351_Finger_millet_BE
00000209|gene_cluster_GC_00003348|genome_name_P3351_Finger_millet_BE|gene_callers_id_2282	sp|A8G9Y3|CYSG1_SERP5	30.201	149	99	2	6	149	5	153	8.89e-19	84.7	sp|A8G9Y3|CYSG1_SERP5 Siroheme synthase 1 OS=Serratia proteamaculans (strain 568) OX=399741 GN=cysG1 PE=3 SV=1	P3351_Finger_millet_BE
00000209|gene_cluster_GC_00003348|genome_name_P3351_Finger_millet_BE|gene_callers_id_2282	sp|Q2KWB0|CYSG_BORA1	34.228	149	93	2	5	148	4	152	1.1e-18	84.7	sp|Q2KWB0|CYSG_BORA1 Siroheme synthase OS=Bordetella avium (strain 197N) OX=360910 GN=cysG PE=3 SV=2	P3351_Finger_millet_BE
00000216|gene_cluster_GC_00003492|genome_name_P3351_Finger_millet_BE|gene_callers_id_2291	sp|Q57972|CBIJ_METJA	34.146	246	157	4	2	246	3	244	1.15e-37	135.0	sp|Q57972|CBIJ_METJA Cobalt-precorrin-6A reductase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=cbiJ PE=3 SV=1	P3351_Finger_millet_BE
00000216|gene_cluster_GC_00003492|genome_name_P3351_Finger_millet_BE|gene_callers_id_2291	sp|O87691|CBIJ_PRIMG	34.4	250	159	4	1	246	1	249	2.57e-36	132.0	sp|O87691|CBIJ_PRIMG Cobalt-precorrin-6A reductase OS=Priestia megaterium OX=1404 GN=cbiJ PE=1 SV=1	P3351_Finger_millet_BE
00000216|gene_cluster_GC_00003492|genome_name_P3351_Finger_millet_BE|gene_callers_id_2291	sp|Q977V1|CBIJ_METMI	31.6	250	161	7	2	247	3	246	2.8000000000000003e-31	119.0	sp|Q977V1|CBIJ_METMI Cobalt-precorrin-6A reductase OS=Methanococcus maripaludis OX=39152 GN=cbiJ PE=3 SV=2	P3351_Finger_millet_BE
00000216|gene_cluster_GC_00003492|genome_name_P3351_Finger_millet_BE|gene_callers_id_2291	sp|O27083|CBIJ_METTH	30.962	239	150	6	2	231	41	273	3.63e-28	112.0	sp|O27083|CBIJ_METTH Cobalt-precorrin-6A reductase OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) OX=187420 GN=cbiJ PE=3 SV=1	P3351_Finger_millet_BE
00000216|gene_cluster_GC_00003492|genome_name_P3351_Finger_millet_BE|gene_callers_id_2291	sp|Q05591|CBIJ_SALTY	29.694	229	159	1	2	228	6	234	9.52e-28	110.0	sp|Q05591|CBIJ_SALTY Cobalt-precorrin-6A reductase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=cbiJ PE=3 SV=1	P3351_Finger_millet_BE
00000232|gene_cluster_GC_00003772|genome_name_P3351_Finger_millet_BE|gene_callers_id_135	sp|O21871|ENDON_BPLSK	35.135	74	42	2	16	85	13	84	9.15e-06	43.9	sp|O21871|ENDON_BPLSK Probable HNH endonuclease OS=Lactococcus phage SK1 OX=2905675 PE=3 SV=1	P3351_Finger_millet_BE
00000232|gene_cluster_GC_00003772|genome_name_P3351_Finger_millet_BE|gene_callers_id_135	sp|D3WAC2|ENDON_BPLP2	35.135	74	42	2	16	85	13	84	9.15e-06	43.9	sp|D3WAC2|ENDON_BPLP2 Probable HNH endonuclease OS=Lactococcus phage p2 OX=254252 PE=3 SV=1	P3351_Finger_millet_BE
00000258|gene_cluster_GC_00003436|genome_name_P3351_Finger_millet_BE|gene_callers_id_2117	sp|P22294|HVTJ_LACHE	25.155	322	163	13	90	367	25	312	1.5e-06	53.1	sp|P22294|HVTJ_LACHE Bacteriocin helveticin-J OS=Lactobacillus helveticus OX=1587 GN=hlv PE=4 SV=1	P3351_Finger_millet_BE
00000279|gene_cluster_GC_00003273|genome_name_P3351_Finger_millet_BE|gene_callers_id_139	sp|Q2G3T3|CLPP_NOVAD	35.252	139	84	3	51	186	83	218	3.4e-18	83.6	sp|Q2G3T3|CLPP_NOVAD ATP-dependent Clp protease proteolytic subunit OS=Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199) OX=279238 GN=clpP PE=3 SV=1	P3351_Finger_millet_BE
00000279|gene_cluster_GC_00003273|genome_name_P3351_Finger_millet_BE|gene_callers_id_139	sp|A6YG63|CLPP_PLETE	34.815	135	82	3	51	182	61	192	5.9e-18	82.0	sp|A6YG63|CLPP_PLETE ATP-dependent Clp protease proteolytic subunit OS=Pleurastrum terricola OX=34116 GN=clpP PE=3 SV=1	P3351_Finger_millet_BE
00000279|gene_cluster_GC_00003273|genome_name_P3351_Finger_millet_BE|gene_callers_id_139	sp|B0CGR1|CLPP_BRUSI	31.69	142	93	2	51	190	66	205	1.44e-17	81.3	sp|B0CGR1|CLPP_BRUSI ATP-dependent Clp protease proteolytic subunit OS=Brucella suis (strain ATCC 23445 / NCTC 10510) OX=470137 GN=clpP PE=3 SV=1	P3351_Finger_millet_BE
00000279|gene_cluster_GC_00003273|genome_name_P3351_Finger_millet_BE|gene_callers_id_139	sp|A9M5C2|CLPP_BRUC2	31.69	142	93	2	51	190	66	205	1.44e-17	81.3	sp|A9M5C2|CLPP_BRUC2 ATP-dependent Clp protease proteolytic subunit OS=Brucella canis (strain ATCC 23365 / NCTC 10854 / RM-666) OX=483179 GN=clpP PE=3 SV=1	P3351_Finger_millet_BE
00000279|gene_cluster_GC_00003273|genome_name_P3351_Finger_millet_BE|gene_callers_id_139	sp|Q9L7X6|CLPP_BRUAB	31.69	142	93	2	51	190	66	205	1.44e-17	81.3	sp|Q9L7X6|CLPP_BRUAB ATP-dependent Clp protease proteolytic subunit OS=Brucella abortus biovar 1 (strain 9-941) OX=262698 GN=clpP PE=3 SV=1	P3351_Finger_millet_BE
00000280|gene_cluster_GC_00003765|genome_name_P3351_Finger_millet_BE|gene_callers_id_2300	sp|B2G9J4|CBIA_LIMRJ	62.472	453	170	0	1	453	1	453	0.0	594.0	sp|B2G9J4|CBIA_LIMRJ Cobyrinate a,c-diamide synthase OS=Limosilactobacillus reuteri subsp. reuteri (strain JCM 1112) OX=557433 GN=cbiA PE=3 SV=1	P3351_Finger_millet_BE
00000280|gene_cluster_GC_00003765|genome_name_P3351_Finger_millet_BE|gene_callers_id_2300	sp|A5VM87|CBIA_LIMRD	62.472	453	170	0	1	453	1	453	0.0	594.0	sp|A5VM87|CBIA_LIMRD Cobyrinate a,c-diamide synthase OS=Limosilactobacillus reuteri (strain DSM 20016) OX=557436 GN=cbiA PE=3 SV=1	P3351_Finger_millet_BE
00000280|gene_cluster_GC_00003765|genome_name_P3351_Finger_millet_BE|gene_callers_id_2300	sp|A3CL56|CBIA_STRSV	49.107	448	223	3	1	446	1	445	3.3e-164	473.0	sp|A3CL56|CBIA_STRSV Cobyrinate a,c-diamide synthase OS=Streptococcus sanguinis (strain SK36) OX=388919 GN=cbiA PE=3 SV=1	P3351_Finger_millet_BE
00000280|gene_cluster_GC_00003765|genome_name_P3351_Finger_millet_BE|gene_callers_id_2300	sp|Q720N8|CBIA_LISMF	48.559	451	217	6	1	443	1	444	7.72e-156	452.0	sp|Q720N8|CBIA_LISMF Cobyrinate a,c-diamide synthase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=cbiA PE=3 SV=1	P3351_Finger_millet_BE
00000280|gene_cluster_GC_00003765|genome_name_P3351_Finger_millet_BE|gene_callers_id_2300	sp|Q92CL7|CBIA_LISIN	48.879	446	221	4	1	442	1	443	2.98e-155	451.0	sp|Q92CL7|CBIA_LISIN Cobyrinate a,c-diamide synthase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=cbiA PE=3 SV=1	P3351_Finger_millet_BE
00000281|gene_cluster_GC_00003821|genome_name_P3351_Finger_millet_BE|gene_callers_id_2297	sp|A0AHT7|CBID_LISW6	55.645	372	165	0	4	375	2	373	3.51e-132	385.0	sp|A0AHT7|CBID_LISW6 Cobalt-precorrin-5B C(1)-methyltransferase OS=Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8) OX=386043 GN=cbiD PE=3 SV=1	P3351_Finger_millet_BE
00000281|gene_cluster_GC_00003821|genome_name_P3351_Finger_millet_BE|gene_callers_id_2297	sp|Q92CL4|CBID_LISIN	56.183	372	163	0	4	375	2	373	3.8999999999999997e-131	383.0	sp|Q92CL4|CBID_LISIN Cobalt-precorrin-5B C(1)-methyltransferase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=cbiD PE=3 SV=1	P3351_Finger_millet_BE
00000281|gene_cluster_GC_00003821|genome_name_P3351_Finger_millet_BE|gene_callers_id_2297	sp|Q720N5|CBID_LISMF	55.914	372	164	0	4	375	2	373	8.36e-130	380.0	sp|Q720N5|CBID_LISMF Cobalt-precorrin-5B C(1)-methyltransferase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=cbiD PE=3 SV=1	P3351_Finger_millet_BE
00000281|gene_cluster_GC_00003821|genome_name_P3351_Finger_millet_BE|gene_callers_id_2297	sp|C1L299|CBID_LISMC	55.914	372	164	0	4	375	2	373	8.36e-130	380.0	sp|C1L299|CBID_LISMC Cobalt-precorrin-5B C(1)-methyltransferase OS=Listeria monocytogenes serotype 4b (strain CLIP80459) OX=568819 GN=cbiD PE=3 SV=1	P3351_Finger_millet_BE
00000281|gene_cluster_GC_00003821|genome_name_P3351_Finger_millet_BE|gene_callers_id_2297	sp|B8DC39|CBID_LISMH	55.645	372	165	0	4	375	2	373	2.6000000000000004e-129	378.0	sp|B8DC39|CBID_LISMH Cobalt-precorrin-5B C(1)-methyltransferase OS=Listeria monocytogenes serotype 4a (strain HCC23) OX=552536 GN=cbiD PE=3 SV=1	P3351_Finger_millet_BE
00000309|gene_cluster_GC_00003893|genome_name_P3351_Finger_millet_BE|gene_callers_id_103	sp|O34791|YOPO_BACSU	39.655	58	32	1	5	59	3	60	0.000246	40.0	sp|O34791|YOPO_BACSU SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YopO OS=Bacillus subtilis (strain 168) OX=224308 GN=yopO PE=4 SV=1	P3351_Finger_millet_BE
00000317|gene_cluster_GC_00003989|genome_name_P3351_Finger_millet_BE|gene_callers_id_1438	sp|Q9KEE9|ARAQ_HALH5	34.252	254	164	2	23	273	25	278	1.8899999999999997e-48	165.0	sp|Q9KEE9|ARAQ_HALH5 Arabinooligosaccharides transport system permease protein AraQ OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=araQ PE=3 SV=1	P3351_Finger_millet_BE
00000317|gene_cluster_GC_00003989|genome_name_P3351_Finger_millet_BE|gene_callers_id_1438	sp|O32154|YURM_BACSU	32.319	263	174	3	13	273	39	299	5.549999999999999e-48	164.0	sp|O32154|YURM_BACSU Probable ABC transporter permease protein YurM OS=Bacillus subtilis (strain 168) OX=224308 GN=yurM PE=3 SV=1	P3351_Finger_millet_BE
00000317|gene_cluster_GC_00003989|genome_name_P3351_Finger_millet_BE|gene_callers_id_1438	sp|O50501|NGCG_STRCO	34.586	266	168	4	10	271	36	299	6.229999999999999e-48	164.0	sp|O50501|NGCG_STRCO Diacetylchitobiose uptake system permease protein NgcG OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=ngcG PE=1 SV=1	P3351_Finger_millet_BE
00000317|gene_cluster_GC_00003989|genome_name_P3351_Finger_millet_BE|gene_callers_id_1438	sp|O31520|YESQ_BACSU	31.047	277	184	5	3	273	21	296	4.42e-44	154.0	sp|O31520|YESQ_BACSU Probable ABC transporter permease protein YesQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yesQ PE=3 SV=1	P3351_Finger_millet_BE
