query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|Q8CQD9|PLS_STAES	41.071	56	33	0	10	65	1305	1360	9.02e-06	46.6	sp|Q8CQD9|PLS_STAES Accumulation-associated protein OS=Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200) OX=176280 GN=SE_0175 PE=3 SV=1	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|Q8CQD9|PLS_STAES	40.678	59	35	0	10	68	1317	1375	9.2e-06	46.6	sp|Q8CQD9|PLS_STAES Accumulation-associated protein OS=Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200) OX=176280 GN=SE_0175 PE=3 SV=1	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|Q8CQD9|PLS_STAES	37.288	59	37	0	10	68	1311	1369	8.55e-05	43.5	sp|Q8CQD9|PLS_STAES Accumulation-associated protein OS=Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200) OX=176280 GN=SE_0175 PE=3 SV=1	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|Q8CQD9|PLS_STAES	37.288	59	37	0	10	68	1323	1381	8.55e-05	43.5	sp|Q8CQD9|PLS_STAES Accumulation-associated protein OS=Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200) OX=176280 GN=SE_0175 PE=3 SV=1	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|P16053|NFM_CHICK	44.643	56	31	0	9	64	670	725	9.6e-07	49.3	sp|P16053|NFM_CHICK Neurofilament medium polypeptide OS=Gallus gallus OX=9031 GN=NEFM PE=2 SV=2	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|P16053|NFM_CHICK	44.444	54	30	0	8	61	657	710	3.7e-06	47.4	sp|P16053|NFM_CHICK Neurofilament medium polypeptide OS=Gallus gallus OX=9031 GN=NEFM PE=2 SV=2	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|P16053|NFM_CHICK	44.231	52	29	0	10	61	665	716	1.47e-05	45.8	sp|P16053|NFM_CHICK Neurofilament medium polypeptide OS=Gallus gallus OX=9031 GN=NEFM PE=2 SV=2	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|P16053|NFM_CHICK	46.154	52	28	0	10	61	653	704	1.57e-05	45.8	sp|P16053|NFM_CHICK Neurofilament medium polypeptide OS=Gallus gallus OX=9031 GN=NEFM PE=2 SV=2	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|P16053|NFM_CHICK	40.678	59	29	1	9	61	634	692	0.000599	41.2	sp|P16053|NFM_CHICK Neurofilament medium polypeptide OS=Gallus gallus OX=9031 GN=NEFM PE=2 SV=2	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|P16053|NFM_CHICK	42.0	50	29	0	12	61	631	680	0.005	38.5	sp|P16053|NFM_CHICK Neurofilament medium polypeptide OS=Gallus gallus OX=9031 GN=NEFM PE=2 SV=2	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|P32521|PAN1_YEAST	53.659	41	19	0	10	50	1085	1125	7.65e-06	46.6	sp|P32521|PAN1_YEAST Actin cytoskeleton-regulatory complex protein PAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAN1 PE=1 SV=2	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|P32521|PAN1_YEAST	50.0	42	21	0	22	63	1085	1126	0.000172	42.7	sp|P32521|PAN1_YEAST Actin cytoskeleton-regulatory complex protein PAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAN1 PE=1 SV=2	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|P32521|PAN1_YEAST	51.282	39	19	0	16	54	1085	1123	0.000187	42.7	sp|P32521|PAN1_YEAST Actin cytoskeleton-regulatory complex protein PAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAN1 PE=1 SV=2	P2216_UniAntwerpt_BE
00000518|gene_cluster_GC_00003592|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2311	sp|P32521|PAN1_YEAST	45.098	51	28	0	12	62	1078	1128	0.002	40.0	sp|P32521|PAN1_YEAST Actin cytoskeleton-regulatory complex protein PAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAN1 PE=1 SV=2	P2216_UniAntwerpt_BE
00000764|gene_cluster_GC_00004040|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2310	sp|E7GT88|BILQ_CLOS6	28.788	66	47	0	4	69	37	102	5.65e-05	42.7	sp|E7GT88|BILQ_CLOS6 HTH-type transcriptional regulator BilQ OS=Clostridium symbiosum (strain WAL-14163) OX=742740 GN=bilQ PE=4 SV=1	P2216_UniAntwerpt_BE
00000861|gene_cluster_GC_00003797|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2283	sp|Q58960|Y1565_METJA	30.387	181	117	2	435	613	315	488	1.55e-15	83.2	sp|Q58960|Y1565_METJA Probable helicase MJ1565 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1565 PE=3 SV=1	P2216_UniAntwerpt_BE
00000861|gene_cluster_GC_00003797|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2283	sp|Q58960|Y1565_METJA	23.607	305	189	15	40	332	26	298	6.64e-06	52.8	sp|Q58960|Y1565_METJA Probable helicase MJ1565 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1565 PE=3 SV=1	P2216_UniAntwerpt_BE
00000861|gene_cluster_GC_00003797|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2283	sp|Q58824|HERA_METJA	36.585	123	71	1	472	594	365	480	8.27e-14	77.8	sp|Q58824|HERA_METJA Probable DNA double-strand break repair helicase HerA OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=herA PE=3 SV=1	P2216_UniAntwerpt_BE
00000861|gene_cluster_GC_00003797|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2283	sp|F2Z5Z6|HERA_SULAC	27.624	181	122	3	435	613	307	480	2.53e-13	76.3	sp|F2Z5Z6|HERA_SULAC DNA double-strand break repair helicase HerA OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=herA PE=1 SV=1	P2216_UniAntwerpt_BE
00000861|gene_cluster_GC_00003797|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2283	sp|Q96YR7|HERA_SULTO	33.088	136	84	1	478	613	351	479	3.19e-13	75.9	sp|Q96YR7|HERA_SULTO DNA double-strand break repair helicase HerA OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=herA PE=1 SV=1	P2216_UniAntwerpt_BE
00000861|gene_cluster_GC_00003797|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2283	sp|Q96YR7|HERA_SULTO	27.381	168	88	6	111	276	97	232	4.39e-06	53.1	sp|Q96YR7|HERA_SULTO DNA double-strand break repair helicase HerA OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=herA PE=1 SV=1	P2216_UniAntwerpt_BE
00000861|gene_cluster_GC_00003797|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_2283	sp|Q8U1P0|HERA_PYRFU	34.722	144	79	4	478	613	400	536	4.96e-13	75.5	sp|Q8U1P0|HERA_PYRFU DNA double-strand break repair helicase HerA OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=herA PE=1 SV=1	P2216_UniAntwerpt_BE
00000923|gene_cluster_GC_00003885|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_719	sp|P0DW60|THSA_ENTFC	26.857	175	114	5	148	309	106	279	4.85e-07	56.2	sp|P0DW60|THSA_ENTFC NAD(+) hydrolase ThsA OS=Enterococcus faecium OX=1352 GN=thsA PE=1 SV=1	P2216_UniAntwerpt_BE
00000923|gene_cluster_GC_00003885|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_719	sp|C0MAL8|THSA_STRE4	26.115	157	104	5	113	259	69	223	0.000345	47.0	sp|C0MAL8|THSA_STRE4 NAD(+) hydrolase ThsA OS=Streptococcus equi subsp. equi (strain 4047) OX=553482 GN=thsA PE=1 SV=1	P2216_UniAntwerpt_BE
00000923|gene_cluster_GC_00003885|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_719	sp|A0A5B8Z1N3|THSA_CYTDA	27.027	111	75	3	148	255	115	222	0.001	45.4	sp|A0A5B8Z1N3|THSA_CYTDA NAD(+) hydrolase ThsA OS=Cytobacillus dafuensis OX=1742359 GN=thsA PE=1 SV=2	P2216_UniAntwerpt_BE
00000923|gene_cluster_GC_00003885|genome_name_P2216_UniAntwerpt_BE|gene_callers_id_719	sp|P0DXN8|DSR2_BACIU	32.71	107	61	5	146	246	129	230	0.004	43.9	sp|P0DXN8|DSR2_BACIU Defense-associated sirtuin 2 OS=Bacillus subtilis OX=1423 GN=BKP58_08510 PE=1 SV=1	P2216_UniAntwerpt_BE
