query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000524|gene_cluster_GC_00004033|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2364	sp|Q5UQN5|TR443_MIMIV	28.283	99	55	5	30	125	62	147	0.009	38.1	sp|Q5UQN5|TR443_MIMIV Thioredoxin domain-containing protein R443 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_R443 PE=1 SV=1	P2771_Cococa_Vietnam_BE
00000671|gene_cluster_GC_00003310|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2396	sp|B3W8W8|RL33_LACCB	64.583	48	17	0	1	48	1	48	3.17e-16	67.0	sp|B3W8W8|RL33_LACCB Large ribosomal subunit protein bL33 OS=Lacticaseibacillus casei (strain BL23) OX=543734 GN=rpmG PE=3 SV=1	P2771_Cococa_Vietnam_BE
00000671|gene_cluster_GC_00003310|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2396	sp|Q037L6|RL331_LACP3	64.583	48	17	0	1	48	1	48	3.17e-16	67.0	sp|Q037L6|RL331_LACP3 Large ribosomal subunit protein bL33A OS=Lacticaseibacillus paracasei (strain ATCC 334 / BCRC 17002 / CCUG 31169 / CIP 107868 / KCTC 3260 / NRRL B-441) OX=321967 GN=rpmG1 PE=3 SV=1	P2771_Cococa_Vietnam_BE
00000671|gene_cluster_GC_00003310|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2396	sp|P59629|RL334_ENTFA	66.667	48	16	0	1	48	1	48	5.69e-15	63.9	sp|P59629|RL334_ENTFA Large ribosomal subunit protein bL33D OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=rpmG4 PE=3 SV=1	P2771_Cococa_Vietnam_BE
00000671|gene_cluster_GC_00003310|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2396	sp|Q8KU55|RL331_ENTFA	62.5	48	18	0	1	48	1	48	2.28e-13	60.1	sp|Q8KU55|RL331_ENTFA Large ribosomal subunit protein bL33A OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=rpmG1 PE=3 SV=1	P2771_Cococa_Vietnam_BE
00000671|gene_cluster_GC_00003310|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2396	sp|B1MZH9|RL33_LEUCK	54.167	48	22	0	1	48	1	48	3.74e-13	59.3	sp|B1MZH9|RL33_LEUCK Large ribosomal subunit protein bL33 OS=Leuconostoc citreum (strain KM20) OX=349519 GN=rpmG PE=3 SV=1	P2771_Cococa_Vietnam_BE
00000798|gene_cluster_GC_00003816|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2363	sp|Q9RN27|Y6504_BACAN	22.148	298	192	12	15	290	3	282	8.52e-06	50.1	sp|Q9RN27|Y6504_BACAN Uncharacterized protein pXO2-05/BXB0004/GBAA_pXO2_0004 OS=Bacillus anthracis OX=1392 GN=pXO2-05 PE=4 SV=1	P2771_Cococa_Vietnam_BE
00000855|gene_cluster_GC_00003725|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2249	sp|B7IDD1|LEXA_THEAB	31.169	154	86	9	87	229	45	189	3.29e-05	47.0	sp|B7IDD1|LEXA_THEAB LexA repressor OS=Thermosipho africanus (strain TCF52B) OX=484019 GN=lexA PE=3 SV=1	P2771_Cococa_Vietnam_BE
00000855|gene_cluster_GC_00003725|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2249	sp|A6LM87|LEXA_THEM4	31.579	152	88	10	87	229	45	189	0.000488	43.5	sp|A6LM87|LEXA_THEM4 LexA repressor OS=Thermosipho melanesiensis (strain DSM 12029 / CIP 104789 / BI429) OX=391009 GN=lexA PE=3 SV=1	P2771_Cococa_Vietnam_BE
00000855|gene_cluster_GC_00003725|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2249	sp|A7HY01|LEXA_PARL1	35.2	125	73	7	109	229	108	228	0.003	41.6	sp|A7HY01|LEXA_PARL1 LexA repressor OS=Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966) OX=402881 GN=lexA PE=3 SV=1	P2771_Cococa_Vietnam_BE
00000855|gene_cluster_GC_00003725|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2249	sp|Q47EP6|LEXA_DECAR	34.722	72	45	2	150	220	107	177	0.004	40.8	sp|Q47EP6|LEXA_DECAR LexA repressor OS=Dechloromonas aromatica (strain RCB) OX=159087 GN=lexA PE=3 SV=1	P2771_Cococa_Vietnam_BE
00000855|gene_cluster_GC_00003725|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2249	sp|Q314F2|LEXA_OLEA2	30.0	80	54	2	151	229	121	199	0.004	40.8	sp|Q314F2|LEXA_OLEA2 LexA repressor OS=Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) OX=207559 GN=lexA PE=3 SV=1	P2771_Cococa_Vietnam_BE
