gene_callers_id	source	accession	function	e_value
90	KOfam	K09699	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	6.8e-147
90	KOfam	K00627	pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]	4.8e-146
92	KOfam	K00166	2-oxoisovalerate dehydrogenase E1 component subunit alpha [EC:1.2.4.4]	1.6e-114
93	KOfam	K01462	peptide deformylase [EC:3.5.1.88]	5.4e-45
96	KOfam	K12574	ribonuclease J [EC:3.1.-.-]	2.1e-236
97	KOfam	K07029	diacylglycerol kinase (ATP) [EC:2.7.1.107]	9.1e-61
99	KOfam	K21471	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	4.3e-35
100	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	3.4e-127
101	KOfam	K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	3.1e-145
107	KOfam	K03499	trk/ktr system potassium uptake protein	3.4e-40
108	KOfam	K03498	trk/ktr system potassium uptake protein	3.3e-127
109	KOfam	K00566	tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	1.5e-168
111	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	2.1e-141
112	KOfam	K01243	adenosylhomocysteine nucleosidase [EC:3.2.2.9]	9.8e-74
114	KOfam	K01515	ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-]	3.1e-48
115	KOfam	K01778	diaminopimelate epimerase [EC:5.1.1.7]	3.5e-63
116	KOfam	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	0
117	KOfam	K04074	cell division initiation protein	7.8e-63
119	KOfam	K02221	YggT family protein	1.5e-23
120	KOfam	K09772	cell division inhibitor SepF	2.5e-37
121	KOfam	K03531	cell division protein FtsZ	3.8e-166
122	KOfam	K03590	cell division protein FtsA	7.5e-141
123	KOfam	K03589	cell division protein FtsQ	2.1e-27
124	KOfam	K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	4.1e-119
125	KOfam	K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	4.4e-141
126	KOfam	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	4.9e-125
127	KOfam	K08724	penicillin-binding protein 2B	6.9e-261
128	KOfam	K03586	cell division protein FtsL	1e-12
129	KOfam	K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	7.1e-139
130	KOfam	K03925	transcriptional regulator MraZ	9.9e-57
132	KOfam	K03284	magnesium transporter	3.5e-41
133	KOfam	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	1.2e-211
134	KOfam	K03216	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	7.3e-67
135	KOfam	K07118	uncharacterized protein	2.5e-55
136	KOfam	K03311	branched-chain amino acid:cation transporter, LIVCS family	5.1e-156
138	KOfam	K00563	23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	4.9e-78
139	KOfam	K02954	small subunit ribosomal protein S14	2.9e-33
141	KOfam	K02781	glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]	2.8e-29
142	KOfam	K07404	6-phosphogluconolactonase [EC:3.1.1.31]	1.6e-113
143	KOfam	K06201	copper homeostasis protein	1e-68
145	KOfam	K00858	NAD+ kinase [EC:2.7.1.23]	1.9e-36
146	KOfam	K07816	GTP pyrophosphokinase [EC:2.7.6.5]	1.6e-91
148	KOfam	K08602	oligoendopeptidase F [EC:3.4.24.-]	2.4e-209
149	KOfam	K06198	competence protein CoiA	2.9e-78
150	KOfam	K16511	adapter protein MecA 1/2	1.3e-63
151	KOfam	K16509	regulatory protein spx	2.5e-64
152	KOfam	K00784	ribonuclease Z [EC:3.1.26.11]	4.9e-27
157	KOfam	K07570	general stress protein 13	7.4e-50
158	KOfam	K03768	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	1.6e-74
159	KOfam	K03975	membrane-associated protein	6.9e-78
160	KOfam	K27959	lyso-form N-acyl lipoprotein transferase [EC:2.3.1.-]	8.4e-58
166	KOfam	K00925	acetate kinase [EC:2.7.2.1]	1.5e-171
172	KOfam	K02245	competence protein ComGC	4.7e-35
173	KOfam	K02244	competence protein ComGB	3.6e-86
174	KOfam	K02243	competence protein ComGA	2.8e-114
175	KOfam	K00852	ribokinase [EC:2.7.1.15]	5.1e-107
177	KOfam	K18189	translational activator of cytochrome c oxidase 1	1.5e-63
178	KOfam	K09004	uncharacterized protein	8.4e-29
180	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	4.2e-103
181	KOfam	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	4.5e-66
182	KOfam	K21745	MerR family transcriptional regulator, aldehyde-responsive regulator	4.6e-36
185	KOfam	K22044	moderate conductance mechanosensitive channel	3.5e-73
186	KOfam	K05823	N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]	3.5e-165
187	KOfam	K05822	tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]	3.7e-118
189	KOfam	K07095	uncharacterized protein	3e-35
190	KOfam	K01519	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	1.6e-70
191	KOfam	K01776	glutamate racemase [EC:5.1.1.3]	3e-103
193	KOfam	K03671	thioredoxin	1.5e-38
194	KOfam	K07456	DNA mismatch repair protein MutS2	5.8e-257
195	KOfam	K09888	cell division protein ZapA	6e-11
197	KOfam	K07447	putative pre-16S rRNA nuclease [EC:3.1.-.-]	4.9e-52
199	KOfam	K01872	alanyl-tRNA synthetase [EC:6.1.1.7]	0
200	KOfam	K18692	ATP-dependent RNA helicase CshB [EC:5.6.2.7]	7.3e-193
201	KOfam	K06881	bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]	1.7e-89
202	KOfam	K02346	DNA polymerase IV [EC:2.7.7.7]	1.6e-130
203	KOfam	K03210	preprotein translocase subunit YajC	1.3e-34
204	KOfam	K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	5.1e-180
205	KOfam	K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	3.5e-149
206	KOfam	K03551	holliday junction DNA helicase RuvB [EC:5.6.2.4]	1.9e-172
207	KOfam	K03550	holliday junction DNA helicase RuvA	5.5e-63
211	KOfam	K03572	DNA mismatch repair protein MutL	8.8e-204
212	KOfam	K03555	DNA mismatch repair protein MutS	0
213	KOfam	K09769	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]	7.3e-117
214	KOfam	K18682	ribonucrease Y [EC:3.1.-.-]	1.5e-239
215	KOfam	K03553	recombination protein RecA	8.4e-200
216	KOfam	K03743	nicotinamide-nucleotide amidase [EC:3.5.1.42]	7.5e-59
217	KOfam	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	1.4e-41
218	KOfam	K15539	cytoskeleton protein RodZ	2.5e-48
221	KOfam	K00928	aspartate kinase [EC:2.7.2.4]	6.2e-100
222	KOfam	K02030	polar amino acid transport system substrate-binding protein	9.4e-51
224	KOfam	K02029	polar amino acid transport system permease protein	1.2e-80
225	KOfam	K03609	septum site-determining protein MinD	5.9e-100
226	KOfam	K03610	septum site-determining protein MinC	3.7e-21
227	KOfam	K03571	rod shape-determining protein MreD	7.4e-16
228	KOfam	K03570	rod shape-determining protein MreC	8e-70
229	KOfam	K03569	rod shape-determining protein MreB and related proteins	3.1e-150
230	KOfam	K03630	DNA repair protein RadC	1.3e-48
231	KOfam	K11754	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	8.8e-139
232	KOfam	K01873	valyl-tRNA synthetase [EC:6.1.1.9]	0
233	KOfam	K11065	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	1.4e-57
235	KOfam	K03151	tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]	1.7e-151
236	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	6.3e-136
237	KOfam	K06286	septation ring formation regulator	1.3e-157
238	KOfam	K08968	L-methionine (R)-S-oxide reductase [EC:1.8.4.14]	3.3e-66
239	KOfam	K02986	small subunit ribosomal protein S4	1.1e-56
242	KOfam	K26996	immunity protein, SdpI family	2.4e-19
243	KOfam	K26993	ArsR family transcriptional regulator, repressor of sdpIR and other operons	1.2e-40
244	KOfam	K01182	oligo-1,6-glucosidase [EC:3.2.1.10]	2.4e-271
245	KOfam	K19506	fructoselysine/glucoselysine PTS system EIIA component [EC:2.7.1.-]	1.6e-43
247	KOfam	K02795	mannose PTS system EIIC component	1.4e-76
249	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	1.4e-91
250	KOfam	K01919	glutamate--cysteine ligase [EC:6.3.2.2]	7.4e-51
251	KOfam	K07478	putative ATPase	2.6e-166
254	KOfam	K17836	beta-lactamase class A [EC:3.5.2.6]	3.5e-43
255	KOfam	K20391	HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes	1.7e-39
256	KOfam	K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	1.4e-41
257	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	1.4e-107
260	KOfam	K00016	L-lactate dehydrogenase [EC:1.1.1.27]	3.3e-77
261	KOfam	K02073	D-methionine transport system substrate-binding protein	5.7e-106
262	KOfam	K02072	D-methionine transport system permease protein	3e-92
263	KOfam	K02071	D-methionine transport system ATP-binding protein	2.7e-148
264	KOfam	K02437	glycine cleavage system H protein	2.4e-25
265	KOfam	K05837	peptidoglycan glycosyltransferase [EC:2.4.99.28]	1.6e-124
267	KOfam	K08998	uncharacterized protein	5.4e-35
268	KOfam	K03569	rod shape-determining protein MreB and related proteins	4.8e-146
269	KOfam	K03817	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	2.3e-59
270	KOfam	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	3.2e-187
271	KOfam	K02114	F-type H+-transporting ATPase subunit epsilon	1.1e-42
272	KOfam	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	1.1e-257
273	KOfam	K02115	F-type H+-transporting ATPase subunit gamma	4.2e-92
274	KOfam	K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	3.4e-269
275	KOfam	K02113	F-type H+-transporting ATPase subunit delta	5.5e-45
276	KOfam	K02109	F-type H+-transporting ATPase subunit b	2.1e-41
277	KOfam	K02110	F-type H+-transporting ATPase subunit c	2.4e-22
278	KOfam	K02108	F-type H+-transporting ATPase subunit a	1.4e-58
279	KOfam	K02824	uracil permease	6e-183
280	KOfam	K00761	uracil phosphoribosyltransferase [EC:2.4.2.9]	1.2e-109
281	KOfam	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	1.2e-200
282	KOfam	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	2.9e-115
283	KOfam	K02493	release factor glutamine methyltransferase [EC:2.1.1.297]	3.3e-87
284	KOfam	K02835	peptide chain release factor 1	1.1e-157
285	KOfam	K00857	thymidine kinase [EC:2.7.1.21]	8.7e-44
286	KOfam	K23393	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	4.4e-154
287	KOfam	K07009	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	2.4e-84
288	KOfam	K01809	mannose-6-phosphate isomerase [EC:5.3.1.8]	1.1e-63
289	KOfam	K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	1.4e-34
291	KOfam	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	6.3e-107
294	KOfam	K18888	ATP-binding cassette, subfamily B, multidrug efflux pump	8.4e-298
295	KOfam	K18887	ATP-binding cassette, subfamily B, multidrug efflux pump	3e-255
313	KOfam	K18104	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	1.1e-202
314	KOfam	K00712	poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	2.5e-150
315	KOfam	K02004	putative ABC transport system permease protein	1.5e-32
315	KOfam	K02003	putative ABC transport system ATP-binding protein	1.2e-101
317	KOfam	K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]	4.7e-73
318	KOfam	K05340	glucose uptake protein	4.2e-100
319	KOfam	K06969	23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	3.2e-67
321	KOfam	K02483	two-component system, OmpR family, response regulator	1.1e-75
322	KOfam	K09157	uncharacterized protein	1.6e-190
323	KOfam	K07166	ACT domain-containing protein	1.8e-37
324	KOfam	K03298	drug/metabolite transporter, DME family	1.7e-40
327	KOfam	K08369	MFS transporter, putative metabolite:H+ symporter	3.3e-117
332	KOfam	K20742	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	1e-84
333	KOfam	K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	5.8e-43
337	KOfam	K06158	ATP-binding cassette, subfamily F, member 3	3.2e-141
341	KOfam	K02804	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	4.7e-192
342	KOfam	K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	9.8e-62
343	KOfam	K25232	fatty acid kinase fatty acid binding subunit	1.2e-69
344	KOfam	K00003	homoserine dehydrogenase [EC:1.1.1.3]	3.5e-124
345	KOfam	K01740	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	1.4e-216
346	KOfam	K00651	homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	1e-98
349	KOfam	K01989	putative tryptophan/tyrosine transport system substrate-binding protein	2.7e-106
350	KOfam	K05832	putative tryptophan/tyrosine transport system permease protein	2.6e-113
351	KOfam	K05833	putative tryptophan/tyrosine transport system ATP-binding protein	5.5e-102
352	KOfam	K05910	NADH peroxidase [EC:1.11.1.1]	5.5e-219
355	KOfam	K00661	maltose O-acetyltransferase [EC:2.3.1.79]	3.4e-79
356	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	5e-110
357	KOfam	K01523	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	1.9e-37
359	KOfam	K02500	imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	2.1e-127
360	KOfam	K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	3.4e-77
361	KOfam	K02501	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	1.6e-80
362	KOfam	K01693	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	1.9e-89
363	KOfam	K00013	histidinol dehydrogenase [EC:1.1.1.23]	2.8e-185
364	KOfam	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	1.5e-66
365	KOfam	K02502	ATP phosphoribosyltransferase regulatory subunit	3.7e-81
366	KOfam	K04486	histidinol-phosphatase (PHP family) [EC:3.1.3.15]	2.3e-67
368	KOfam	K03284	magnesium transporter	5.6e-37
369	KOfam	K05937	uncharacterized protein	1.4e-12
370	KOfam	K21745	MerR family transcriptional regulator, aldehyde-responsive regulator	9.5e-37
373	KOfam	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1.6e-134
374	KOfam	K24041	penicillin V amidase [EC:3.5.1.11]	3.6e-85
376	KOfam	K24915	TMEM175 potassium channel family protein	7.7e-38
379	KOfam	K02348	ElaA protein	8e-30
380	KOfam	K19005	lipoteichoic acid synthase [EC:2.7.8.20]	3e-246
381	KOfam	K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	6.5e-41
382	KOfam	K21567	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	8.2e-124
388	KOfam	K03469	ribonuclease HI [EC:3.1.26.4]	3.2e-40
389	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	3.3e-51
392	KOfam	K22230	scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.-]	4.1e-118
394	KOfam	K24163	monovalent cation/hydrogen antiporter	3.2e-156
395	KOfam	K01662	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	3.2e-211
396	KOfam	K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	1.3e-31
399	KOfam	K07979	GntR family transcriptional regulator	9e-28
401	KOfam	K06889	uncharacterized protein	5.7e-38
402	KOfam	K08602	oligoendopeptidase F [EC:3.4.24.-]	5.3e-122
407	KOfam	K00158	pyruvate oxidase [EC:1.2.3.3]	9.9e-245
417	KOfam	K03800	lipoate---protein ligase [EC:6.3.1.20]	7.4e-90
418	KOfam	K02395	peptidoglycan hydrolase FlgJ	5.8e-26
419	KOfam	K02744	N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]	3.6e-35
420	KOfam	K10986	galactosamine PTS system EIID component	2.1e-129
421	KOfam	K10985	galactosamine PTS system EIIC component	9.8e-132
422	KOfam	K10984	galactosamine PTS system EIIB component [EC:2.7.1.-]	1.8e-73
424	KOfam	K07090	uncharacterized protein	5.4e-12
429	KOfam	K07727	putative transcriptional regulator	1e-08
431	KOfam	K01621	xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]	0
432	KOfam	K03930	putative tributyrin esterase [EC:3.1.1.-]	4.2e-80
433	KOfam	K03492	GntR family transcriptional regulator, regulator of glucomannan utilization	9.5e-85
434	KOfam	K03976	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	3.4e-43
436	KOfam	K06950	uncharacterized protein	7.7e-51
437	KOfam	K07707	two-component system, LytTR family, response regulator AgrA	6.6e-52
440	KOfam	K13993	HSP20 family protein	6.2e-25
442	KOfam	K03699	magnesium and cobalt exporter, CNNM family	2e-116
443	KOfam	K03647	protein involved in ribonucleotide reduction	3.2e-40
444	KOfam	K24163	monovalent cation/hydrogen antiporter	1.3e-98
448	KOfam	K26996	immunity protein, SdpI family	4.7e-10
449	KOfam	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	5.6e-178
450	KOfam	K00375	GntR family transcriptional regulator / MocR family aminotransferase	5.7e-132
451	KOfam	K00841	aminotransferase [EC:2.6.1.-]	2.7e-162
452	KOfam	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	2.1e-96
454	KOfam	K07090	uncharacterized protein	5.3e-27
458	KOfam	K16898	ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-]	4.6e-295
459	KOfam	K16899	ATP-dependent helicase/nuclease subunit B [EC:5.6.2.4 3.1.-.-]	4.7e-162
460	KOfam	K09936	bacterial/archaeal transporter family-2 protein	9.4e-94
461	KOfam	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	8.4e-62
462	KOfam	K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	8.2e-67
463	KOfam	K17828	dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]	1.6e-126
464	KOfam	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	0
465	KOfam	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	3.7e-178
466	KOfam	K01465	dihydroorotase [EC:3.5.2.3]	1.8e-126
467	KOfam	K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	2.4e-125
468	KOfam	K02825	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	7.6e-83
469	KOfam	K09684	PucR family transcriptional regulator, purine catabolism regulatory protein	4.9e-88
470	KOfam	K16169	xanthine permease	2.9e-204
471	KOfam	K06901	adenine/guanine/hypoxanthine permease	3.5e-136
475	KOfam	K11936	poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	1.8e-122
477	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	3.8e-158
478	KOfam	K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	1.1e-228
479	KOfam	K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	2.1e-76
480	KOfam	K01933	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	4.3e-135
481	KOfam	K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	5.2e-196
482	KOfam	K23269	phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]	0
483	KOfam	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	1.5e-102
484	KOfam	K23264	phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]	5.2e-30
485	KOfam	K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	1.8e-61
486	KOfam	K01589	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]	6.6e-153
487	KOfam	K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	1.2e-75
488	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	3.9e-50
488	KOfam	K09155	uncharacterized protein	2.7e-32
489	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	1.4e-50
490	KOfam	K03800	lipoate---protein ligase [EC:6.3.1.20]	2.1e-87
491	KOfam	K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	2.5e-35
493	KOfam	K01674	carbonic anhydrase [EC:4.2.1.1]	7.5e-61
495	KOfam	K01424	L-asparaginase [EC:3.5.1.1]	1.8e-112
496	KOfam	K02003	putative ABC transport system ATP-binding protein	3e-94
499	KOfam	K07979	GntR family transcriptional regulator	4e-25
505	KOfam	K07491	REP-associated tyrosine transposase	5.3e-21
509	KOfam	K14155	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	1.7e-139
513	KOfam	K01208	cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]	2.5e-178
514	KOfam	K01733	threonine synthase [EC:4.2.3.1]	3.9e-98
515	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	2.8e-56
517	KOfam	K00661	maltose O-acetyltransferase [EC:2.3.1.79]	1.5e-80
518	KOfam	K01515	ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-]	4e-43
519	KOfam	K02503	histidine triad (HIT) family protein [EC:3.9.1.-]	4.5e-23
520	KOfam	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	2.7e-65
522	KOfam	K09963	uncharacterized protein	3.9e-139
525	KOfam	K07105	uncharacterized protein	2.7e-57
526	KOfam	K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	1.3e-157
528	KOfam	K01992	ABC-2 type transport system permease protein	5.6e-12
530	KOfam	K01753	D-serine dehydratase [EC:4.3.1.18]	3.5e-181
531	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	1.7e-231
532	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	1.3e-222
533	KOfam	K02759	cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]	1.2e-44
534	KOfam	K02760	cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]	5e-43
535	KOfam	K03489	GntR family transcriptional regulator, transcriptional regulator of bglA	5.6e-67
539	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	1.3e-48
540	KOfam	K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	1.4e-66
541	KOfam	K03298	drug/metabolite transporter, DME family	2e-47
542	KOfam	K12972	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	1.6e-58
543	KOfam	K06988	8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	4.5e-46
