gene_callers_id	source	accession	function	e_value
90	KOfam	K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	1.6e-152
92	KOfam	K05937	uncharacterized protein	1.8e-15
94	KOfam	K00925	acetate kinase [EC:2.7.2.1]	3.5e-162
96	KOfam	K06199	fluoride exporter	6.2e-22
97	KOfam	K06199	fluoride exporter	1.6e-18
98	KOfam	K18231	macrolide transport system ATP-binding/permease protein	2.7e-148
100	KOfam	K16785	energy-coupling factor transport system permease protein	9.9e-33
101	KOfam	K01552	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]	1.1e-129
102	KOfam	K16925	energy-coupling factor transport system permease protein	4.8e-55
103	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	2.9e-67
104	KOfam	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	2.8e-109
105	KOfam	K03624	transcription elongation factor GreA	3.4e-48
107	KOfam	K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	5.9e-85
111	KOfam	K08659	dipeptidase [EC:3.4.-.-]	6.5e-177
112	KOfam	K02800	mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197]	3e-252
113	KOfam	K03483	mannitol operon transcriptional activator	1.8e-161
114	KOfam	K02798	mannitol PTS system EIIA component [EC:2.7.1.197]	2.4e-54
115	KOfam	K00009	mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	1.1e-158
117	KOfam	K03671	thioredoxin	1.8e-37
121	KOfam	K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]	4.3e-52
123	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	7.6e-65
124	KOfam	K00640	serine O-acetyltransferase [EC:2.3.1.30]	6.1e-65
127	KOfam	K01265	methionyl aminopeptidase [EC:3.4.11.18]	1.1e-85
128	KOfam	K03811	nicotinamide mononucleotide transporter	3.9e-32
131	KOfam	K03486	GntR family transcriptional regulator, trehalose operon transcriptional repressor	3.2e-91
132	KOfam	K01226	trehalose-6-phosphate hydrolase [EC:3.2.1.93]	1.5e-255
133	KOfam	K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	2.8e-232
133	KOfam	K02777	sugar PTS system EIIA component [EC:2.7.1.-]	1.5e-83
134	KOfam	K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	9.9e-218
134	KOfam	K02777	sugar PTS system EIIA component [EC:2.7.1.-]	2e-81
136	KOfam	K22959	gallate decarboxylase subunit B	4e-104
136	KOfam	K03186	flavin prenyltransferase [EC:2.5.1.129]	1.4e-96
137	KOfam	K22960	gallate decarboxylase subunit D	1.1e-44
138	KOfam	K19587	Rrf2 family transcriptional regulator, repressor of oqxAB	4.7e-24
140	KOfam	K03322	manganese transport protein	1.9e-172
144	KOfam	K08169	MFS transporter, DHA2 family, multidrug resistance protein	1.7e-86
145	KOfam	K21745	MerR family transcriptional regulator, aldehyde-responsive regulator	3.1e-26
147	KOfam	K02483	two-component system, OmpR family, response regulator	9.1e-77
150	KOfam	K02761	cellobiose PTS system EIIC component	6e-157
153	KOfam	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	1.9e-86
154	KOfam	K00104	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	3.7e-145
156	KOfam	K07816	GTP pyrophosphokinase [EC:2.7.6.5]	1.7e-72
158	KOfam	K06994	putative drug exporter of the RND superfamily	1.2e-139
159	KOfam	K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	3.4e-85
161	KOfam	K02004	putative ABC transport system permease protein	8e-19
163	KOfam	K07052	CAAX protease family protein	1.5e-18
164	KOfam	K07052	CAAX protease family protein	1.5e-18
167	KOfam	K02437	glycine cleavage system H protein	1.1e-11
170	KOfam	K10844	DNA excision repair protein ERCC-2 [EC:5.6.2.3]	3.8e-141
172	KOfam	K00925	acetate kinase [EC:2.7.2.1]	1.3e-169
173	KOfam	K02348	ElaA protein	1e-51
175	KOfam	K03885	NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]	6.1e-101
179	KOfam	K03071	preprotein translocase subunit SecB	6.6e-13
180	KOfam	K11069	spermidine/putrescine transport system substrate-binding protein	1.7e-118
181	KOfam	K11070	spermidine/putrescine transport system permease protein	5.3e-96
182	KOfam	K11071	spermidine/putrescine transport system permease protein	9.1e-88
183	KOfam	K11072	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	8.5e-165
183	KOfam	K02010	iron(III) transport system ATP-binding protein [EC:7.2.2.7]	9.5e-134
189	KOfam	K07979	GntR family transcriptional regulator	2.2e-39
190	KOfam	K16921	acetoin utilization transport system ATP-binding protein	1.2e-100
191	KOfam	K16919	acetoin utilization transport system permease protein	3.1e-27
192	KOfam	K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	1.2e-197
193	KOfam	K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	8.2e-105
195	KOfam	K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family	5.8e-102
196	KOfam	K04088	modulator of FtsH protease HflK	7.5e-37
198	KOfam	K08659	dipeptidase [EC:3.4.-.-]	1.8e-177
200	KOfam	K03523	biotin transport system substrate-specific component	6.6e-45
201	KOfam	K03524	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	1.5e-61
202	KOfam	K08969	L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]	1.1e-192
204	KOfam	K09692	teichoic acid transport system permease protein	1.1e-73
205	KOfam	K09693	teichoic acid transport system ATP-binding protein [EC:7.5.2.4]	8.1e-117
209	KOfam	K03320	ammonium transporter, Amt family	2.5e-134
210	KOfam	K00016	L-lactate dehydrogenase [EC:1.1.1.27]	2.3e-75
213	KOfam	K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]	2.6e-47
215	KOfam	K08987	putative membrane protein	7.1e-39
217	KOfam	K09384	uncharacterized protein	1.7e-123
220	KOfam	K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein	6.4e-38
224	KOfam	K05845	osmoprotectant transport system substrate-binding protein	2e-91
224	KOfam	K05846	osmoprotectant transport system permease protein	8.4e-95
225	KOfam	K05847	osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]	5.7e-126
226	KOfam	K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	1.6e-124
227	KOfam	K00864	glycerol kinase [EC:2.7.1.30]	8.3e-220
228	KOfam	K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	7e-143
228	KOfam	K00105	alpha-glycerophosphate oxidase [EC:1.1.3.21]	0
229	KOfam	K02440	glycerol uptake facilitator	4.4e-110
235	KOfam	K00633	galactoside O-acetyltransferase [EC:2.3.1.18]	5.1e-98
235	KOfam	K00661	maltose O-acetyltransferase [EC:2.3.1.79]	2e-70
239	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	1.4e-58
240	KOfam	K03311	branched-chain amino acid:cation transporter, LIVCS family	1.9e-153
241	KOfam	K26730	Na+:H+ antiporter	6.1e-120
250	KOfam	K07052	CAAX protease family protein	6.7e-17
253	KOfam	K07706	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	9.9e-69
254	KOfam	K07707	two-component system, LytTR family, response regulator AgrA	1.2e-71
255	KOfam	K07707	two-component system, LytTR family, response regulator AgrA	2.1e-71
256	KOfam	K07052	CAAX protease family protein	1.3e-18
259	KOfam	K20344	ATP-binding cassette, subfamily C, bacteriocin exporter	1.6e-284
260	KOfam	K20345	membrane fusion protein, peptide pheromone/bacteriocin exporter	8.7e-88
262	KOfam	K07052	CAAX protease family protein	8.9e-17
263	KOfam	K07052	CAAX protease family protein	6.6e-20
264	KOfam	K07052	CAAX protease family protein	8e-12
265	KOfam	K07052	CAAX protease family protein	1.6e-13
269	KOfam	K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	4e-98
270	KOfam	K03489	GntR family transcriptional regulator, transcriptional regulator of bglA	2.9e-62
271	KOfam	K02761	cellobiose PTS system EIIC component	4.9e-143
274	KOfam	K02761	cellobiose PTS system EIIC component	2.4e-140
275	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	4.5e-229
281	KOfam	K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	6.2e-78
282	KOfam	K00054	hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	7.7e-187
284	KOfam	K12410	NAD-dependent protein deacetylase/lipoamidase [EC:2.3.1.286 2.3.1.313]	1.8e-68
286	KOfam	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	6.2e-17
287	KOfam	K01874	methionyl-tRNA synthetase [EC:6.1.1.10]	4.7e-191
288	KOfam	K07552	MFS transporter, DHA1 family, multidrug resistance protein	1.4e-78
289	KOfam	K03424	TatD DNase family protein [EC:3.1.21.-]	6.8e-85
290	KOfam	K05985	ribonuclease M5 [EC:3.1.26.8]	2.7e-86
291	KOfam	K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	6.8e-106
293	KOfam	K00919	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	3.3e-79
294	KOfam	K06889	uncharacterized protein	2.6e-36
296	KOfam	K02075	zinc/manganese transport system permease protein	4.4e-70
299	KOfam	K09685	HTH-type transcriptional regulator, purine operon repressor	7.5e-125
300	KOfam	K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	2.3e-197
301	KOfam	K17836	beta-lactamase class A [EC:3.5.2.6]	1e-36
302	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	1.1e-145
305	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	1.2e-59
306	KOfam	K06885	uncharacterized protein	1.2e-137
307	KOfam	K16869	octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]	9.8e-84
309	KOfam	K03048	DNA-directed RNA polymerase subunit delta	8.1e-58
310	KOfam	K01937	CTP synthase [EC:6.3.4.2]	5.2e-264
311	KOfam	K01875	seryl-tRNA synthetase [EC:6.1.1.11]	6.7e-179
312	KOfam	K03837	serine transporter	4.1e-172
313	KOfam	K01752	L-serine dehydratase [EC:4.3.1.17]	8.3e-32
314	KOfam	K01752	L-serine dehydratase [EC:4.3.1.17]	2.6e-90
317	KOfam	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	3.4e-162
318	KOfam	K03628	transcription termination factor Rho	3.4e-204
319	KOfam	K02909	large subunit ribosomal protein L31	3.3e-25
321	KOfam	K07284	sortase A [EC:3.4.22.70]	8.5e-43
322	KOfam	K03744	LemA protein	5.8e-73
323	KOfam	K03799	heat shock protein HtpX [EC:3.4.24.-]	2.1e-86
325	KOfam	K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	4.3e-150
326	KOfam	K05592	ATP-dependent RNA helicase DeaD [EC:5.6.2.7]	6e-196
327	KOfam	K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	2.1e-34
328	KOfam	K01775	alanine racemase [EC:5.1.1.1]	4.8e-131
329	KOfam	K07171	mRNA interferase MazF [EC:3.1.-.-]	2.1e-44
330	KOfam	K03549	KUP system potassium uptake protein	1.3e-168
331	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	2e-52
332	KOfam	K02050	NitT/TauT family transport system permease protein	2.5e-53
333	KOfam	K15555	sulfonate transport system ATP-binding protein [EC:7.6.2.14]	1.2e-102
334	KOfam	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	0
335	KOfam	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	2.9e-140
336	KOfam	K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	9e-110
337	KOfam	K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	1.8e-155
338	KOfam	K00930	acetylglutamate kinase [EC:2.7.2.8]	3.7e-68
340	KOfam	K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	1.1e-132
344	KOfam	K00016	L-lactate dehydrogenase [EC:1.1.1.27]	4.3e-115
345	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	1.8e-77
346	KOfam	K03723	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]	0
347	KOfam	K03328	polysaccharide transporter, PST family	3.6e-95
348	KOfam	K04762	ribosome-associated heat shock protein Hsp15	1.5e-15
349	KOfam	K13052	cell division protein DivIC	1.5e-27
350	KOfam	K07571	S1 RNA binding domain protein	8.3e-59
351	KOfam	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	2.1e-80
352	KOfam	K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	1.5e-65
353	KOfam	K03798	cell division protease FtsH [EC:3.4.24.-]	1.7e-274
354	KOfam	K04083	molecular chaperone Hsp33	2.7e-97
355	KOfam	K05540	tRNA-dihydrouridine synthase B [EC:1.-.-.-]	4.8e-126
356	KOfam	K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	1.3e-227
357	KOfam	K03305	proton-dependent oligopeptide transporter, POT family	2.3e-147
365	KOfam	K03811	nicotinamide mononucleotide transporter	7.4e-37
366	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	5.6e-79
367	KOfam	K01443	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	1.3e-111
368	KOfam	K24967	GntR family transcriptional regulator, N-acetylglucosamine utilization regulator	3.9e-86
368	KOfam	K03710	GntR family transcriptional regulator	1.5e-69
369	KOfam	K05946	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]	2.4e-93
370	KOfam	K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	8.2e-179
371	KOfam	K01916	NAD+ synthase [EC:6.3.1.5]	6.7e-100
372	KOfam	K01537	P-type Ca2+ transporter type 2C [EC:7.2.2.10]	0
374	KOfam	K06959	protein Tex	0
375	KOfam	K03095	SprT-like protein	1.1e-65
376	KOfam	K00003	homoserine dehydrogenase [EC:1.1.1.3]	1.2e-153
377	KOfam	K00872	homoserine kinase [EC:2.7.1.39]	1.3e-90
378	KOfam	K14059	integrase	4.6e-58
395	KOfam	K19789	DNA repair protein RadD	5.9e-81
414	KOfam	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	5.4e-16
420	KOfam	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	2.8e-25
437	KOfam	K07273	lysozyme	4.5e-53
439	KOfam	K02794	mannose PTS system EIIAB component [EC:2.7.1.191]	3.4e-138
440	KOfam	K02795	mannose PTS system EIIC component	3.6e-95
441	KOfam	K02796	mannose PTS system EIID component	1e-129
443	KOfam	K19505	sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator	1.2e-191
446	KOfam	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	6.9e-107
447	KOfam	K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein	1.8e-30
448	KOfam	K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	3.6e-167
449	KOfam	K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	8.7e-93
451	KOfam	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	2.6e-93
452	KOfam	K24180	malate permease and related proteins	2.2e-71
453	KOfam	K03298	drug/metabolite transporter, DME family	8.6e-43
454	KOfam	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	8.7e-87
456	KOfam	K01372	bleomycin hydrolase [EC:3.4.22.40]	3.1e-190
457	KOfam	K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]	4.8e-86
458	KOfam	K06975	uncharacterized protein	1e-23
459	KOfam	K01520	dUTP diphosphatase [EC:3.6.1.23]	5.7e-31
460	KOfam	K04485	DNA repair protein RadA/Sms	1.5e-205
462	KOfam	K09698	nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	1.2e-211
462	KOfam	K01885	glutamyl-tRNA synthetase [EC:6.1.1.17]	1.2e-167
463	KOfam	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	3e-200
464	KOfam	K11145	mini-ribonuclease III [EC:3.1.26.-]	1.1e-45
465	KOfam	K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	3.1e-98
466	KOfam	K06962	uncharacterized protein	7.9e-46
467	KOfam	K27000	RNA polymerase sigma-H factor	2e-45
468	KOfam	K02913	large subunit ribosomal protein L33	4e-14
469	KOfam	K03073	preprotein translocase subunit SecE	2.3e-17
470	KOfam	K02601	transcription termination/antitermination protein NusG	3e-77
472	KOfam	K02867	large subunit ribosomal protein L11	6.3e-76
473	KOfam	K02863	large subunit ribosomal protein L1	6.4e-95
474	KOfam	K02864	large subunit ribosomal protein L10	1.6e-54
475	KOfam	K02935	large subunit ribosomal protein L7/L12	4.6e-36
476	KOfam	K15051	DNA-entry nuclease	6.8e-97
478	KOfam	K14205	phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	3e-209
479	KOfam	K22522	cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]	1.5e-62
480	KOfam	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	1.8e-108
481	KOfam	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	2.6e-151
482	KOfam	K06191	glutaredoxin-like protein NrdH	4.1e-30
483	KOfam	K00564	16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	2.6e-54
484	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	4.9e-73
485	KOfam	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	3.7e-163
486	KOfam	K09747	nucleoid-associated protein EbfC	5.7e-38
487	KOfam	K06187	recombination protein RecR	5.3e-95
489	KOfam	K00943	dTMP kinase [EC:2.7.4.9]	2.1e-66
491	KOfam	K02341	DNA polymerase III subunit delta' [EC:2.7.7.7]	8.7e-73
493	KOfam	K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	1.2e-117
495	KOfam	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	1.7e-137
496	KOfam	K03430	2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]	8.5e-175
497	KOfam	K05306	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	4e-92
498	KOfam	K02042	phosphonate transport system permease protein	2.4e-56
499	KOfam	K02042	phosphonate transport system permease protein	1.4e-61
500	KOfam	K02041	phosphonate transport system ATP-binding protein [EC:7.3.2.2]	8.7e-104
501	KOfam	K02044	phosphonate transport system substrate-binding protein	9.8e-56
502	KOfam	K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	4.2e-60
503	KOfam	K03789	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	1.1e-43
504	KOfam	K03789	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	1e-37
505	KOfam	K25706	tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]	9.7e-147
506	KOfam	K06158	ATP-binding cassette, subfamily F, member 3	6.1e-184
507	KOfam	K01926	redox-sensing transcriptional repressor	1.6e-88
508	KOfam	K07052	CAAX protease family protein	8.4e-23
509	KOfam	K04078	chaperonin GroES	6.6e-36
510	KOfam	K04077	chaperonin GroEL [EC:5.6.1.7]	5.8e-261
512	KOfam	K02851	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	3.8e-110
513	KOfam	K02040	phosphate transport system substrate-binding protein	1.1e-75
515	KOfam	K02240	competence protein ComFA	1.1e-171
516	KOfam	K02242	competence protein ComFC	1.9e-64
517	KOfam	K05808	ribosome hibernation promoting factor	2e-67
518	KOfam	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]	0
519	KOfam	K02836	peptide chain release factor 2	1.2e-166
521	KOfam	K02483	two-component system, OmpR family, response regulator	1.2e-82
521	KOfam	K07658	two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	4.2e-105
522	KOfam	K07636	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	1.2e-100
523	KOfam	K02040	phosphate transport system substrate-binding protein	1e-70
524	KOfam	K02037	phosphate transport system permease protein	3.4e-92
525	KOfam	K02038	phosphate transport system permease protein	4.4e-92
526	KOfam	K02036	phosphate transport system ATP-binding protein [EC:7.3.2.1]	7.7e-126
527	KOfam	K02036	phosphate transport system ATP-binding protein [EC:7.3.2.1]	3.3e-134
528	KOfam	K02039	phosphate transport system protein	1.1e-66
530	KOfam	K08972	putative membrane protein	5.3e-30
531	KOfam	K06023	HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	2.9e-136
532	KOfam	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	3e-88
533	KOfam	K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	3.6e-153
534	KOfam	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	3.2e-42
536	KOfam	K17869	NADH oxidase (H2O-forming) [EC:1.6.3.4]	3.2e-169
540	KOfam	K11936	poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	8.7e-83
543	KOfam	K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	8.6e-124
546	KOfam	K01835	phosphoglucomutase [EC:5.4.2.2]	1.3e-117
548	KOfam	K17869	NADH oxidase (H2O-forming) [EC:1.6.3.4]	6.1e-149
549	KOfam	K08641	zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	2.2e-61
