gene_callers_id	source	accession	function	e_value
128	KOfam	K01442	choloylglycine hydrolase [EC:3.5.1.24]	3.4e-122
131	KOfam	K16211	maltose/moltooligosaccharide transporter	3.4e-149
132	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	2.8e-81
133	KOfam	K05342	alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]	1.6e-250
134	KOfam	K03488	beta-glucoside operon transcriptional antiterminator	8.9e-93
135	KOfam	K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	9.8e-259
135	KOfam	K02777	sugar PTS system EIIA component [EC:2.7.1.-]	9.3e-78
136	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	2.5e-228
137	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	2.9e-226
138	KOfam	K09963	uncharacterized protein	1.5e-107
139	KOfam	K07106	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	3.3e-149
142	KOfam	K02777	sugar PTS system EIIA component [EC:2.7.1.-]	3.7e-56
143	KOfam	K11201	fructose-like PTS system EIIA component [EC:2.7.1.-]	3.1e-59
146	KOfam	K14155	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	1.3e-126
148	KOfam	K03488	beta-glucoside operon transcriptional antiterminator	2.7e-101
149	KOfam	K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	1.8e-254
150	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	3.4e-221
151	KOfam	K09963	uncharacterized protein	3.2e-127
152	KOfam	K18676	glucosamine kinase [EC:2.7.1.8]	6.3e-44
153	KOfam	K07106	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	2.5e-145
155	KOfam	K02761	cellobiose PTS system EIIC component	4e-121
157	KOfam	K03930	putative tributyrin esterase [EC:3.1.1.-]	5.2e-80
159	KOfam	K26745	MFS transporter, AAHS family, multidrug transporter	5.2e-115
160	KOfam	K17737	LysR family transcriptional regulator, carnitine catabolism transcriptional activator	9.8e-60
164	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	1.8e-81
165	KOfam	K26745	MFS transporter, AAHS family, multidrug transporter	4.8e-116
166	KOfam	K11921	LysR family transcriptional regulator, cyn operon transcriptional activator	8.1e-64
167	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	1.6e-78
168	KOfam	K03785	3-dehydroquinate dehydratase I [EC:4.2.1.10]	2.1e-88
169	KOfam	K03734	FAD:protein FMN transferase [EC:2.7.1.180]	1.5e-86
170	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	1.1e-53
172	KOfam	K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	4e-162
173	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	1.2e-71
174	KOfam	K01785	aldose 1-epimerase [EC:5.1.3.3]	1.5e-77
175	KOfam	K16209	lactose/raffinose/galactose permease	3.3e-248
176	KOfam	K07407	alpha-galactosidase [EC:3.2.1.22]	5.8e-54
178	KOfam	K01190	beta-galactosidase [EC:3.2.1.23]	8.1e-155
179	KOfam	K00849	galactokinase [EC:2.7.1.6]	6.2e-129
180	KOfam	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	5.5e-134
182	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	1.3e-66
183	KOfam	K07726	putative transcriptional regulator	1.7e-21
184	KOfam	K04095	cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]	3.4e-22
186	KOfam	K06610	MFS transporter, SP family, inositol transporter	8.5e-129
187	KOfam	K05989	alpha-L-rhamnosidase [EC:3.2.1.40]	1.7e-43
188	KOfam	K06610	MFS transporter, SP family, inositol transporter	1.4e-120
189	KOfam	K05989	alpha-L-rhamnosidase [EC:3.2.1.40]	1.3e-67
191	KOfam	K12308	beta-galactosidase [EC:3.2.1.23]	5.2e-137
192	KOfam	K16209	lactose/raffinose/galactose permease	9e-234
193	KOfam	K03311	branched-chain amino acid:cation transporter, LIVCS family	1.6e-155
194	KOfam	K03688	ubiquinone biosynthesis protein	5.1e-158
205	KOfam	K17869	NADH oxidase (H2O-forming) [EC:1.6.3.4]	2.2e-203
207	KOfam	K07386	putative endopeptidase [EC:3.4.24.-]	2.9e-203
208	KOfam	K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	3.2e-45
208	KOfam	K21562	CRP/FNR family transcriptional regulator, anaerobic regulatory protein	3.6e-79
212	KOfam	K21600	CsoR family transcriptional regulator, copper-sensing transcriptional repressor	4.2e-18
213	KOfam	K03671	thioredoxin	2e-32
214	KOfam	K02440	glycerol uptake facilitator	5.4e-94
215	KOfam	K01534	Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]	2e-206
218	KOfam	K15256	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	7.7e-31
218	KOfam	K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	1.2e-94
219	KOfam	K07223	porphyrinogen peroxidase [EC:1.11.1.-]	7.4e-102
221	KOfam	K07045	uncharacterized protein	3.4e-38
226	KOfam	K21471	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	9.4e-39
227	KOfam	K01580	glutamate decarboxylase [EC:4.1.1.15]	2.3e-109
229	KOfam	K01610	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	2.1e-46
239	KOfam	K23518	O-acetyl-ADP-ribose deacetylase [EC:3.1.1.106]	2.7e-82
240	KOfam	K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]	3.2e-97
244	KOfam	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	7.9e-118
245	KOfam	K13936	malonate transporter and related proteins	2.5e-45
246	KOfam	K01119	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]	1e-137
250	KOfam	K06889	uncharacterized protein	8.9e-41
251	KOfam	K08161	MFS transporter, DHA1 family, multidrug resistance protein	3.5e-161
252	KOfam	K03457	nucleobase:cation symporter-1, NCS1 family	5.9e-75
259	KOfam	K02171	BlaI family transcriptional regulator, penicillinase repressor	1.3e-30
261	KOfam	K24041	penicillin V amidase [EC:3.5.1.11]	3.9e-124
262	KOfam	K22736	vacuolar iron transporter family protein	4e-61
263	KOfam	K22736	vacuolar iron transporter family protein	2.2e-51
265	KOfam	K02348	ElaA protein	2.6e-46
269	KOfam	K13993	HSP20 family protein	1.4e-32
272	KOfam	K03575	A/G-specific adenine glycosylase [EC:3.2.2.31]	3.9e-120
274	KOfam	K21929	uracil-DNA glycosylase [EC:3.2.2.27]	1.2e-24
275	KOfam	K16509	regulatory protein spx	3.4e-47
276	KOfam	K18909	MarR family transcriptional regulator, repressor for mepA	8.6e-26
277	KOfam	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	4e-49
280	KOfam	K03293	amino acid transporter, AAT family	6.4e-151
281	KOfam	K03315	Na+:H+ antiporter, NhaC family	3.9e-157
283	KOfam	K07487	transposase	2e-64
284	KOfam	K19504	glucoselysine-6-phosphate deglycase	2.2e-82
285	KOfam	K01486	adenine deaminase [EC:3.5.4.2]	1.2e-196
290	KOfam	K03451	betaine/carnitine transporter, BCCT family	4.4e-166
296	KOfam	K26057	6-dehydroglucose reductase [EC:1.1.1.432]	9.9e-74
298	KOfam	K04069	pyruvate formate lyase activating enzyme [EC:1.97.1.4]	2e-72
299	KOfam	K00656	formate C-acetyltransferase [EC:2.3.1.54]	0
306	KOfam	K07487	transposase	4e-65
307	KOfam	K02077	zinc/manganese transport system substrate-binding protein	2.5e-89
308	KOfam	K03558	membrane protein required for colicin V production	7.1e-13
309	KOfam	K01633	7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]	3e-33
310	KOfam	K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	4e-56
311	KOfam	K01495	GTP cyclohydrolase IA [EC:3.5.4.16]	1.1e-72
312	KOfam	K11754	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	3.6e-125
313	KOfam	K01519	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	1.7e-32
314	KOfam	K00796	dihydropteroate synthase [EC:2.5.1.15]	1.3e-89
315	KOfam	K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	1.6e-46
318	KOfam	K07729	putative transcriptional regulator	4e-13
319	KOfam	K16264	cobalt-zinc-cadmium efflux system protein	5.6e-120
321	KOfam	K11068	hemolysin III	4.5e-74
322	KOfam	K03297	small multidrug resistance pump	3e-28
324	KOfam	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	9.2e-30
327	KOfam	K03549	KUP system potassium uptake protein	9.9e-176
329	KOfam	K03294	basic amino acid/polyamine antiporter, APA family	3.4e-175
332	KOfam	K06131	cardiolipin synthase A/B [EC:2.7.8.-]	2.9e-153
333	KOfam	K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	2e-26
334	KOfam	K00364	GMP reductase [EC:1.7.1.7]	1.1e-102
335	KOfam	K01939	adenylosuccinate synthase [EC:6.3.4.4]	1.4e-185
336	KOfam	K01756	adenylosuccinate lyase [EC:4.3.2.2]	1.9e-144
339	KOfam	K00865	glycerate 2-kinase [EC:2.7.1.165]	1.1e-119
340	KOfam	K06889	uncharacterized protein	2.9e-42
341	KOfam	K02291	15-cis-phytoene synthase [EC:2.5.1.32]	2.9e-73
341	KOfam	K10208	4,4'-diapophytoene synthase [EC:2.5.1.96]	4.7e-90
342	KOfam	K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	5.9e-184
343	KOfam	K06973	uncharacterized protein	1.5e-92
345	KOfam	K25232	fatty acid kinase fatty acid binding subunit	1.6e-73
346	KOfam	K05339	holin-like protein LrgB	1.8e-95
347	KOfam	K05338	holin-like protein	3.2e-42
347	KOfam	K06518	holin-like protein	1.3e-26
349	KOfam	K03651	3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]	2.3e-52
352	KOfam	K09825	Fur family transcriptional regulator, peroxide stress response regulator	4.9e-58
352	KOfam	K03711	Fur family transcriptional regulator, ferric uptake regulator	1.2e-43
355	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	2.6e-59
357	KOfam	K07457	endonuclease III related protein	1.3e-69
358	KOfam	K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	1.6e-226
358	KOfam	K02777	sugar PTS system EIIA component [EC:2.7.1.-]	3.3e-77
359	KOfam	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	7.8e-62
361	KOfam	K03491	probable licABCH operon transcriptional regulator	7e-124
362	KOfam	K02768	fructose PTS system EIIA component [EC:2.7.1.202]	1e-40
365	KOfam	K15524	2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate hydrolase [EC:3.2.1.-]	5.1e-230
367	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	8.7e-52
368	KOfam	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	1.7e-73
370	KOfam	K03215	23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	6.6e-144
371	KOfam	K02068	UDP-glucose/iron transport system ATP-binding protein	9.5e-78
372	KOfam	K02069	UDP-glucose/iron transport system permease protein	5e-86
374	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	4.1e-93
376	KOfam	K02810	sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]	2e-195
379	KOfam	K10947	PadR family transcriptional regulator	5.8e-32
381	KOfam	K02030	polar amino acid transport system substrate-binding protein	8.8e-44
381	KOfam	K02424	L-cystine transport system substrate-binding protein	9.8e-91
383	KOfam	K10009	L-cystine transport system permease protein	2.1e-103
383	KOfam	K02029	polar amino acid transport system permease protein	7.5e-80
384	KOfam	K02030	polar amino acid transport system substrate-binding protein	2.3e-45
384	KOfam	K02424	L-cystine transport system substrate-binding protein	1.4e-91
385	KOfam	K05825	2-aminoadipate transaminase [EC:2.6.1.-]	9.3e-153
389	KOfam	K16323	purine nucleoside transport protein	1.9e-199
390	KOfam	K03501	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	4.9e-71
391	KOfam	K03497	ParB family transcriptional regulator, chromosome partitioning protein	9.5e-69
392	KOfam	K03496	chromosome partitioning protein	6.4e-104
393	KOfam	K03497	ParB family transcriptional regulator, chromosome partitioning protein	2e-79
395	KOfam	K06942	ribosome-binding ATPase	1.4e-159
397	KOfam	K00088	IMP dehydrogenase [EC:1.1.1.205]	3.9e-145
400	KOfam	K02483	two-component system, OmpR family, response regulator	6.6e-72
402	KOfam	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	5.6e-74
403	KOfam	K24217	L-amino acid N-acyltransferase [EC:2.3.1.-]	3.2e-40
404	KOfam	K26605	branched chain amino acid efflux pump	1.4e-53
405	KOfam	K26606	branched chain amino acid efflux pump	1e-23
406	KOfam	K07090	uncharacterized protein	2e-22
413	KOfam	K00574	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	1.3e-130
417	KOfam	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	1.7e-105
431	KOfam	K02395	peptidoglycan hydrolase FlgJ	2.9e-18
433	KOfam	K05884	L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]	5.5e-111
440	KOfam	K02821	ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194]	1e-46
441	KOfam	K02822	ascorbate PTS system EIIB component [EC:2.7.1.194]	1.3e-21
442	KOfam	K03475	ascorbate PTS system EIIC component	1.7e-162
443	KOfam	K00615	transketolase [EC:2.2.1.1]	2.7e-173
445	KOfam	K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	1.8e-215
446	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	1.1e-216
447	KOfam	K03488	beta-glucoside operon transcriptional antiterminator	5.2e-83
450	KOfam	K04047	starvation-inducible DNA-binding protein	3.1e-41
452	KOfam	K13796	tricarballylate dehydrogenase	2.2e-66
454	KOfam	K03426	NAD+ diphosphatase [EC:3.6.1.22]	1.6e-58
455	KOfam	K24163	monovalent cation/hydrogen antiporter	3.2e-100
456	KOfam	K03596	GTP-binding protein LepA	2.9e-228
464	KOfam	K00661	maltose O-acetyltransferase [EC:2.3.1.79]	6.4e-54
470	KOfam	K25283	iron-siderophore transport system permease protein	3.6e-58
470	KOfam	K02013	iron complex transport system ATP-binding protein [EC:7.2.2.-]	6.7e-99
470	KOfam	K25285	iron-siderophore transport system ATP-binding protein [EC:7.2.2.-]	2.9e-90
471	KOfam	K25308	ferric hydroxamate/heme transport system substrate-binding protein	7.9e-88
473	KOfam	K03446	MFS transporter, DHA2 family, multidrug resistance protein	1.3e-124
475	KOfam	K24915	TMEM175 potassium channel family protein	3.4e-36
481	KOfam	K07273	lysozyme	4.4e-24
485	KOfam	K07706	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	1.3e-84
486	KOfam	K07707	two-component system, LytTR family, response regulator AgrA	9.7e-76
487	KOfam	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	7.4e-166
492	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	1.5e-26
505	KOfam	K07706	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	1.4e-63
511	KOfam	K17686	P-type Cu+ transporter [EC:7.2.2.8]	7.5e-271
512	KOfam	K00055	aryl-alcohol dehydrogenase [EC:1.1.1.90]	6.4e-152
516	KOfam	K20265	glutamate:GABA antiporter	1.8e-57
517	KOfam	K20391	HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes	2.2e-30
523	KOfam	K18891	ATP-binding cassette, subfamily B, multidrug efflux pump	2.8e-269
524	KOfam	K18892	ATP-binding cassette, subfamily B, multidrug efflux pump	1.9e-298
529	KOfam	K09143	uncharacterized protein	3.2e-13
530	KOfam	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	1.5e-11
537	KOfam	K03502	DNA polymerase V	3.9e-112
539	KOfam	K18967	diguanylate cyclase [EC:2.7.7.65]	5.4e-58
540	KOfam	K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	1.8e-55
542	KOfam	K02077	zinc/manganese transport system substrate-binding protein	1.6e-89
544	KOfam	K26996	immunity protein, SdpI family	2.3e-07
547	KOfam	K21745	MerR family transcriptional regulator, aldehyde-responsive regulator	4.3e-38
549	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	1.4e-167
550	KOfam	K02761	cellobiose PTS system EIIC component	2.9e-132
551	KOfam	K02760	cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]	3.9e-41
558	KOfam	K02004	putative ABC transport system permease protein	2.9e-33
558	KOfam	K02003	putative ABC transport system ATP-binding protein	8.8e-102
560	KOfam	K22043	ArsR family transcriptional regulator, zinc-responsive transcriptional repressor	4.9e-34
564	KOfam	K03322	manganese transport protein	3e-171
565	KOfam	K07729	putative transcriptional regulator	2e-17
569	KOfam	K01999	branched-chain amino acid transport system substrate-binding protein	8.2e-88
570	KOfam	K01997	branched-chain amino acid transport system permease protein	1.1e-111
571	KOfam	K01998	branched-chain amino acid transport system permease protein	3.9e-100
572	KOfam	K01995	branched-chain amino acid transport system ATP-binding protein	5e-120
573	KOfam	K01996	branched-chain amino acid transport system ATP-binding protein	8.3e-123
574	KOfam	K04767	acetoin utilization protein AcuB	3.7e-54
579	KOfam	K01989	putative tryptophan/tyrosine transport system substrate-binding protein	4.3e-101
580	KOfam	K05832	putative tryptophan/tyrosine transport system permease protein	2.1e-117
581	KOfam	K05833	putative tryptophan/tyrosine transport system ATP-binding protein	5.2e-91
583	KOfam	K02804	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	4.9e-200
584	KOfam	K15976	putative NAD(P)H nitroreductase [EC:1.-.-.-]	3.3e-38
586	KOfam	K18104	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	7.8e-247
590	KOfam	K22213	6-methylsalicylate decarboxylase [EC:4.1.1.52]	6.5e-102
592	KOfam	K03298	drug/metabolite transporter, DME family	1.5e-39
595	KOfam	K07035	uncharacterized protein	4.2e-100
596	KOfam	K06889	uncharacterized protein	1.4e-35
601	KOfam	K22958	gallate decarboxylase subunit C [EC:4.1.1.59]	4.4e-232
607	KOfam	K03734	FAD:protein FMN transferase [EC:2.7.1.180]	2.5e-78
608	KOfam	K01462	peptide deformylase [EC:3.5.1.88]	2.6e-35
610	KOfam	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]	4.3e-157
611	KOfam	K04068	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	1.5e-72
613	KOfam	K18967	diguanylate cyclase [EC:2.7.7.65]	1.3e-59
617	KOfam	K03486	GntR family transcriptional regulator, trehalose operon transcriptional repressor	6.1e-62
620	KOfam	K06902	MFS transporter, UMF1 family	2.2e-33
621	KOfam	K06902	MFS transporter, UMF1 family	7.2e-90
624	KOfam	K03701	excinuclease ABC subunit A	1.4e-297
626	KOfam	K20861	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]	5.5e-85
627	KOfam	K06158	ATP-binding cassette, subfamily F, member 3	3.7e-142
628	KOfam	K07052	CAAX protease family protein	8.1e-13
631	KOfam	K15051	DNA-entry nuclease	1.2e-75
634	KOfam	K01421	putative membrane protein	6.8e-236
638	KOfam	K18889	ATP-binding cassette, subfamily B, multidrug efflux pump	1.5e-228
639	KOfam	K18890	ATP-binding cassette, subfamily B, multidrug efflux pump	3e-219
641	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	2.7e-128
643	KOfam	K14155	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	4.6e-147
644	KOfam	K06988	8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	2e-45
646	KOfam	K07025	putative hydrolase of the HAD superfamily	1.5e-35
647	KOfam	K00661	maltose O-acetyltransferase [EC:2.3.1.79]	5.3e-73
650	KOfam	K08166	MFS transporter, DHA2 family, methylenomycin A resistance protein	1.6e-99
651	KOfam	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	1.8e-128
658	KOfam	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	1.7e-119
660	KOfam	K05340	glucose uptake protein	1.4e-85
661	KOfam	K00034	glucose 1-dehydrogenase [EC:1.1.1.47]	1.2e-100
663	KOfam	K24915	TMEM175 potassium channel family protein	2.3e-35
664	KOfam	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	2.9e-121
666	KOfam	K18369	alcohol dehydrogenase [EC:1.1.1.-]	1.3e-82
675	KOfam	K03100	signal peptidase I [EC:3.4.21.89]	5.1e-50
676	KOfam	K00661	maltose O-acetyltransferase [EC:2.3.1.79]	4.8e-92
677	KOfam	K10773	endonuclease III [EC:3.2.2.- 4.2.99.18]	2e-57
679	KOfam	K02003	putative ABC transport system ATP-binding protein	9.2e-93
