gene_callers_id	source	accession	function	e_value
102	KOfam	K04095	cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]	5.7e-23
103	KOfam	K07726	putative transcriptional regulator	1.9e-21
104	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	3.6e-66
106	KOfam	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	4.8e-135
107	KOfam	K00849	galactokinase [EC:2.7.1.6]	7.3e-129
108	KOfam	K01190	beta-galactosidase [EC:3.2.1.23]	1.2e-156
110	KOfam	K07407	alpha-galactosidase [EC:3.2.1.22]	5e-54
111	KOfam	K16209	lactose/raffinose/galactose permease	3.6e-248
113	KOfam	K01785	aldose 1-epimerase [EC:5.1.3.3]	1.5e-77
114	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	4.3e-72
115	KOfam	K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	3.4e-161
117	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	1.8e-53
118	KOfam	K03734	FAD:protein FMN transferase [EC:2.7.1.180]	6.6e-88
119	KOfam	K03785	3-dehydroquinate dehydratase I [EC:4.2.1.10]	1.9e-87
120	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	1.5e-78
121	KOfam	K11921	LysR family transcriptional regulator, cyn operon transcriptional activator	9.9e-64
122	KOfam	K26745	MFS transporter, AAHS family, multidrug transporter	4.8e-116
123	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	4.3e-81
127	KOfam	K17737	LysR family transcriptional regulator, carnitine catabolism transcriptional activator	8.8e-60
128	KOfam	K26745	MFS transporter, AAHS family, multidrug transporter	2.8e-115
130	KOfam	K03930	putative tributyrin esterase [EC:3.1.1.-]	6.4e-80
132	KOfam	K02761	cellobiose PTS system EIIC component	3.8e-142
133	KOfam	K07106	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	7.3e-146
134	KOfam	K18676	glucosamine kinase [EC:2.7.1.8]	1.7e-43
135	KOfam	K09963	uncharacterized protein	2.3e-128
136	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	5.4e-220
137	KOfam	K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	3.6e-255
138	KOfam	K03488	beta-glucoside operon transcriptional antiterminator	1.3e-101
139	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	1.3e-225
140	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	1.5e-228
141	KOfam	K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	7.3e-259
141	KOfam	K02777	sugar PTS system EIIA component [EC:2.7.1.-]	6.5e-78
142	KOfam	K03488	beta-glucoside operon transcriptional antiterminator	2.1e-91
143	KOfam	K05342	alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]	4.6e-252
144	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	1e-80
145	KOfam	K16211	maltose/moltooligosaccharide transporter	3.2e-149
148	KOfam	K01442	choloylglycine hydrolase [EC:3.5.1.24]	1.2e-122
149	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	1.1e-55
150	KOfam	K00615	transketolase [EC:2.2.1.1]	1.6e-184
151	KOfam	K00616	transaldolase [EC:2.2.1.2]	9.5e-54
152	KOfam	K03475	ascorbate PTS system EIIC component	1.1e-165
153	KOfam	K02822	ascorbate PTS system EIIB component [EC:2.7.1.194]	2.6e-25
154	KOfam	K02821	ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194]	6.2e-41
156	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	1.2e-34
158	KOfam	K02775	galactitol PTS system EIIC component	3.3e-164
159	KOfam	K02774	galactitol PTS system EIIB component [EC:2.7.1.200]	1.6e-33
160	KOfam	K02773	galactitol PTS system EIIA component [EC:2.7.1.200]	2.2e-52
162	KOfam	K01621	xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]	0
167	KOfam	K03307	solute:Na+ symporter, SSS family	5.6e-112
168	KOfam	K26730	Na+:H+ antiporter	8.3e-116
171	KOfam	K01639	N-acetylneuraminate lyase [EC:4.1.3.3]	2.5e-71
172	KOfam	K01788	N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]	4.5e-99
174	KOfam	K03781	catalase [EC:1.11.1.6]	4.4e-238
176	KOfam	K07149	uncharacterized protein	1.2e-34
177	KOfam	K01629	rhamnulose-1-phosphate aldolase [EC:4.1.2.19]	2.8e-112
178	KOfam	K01813	L-rhamnose isomerase [EC:5.3.1.14]	3.6e-198
179	KOfam	K03534	L-rhamnose mutarotase [EC:5.1.3.32]	4.1e-35
180	KOfam	K00848	rhamnulokinase [EC:2.7.1.5]	3.7e-189
181	KOfam	K06610	MFS transporter, SP family, inositol transporter	1.1e-169
183	KOfam	K22103	DeoR family transcriptional regulator, carbon catabolite repression regulator	9.9e-60
184	KOfam	K02773	galactitol PTS system EIIA component [EC:2.7.1.200]	1.2e-47
185	KOfam	K02774	galactitol PTS system EIIB component [EC:2.7.1.200]	4.6e-21
186	KOfam	K02775	galactitol PTS system EIIC component	1.9e-166
189	KOfam	K06609	MFS transporter, SP family, major inositol transporter	6.1e-172
190	KOfam	K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	3.4e-100
191	KOfam	K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	5e-92
192	KOfam	K03335	inosose dehydratase [EC:4.2.1.44]	2e-110
193	KOfam	K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	1.6e-113
194	KOfam	K06609	MFS transporter, SP family, major inositol transporter	4.9e-192
195	KOfam	K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	3.7e-104
198	KOfam	K01250	pyrimidine-specific ribonucleoside hydrolase [EC:3.2.2.-]	3.5e-133
199	KOfam	K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family	1.8e-97
200	KOfam	K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family	1.1e-91
202	KOfam	K02099	AraC family transcriptional regulator, arabinose operon regulatory protein	4.8e-42
204	KOfam	K02781	glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]	3.6e-41
205	KOfam	K02782	glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198]	1.3e-155
206	KOfam	K02783	glucitol/sorbitol PTS system EIIC component	2.1e-82
207	KOfam	K02466	glucitol operon activator protein	1e-21
209	KOfam	K00068	sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	2.4e-91
210	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	1.8e-143
212	KOfam	K15524	2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate hydrolase [EC:3.2.1.-]	1.3e-229
213	KOfam	K09704	uncharacterized protein	4.2e-160
214	KOfam	K02103	GntR family transcriptional regulator, arabinose operon transcriptional repressor	1.4e-95
216	KOfam	K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	2.1e-174
218	KOfam	K07720	two-component system, response regulator YesN	1.8e-92
219	KOfam	K07718	two-component system, sensor histidine kinase YesM [EC:2.7.13.3]	2.2e-90
222	KOfam	K17318	putative aldouronate transport system substrate-binding protein	3.2e-65
223	KOfam	K17320	putative aldouronate transport system permease protein	7.3e-104
224	KOfam	K17319	putative aldouronate transport system permease protein	4.9e-106
225	KOfam	K12373	hexosaminidase [EC:3.2.1.52]	1.6e-28
227	KOfam	K18889	ATP-binding cassette, subfamily B, multidrug efflux pump	4.5e-218
228	KOfam	K06147	ATP-binding cassette, subfamily B, bacterial	1.2e-192
228	KOfam	K18890	ATP-binding cassette, subfamily B, multidrug efflux pump	1.1e-229
229	KOfam	K02103	GntR family transcriptional regulator, arabinose operon transcriptional repressor	1.1e-78
233	KOfam	K06216	putative ribose uptake protein	8e-138
234	KOfam	K06726	D-ribose pyranase [EC:5.4.99.62]	5.1e-58
235	KOfam	K00852	ribokinase [EC:2.7.1.15]	4e-112
236	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	3.9e-98
237	KOfam	K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	0
239	KOfam	K26739	PadR family transcriptional regulator, phenolic acid-responsive transcriptional regulator	1.5e-69
240	KOfam	K13727	phenacrylate decarboxylase [EC:4.1.1.102]	1.8e-88
243	KOfam	K25232	fatty acid kinase fatty acid binding subunit	4.8e-87
244	KOfam	K22300	HTH-type transcriptional regulator, cell division transcriptional repressor	7.8e-19
245	KOfam	K01372	bleomycin hydrolase [EC:3.4.22.40]	1.7e-165
246	KOfam	K03100	signal peptidase I [EC:3.4.21.89]	2.3e-49
247	KOfam	K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	1.3e-293
248	KOfam	K03650	tRNA modification GTPase [EC:3.6.-.-]	3e-171
249	KOfam	K06346	spoIIIJ-associated protein	5.8e-69
251	KOfam	K15580	oligopeptide transport system substrate-binding protein	1.3e-120
252	KOfam	K03217	YidC/Oxa1 family membrane protein insertase	7.3e-75
253	KOfam	K03536	ribonuclease P protein component [EC:3.1.26.5]	1.9e-29
254	KOfam	K02914	large subunit ribosomal protein L34	4.4e-19
255	KOfam	K02313	chromosomal replication initiator protein	3.7e-180
256	KOfam	K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	6.5e-114
257	KOfam	K14761	ribosome-associated protein	1.3e-27
258	KOfam	K03629	DNA replication and repair protein RecF	2.8e-128
259	KOfam	K02470	DNA gyrase subunit B [EC:5.6.2.2]	0
260	KOfam	K02469	DNA gyrase subunit A [EC:5.6.2.2]	0
261	KOfam	K02990	small subunit ribosomal protein S6	1.2e-26
262	KOfam	K03111	single-strand DNA-binding protein	1.2e-47
263	KOfam	K02963	small subunit ribosomal protein S18	3.7e-30
264	KOfam	K22927	cyclic-di-AMP phosphodiesterase [EC:3.1.4.59]	2.9e-258
265	KOfam	K02939	large subunit ribosomal protein L9	6.3e-38
266	KOfam	K02314	replicative DNA helicase [EC:5.6.2.3]	4.4e-189
268	KOfam	K00931	glutamate 5-kinase [EC:2.7.2.11]	3.8e-105
269	KOfam	K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	1.5e-199
270	KOfam	K02035	peptide/nickel transport system substrate-binding protein	3.8e-83
270	KOfam	K15580	oligopeptide transport system substrate-binding protein	1.4e-132
271	KOfam	K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	9.5e-245
272	KOfam	K00975	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	7.1e-136
273	KOfam	K00975	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	3.4e-65
274	KOfam	K00703	starch synthase [EC:2.4.1.21]	1.1e-179
275	KOfam	K00688	glycogen phosphorylase [EC:2.4.1.1]	2.9e-291
276	KOfam	K01208	cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]	1.1e-139
277	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	9.5e-41
278	KOfam	K01838	beta-phosphoglucomutase [EC:5.4.2.6]	2.3e-86
279	KOfam	K10231	kojibiose phosphorylase [EC:2.4.1.230]	7e-177
281	KOfam	K03704	cold shock protein	3.3e-35
283	KOfam	K02483	two-component system, OmpR family, response regulator	6e-80
283	KOfam	K07668	two-component system, OmpR family, response regulator VicR	1.3e-122
284	KOfam	K07636	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	1.3e-102
284	KOfam	K07652	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]	9.5e-209
288	KOfam	K04771	serine protease Do [EC:3.4.21.107]	7.2e-86
289	KOfam	K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	1.8e-61
296	KOfam	K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	1.2e-15
298	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	1.3e-41
299	KOfam	K03319	divalent anion:Na+ symporter, DASS family	6.2e-167
302	KOfam	K03741	arsenate reductase (thioredoxin) [EC:1.20.4.4]	1.1e-47
303	KOfam	K04708	3-dehydrosphinganine reductase [EC:1.1.1.102]	2e-51
305	KOfam	K15976	putative NAD(P)H nitroreductase [EC:1.-.-.-]	1.6e-35
306	KOfam	K09684	PucR family transcriptional regulator, purine catabolism regulatory protein	1e-43
307	KOfam	K01838	beta-phosphoglucomutase [EC:5.4.2.6]	3.8e-88
308	KOfam	K24041	penicillin V amidase [EC:3.5.1.11]	2.3e-116
310	KOfam	K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	6.7e-31
312	KOfam	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	1.5e-24
315	KOfam	K18220	ribosomal protection tetracycline resistance protein	5.6e-255
321	KOfam	K03892	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	5.1e-21
322	KOfam	K26937	MATE family, multidrug efflux pump	1.4e-105
323	KOfam	K01259	proline iminopeptidase [EC:3.4.11.5]	2.3e-41
324	KOfam	K09861	uncharacterized protein	1.4e-64
331	KOfam	K15580	oligopeptide transport system substrate-binding protein	3.4e-135
337	KOfam	K02008	cobalt/nickel transport system permease protein	3.5e-35
338	KOfam	K02007	cobalt/nickel transport system permease protein	3.2e-76
340	KOfam	K22373	lactate racemase [EC:5.1.2.1]	1.8e-158
341	KOfam	K06898	pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]	4.4e-115
342	KOfam	K09121	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]	1.6e-98
343	KOfam	K09121	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]	4.1e-53
344	KOfam	K02440	glycerol uptake facilitator	2.8e-73
345	KOfam	K06864	cysteine-dependent pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase [EC:4.4.1.37 4.4.1.45]	2e-93
346	KOfam	K00344	NADPH:quinone reductase [EC:1.6.5.5]	3.1e-80
347	KOfam	K00878	hydroxyethylthiazole kinase [EC:2.7.1.50]	2.9e-90
348	KOfam	K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	4.5e-104
349	KOfam	K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	2.4e-59
351	KOfam	K07010	putative glutamine amidotransferase	1.5e-83
354	KOfam	K03293	amino acid transporter, AAT family	6.6e-174
356	KOfam	K00433	non-heme chloroperoxidase [EC:1.11.1.10]	5.9e-55
362	KOfam	K13993	HSP20 family protein	8.4e-31
364	KOfam	K08161	MFS transporter, DHA1 family, multidrug resistance protein	5e-162
366	KOfam	K03449	MFS transporter, CP family, cyanate transporter	1.1e-95
368	KOfam	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	8e-97
369	KOfam	K05275	pyridoxine 4-dehydrogenase [EC:1.1.1.65]	7.4e-99
371	KOfam	K10254	oleate hydratase [EC:4.2.1.53]	1.3e-186
376	KOfam	K16785	energy-coupling factor transport system permease protein	2.8e-47
377	KOfam	K01552	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]	2.1e-178
378	KOfam	K16924	energy-coupling factor transport system substrate-specific component	8.6e-64
380	KOfam	K03492	GntR family transcriptional regulator, regulator of glucomannan utilization	2.1e-84
385	KOfam	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	6.8e-62
386	KOfam	K01990	ABC-2 type transport system ATP-binding protein	1.1e-84
386	KOfam	K25150	polyether ionophore transport system ATP-binding protein	9.3e-140
387	KOfam	K25149	polyether ionophore transport system permease protein	1e-138
393	KOfam	K05878	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]	4.1e-148
394	KOfam	K05879	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	3.6e-75
395	KOfam	K05881	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]	3.7e-36
396	KOfam	K02440	glycerol uptake facilitator	4.1e-95
397	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	1.5e-72
398	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	1.7e-69
399	KOfam	K01187	alpha-glucosidase [EC:3.2.1.20]	1.9e-63
400	KOfam	K15770	arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein	1.4e-106
401	KOfam	K15771	arabinogalactan oligomer / maltooligosaccharide transport system permease protein	3.7e-127
402	KOfam	K15772	arabinogalactan oligomer / maltooligosaccharide transport system permease protein	8e-99
404	KOfam	K16147	starch synthase (maltosyl-transferring) [EC:2.4.99.16]	5e-64
405	KOfam	K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	5.3e-165
406	KOfam	K00691	maltose phosphorylase [EC:2.4.1.8]	0
409	KOfam	K07407	alpha-galactosidase [EC:3.2.1.22]	7.3e-47
410	KOfam	K02810	sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]	1.3e-220
411	KOfam	K01193	beta-fructofuranosidase [EC:3.2.1.26]	3.2e-116
412	KOfam	K03484	LacI family transcriptional regulator, sucrose operon repressor	7.7e-114
412	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	1.5e-85
413	KOfam	K01182	oligo-1,6-glucosidase [EC:3.2.1.10]	1.2e-279
415	KOfam	K03315	Na+:H+ antiporter, NhaC family	9.9e-168
416	KOfam	K01182	oligo-1,6-glucosidase [EC:3.2.1.10]	5.1e-272
420	KOfam	K20391	HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes	2.2e-29
421	KOfam	K02035	peptide/nickel transport system substrate-binding protein	3.9e-84
421	KOfam	K15580	oligopeptide transport system substrate-binding protein	1.7e-148
422	KOfam	K02035	peptide/nickel transport system substrate-binding protein	1.2e-87
422	KOfam	K15580	oligopeptide transport system substrate-binding protein	9.7e-149
423	KOfam	K03826	putative acetyltransferase [EC:2.3.1.-]	7.8e-49
424	KOfam	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	1.1e-94
425	KOfam	K00831	phosphoserine aminotransferase [EC:2.6.1.52]	1.1e-146
426	KOfam	K02226	alpha-ribazole phosphatase [EC:3.1.3.73]	9e-38
427	KOfam	K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	1.4e-153
429	KOfam	K05937	uncharacterized protein	1.1e-15
431	KOfam	K00925	acetate kinase [EC:2.7.2.1]	1.9e-162
433	KOfam	K06199	fluoride exporter	2.8e-22
434	KOfam	K06199	fluoride exporter	1.5e-18
435	KOfam	K18231	macrolide transport system ATP-binding/permease protein	1.5e-148
436	KOfam	K16785	energy-coupling factor transport system permease protein	1.1e-32
437	KOfam	K01552	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]	7.1e-130
438	KOfam	K16925	energy-coupling factor transport system permease protein	4.7e-55
439	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	1.7e-65
440	KOfam	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	2.7e-109
441	KOfam	K03624	transcription elongation factor GreA	2.6e-48
443	KOfam	K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	5.7e-85
444	KOfam	K08659	dipeptidase [EC:3.4.-.-]	7.2e-177
445	KOfam	K02800	mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197]	3.3e-252
446	KOfam	K03483	mannitol operon transcriptional activator	1.1e-160
447	KOfam	K02798	mannitol PTS system EIIA component [EC:2.7.1.197]	1.8e-54
448	KOfam	K00009	mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	1.1e-158
450	KOfam	K03671	thioredoxin	1.9e-37
454	KOfam	K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]	4.1e-52
456	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	7.3e-65
457	KOfam	K00640	serine O-acetyltransferase [EC:2.3.1.30]	6e-66
460	KOfam	K01265	methionyl aminopeptidase [EC:3.4.11.18]	1e-85
461	KOfam	K03811	nicotinamide mononucleotide transporter	4.7e-32
463	KOfam	K03486	GntR family transcriptional regulator, trehalose operon transcriptional repressor	3.1e-91
464	KOfam	K01226	trehalose-6-phosphate hydrolase [EC:3.2.1.93]	6.3e-256
465	KOfam	K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	2.9e-232
465	KOfam	K02777	sugar PTS system EIIA component [EC:2.7.1.-]	4.9e-83
466	KOfam	K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	9.3e-218
466	KOfam	K02777	sugar PTS system EIIA component [EC:2.7.1.-]	4.1e-82
468	KOfam	K00980	glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]	6e-59
469	KOfam	K09809	CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	7.8e-131
470	KOfam	K09809	CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	0
471	KOfam	K09809	CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	2.5e-184
472	KOfam	K22959	gallate decarboxylase subunit B	3.8e-104
472	KOfam	K03186	flavin prenyltransferase [EC:2.5.1.129]	3.9e-96
473	KOfam	K22960	gallate decarboxylase subunit D	1.4e-45
474	KOfam	K19587	Rrf2 family transcriptional regulator, repressor of oqxAB	4.6e-24
476	KOfam	K03322	manganese transport protein	1.9e-172
481	KOfam	K02483	two-component system, OmpR family, response regulator	6e-77
484	KOfam	K02761	cellobiose PTS system EIIC component	6e-157
487	KOfam	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	1.6e-85
488	KOfam	K00104	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	3.6e-145
490	KOfam	K07816	GTP pyrophosphokinase [EC:2.7.6.5]	1.6e-72
492	KOfam	K06994	putative drug exporter of the RND superfamily	9.3e-142
493	KOfam	K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	3.9e-85
495	KOfam	K02004	putative ABC transport system permease protein	6.8e-19
496	KOfam	K02003	putative ABC transport system ATP-binding protein	1.1e-70
497	KOfam	K07052	CAAX protease family protein	1.6e-18
498	KOfam	K07052	CAAX protease family protein	1.2e-18
501	KOfam	K02437	glycine cleavage system H protein	5.3e-13
504	KOfam	K10844	DNA excision repair protein ERCC-2 [EC:5.6.2.3]	2.5e-141
506	KOfam	K00925	acetate kinase [EC:2.7.2.1]	1.6e-169
507	KOfam	K02348	ElaA protein	4.7e-53
509	KOfam	K03885	NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]	5.9e-101
513	KOfam	K03071	preprotein translocase subunit SecB	5.5e-13
514	KOfam	K11069	spermidine/putrescine transport system substrate-binding protein	5.3e-118
515	KOfam	K11070	spermidine/putrescine transport system permease protein	5.2e-96
516	KOfam	K11071	spermidine/putrescine transport system permease protein	2.9e-88
517	KOfam	K11072	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	1.3e-165
517	KOfam	K02010	iron(III) transport system ATP-binding protein [EC:7.2.2.7]	2.8e-134
523	KOfam	K07979	GntR family transcriptional regulator	2.7e-40
524	KOfam	K16921	acetoin utilization transport system ATP-binding protein	1.8e-98
525	KOfam	K16919	acetoin utilization transport system permease protein	1e-27
526	KOfam	K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	4e-198
527	KOfam	K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	7.9e-105
530	KOfam	K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family	2.7e-101
531	KOfam	K04088	modulator of FtsH protease HflK	6.2e-37
