gene_callers_id	source	accession	function	e_value
235	KOfam	K00019	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	2.1e-61
237	KOfam	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	5.9e-59
238	KOfam	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	1.6e-109
239	KOfam	K02078	acyl carrier protein	2.8e-23
240	KOfam	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	9.9e-80
241	KOfam	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	1e-87
242	KOfam	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	1.8e-167
243	KOfam	K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein	1.8e-42
244	KOfam	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	1.1e-31
248	KOfam	K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	1.2e-105
249	KOfam	K06133	4'-phosphopantetheinyl transferase [EC:2.7.8.-]	3.5e-31
250	KOfam	K07150	uncharacterized protein	4.8e-60
253	KOfam	K06949	ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	1.8e-108
261	KOfam	K00574	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	1.1e-123
262	KOfam	K21713	lytic chitin monoxygenase [EC:1.14.99.53]	2.3e-84
265	KOfam	K05770	translocator protein	5.1e-40
268	KOfam	K07029	diacylglycerol kinase (ATP) [EC:2.7.1.107]	5.8e-45
274	KOfam	K08659	dipeptidase [EC:3.4.-.-]	7e-184
275	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	1.8e-16
276	KOfam	K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	8.5e-141
277	KOfam	K02548	1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	1.7e-51
278	KOfam	K10716	voltage-gated potassium channel	3.1e-33
280	KOfam	K20708	isoleucine 2-epimerase [EC:5.1.1.21]	7.4e-254
281	KOfam	K03294	basic amino acid/polyamine antiporter, APA family	1.1e-137
282	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	1.6e-96
283	KOfam	K11392	16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]	6.8e-110
285	KOfam	K16211	maltose/moltooligosaccharide transporter	2.2e-157
286	KOfam	K00691	maltose phosphorylase [EC:2.4.1.8]	0
287	KOfam	K01785	aldose 1-epimerase [EC:5.1.3.3]	4.9e-78
289	KOfam	K00938	phosphomevalonate kinase [EC:2.7.4.2]	2e-105
290	KOfam	K01597	diphosphomevalonate decarboxylase [EC:4.1.1.33]	2.1e-108
291	KOfam	K00869	mevalonate kinase [EC:2.7.1.36]	7.5e-66
292	KOfam	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	6e-50
292	KOfam	K03722	ATP-dependent DNA helicase DinG [EC:5.6.2.3]	3.3e-143
294	KOfam	K00812	aspartate aminotransferase [EC:2.6.1.1]	3.6e-142
295	KOfam	K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	1.4e-153
296	KOfam	K02086	DNA replication protein	3e-75
297	KOfam	K02071	D-methionine transport system ATP-binding protein	6e-138
298	KOfam	K02072	D-methionine transport system permease protein	3.1e-86
299	KOfam	K02073	D-methionine transport system substrate-binding protein	4.9e-79
301	KOfam	K02011	iron(III) transport system permease protein	2.6e-114
306	KOfam	K03700	recombination protein U	4e-84
308	KOfam	K04074	cell division initiation protein	7.7e-22
310	KOfam	K07444	putative N6-adenine-specific DNA methylase [EC:2.1.1.-]	1.3e-171
316	KOfam	K01297	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	8e-54
318	KOfam	K07273	lysozyme	6.1e-30
319	KOfam	K01297	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	2.6e-53
327	KOfam	K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3]	1.9e-271
328	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	4.4e-44
329	KOfam	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	1.4e-123
330	KOfam	K02825	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	1.3e-76
331	KOfam	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	5.3e-132
334	KOfam	K05937	uncharacterized protein	1.8e-47
336	KOfam	K19271	chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	1.4e-61
345	KOfam	K25232	fatty acid kinase fatty acid binding subunit	1.7e-93
349	KOfam	K18843	antitoxin HicB	7.3e-11
355	KOfam	K08974	putative membrane protein	9.4e-60
359	KOfam	K03303	lactate permease	2.4e-132
361	KOfam	K21030	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]	5.1e-99
362	KOfam	K05352	ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]	6.5e-141
362	KOfam	K21680	ribulose-5-phosphate 2-dehydrogenase [EC:1.1.1.137]	8.7e-227
364	KOfam	K18704	CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]	4.5e-171
365	KOfam	K22441	diamine N-acetyltransferase [EC:2.3.1.57]	1.8e-72
366	KOfam	K23775	MarR family transcriptional regulator, organic hydroperoxide resistance regulator	2.8e-45
369	KOfam	K19003	1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]	2.9e-99
373	KOfam	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	2.2e-69
374	KOfam	K07305	peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	2.6e-63
375	KOfam	K15986	manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]	9.3e-119
377	KOfam	K02621	topoisomerase IV subunit A [EC:5.6.2.2]	1.3e-276
378	KOfam	K02622	topoisomerase IV subunit B [EC:5.6.2.2]	4.5e-285
379	KOfam	K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	3.1e-68
380	KOfam	K01785	aldose 1-epimerase [EC:5.1.3.3]	1.9e-18
381	KOfam	K03667	ATP-dependent HslUV protease ATP-binding subunit HslU	1.4e-188
382	KOfam	K01419	ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	4.2e-82
384	KOfam	K04094	methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]	7.3e-232
385	KOfam	K03168	DNA topoisomerase I [EC:5.6.2.1]	6.2e-268
386	KOfam	K04096	DNA processing protein	4.3e-93
387	KOfam	K03470	ribonuclease HII [EC:3.1.26.4]	4.4e-87
388	KOfam	K14540	ribosome biogenesis GTPase A	1.9e-113
389	KOfam	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	8.1e-12
391	KOfam	K07448	restriction system protein	9.9e-17
392	KOfam	K06988	8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	5e-53
395	KOfam	K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	2.7e-121
399	KOfam	K25232	fatty acid kinase fatty acid binding subunit	5.9e-77
400	KOfam	K00287	dihydrofolate reductase [EC:1.5.1.3]	1.1e-61
401	KOfam	K00560	thymidylate synthase [EC:2.1.1.45]	6.6e-145
402	KOfam	K15738	ABC transport system ATP-binding/permease protein	1.7e-245
404	KOfam	K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	7.8e-106
405	KOfam	K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	4.1e-80
406	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	9.9e-43
409	KOfam	K03530	DNA-binding protein HU-beta	2.1e-44
410	KOfam	K03977	GTPase	6.9e-194
411	KOfam	K02945	small subunit ribosomal protein S1	3.8e-140
412	KOfam	K00945	CMP/dCMP kinase [EC:2.7.4.25]	1.6e-95
414	KOfam	K03654	ATP-dependent DNA helicase RecQ [EC:5.6.2.4]	1.4e-151
416	KOfam	K23675	riboflavin transporter	1.1e-48
417	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	1.9e-96
418	KOfam	K06024	segregation and condensation protein B	4.4e-60
419	KOfam	K05896	segregation and condensation protein A	6e-73
420	KOfam	K02859	riboflavin biosynthesis RibT protein	3.5e-48
421	KOfam	K04763	integrase/recombinase XerD	3.7e-100
422	KOfam	K00243	uncharacterized protein	1.8e-77
424	KOfam	K00873	pyruvate kinase [EC:2.7.1.40]	1.1e-187
426	KOfam	K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	0
428	KOfam	K03695	ATP-dependent Clp protease ATP-binding subunit ClpB	0
429	KOfam	K01258	tripeptide aminopeptidase [EC:3.4.11.4]	4.2e-144
431	KOfam	K06967	tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	6.3e-79
433	KOfam	K25140	daunorubicin/doxorubicin transport system permease protein	2e-92
434	KOfam	K01990	ABC-2 type transport system ATP-binding protein	7.1e-106
436	KOfam	K01007	pyruvate, water dikinase [EC:2.7.9.2]	1.3e-286
438	KOfam	K15974	MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB	4.1e-43
444	KOfam	K18909	MarR family transcriptional regulator, repressor for mepA	3e-30
445	KOfam	K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	4.1e-85
446	KOfam	K03972	phage shock protein E	5.2e-27
447	KOfam	K22103	DeoR family transcriptional regulator, carbon catabolite repression regulator	3.8e-74
448	KOfam	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	1.4e-15
449	KOfam	K16509	regulatory protein spx	8e-49
453	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	3.3e-37
454	KOfam	K00661	maltose O-acetyltransferase [EC:2.3.1.79]	4.9e-81
455	KOfam	K03481	RpiR family transcriptional regulator, glv operon transcriptional regulator	5.4e-43
459	KOfam	K11921	LysR family transcriptional regulator, cyn operon transcriptional activator	2.6e-59
462	KOfam	K17869	NADH oxidase (H2O-forming) [EC:1.6.3.4]	3.1e-167
463	KOfam	K07693	two-component system, NarL family, response regulator DesR	1.2e-79
464	KOfam	K07778	two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	2.8e-70
468	KOfam	K03827	putative acetyltransferase [EC:2.3.1.-]	3.9e-53
470	KOfam	K07149	uncharacterized protein	3e-54
471	KOfam	K03086	RNA polymerase primary sigma factor	3e-182
471	KOfam	K03087	RNA polymerase nonessential primary-like sigma factor	6.1e-127
472	KOfam	K02316	DNA primase [EC:2.7.7.101]	1.2e-151
473	KOfam	K01879	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	3e-245
474	KOfam	K01878	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	1.3e-171
475	KOfam	K03584	DNA repair protein RecO (recombination protein O)	5.2e-41
476	KOfam	K03595	GTPase	9.6e-130
477	KOfam	K00887	undecaprenol kinase [EC:2.7.1.66]	2.4e-44
478	KOfam	K07042	probable rRNA maturation factor	3.3e-44
479	KOfam	K06217	phosphate starvation-inducible protein PhoH and related proteins	3.1e-147
480	KOfam	K09117	uncharacterized protein	5.1e-55
481	KOfam	K02970	small subunit ribosomal protein S21	4.9e-17
482	KOfam	K09773	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]	1.3e-102
484	KOfam	K01151	deoxyribonuclease IV [EC:3.1.21.2]	3.9e-103
485	KOfam	K21285	teichoic acid glycerol-phosphate primase [EC:2.7.8.44]	8.8e-93
487	KOfam	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	8.8e-68
488	KOfam	K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]	1.7e-258
489	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	2.5e-121
490	KOfam	K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	1.7e-60
491	KOfam	K15523	protein-ribulosamine 3-kinase [EC:2.7.1.172]	1.3e-65
492	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	4.2e-34
493	KOfam	K07560	D-aminoacyl-tRNA deacylase [EC:3.1.1.96]	1.3e-55
494	KOfam	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	8.2e-294
496	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	1.5e-63
497	KOfam	K02687	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	3.6e-94
498	KOfam	K03652	DNA-3-methyladenine glycosylase [EC:3.2.2.21]	9.8e-62
501	KOfam	K03596	GTP-binding protein LepA	0
502	KOfam	K03740	D-alanine transfer protein	2.8e-149
503	KOfam	K14188	D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	8.2e-33
504	KOfam	K03739	membrane protein involved in D-alanine export	2.1e-160
505	KOfam	K03367	D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	1.4e-215
507	KOfam	K22580	teichoic acid D-alanine hydrolase [EC:3.1.1.103]	6.1e-66
508	KOfam	K03686	molecular chaperone DnaJ	5.4e-147
509	KOfam	K04043	molecular chaperone DnaK	5.5e-272
510	KOfam	K03687	molecular chaperone GrpE	3.7e-57
511	KOfam	K03705	heat-inducible transcriptional repressor	1e-98
512	KOfam	K07497	putative transposase	4.1e-43
513	KOfam	K07483	transposase	4.1e-16
514	KOfam	K01575	acetolactate decarboxylase [EC:4.1.1.5]	3.2e-90
515	KOfam	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	7.4e-108
516	KOfam	K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	2.2e-98
517	KOfam	K00891	shikimate kinase [EC:2.7.1.71]	2.1e-46
518	KOfam	K04517	prephenate dehydrogenase [EC:1.3.1.12]	2.6e-94
519	KOfam	K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	8.1e-136
521	KOfam	K01736	chorismate synthase [EC:4.2.3.5]	1.5e-129
522	KOfam	K26745	MFS transporter, AAHS family, multidrug transporter	2.5e-152
524	KOfam	K02834	ribosome-binding factor A	2.5e-42
525	KOfam	K02519	translation initiation factor IF-2	3.3e-296
527	KOfam	K07742	uncharacterized protein	1e-23
528	KOfam	K02600	transcription termination/antitermination protein NusA	3e-170
529	KOfam	K09748	ribosome maturation factor RimP	1.7e-51
530	KOfam	K03763	DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	0
530	KOfam	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	8.9e-50
531	KOfam	K01881	prolyl-tRNA synthetase [EC:6.1.1.15]	2.1e-165
