key,P1211_Sourdough_BE,P2271_Sourdough_CN,P2302_Sourdough_BE,P2336_Sourdough_BE,P2466_Sourdough_Lib,P2468_Sourdough_Lib,P2474_Sourdough_Lib,P2505_Sourdough_Lib,P2506_Topinambur_IT,P2538_Sourdough_Lib,P2584_Sourdough_BE,P2600_Strawberry_BE,P2603_Strawberry_BE,P2604_Strawberry_BE,P2617_FreshMango_BE,P2620_FreshMango_BE,P2709_Sourdough_BE,P2715_MarsSourdough_BE,P2716_MarsSourdough_BE,P2731_FreshMango_BE,P2732_FreshMango_BE,P2733_FreshMango_BE,P2734_FreshMango_BE,P2811_SweetCherry_BE,P2813_SweetCherry_BE,P2814_SweetCherry_BE,P2827_FermentedMango_BE,P2918_Fermented_IQF_Mango_BE,P3181_GREEN_Injera_BE,P3181_WHITE_Injera_BE,P331_Cacoa_CR,P3336_GreenBanana_BE,P3337_BambaraGroudhut_BE,P3338_BambaraGroudhut_BE,P3340_RedCowpea_BE,P3341_WhiteCowpea_BE,P3342_SorghumSeso_BE,P840_1_Sourdough_BE,P840_2_Sourdough_BE,P840_Sourdough_BE,Reference_reformatted,Type_Strain_reformatted
P2731_FreshMango_BE,0.9944190317099764,0.9010728593545336,0.9933665672360102,0.8779811380935775,0.999917368390365,0.9989558696538864,0.9988909617062977,0.8423170737273014,0.7861587131863027,0.8852453586062656,0.9933637729664136,0.9969561696230408,0.9983435853780298,0.9982853789912596,0.992966039180186,0.9929692918912388,0.994076839152242,0.9999996919207798,0.9999938010089656,1.0,0.8779077018093869,0.8765773805625001,0.9999962756136191,0.8963631467516899,0.8941091194519315,0.862953685378548,0.9944306630035358,0.6383289812582185,0.6996498198349286,0.6997457727049169,0.8899389019148207,0.8753518502505803,0.814166534361501,0.767311581819722,0.7800301076872123,0.8776635945924396,0.7817445805976825,0.9947348845117724,0.994738302725646,0.9947361265125564,0.8767772196347585,0.9001568263391433
P2732_FreshMango_BE,0.8733439637868968,0.8503420390320694,0.874975516317023,0.8560332839343224,0.8748465347258212,0.8745112054160444,0.8745075485143233,0.8392643540087541,0.7862116752648162,0.8604648466521574,0.8748948658831263,0.8745376576381313,0.8744566978719984,0.8744591229927975,0.8741170092906781,0.8739634847197976,0.8732929641271211,0.8749176514879494,0.8749910061498171,0.8747227637734104,1.0,0.9977711725554738,0.8749151970712099,0.8752331917625668,0.8659823499317548,0.8605515614557427,0.8732300346066312,0.6373247092176602,0.6932191448068732,0.6936198457190312,0.8644161063362873,0.994637236337817,0.8198603467369523,0.7651513071758659,0.7822486479769902,0.9979484586440932,0.7821464808766915,0.8736017334427616,0.8733743964975444,0.8734517120580583,0.8671877404904568,0.8723164772569554
P2733_FreshMango_BE,0.8715408109006006,0.8485291998934869,0.8733243806563733,0.8536008001036004,0.873562412781242,0.873237638162371,0.8732381955094592,0.8383571165209582,0.7839775882357514,0.8588218862722773,0.8731359193519956,0.8734025141930659,0.8732883322813337,0.8732843533651508,0.8727892900292117,0.8726355609810305,0.8717571536539507,0.8735250801106622,0.8737065114614724,0.8733305451581115,0.9995170759052968,1.0,0.8735226253231768,0.8737644723907647,0.8637163540560227,0.8586271746264106,0.8714605121267195,0.6360346310689747,0.6916769082336098,0.6918460213437967,0.8637737598589612,0.9959336602127828,0.8201765216298215,0.7655258789235346,0.7831467847371703,0.999132469033691,0.7807723954622954,0.8719063070264201,0.8715700300357461,0.8717560534787865,0.8639650014560737,0.8716444364151303
P2734_FreshMango_BE,0.9945976919113392,0.8980771169995865,0.9927842674903395,0.8750824168390375,0.9992853703094324,0.9985869214513132,0.9985221277483656,0.8373264132120499,0.7850668487442837,0.8829786450893543,0.9927824075508008,0.996712883291486,0.9976089540829172,0.9975520922917696,0.9911405684931692,0.9911435070805956,0.9935089187655624,0.9999993846153846,0.999996913745242,0.9990510133607132,0.8761016788965503,0.8746615981227959,1.0,0.8929058810941212,0.8904148244412419,0.8622378255854855,0.9947799428429156,0.6368857256509811,0.6980665836832771,0.6983726981993271,0.885958564126959,0.8735931815809481,0.8121221200790107,0.7686329107765858,0.7787853045685665,0.8758222373610655,0.7795675850470632,0.994690691524408,0.994690694183154,0.9946913115218288,0.8750107833756867,0.8971010881397631
P2811_SweetCherry_BE,0.882039666650964,0.8504107291792301,0.883931077560157,0.8888754607264402,0.8846776731614937,0.8840017906903239,0.8840352770195639,0.8366491908824671,0.7830155371891888,0.886765113745275,0.8839404844195067,0.8838346995420076,0.8843775242132542,0.8844022728903892,0.8845327738604202,0.8845468104847402,0.8817557919006443,0.8845600303227408,0.8845539114959577,0.8845278516141658,0.8632093779429145,0.8621469877326806,0.8845600303227408,1.0,0.8947390735317001,0.8550851193500189,0.882019598112865,0.6347193306081533,0.684153535233312,0.6837787802545152,0.8953465229774462,0.860943517303305,0.8098739847778039,0.7571287563081605,0.7684483229208937,0.8624560437384398,0.7864495863699835,0.8820472135186563,0.8820612495414795,0.8820472135186563,0.8827869115338621,0.9080090264951012
P2813_SweetCherry_BE,0.8937870774453488,0.8587207169622494,0.8944053682348825,0.9282485829310247,0.895982354379454,0.8957890596994117,0.895789916120181,0.8454440825838166,0.7885283690996322,0.9047099616028058,0.8942158360273185,0.8951045787107695,0.8954797697524626,0.8954730204967621,0.8957945545939091,0.895790931569835,0.8942082429770349,0.8957927536474066,0.8959794825022068,0.895792155841219,0.8666069234238696,0.8654771743255542,0.8957927536474066,0.9098263406089074,1.0,0.8504581336179573,0.8940302404527579,0.6297233721878149,0.6942265505653828,0.6945830120626704,0.9053376328151108,0.8647414212342052,0.8140987542202845,0.767477739694458,0.7776370332996368,0.8657875730852331,0.791406269453572,0.8942473088413507,0.8940581532998305,0.8942476171797384,0.9046687026820852,0.9429433096085869
P2814_SweetCherry_BE,0.8483688088043227,0.8336626203118843,0.8581778164136479,0.8351568902764697,0.8511819898077283,0.8511676226735361,0.8511600096807076,0.8322622379843944,0.7702788938475411,0.8498535970876034,0.8581460218046518,0.8503282519584083,0.8509132439785169,0.8509217406075604,0.8502655848269987,0.8502715908942637,0.8482602450182354,0.851557867867172,0.8515505490061589,0.8511399486112974,0.855556544027528,0.8543684629809711,0.851557867867172,0.8582402795314688,0.8329833668449795,1.0,0.8488253394211055,0.6270448987649846,0.6968353280285882,0.6967896491289128,0.8438320598369097,0.8537419236741528,0.8302498550921628,0.7546775249987404,0.760544149410118,0.8544719269821517,0.7702457980694422,0.8484468828395418,0.8484524448844633,0.8484468828395418,0.840346662460516,0.8292872276959317
P2827_FermentedMango_BE,0.9991915175163802,0.902274894777756,0.9978302244477308,0.8822050702314932,0.9992212305388868,0.9990662207995056,0.9990018405169532,0.8464156431837144,0.7891922423003901,0.8893760011547948,0.9978292869081752,0.9992859456706704,0.999289812665053,0.999232157373154,0.9982914943429494,0.9982872641291984,0.9987432493515656,0.999885008166668,0.9998843953922104,0.9989289984722612,0.8811169126727877,0.8806942237295033,0.999885008166668,0.9005630726136523,0.8970048305937957,0.8691560249137146,1.0,0.6424497099562742,0.7042355364350551,0.7042237159067235,0.8958348635148623,0.8799992295285742,0.8168136750422383,0.7736554989797539,0.7853168143083576,0.8808376049955156,0.7851537426078687,0.9992474586590888,0.9992474545664372,0.9992480837030444,0.8820450778548724,0.9025097171777284
P2918_Fermented_IQF_Mango_BE,0.6422096705995722,0.6406971182559125,0.6491548806140297,0.6380594126423808,0.644617057839576,0.6438457540604071,0.6438447894623123,0.6277961981341248,0.6265335393645777,0.6344591202865996,0.6489473532437647,0.6435984602959448,0.6439500922878217,0.6439509891468096,0.6416768730290772,0.6416771268037695,0.642231579053039,0.6444262255977138,0.6446334469049572,0.6444016889370577,0.6441998519603639,0.6422012735312029,0.6444269146690874,0.6460065513457418,0.6293363448079534,0.6343166336036675,0.6420754420911043,1.0,0.5306188743418273,0.5307818785921155,0.6407324117058254,0.6417974955187913,0.6109985714868318,0.6136367867276052,0.6148627754655495,0.6428272332651321,0.6199273611639757,0.6424177998739294,0.6422093756424317,0.6424173996317398,0.6229986387782572,0.6423155990172935
P3181_GREEN_Injera_BE,0.900991014316939,0.9043959163374254,0.9053836370215324,0.8953022804708479,0.9031222617521598,0.9028846858117846,0.902797522473926,0.8911148171708775,0.8418758763936268,0.8950954253129828,0.905149078505786,0.902865708313168,0.9029771182867458,0.9028862075286124,0.9025138886072578,0.9025080728393576,0.9019807046791608,0.9028975019492425,0.90312158378558,0.9028735195277244,0.8969561778339563,0.8958409378602245,0.902891733512513,0.8950611711036561,0.8956314265271215,0.9123208383609231,0.901594340395134,0.6824093356945053,1.0,0.9993220315134668,0.8887042421600898,0.8965857310033083,0.8899722403028263,0.8358682554591595,0.8386186418468702,0.8958819048139223,0.8395988417434426,0.9018882399797666,0.9016567143216054,0.9018910671412332,0.90379250302211,0.89251508501024
P3181_WHITE_Injera_BE,0.9019448468963874,0.9056758337726654,0.9062747316563784,0.896874599621848,0.9043456614549102,0.9039310798602016,0.903832390634431,0.8934955852633701,0.843225020286797,0.8973694724873017,0.9060409034277868,0.9038377860961349,0.9041376049620692,0.9040764301042876,0.9034631426699244,0.9034972886984378,0.9023281740197238,0.9041714643640704,0.9044267983923472,0.9041884520921086,0.8987953365386059,0.8975764774983106,0.9041718582676024,0.8960963051716913,0.8967967703626913,0.9152967117414706,0.9021777107923484,0.6838064471292812,0.998617639041964,1.0,0.8900218908151597,0.8982344132820546,0.8919844925974874,0.8362328069646598,0.8380348658523558,0.8976308304290218,0.8387659018001836,0.9025706249485572,0.9023394157855198,0.90256576172668,0.9042229392302278,0.8951128876270936
P331_Cacoa_CR,0.8648511661297111,0.835947899963641,0.867044850514323,0.8695821436153899,0.8661507939231767,0.8659021754752071,0.8658924099433818,0.8243115537620463,0.775985589256405,0.8809330465706536,0.8669565766505037,0.8655857423029185,0.8656259970461574,0.8656345906662254,0.8659134140388565,0.8659175306370264,0.8650995589859014,0.865959469803025,0.8660463612769946,0.8659581190311085,0.8459571736638833,0.8459445398853632,0.8659591686968436,0.8870157465697082,0.8788652091177773,0.8366999070773162,0.8649922770212792,0.6219798438223344,0.6687190088305806,0.6686309754461192,1.0,0.8455936285265669,0.7918875267427807,0.7424674721499201,0.7600240349679314,0.8459508181677149,0.7627087008757583,0.865211961879401,0.8651231186506849,0.865211961879401,0.866903180331557,0.901066460142816
P3336_GreenBanana_BE,0.874856722062009,0.8501077326174752,0.8765253382246501,0.8571708523112551,0.8762171990169783,0.8759643721127504,0.8759649090020167,0.8394107598597552,0.7864833000809869,0.8609428516194637,0.8763370885797666,0.8759072112098588,0.8759438816185202,0.8759399049150232,0.8752931832633197,0.8752895471824879,0.8750329260201226,0.8760295253389782,0.8762113949752732,0.8759851853985504,0.9995688005229598,0.9988585813282516,0.8760273758347541,0.8767922947342572,0.8662827158306565,0.8621205825093626,0.8747652129339102,0.6383888364677822,0.694517600158863,0.6947127692614895,0.8671722461723735,1.0,0.8226742315801276,0.7669445615367237,0.7840761627107856,0.9982733008135302,0.7814775157527998,0.8750606675844264,0.8748742041655957,0.8750606675844264,0.8684457435772301,0.872613438995132
P3337_BambaraGroudhut_BE,0.8084137173859056,0.8331649684086305,0.8145239712732447,0.8159775606313554,0.8107799687834669,0.8104828361087524,0.8104804233327348,0.8222740623395748,0.756697686784146,0.8131244644232754,0.8142380714823401,0.8099158234734872,0.8102501281326184,0.8102500823220573,0.8107133055148453,0.8107132070015237,0.8085253016586799,0.8110403264970444,0.8113215311643631,0.8102014122079012,0.8193423614383244,0.8185228738454295,0.8110394583062432,0.8212770727165902,0.8060008522766369,0.8365533852545046,0.8088946302394825,0.6053200316523961,0.6879346052456109,0.6880306216920256,0.8102994392699999,0.8166863235740557,1.0,0.7361387442398246,0.739721153090421,0.8191057243096548,0.7413350635993017,0.8087806914705105,0.8084986983700011,0.8087785558711422,0.814381012830868,0.8006353094955756
